language_model.lm_head.weight	BF16	131072,4096	0	1073741824
language_model.model.embed_tokens.weight	BF16	131072,4096	1073741824	2147483648
language_model.model.layers.0.input_layernorm.weight	BF16	4096	2147483648	2147491840
language_model.model.layers.0.mlp.down_proj.activation_scale	BF16		2147491840	2147491842
language_model.model.layers.0.mlp.down_proj.weight	F8_E4M3	4096,14336	2147705198	2206425454
language_model.model.layers.0.mlp.down_proj.weight_scale_inv	BF16		2147491842	2147491844
language_model.model.layers.0.mlp.gate_proj.activation_scale	BF16		2147491844	2147491846
language_model.model.layers.0.mlp.gate_proj.weight	F8_E4M3	14336,4096	2206425454	2265145710
language_model.model.layers.0.mlp.gate_proj.weight_scale_inv	BF16		2147491846	2147491848
language_model.model.layers.0.mlp.up_proj.activation_scale	BF16		2147491848	2147491850
language_model.model.layers.0.mlp.up_proj.weight	F8_E4M3	14336,4096	2265145710	2323865966
language_model.model.layers.0.mlp.up_proj.weight_scale_inv	BF16		2147491850	2147491852
language_model.model.layers.0.post_attention_layernorm.weight	BF16	4096	2147491852	2147500044
language_model.model.layers.0.self_attn.k_proj.activation_scale	BF16		2147500044	2147500046
language_model.model.layers.0.self_attn.k_proj.weight	F8_E4M3	1024,4096	2323865966	2328060270
language_model.model.layers.0.self_attn.k_proj.weight_scale_inv	BF16		2147500046	2147500048
language_model.model.layers.0.self_attn.o_proj.activation_scale	BF16		2147500048	2147500050
language_model.model.layers.0.self_attn.o_proj.weight	F8_E4M3	4096,4096	2328060270	2344837486
language_model.model.layers.0.self_attn.o_proj.weight_scale_inv	BF16		2147500050	2147500052
language_model.model.layers.0.self_attn.q_proj.activation_scale	BF16		2147500052	2147500054
language_model.model.layers.0.self_attn.q_proj.weight	F8_E4M3	4096,4096	2344837486	2361614702
language_model.model.layers.0.self_attn.q_proj.weight_scale_inv	BF16		2147500054	2147500056
language_model.model.layers.0.self_attn.v_proj.activation_scale	BF16		2147500056	2147500058
language_model.model.layers.0.self_attn.v_proj.weight	F8_E4M3	1024,4096	2361614702	2365809006
language_model.model.layers.0.self_attn.v_proj.weight_scale_inv	BF16		2147500058	2147500060
language_model.model.layers.1.input_layernorm.weight	BF16	4096	2147500060	2147508252
language_model.model.layers.1.mlp.down_proj.activation_scale	BF16		2147508252	2147508254
language_model.model.layers.1.mlp.down_proj.weight	F8_E4M3	4096,14336	2365809006	2424529262
language_model.model.layers.1.mlp.down_proj.weight_scale_inv	BF16		2147508254	2147508256
language_model.model.layers.1.mlp.gate_proj.activation_scale	BF16		2147508256	2147508258
language_model.model.layers.1.mlp.gate_proj.weight	F8_E4M3	14336,4096	2424529262	2483249518
language_model.model.layers.1.mlp.gate_proj.weight_scale_inv	BF16		2147508258	2147508260
language_model.model.layers.1.mlp.up_proj.activation_scale	BF16		2147508260	2147508262
language_model.model.layers.1.mlp.up_proj.weight	F8_E4M3	14336,4096	2483249518	2541969774
language_model.model.layers.1.mlp.up_proj.weight_scale_inv	BF16		2147508262	2147508264
language_model.model.layers.1.post_attention_layernorm.weight	BF16	4096	2147508264	2147516456
language_model.model.layers.1.self_attn.k_proj.activation_scale	BF16		2147516456	2147516458
language_model.model.layers.1.self_attn.k_proj.weight	F8_E4M3	1024,4096	2541969774	2546164078
language_model.model.layers.1.self_attn.k_proj.weight_scale_inv	BF16		2147516458	2147516460
language_model.model.layers.1.self_attn.o_proj.activation_scale	BF16		2147516460	2147516462
language_model.model.layers.1.self_attn.o_proj.weight	F8_E4M3	4096,4096	2546164078	2562941294
language_model.model.layers.1.self_attn.o_proj.weight_scale_inv	BF16		2147516462	2147516464
language_model.model.layers.1.self_attn.q_proj.activation_scale	BF16		2147516464	2147516466
language_model.model.layers.1.self_attn.q_proj.weight	F8_E4M3	4096,4096	2562941294	2579718510
language_model.model.layers.1.self_attn.q_proj.weight_scale_inv	BF16		2147516466	2147516468
language_model.model.layers.1.self_attn.v_proj.activation_scale	BF16		2147516468	2147516470
language_model.model.layers.1.self_attn.v_proj.weight	F8_E4M3	1024,4096	2579718510	2583912814
language_model.model.layers.1.self_attn.v_proj.weight_scale_inv	BF16		2147516470	2147516472
language_model.model.layers.10.input_layernorm.weight	BF16	4096	2147516472	2147524664
language_model.model.layers.10.mlp.down_proj.activation_scale	BF16		2147524664	2147524666
language_model.model.layers.10.mlp.down_proj.weight	F8_E4M3	4096,14336	2583912814	2642633070
language_model.model.layers.10.mlp.down_proj.weight_scale_inv	BF16		2147524666	2147524668
language_model.model.layers.10.mlp.gate_proj.activation_scale	BF16		2147524668	2147524670
language_model.model.layers.10.mlp.gate_proj.weight	F8_E4M3	14336,4096	2642633070	2701353326
language_model.model.layers.10.mlp.gate_proj.weight_scale_inv	BF16		2147524670	2147524672
language_model.model.layers.10.mlp.up_proj.activation_scale	BF16		2147524672	2147524674
language_model.model.layers.10.mlp.up_proj.weight	F8_E4M3	14336,4096	2701353326	2760073582
language_model.model.layers.10.mlp.up_proj.weight_scale_inv	BF16		2147524674	2147524676
language_model.model.layers.10.post_attention_layernorm.weight	BF16	4096	2147524676	2147532868
language_model.model.layers.10.self_attn.k_proj.activation_scale	BF16		2147532868	2147532870
language_model.model.layers.10.self_attn.k_proj.weight	F8_E4M3	1024,4096	2760073582	2764267886
language_model.model.layers.10.self_attn.k_proj.weight_scale_inv	BF16		2147532870	2147532872
language_model.model.layers.10.self_attn.o_proj.activation_scale	BF16		2147532872	2147532874
language_model.model.layers.10.self_attn.o_proj.weight	F8_E4M3	4096,4096	2764267886	2781045102
language_model.model.layers.10.self_attn.o_proj.weight_scale_inv	BF16		2147532874	2147532876
language_model.model.layers.10.self_attn.q_proj.activation_scale	BF16		2147532876	2147532878
language_model.model.layers.10.self_attn.q_proj.weight	F8_E4M3	4096,4096	2781045102	2797822318
language_model.model.layers.10.self_attn.q_proj.weight_scale_inv	BF16		2147532878	2147532880
language_model.model.layers.10.self_attn.v_proj.activation_scale	BF16		2147532880	2147532882
language_model.model.layers.10.self_attn.v_proj.weight	F8_E4M3	1024,4096	2797822318	2802016622
language_model.model.layers.10.self_attn.v_proj.weight_scale_inv	BF16		2147532882	2147532884
language_model.model.layers.11.input_layernorm.weight	BF16	4096	2147532884	2147541076
language_model.model.layers.11.mlp.down_proj.activation_scale	BF16		2147541076	2147541078
language_model.model.layers.11.mlp.down_proj.weight	F8_E4M3	4096,14336	2802016622	2860736878
language_model.model.layers.11.mlp.down_proj.weight_scale_inv	BF16		2147541078	2147541080
language_model.model.layers.11.mlp.gate_proj.activation_scale	BF16		2147541080	2147541082
language_model.model.layers.11.mlp.gate_proj.weight	F8_E4M3	14336,4096	2860736878	2919457134
language_model.model.layers.11.mlp.gate_proj.weight_scale_inv	BF16		2147541082	2147541084
language_model.model.layers.11.mlp.up_proj.activation_scale	BF16		2147541084	2147541086
language_model.model.layers.11.mlp.up_proj.weight	F8_E4M3	14336,4096	2919457134	2978177390
language_model.model.layers.11.mlp.up_proj.weight_scale_inv	BF16		2147541086	2147541088
language_model.model.layers.11.post_attention_layernorm.weight	BF16	4096	2147541088	2147549280
language_model.model.layers.11.self_attn.k_proj.activation_scale	BF16		2147549280	2147549282
language_model.model.layers.11.self_attn.k_proj.weight	F8_E4M3	1024,4096	2978177390	2982371694
language_model.model.layers.11.self_attn.k_proj.weight_scale_inv	BF16		2147549282	2147549284
language_model.model.layers.11.self_attn.o_proj.activation_scale	BF16		2147549284	2147549286
language_model.model.layers.11.self_attn.o_proj.weight	F8_E4M3	4096,4096	2982371694	2999148910
language_model.model.layers.11.self_attn.o_proj.weight_scale_inv	BF16		2147549286	2147549288
language_model.model.layers.11.self_attn.q_proj.activation_scale	BF16		2147549288	2147549290
language_model.model.layers.11.self_attn.q_proj.weight	F8_E4M3	4096,4096	2999148910	3015926126
language_model.model.layers.11.self_attn.q_proj.weight_scale_inv	BF16		2147549290	2147549292
language_model.model.layers.11.self_attn.v_proj.activation_scale	BF16		2147549292	2147549294
language_model.model.layers.11.self_attn.v_proj.weight	F8_E4M3	1024,4096	3015926126	3020120430
language_model.model.layers.11.self_attn.v_proj.weight_scale_inv	BF16		2147549294	2147549296
language_model.model.layers.12.input_layernorm.weight	BF16	4096	2147549296	2147557488
language_model.model.layers.12.mlp.down_proj.activation_scale	BF16		2147557488	2147557490
language_model.model.layers.12.mlp.down_proj.weight	F8_E4M3	4096,14336	3020120430	3078840686
language_model.model.layers.12.mlp.down_proj.weight_scale_inv	BF16		2147557490	2147557492
language_model.model.layers.12.mlp.gate_proj.activation_scale	BF16		2147557492	2147557494
language_model.model.layers.12.mlp.gate_proj.weight	F8_E4M3	14336,4096	3078840686	3137560942
language_model.model.layers.12.mlp.gate_proj.weight_scale_inv	BF16		2147557494	2147557496
language_model.model.layers.12.mlp.up_proj.activation_scale	BF16		2147557496	2147557498
language_model.model.layers.12.mlp.up_proj.weight	F8_E4M3	14336,4096	3137560942	3196281198
language_model.model.layers.12.mlp.up_proj.weight_scale_inv	BF16		2147557498	2147557500
language_model.model.layers.12.post_attention_layernorm.weight	BF16	4096	2147557500	2147565692
language_model.model.layers.12.self_attn.k_proj.activation_scale	BF16		2147565692	2147565694
language_model.model.layers.12.self_attn.k_proj.weight	F8_E4M3	1024,4096	3196281198	3200475502
language_model.model.layers.12.self_attn.k_proj.weight_scale_inv	BF16		2147565694	2147565696
language_model.model.layers.12.self_attn.o_proj.activation_scale	BF16		2147565696	2147565698
language_model.model.layers.12.self_attn.o_proj.weight	F8_E4M3	4096,4096	3200475502	3217252718
language_model.model.layers.12.self_attn.o_proj.weight_scale_inv	BF16		2147565698	2147565700
language_model.model.layers.12.self_attn.q_proj.activation_scale	BF16		2147565700	2147565702
language_model.model.layers.12.self_attn.q_proj.weight	F8_E4M3	4096,4096	3217252718	3234029934
language_model.model.layers.12.self_attn.q_proj.weight_scale_inv	BF16		2147565702	2147565704
language_model.model.layers.12.self_attn.v_proj.activation_scale	BF16		2147565704	2147565706
language_model.model.layers.12.self_attn.v_proj.weight	F8_E4M3	1024,4096	3234029934	3238224238
language_model.model.layers.12.self_attn.v_proj.weight_scale_inv	BF16		2147565706	2147565708
language_model.model.layers.13.input_layernorm.weight	BF16	4096	2147565708	2147573900
language_model.model.layers.13.mlp.down_proj.activation_scale	BF16		2147573900	2147573902
language_model.model.layers.13.mlp.down_proj.weight	F8_E4M3	4096,14336	412637770	471358026
language_model.model.layers.13.mlp.down_proj.weight_scale_inv	BF16		0	2
language_model.model.layers.13.mlp.gate_proj.activation_scale	BF16		2	4
language_model.model.layers.13.mlp.gate_proj.weight	F8_E4M3	14336,4096	471358026	530078282
language_model.model.layers.13.mlp.gate_proj.weight_scale_inv	BF16		4	6
language_model.model.layers.13.mlp.up_proj.activation_scale	BF16		6	8
language_model.model.layers.13.mlp.up_proj.weight	F8_E4M3	14336,4096	530078282	588798538
language_model.model.layers.13.mlp.up_proj.weight_scale_inv	BF16		8	10
language_model.model.layers.13.post_attention_layernorm.weight	BF16	4096	10	8202
language_model.model.layers.13.self_attn.k_proj.activation_scale	BF16		8202	8204
language_model.model.layers.13.self_attn.k_proj.weight	F8_E4M3	1024,4096	588798538	592992842
language_model.model.layers.13.self_attn.k_proj.weight_scale_inv	BF16		8204	8206
language_model.model.layers.13.self_attn.o_proj.activation_scale	BF16		8206	8208
language_model.model.layers.13.self_attn.o_proj.weight	F8_E4M3	4096,4096	592992842	609770058
language_model.model.layers.13.self_attn.o_proj.weight_scale_inv	BF16		8208	8210
language_model.model.layers.13.self_attn.q_proj.activation_scale	BF16		8210	8212
language_model.model.layers.13.self_attn.q_proj.weight	F8_E4M3	4096,4096	609770058	626547274
language_model.model.layers.13.self_attn.q_proj.weight_scale_inv	BF16		8212	8214
language_model.model.layers.13.self_attn.v_proj.activation_scale	BF16		8214	8216
language_model.model.layers.13.self_attn.v_proj.weight	F8_E4M3	1024,4096	626547274	630741578
language_model.model.layers.13.self_attn.v_proj.weight_scale_inv	BF16		8216	8218
language_model.model.layers.14.input_layernorm.weight	BF16	4096	8218	16410
language_model.model.layers.14.mlp.down_proj.activation_scale	BF16		16410	16412
language_model.model.layers.14.mlp.down_proj.weight	F8_E4M3	4096,14336	630741578	689461834
language_model.model.layers.14.mlp.down_proj.weight_scale_inv	BF16		16412	16414
language_model.model.layers.14.mlp.gate_proj.activation_scale	BF16		16414	16416
language_model.model.layers.14.mlp.gate_proj.weight	F8_E4M3	14336,4096	689461834	748182090
language_model.model.layers.14.mlp.gate_proj.weight_scale_inv	BF16		16416	16418
language_model.model.layers.14.mlp.up_proj.activation_scale	BF16		16418	16420
language_model.model.layers.14.mlp.up_proj.weight	F8_E4M3	14336,4096	748182090	806902346
language_model.model.layers.14.mlp.up_proj.weight_scale_inv	BF16		16420	16422
language_model.model.layers.14.post_attention_layernorm.weight	BF16	4096	16422	24614
language_model.model.layers.14.self_attn.k_proj.activation_scale	BF16		24614	24616
language_model.model.layers.14.self_attn.k_proj.weight	F8_E4M3	1024,4096	806902346	811096650
language_model.model.layers.14.self_attn.k_proj.weight_scale_inv	BF16		24616	24618
language_model.model.layers.14.self_attn.o_proj.activation_scale	BF16		24618	24620
language_model.model.layers.14.self_attn.o_proj.weight	F8_E4M3	4096,4096	811096650	827873866
language_model.model.layers.14.self_attn.o_proj.weight_scale_inv	BF16		24620	24622
language_model.model.layers.14.self_attn.q_proj.activation_scale	BF16		24622	24624
language_model.model.layers.14.self_attn.q_proj.weight	F8_E4M3	4096,4096	827873866	844651082
language_model.model.layers.14.self_attn.q_proj.weight_scale_inv	BF16		24624	24626
language_model.model.layers.14.self_attn.v_proj.activation_scale	BF16		24626	24628
