0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 27, P8, 180 MHz, 30.68 W
1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 27, P8, 180 MHz, 28.67 W
