0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 39, P0, 2400 MHz, 97.49 W
1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 39, P0, 2317 MHz, 98.22 W
