  run  1 order 1 idle     tokens=160 p50=11.5 max=13.9 stall=2.4 demote=[191.9] promote=[] intruder=None
  run  2 order 1 promote  tokens=160 p50=11.5 max=74.9 stall=63.4 demote=[163.0] promote=[26.2] intruder=114.7808390087448
  run  3 order 1 idle     tokens=160 p50=11.5 max=12.9 stall=1.4 demote=[] promote=[] intruder=None
  run  4 order 1 promote  tokens=160 p50=11.6 max=74.4 stall=62.9 demote=[174.7] promote=[26.4] intruder=114.1066380077973
  run  5 order 1 idle     tokens=160 p50=11.5 max=12.9 stall=1.4 demote=[] promote=[] intruder=None
  run  6 order 1 promote  tokens=160 p50=11.5 max=74.1 stall=62.6 demote=[150.0] promote=[25.8] intruder=113.72035602107644
  run  7 order 1 idle     tokens=160 p50=11.5 max=12.9 stall=1.4 demote=[] promote=[] intruder=None
  run  8 order 1 promote  tokens=160 p50=11.5 max=73.8 stall=62.2 demote=[149.7] promote=[25.8] intruder=113.52104198886082
  run  9 order 1 idle     tokens=160 p50=11.5 max=12.9 stall=1.4 demote=[] promote=[] intruder=None
  run 10 order 1 promote  tokens=160 p50=11.5 max=74.3 stall=62.8 demote=[150.4] promote=[25.9] intruder=114.096236997284
  run 11 order 2 promote  tokens=160 p50=11.5 max=73.9 stall=62.4 demote=[150.0] promote=[25.8] intruder=113.60070999944583
  run 12 order 2 idle     tokens=160 p50=11.5 max=12.9 stall=1.4 demote=[] promote=[] intruder=None
  run 13 order 2 promote  tokens=160 p50=11.6 max=74.4 stall=62.8 demote=[150.5] promote=[25.8] intruder=114.06443704618141
  run 14 order 2 idle     tokens=160 p50=11.5 max=12.9 stall=1.4 demote=[] promote=[] intruder=None
  run 15 order 2 promote  tokens=160 p50=11.5 max=74.0 stall=62.4 demote=[150.0] promote=[25.9] intruder=113.99292398709804
  run 16 order 2 idle     tokens=160 p50=11.5 max=12.9 stall=1.4 demote=[] promote=[] intruder=None
  run 17 order 2 promote  tokens=160 p50=11.6 max=74.6 stall=63.0 demote=[150.4] promote=[13.9] intruder=102.14257298503071
  run 18 order 2 idle     tokens=160 p50=11.5 max=12.9 stall=1.4 demote=[] promote=[] intruder=None
  run 19 order 2 promote  tokens=160 p50=11.6 max=74.0 stall=62.4 demote=[150.2] promote=[25.9] intruder=113.7234490015544
  run 20 order 2 idle     tokens=160 p50=11.5 max=12.9 stall=1.4 demote=[] promote=[] intruder=None
STALL rule cell=p2-promote-base arm=promote n_per_order=5 pooled=10 idle_runs=10 idle_p50=11.5 idle_p95=12.8 idle_p99=12.9 idle_max=13.9 arm_runs=10 arm_p50=11.5 arm_p95=12.8 arm_p99=14.2 arm_max=74.9 stall_median=62.7 stall_min=62.2 stall_max=63.4 server_demote_ms=[163.0, 174.7, 150.0, 149.7, 150.4, 150.0, 150.5, 150.0, 150.4, 150.2] server_promote_ms=[26.2, 26.4, 25.8, 25.8, 25.9, 25.8, 25.8, 25.9, 13.9, 25.9] intruder_prompt_tokens=[89, 86, 89, 86, 89, 86, 89, 86, 89, 86] tenant_text_identical=True errors=0
