timestamp, index, memory.used [MiB], temperature.gpu, power.draw [W]
2026/08/02 23:21:37.674, 5, 39975 MiB, 47, 308.28 W
2026/08/02 23:21:37.675, 6, 39527 MiB, 43, 153.58 W
2026/08/02 23:21:37.675, 7, 39527 MiB, 42, 156.82 W
2026/08/02 23:21:38.675, 4, 39975 MiB, 51, 354.99 W
2026/08/02 23:21:38.675, 5, 39975 MiB, 47, 347.69 W
2026/08/02 23:21:38.675, 6, 39527 MiB, 45, 339.24 W
2026/08/02 23:21:38.675, 7, 39527 MiB, 44, 352.55 W
2026/08/02 23:21:39.675, 4, 39975 MiB, 51, 353.20 W
2026/08/02 23:21:39.675, 5, 39975 MiB, 48, 346.16 W
2026/08/02 23:21:39.675, 6, 39591 MiB, 46, 344.12 W
2026/08/02 23:21:39.675, 7, 39559 MiB, 45, 357.45 W
2026/08/02 23:21:40.675, 4, 39975 MiB, 52, 350.62 W
2026/08/02 23:21:40.676, 5, 39975 MiB, 48, 340.39 W
2026/08/02 23:21:40.676, 6, 39591 MiB, 47, 346.07 W
2026/08/02 23:21:40.676, 7, 39591 MiB, 45, 348.27 W
2026/08/02 23:21:41.676, 4, 39975 MiB, 52, 349.45 W
2026/08/02 23:21:41.676, 5, 39975 MiB, 48, 344.15 W
2026/08/02 23:21:41.676, 6, 39975 MiB, 47, 343.17 W
2026/08/02 23:21:41.676, 7, 39975 MiB, 45, 357.03 W
2026/08/02 23:21:42.676, 4, 39975 MiB, 52, 347.59 W
2026/08/02 23:21:42.676, 5, 39975 MiB, 48, 342.67 W
2026/08/02 23:21:42.676, 6, 39975 MiB, 47, 347.54 W
2026/08/02 23:21:42.676, 7, 39975 MiB, 46, 354.17 W
2026/08/02 23:21:43.676, 4, 39975 MiB, 52, 353.26 W
2026/08/02 23:21:43.676, 5, 39975 MiB, 48, 344.80 W
2026/08/02 23:21:43.676, 6, 39975 MiB, 48, 349.92 W
2026/08/02 23:21:43.676, 7, 39975 MiB, 46, 357.58 W
2026/08/02 23:21:44.676, 4, 39975 MiB, 52, 349.85 W
2026/08/02 23:21:44.676, 5, 39975 MiB, 48, 344.60 W
2026/08/02 23:21:44.676, 6, 39975 MiB, 48, 343.31 W
2026/08/02 23:21:44.676, 7, 39975 MiB, 46, 352.62 W
2026/08/02 23:21:45.677, 4, 39975 MiB, 52, 350.59 W
2026/08/02 23:21:45.677, 5, 39975 MiB, 49, 348.71 W
2026/08/02 23:21:45.677, 6, 39975 MiB, 48, 347.25 W
2026/08/02 23:21:45.677, 7, 39975 MiB, 46, 356.75 W
2026/08/02 23:21:46.677, 4, 39975 MiB, 52, 350.42 W
2026/08/02 23:21:46.677, 5, 39975 MiB, 49, 345.11 W
2026/08/02 23:21:46.677, 6, 39975 MiB, 48, 347.17 W
2026/08/02 23:21:46.677, 7, 39975 MiB, 46, 353.10 W
2026/08/02 23:21:47.677, 4, 39975 MiB, 53, 353.10 W
2026/08/02 23:21:47.677, 5, 39975 MiB, 49, 346.15 W
2026/08/02 23:21:47.677, 6, 39975 MiB, 48, 346.11 W
2026/08/02 23:21:47.677, 7, 39975 MiB, 47, 354.99 W
2026/08/02 23:21:48.678, 4, 39975 MiB, 53, 359.86 W
2026/08/02 23:21:48.678, 5, 39975 MiB, 49, 340.93 W
2026/08/02 23:21:48.678, 6, 39975 MiB, 49, 346.13 W
2026/08/02 23:21:48.678, 7, 39975 MiB, 47, 359.06 W
2026/08/02 23:21:49.678, 4, 39975 MiB, 53, 356.85 W
2026/08/02 23:21:49.678, 5, 39975 MiB, 49, 342.67 W
2026/08/02 23:21:49.678, 6, 39975 MiB, 49, 346.36 W
2026/08/02 23:21:49.678, 7, 39975 MiB, 47, 359.14 W
2026/08/02 23:21:50.678, 4, 39975 MiB, 53, 357.60 W
2026/08/02 23:21:50.678, 5, 39975 MiB, 49, 347.29 W
2026/08/02 23:21:50.678, 6, 39975 MiB, 49, 346.81 W
2026/08/02 23:21:50.678, 7, 39975 MiB, 47, 357.21 W
2026/08/02 23:21:51.679, 4, 39975 MiB, 53, 350.96 W
2026/08/02 23:21:51.679, 5, 39975 MiB, 50, 355.91 W
2026/08/02 23:21:51.679, 6, 39975 MiB, 49, 350.24 W
2026/08/02 23:21:51.679, 7, 39975 MiB, 48, 372.01 W
2026/08/02 23:21:52.679, 4, 39975 MiB, 52, 353.93 W
2026/08/02 23:21:52.679, 5, 39975 MiB, 49, 358.31 W
2026/08/02 23:21:52.679, 6, 39975 MiB, 49, 357.40 W
2026/08/02 23:21:52.679, 7, 39975 MiB, 43, 296.94 W
2026/08/02 23:21:53.679, 4, 39975 MiB, 52, 356.12 W
2026/08/02 23:21:53.679, 5, 39975 MiB, 48, 349.93 W
2026/08/02 23:21:53.679, 6, 39975 MiB, 50, 349.32 W
2026/08/02 23:21:53.679, 7, 39975 MiB, 42, 130.64 W
2026/08/02 23:21:54.679, 4, 39975 MiB, 52, 354.68 W
2026/08/02 23:21:54.680, 5, 39975 MiB, 47, 203.67 W
2026/08/02 23:21:54.680, 6, 39975 MiB, 44, 128.19 W
2026/08/02 23:21:54.680, 7, 39975 MiB, 41, 130.24 W
2026/08/02 23:21:55.680, 4, 39975 MiB, 52, 353.03 W
2026/08/02 23:21:55.680, 5, 39975 MiB, 48, 344.47 W
2026/08/02 23:21:55.680, 6, 39975 MiB, 44, 127.02 W
2026/08/02 23:21:55.680, 7, 39975 MiB, 41, 130.08 W
2026/08/02 23:21:56.680, 4, 39975 MiB, 52, 349.81 W
2026/08/02 23:21:56.680, 5, 39975 MiB, 48, 349.41 W
2026/08/02 23:21:56.680, 6, 39975 MiB, 44, 126.70 W
2026/08/02 23:21:56.680, 7, 39975 MiB, 41, 129.88 W
2026/08/02 23:21:57.680, 4, 39975 MiB, 52, 359.30 W
2026/08/02 23:21:57.680, 5, 39975 MiB, 48, 342.09 W
2026/08/02 23:21:57.680, 6, 39975 MiB, 43, 126.56 W
2026/08/02 23:21:57.680, 7, 39975 MiB, 41, 129.80 W
2026/08/02 23:21:58.680, 4, 39975 MiB, 52, 350.12 W
2026/08/02 23:21:58.681, 5, 39975 MiB, 48, 342.91 W
2026/08/02 23:21:58.681, 6, 39975 MiB, 43, 126.45 W
2026/08/02 23:21:58.681, 7, 39975 MiB, 41, 129.65 W
2026/08/02 23:21:59.681, 4, 39975 MiB, 53, 357.01 W
2026/08/02 23:21:59.681, 5, 39975 MiB, 48, 349.14 W
2026/08/02 23:21:59.681, 6, 39975 MiB, 43, 126.28 W
2026/08/02 23:21:59.681, 7, 39975 MiB, 41, 129.52 W
2026/08/02 23:22:00.681, 4, 39975 MiB, 51, 340.41 W
2026/08/02 23:22:00.681, 5, 39975 MiB, 48, 353.29 W
2026/08/02 23:22:00.681, 6, 39975 MiB, 43, 126.21 W
2026/08/02 23:22:00.681, 7, 39975 MiB, 40, 129.44 W
2026/08/02 23:22:01.681, 4, 19989 MiB, 49, 138.00 W
2026/08/02 23:22:01.685, 5, 39975 MiB, 45, 255.45 W
2026/08/02 23:22:01.685, 6, 39975 MiB, 43, 126.20 W
2026/08/02 23:22:01.693, 7, 39975 MiB, 40, 129.46 W
2026/08/02 23:22:02.701, 4, 0 MiB, 48, 142.52 W
2026/08/02 23:22:02.766, 5, 0 MiB, 44, 138.19 W
2026/08/02 23:22:02.766, 6, 0 MiB, 43, 133.08 W
2026/08/02 23:22:02.767, 7, 19989 MiB, 40, 132.55 W
2026/08/02 23:22:03.767, 4, 0 MiB, 48, 140.71 W
2026/08/02 23:22:03.767, 5, 0 MiB, 44, 134.83 W
2026/08/02 23:22:03.767, 6, 0 MiB, 43, 130.45 W
2026/08/02 23:22:03.767, 7, 0 MiB, 40, 136.71 W
2026/08/02 23:22:04.767, 4, 0 MiB, 48, 140.47 W
2026/08/02 23:22:04.767, 5, 0 MiB, 44, 134.51 W
2026/08/02 23:22:04.767, 6, 0 MiB, 43, 130.37 W
2026/08/02 23:22:04.767, 7, 0 MiB, 40, 133.77 W
2026/08/02 23:22:05.767, 4, 0 MiB, 48, 140.26 W
2026/08/02 23:22:05.767, 5, 0 MiB, 43, 134.28 W
2026/08/02 23:22:05.767, 6, 0 MiB, 43, 130.29 W
2026/08/02 23:22:05.767, 7, 0 MiB, 40, 133.61 W
2026/08/02 23:22:06.767, 4, 0 MiB, 48, 140.10 W
2026/08/02 23:22:06.768, 5, 0 MiB, 43, 134.15 W
2026/08/02 23:22:06.768, 6, 0 MiB, 43, 130.22 W
2026/08/02 23:22:06.768, 7, 0 MiB, 40, 133.15 W
2026/08/02 23:22:07.768, 4, 0 MiB, 47, 139.93 W
2026/08/02 23:22:07.768, 5, 0 MiB, 43, 134.03 W
2026/08/02 23:22:07.768, 6, 0 MiB, 43, 130.18 W
2026/08/02 23:22:07.768, 7, 0 MiB, 40, 133.15 W
2026/08/02 23:22:08.768, 4, 0 MiB, 47, 139.80 W
2026/08/02 23:22:08.768, 5, 0 MiB, 43, 133.94 W
2026/08/02 23:22:08.768, 6, 0 MiB, 42, 130.12 W
2026/08/02 23:22:08.768, 7, 0 MiB, 40, 133.08 W
2026/08/02 23:22:09.768, 4, 0 MiB, 47, 139.66 W
2026/08/02 23:22:09.768, 5, 0 MiB, 43, 133.80 W
2026/08/02 23:22:09.768, 6, 0 MiB, 42, 130.06 W
2026/08/02 23:22:09.768, 7, 0 MiB, 40, 132.98 W
2026/08/02 23:22:10.769, 4, 0 MiB, 47, 139.52 W
2026/08/02 23:22:10.769, 5, 0 MiB, 42, 133.65 W
2026/08/02 23:22:10.769, 6, 0 MiB, 42, 130.00 W
2026/08/02 23:22:10.769, 7, 0 MiB, 40, 133.01 W
2026/08/02 23:22:11.769, 4, 0 MiB, 47, 139.37 W
2026/08/02 23:22:11.769, 5, 0 MiB, 42, 133.54 W
2026/08/02 23:22:11.769, 6, 0 MiB, 42, 129.97 W
2026/08/02 23:22:11.769, 7, 0 MiB, 40, 132.87 W
2026/08/02 23:22:12.769, 4, 0 MiB, 47, 139.26 W
2026/08/02 23:22:12.769, 5, 0 MiB, 42, 133.38 W
2026/08/02 23:22:12.771, 6, 0 MiB, 42, 129.92 W
2026/08/02 23:22:12.773, 7, 0 MiB, 40, 132.85 W
2026/08/02 23:22:13.773, 4, 1 MiB, 46, 139.21 W
2026/08/02 23:22:13.804, 5, 1 MiB, 42, 133.36 W
2026/08/02 23:22:13.808, 6, 1 MiB, 42, 129.91 W
2026/08/02 23:22:13.812, 7, 1 MiB, 40, 132.90 W
2026/08/02 23:22:14.874, 4, 42 MiB, 46, 139.10 W
2026/08/02 23:22:14.880, 5, 40 MiB, 42, 133.37 W
2026/08/02 23:22:14.880, 6, 40 MiB, 42, 129.93 W
2026/08/02 23:22:14.880, 7, 40 MiB, 40, 132.88 W
2026/08/02 23:22:15.896, 4, 1123 MiB, 46, 135.81 W
2026/08/02 23:22:15.896, 5, 1123 MiB, 42, 131.14 W
2026/08/02 23:22:15.896, 6, 1123 MiB, 42, 127.39 W
2026/08/02 23:22:15.896, 7, 1123 MiB, 39, 131.07 W
2026/08/02 23:22:16.896, 4, 9795 MiB, 46, 136.10 W
2026/08/02 23:22:16.896, 5, 8771 MiB, 42, 130.43 W
2026/08/02 23:22:16.896, 6, 7779 MiB, 42, 126.37 W
2026/08/02 23:22:16.896, 7, 7811 MiB, 39, 129.71 W
2026/08/02 23:22:17.896, 4, 33315 MiB, 47, 159.49 W
2026/08/02 23:22:17.896, 5, 33315 MiB, 43, 152.57 W
2026/08/02 23:22:17.897, 6, 27651 MiB, 43, 138.10 W
2026/08/02 23:22:17.897, 7, 33315 MiB, 39, 136.18 W
2026/08/02 23:22:18.897, 4, 33315 MiB, 46, 133.81 W
2026/08/02 23:22:18.897, 5, 33315 MiB, 41, 130.62 W
2026/08/02 23:22:18.897, 6, 33315 MiB, 42, 135.14 W
2026/08/02 23:22:18.897, 7, 33315 MiB, 39, 148.31 W
2026/08/02 23:22:19.897, 4, 33315 MiB, 46, 133.45 W
2026/08/02 23:22:19.897, 5, 33315 MiB, 41, 128.43 W
2026/08/02 23:22:19.897, 6, 33315 MiB, 42, 124.62 W
2026/08/02 23:22:19.897, 7, 33315 MiB, 39, 127.74 W
2026/08/02 23:22:20.898, 4, 33315 MiB, 45, 133.34 W
2026/08/02 23:22:20.898, 5, 33315 MiB, 41, 128.35 W
2026/08/02 23:22:20.898, 6, 33315 MiB, 42, 124.60 W
2026/08/02 23:22:20.898, 7, 33315 MiB, 39, 127.67 W
2026/08/02 23:22:21.898, 4, 33315 MiB, 45, 133.21 W
2026/08/02 23:22:21.898, 5, 33315 MiB, 41, 128.24 W
2026/08/02 23:22:21.898, 6, 33315 MiB, 41, 124.55 W
2026/08/02 23:22:21.898, 7, 33315 MiB, 39, 127.67 W
2026/08/02 23:22:22.898, 4, 33315 MiB, 45, 133.13 W
2026/08/02 23:22:22.898, 5, 33315 MiB, 41, 128.18 W
2026/08/02 23:22:22.898, 6, 33315 MiB, 41, 124.52 W
2026/08/02 23:22:22.898, 7, 33315 MiB, 39, 127.92 W
2026/08/02 23:22:23.898, 4, 33315 MiB, 45, 133.00 W
2026/08/02 23:22:23.899, 5, 33315 MiB, 41, 128.11 W
2026/08/02 23:22:23.899, 6, 33315 MiB, 41, 124.44 W
2026/08/02 23:22:23.899, 7, 33315 MiB, 39, 127.99 W
2026/08/02 23:22:24.899, 4, 33315 MiB, 45, 132.86 W
2026/08/02 23:22:24.899, 5, 33315 MiB, 41, 128.01 W
2026/08/02 23:22:24.899, 6, 33315 MiB, 41, 124.42 W
2026/08/02 23:22:24.899, 7, 33315 MiB, 39, 127.99 W
2026/08/02 23:22:25.899, 4, 34563 MiB, 45, 132.85 W
2026/08/02 23:22:25.899, 5, 33315 MiB, 41, 127.99 W
2026/08/02 23:22:25.899, 6, 33315 MiB, 41, 124.40 W
2026/08/02 23:22:25.899, 7, 33315 MiB, 39, 128.01 W
2026/08/02 23:22:26.899, 4, 35879 MiB, 48, 256.03 W
2026/08/02 23:22:26.900, 5, 33315 MiB, 41, 127.85 W
2026/08/02 23:22:26.900, 6, 33315 MiB, 41, 124.36 W
2026/08/02 23:22:26.900, 7, 33315 MiB, 39, 127.81 W
2026/08/02 23:22:27.900, 4, 35879 MiB, 45, 201.46 W
2026/08/02 23:22:27.900, 5, 35845 MiB, 44, 217.39 W
2026/08/02 23:22:27.900, 6, 33315 MiB, 41, 124.33 W
2026/08/02 23:22:27.900, 7, 33315 MiB, 39, 127.82 W
2026/08/02 23:22:28.900, 4, 35879 MiB, 45, 133.54 W
2026/08/02 23:22:28.900, 5, 35879 MiB, 42, 222.64 W
2026/08/02 23:22:28.900, 6, 34563 MiB, 41, 124.43 W
2026/08/02 23:22:28.900, 7, 33315 MiB, 39, 127.86 W
2026/08/02 23:22:29.900, 4, 35879 MiB, 45, 133.33 W
2026/08/02 23:22:29.900, 5, 35879 MiB, 41, 128.23 W
2026/08/02 23:22:29.900, 6, 35879 MiB, 44, 237.96 W
2026/08/02 23:22:29.900, 7, 33315 MiB, 39, 127.77 W
2026/08/02 23:22:30.900, 4, 35879 MiB, 45, 133.12 W
2026/08/02 23:22:30.901, 5, 35879 MiB, 41, 127.96 W
2026/08/02 23:22:30.901, 6, 35879 MiB, 42, 196.87 W
2026/08/02 23:22:30.901, 7, 34597 MiB, 42, 192.93 W
2026/08/02 23:22:31.901, 4, 36199 MiB, 47, 142.00 W
2026/08/02 23:22:31.901, 5, 35879 MiB, 40, 127.88 W
2026/08/02 23:22:31.901, 6, 35879 MiB, 41, 124.60 W
2026/08/02 23:22:31.901, 7, 35879 MiB, 42, 260.07 W
2026/08/02 23:22:32.901, 4, 36711 MiB, 48, 363.81 W
2026/08/02 23:22:32.901, 5, 36519 MiB, 44, 313.21 W
2026/08/02 23:22:32.901, 6, 35879 MiB, 41, 124.31 W
2026/08/02 23:22:32.901, 7, 35879 MiB, 39, 128.34 W
2026/08/02 23:22:33.901, 4, 36903 MiB, 49, 358.45 W
2026/08/02 23:22:33.902, 5, 36903 MiB, 45, 341.59 W
2026/08/02 23:22:33.902, 6, 35879 MiB, 41, 124.31 W
2026/08/02 23:22:33.902, 7, 35879 MiB, 39, 128.00 W
2026/08/02 23:22:34.902, 4, 36903 MiB, 49, 358.80 W
2026/08/02 23:22:34.902, 5, 36903 MiB, 45, 343.99 W
2026/08/02 23:22:34.902, 6, 35879 MiB, 41, 124.19 W
2026/08/02 23:22:34.902, 7, 35879 MiB, 39, 127.90 W
2026/08/02 23:22:35.902, 4, 36903 MiB, 50, 360.77 W
2026/08/02 23:22:35.902, 5, 36903 MiB, 45, 344.94 W
2026/08/02 23:22:35.902, 6, 35879 MiB, 41, 124.14 W
2026/08/02 23:22:35.902, 7, 35879 MiB, 39, 127.78 W
2026/08/02 23:22:36.902, 4, 36903 MiB, 50, 363.17 W
2026/08/02 23:22:36.902, 5, 36903 MiB, 46, 344.67 W
2026/08/02 23:22:36.902, 6, 35879 MiB, 41, 124.10 W
2026/08/02 23:22:36.902, 7, 35879 MiB, 39, 127.75 W
2026/08/02 23:22:37.903, 4, 36903 MiB, 50, 359.92 W
2026/08/02 23:22:37.903, 5, 36903 MiB, 46, 343.82 W
2026/08/02 23:22:37.903, 6, 35879 MiB, 41, 124.09 W
2026/08/02 23:22:37.903, 7, 35879 MiB, 39, 127.78 W
2026/08/02 23:22:38.903, 4, 36903 MiB, 50, 358.36 W
2026/08/02 23:22:38.903, 5, 36903 MiB, 46, 345.44 W
2026/08/02 23:22:38.903, 6, 35879 MiB, 41, 124.04 W
2026/08/02 23:22:38.903, 7, 35879 MiB, 39, 127.67 W
2026/08/02 23:22:39.903, 4, 36903 MiB, 50, 356.14 W
2026/08/02 23:22:39.903, 5, 36903 MiB, 46, 341.34 W
2026/08/02 23:22:39.903, 6, 35879 MiB, 41, 124.05 W
2026/08/02 23:22:39.903, 7, 35879 MiB, 39, 127.73 W
2026/08/02 23:22:40.904, 4, 36903 MiB, 50, 361.66 W
2026/08/02 23:22:40.904, 5, 36903 MiB, 46, 346.04 W
2026/08/02 23:22:40.904, 6, 35879 MiB, 41, 123.99 W
2026/08/02 23:22:40.904, 7, 35879 MiB, 39, 127.69 W
2026/08/02 23:22:41.904, 4, 36903 MiB, 51, 365.98 W
2026/08/02 23:22:41.904, 5, 36903 MiB, 46, 342.99 W
2026/08/02 23:22:41.904, 6, 35879 MiB, 41, 123.96 W
2026/08/02 23:22:41.904, 7, 35879 MiB, 38, 127.65 W
2026/08/02 23:22:42.904, 4, 41703 MiB, 51, 229.85 W
2026/08/02 23:22:42.904, 5, 41703 MiB, 47, 311.24 W
2026/08/02 23:22:42.904, 6, 41191 MiB, 44, 174.10 W
2026/08/02 23:22:42.904, 7, 41191 MiB, 44, 171.73 W
2026/08/02 23:22:43.904, 4, 41735 MiB, 53, 374.12 W
2026/08/02 23:22:43.904, 5, 41703 MiB, 48, 345.64 W
2026/08/02 23:22:43.904, 6, 41191 MiB, 46, 329.68 W
2026/08/02 23:22:43.904, 7, 41191 MiB, 44, 339.22 W
2026/08/02 23:22:44.904, 4, 41735 MiB, 53, 366.33 W
2026/08/02 23:22:44.904, 5, 41703 MiB, 49, 346.15 W
2026/08/02 23:22:44.904, 6, 41191 MiB, 47, 328.55 W
2026/08/02 23:22:44.904, 7, 41191 MiB, 45, 341.39 W
2026/08/02 23:22:45.904, 4, 41735 MiB, 53, 371.96 W
2026/08/02 23:22:45.905, 5, 41703 MiB, 49, 345.76 W
2026/08/02 23:22:45.905, 6, 41191 MiB, 47, 332.49 W
2026/08/02 23:22:45.905, 7, 41191 MiB, 45, 342.19 W
2026/08/02 23:22:46.905, 4, 41735 MiB, 53, 370.49 W
2026/08/02 23:22:46.905, 5, 41703 MiB, 49, 346.27 W
2026/08/02 23:22:46.905, 6, 41191 MiB, 47, 331.31 W
2026/08/02 23:22:46.905, 7, 41191 MiB, 46, 349.30 W
2026/08/02 23:22:47.905, 4, 41959 MiB, 54, 373.32 W
2026/08/02 23:22:47.905, 5, 41703 MiB, 49, 344.14 W
2026/08/02 23:22:47.905, 6, 41575 MiB, 48, 331.42 W
2026/08/02 23:22:47.905, 7, 41575 MiB, 46, 344.99 W
2026/08/02 23:22:48.905, 4, 42151 MiB, 54, 379.06 W
2026/08/02 23:22:48.905, 5, 42151 MiB, 49, 351.56 W
2026/08/02 23:22:48.905, 6, 41575 MiB, 48, 336.30 W
2026/08/02 23:22:48.905, 7, 41575 MiB, 46, 342.82 W
2026/08/02 23:22:49.906, 4, 42151 MiB, 54, 377.11 W
2026/08/02 23:22:49.906, 5, 42151 MiB, 50, 356.02 W
2026/08/02 23:22:49.906, 6, 41575 MiB, 48, 336.13 W
2026/08/02 23:22:49.906, 7, 41575 MiB, 46, 345.89 W
2026/08/02 23:22:50.906, 4, 42215 MiB, 54, 380.59 W
2026/08/02 23:22:50.906, 5, 42183 MiB, 50, 355.31 W
2026/08/02 23:22:50.906, 6, 41575 MiB, 48, 328.73 W
2026/08/02 23:22:50.906, 7, 41575 MiB, 46, 346.38 W
2026/08/02 23:22:51.906, 4, 42215 MiB, 54, 374.76 W
2026/08/02 23:22:51.906, 5, 42215 MiB, 50, 349.15 W
2026/08/02 23:22:51.906, 6, 41575 MiB, 49, 337.95 W
2026/08/02 23:22:51.906, 7, 41575 MiB, 47, 341.50 W
2026/08/02 23:22:52.906, 4, 42215 MiB, 55, 380.27 W
2026/08/02 23:22:52.907, 5, 42215 MiB, 50, 352.87 W
2026/08/02 23:22:52.907, 6, 41575 MiB, 49, 332.42 W
2026/08/02 23:22:52.907, 7, 41575 MiB, 47, 346.50 W
2026/08/02 23:22:53.907, 4, 42215 MiB, 55, 375.97 W
2026/08/02 23:22:53.907, 5, 42215 MiB, 50, 351.43 W
2026/08/02 23:22:53.907, 6, 41575 MiB, 49, 331.44 W
2026/08/02 23:22:53.907, 7, 41575 MiB, 47, 345.52 W
2026/08/02 23:22:54.907, 4, 42215 MiB, 55, 378.12 W
2026/08/02 23:22:54.907, 5, 42215 MiB, 50, 352.99 W
2026/08/02 23:22:54.907, 6, 41575 MiB, 49, 336.85 W
2026/08/02 23:22:54.907, 7, 41575 MiB, 47, 350.45 W
2026/08/02 23:22:55.907, 4, 42215 MiB, 53, 373.31 W
2026/08/02 23:22:55.907, 5, 42215 MiB, 51, 376.80 W
2026/08/02 23:22:55.907, 6, 41575 MiB, 50, 344.72 W
2026/08/02 23:22:55.907, 7, 41575 MiB, 48, 356.52 W
2026/08/02 23:22:56.908, 4, 42215 MiB, 53, 361.70 W
2026/08/02 23:22:56.908, 5, 42215 MiB, 48, 353.10 W
2026/08/02 23:22:56.908, 6, 41575 MiB, 44, 195.88 W
2026/08/02 23:22:56.908, 7, 41575 MiB, 42, 204.62 W
2026/08/02 23:22:57.908, 4, 42215 MiB, 53, 368.02 W
2026/08/02 23:22:57.908, 5, 42215 MiB, 48, 347.59 W
2026/08/02 23:22:57.908, 6, 41575 MiB, 44, 127.53 W
2026/08/02 23:22:57.908, 7, 41575 MiB, 41, 130.29 W
2026/08/02 23:22:58.908, 4, 42215 MiB, 53, 365.43 W
2026/08/02 23:22:58.908, 5, 42215 MiB, 48, 343.28 W
2026/08/02 23:22:58.908, 6, 41575 MiB, 43, 127.18 W
2026/08/02 23:22:58.908, 7, 41575 MiB, 41, 129.92 W
2026/08/02 23:22:59.908, 4, 42215 MiB, 53, 364.24 W
2026/08/02 23:22:59.908, 5, 42215 MiB, 48, 344.25 W
2026/08/02 23:22:59.908, 6, 41575 MiB, 43, 126.98 W
2026/08/02 23:22:59.908, 7, 41575 MiB, 41, 129.78 W
2026/08/02 23:23:00.908, 4, 42215 MiB, 53, 362.54 W
2026/08/02 23:23:00.909, 5, 42215 MiB, 48, 348.01 W
2026/08/02 23:23:00.909, 6, 41575 MiB, 43, 126.84 W
2026/08/02 23:23:00.909, 7, 41575 MiB, 41, 129.61 W
2026/08/02 23:23:01.909, 4, 42215 MiB, 53, 364.16 W
2026/08/02 23:23:01.909, 5, 42215 MiB, 48, 343.47 W
2026/08/02 23:23:01.909, 6, 41575 MiB, 43, 126.80 W
2026/08/02 23:23:01.909, 7, 41575 MiB, 41, 129.54 W
2026/08/02 23:23:02.909, 4, 42215 MiB, 50, 285.52 W
2026/08/02 23:23:02.909, 5, 42215 MiB, 49, 346.66 W
2026/08/02 23:23:02.909, 6, 41575 MiB, 43, 126.76 W
2026/08/02 23:23:02.909, 7, 41575 MiB, 40, 129.45 W
2026/08/02 23:23:03.909, 4, 0 MiB, 49, 141.98 W
2026/08/02 23:23:03.911, 5, 42215 MiB, 45, 168.48 W
2026/08/02 23:23:03.918, 6, 41575 MiB, 43, 126.82 W
2026/08/02 23:23:03.924, 7, 41575 MiB, 40, 129.44 W
2026/08/02 23:23:04.932, 4, 0 MiB, 49, 141.55 W
2026/08/02 23:23:04.932, 5, 0 MiB, 44, 138.34 W
2026/08/02 23:23:04.932, 6, 0 MiB, 43, 134.29 W
2026/08/02 23:23:04.932, 7, 0 MiB, 40, 135.69 W
2026/08/02 23:23:05.932, 4, 0 MiB, 49, 141.22 W
2026/08/02 23:23:05.932, 5, 0 MiB, 44, 134.95 W
2026/08/02 23:23:05.932, 6, 0 MiB, 43, 131.03 W
2026/08/02 23:23:05.932, 7, 0 MiB, 40, 134.52 W
2026/08/02 23:23:06.932, 4, 0 MiB, 48, 141.00 W
2026/08/02 23:23:06.932, 5, 0 MiB, 44, 134.69 W
2026/08/02 23:23:06.932, 6, 0 MiB, 43, 130.97 W
2026/08/02 23:23:06.932, 7, 0 MiB, 40, 133.73 W
2026/08/02 23:23:07.932, 4, 0 MiB, 48, 140.75 W
2026/08/02 23:23:07.932, 5, 0 MiB, 43, 134.52 W
2026/08/02 23:23:07.932, 6, 0 MiB, 43, 130.90 W
2026/08/02 23:23:07.932, 7, 0 MiB, 40, 133.68 W
2026/08/02 23:23:08.933, 4, 0 MiB, 48, 140.57 W
2026/08/02 23:23:08.933, 5, 0 MiB, 43, 134.32 W
2026/08/02 23:23:08.933, 6, 0 MiB, 42, 130.85 W
2026/08/02 23:23:08.933, 7, 0 MiB, 40, 133.21 W
2026/08/02 23:23:09.933, 4, 0 MiB, 48, 140.39 W
2026/08/02 23:23:09.933, 5, 0 MiB, 43, 134.18 W
2026/08/02 23:23:09.933, 6, 0 MiB, 42, 130.81 W
2026/08/02 23:23:09.933, 7, 0 MiB, 40, 133.17 W
2026/08/02 23:23:10.933, 4, 0 MiB, 48, 140.28 W
2026/08/02 23:23:10.933, 5, 0 MiB, 43, 134.06 W
2026/08/02 23:23:10.933, 6, 0 MiB, 42, 130.77 W
2026/08/02 23:23:10.933, 7, 0 MiB, 40, 133.08 W
2026/08/02 23:23:11.934, 4, 0 MiB, 48, 140.13 W
2026/08/02 23:23:11.934, 5, 0 MiB, 43, 133.92 W
2026/08/02 23:23:11.934, 6, 0 MiB, 42, 130.72 W
2026/08/02 23:23:11.934, 7, 0 MiB, 40, 132.98 W
2026/08/02 23:23:12.934, 4, 0 MiB, 47, 139.97 W
2026/08/02 23:23:12.934, 5, 0 MiB, 43, 133.77 W
2026/08/02 23:23:12.934, 6, 0 MiB, 42, 130.63 W
2026/08/02 23:23:12.934, 7, 0 MiB, 40, 132.94 W
2026/08/02 23:23:13.934, 4, 0 MiB, 47, 139.83 W
2026/08/02 23:23:13.934, 5, 0 MiB, 42, 133.73 W
2026/08/02 23:23:13.934, 6, 0 MiB, 42, 130.61 W
2026/08/02 23:23:13.935, 7, 0 MiB, 40, 132.88 W
2026/08/02 23:23:14.935, 4, 0 MiB, 47, 139.68 W
2026/08/02 23:23:14.938, 5, 0 MiB, 42, 133.61 W
2026/08/02 23:23:14.939, 6, 0 MiB, 42, 130.59 W
