timestamp, clocks.current.sm [MHz], temperature.gpu, power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/23 14:20:42.952, 180 MHz, 59, 9.97 W, 0 %, 15 MiB
2026/09/23 14:20:43.202, 180 MHz, 59, 10.01 W, 0 %, 15 MiB
2026/09/23 14:20:43.452, 180 MHz, 59, 10.01 W, 0 %, 15 MiB
2026/09/23 14:20:43.702, 180 MHz, 59, 10.01 W, 0 %, 15 MiB
2026/09/23 14:20:43.952, 180 MHz, 59, 10.01 W, 0 %, 15 MiB
2026/09/23 14:20:44.202, 180 MHz, 59, 10.01 W, 0 %, 15 MiB
2026/09/23 14:20:44.453, 180 MHz, 59, 10.01 W, 0 %, 15 MiB
2026/09/23 14:20:44.703, 180 MHz, 59, 10.01 W, 0 %, 15 MiB
2026/09/23 14:20:44.953, 180 MHz, 59, 10.01 W, 0 %, 15 MiB
2026/09/23 14:20:45.203, 180 MHz, 59, 9.85 W, 0 %, 15 MiB
2026/09/23 14:20:45.454, 180 MHz, 59, 9.85 W, 0 %, 15 MiB
2026/09/23 14:20:45.704, 180 MHz, 59, 9.85 W, 0 %, 15 MiB
2026/09/23 14:20:45.969, 180 MHz, 59, 9.85 W, 0 %, 15 MiB
2026/09/23 14:20:46.220, 180 MHz, 59, 9.97 W, 0 %, 15 MiB
2026/09/23 14:20:46.470, 180 MHz, 59, 9.97 W, 0 %, 15 MiB
2026/09/23 14:20:46.720, 180 MHz, 59, 9.97 W, 0 %, 15 MiB
2026/09/23 14:20:46.970, 180 MHz, 59, 9.97 W, 0 %, 15 MiB
2026/09/23 14:20:47.220, 172 MHz, 58, 9.93 W, 0 %, 15 MiB
2026/09/23 14:20:47.471, 172 MHz, 58, 9.93 W, 0 %, 15 MiB
2026/09/23 14:20:47.721, 172 MHz, 58, 9.93 W, 0 %, 15 MiB
2026/09/23 14:20:47.971, 172 MHz, 58, 9.93 W, 0 %, 15 MiB
2026/09/23 14:20:48.221, 180 MHz, 58, 9.82 W, 0 %, 15 MiB
2026/09/23 14:20:48.471, 180 MHz, 58, 9.82 W, 0 %, 15 MiB
2026/09/23 14:20:48.722, 180 MHz, 58, 9.82 W, 0 %, 15 MiB
2026/09/23 14:20:48.972, 180 MHz, 58, 9.82 W, 0 %, 15 MiB
2026/09/23 14:20:49.222, 180 MHz, 58, 9.86 W, 0 %, 15 MiB
2026/09/23 14:20:49.472, 180 MHz, 58, 9.86 W, 0 %, 15 MiB
2026/09/23 14:20:49.723, 180 MHz, 58, 9.86 W, 0 %, 15 MiB
2026/09/23 14:20:49.973, 180 MHz, 58, 9.86 W, 0 %, 15 MiB
2026/09/23 14:20:50.223, 180 MHz, 58, 9.79 W, 0 %, 15 MiB
2026/09/23 14:20:50.473, 180 MHz, 58, 9.79 W, 0 %, 15 MiB
2026/09/23 14:20:50.723, 180 MHz, 58, 9.79 W, 0 %, 15 MiB
2026/09/23 14:20:50.973, 180 MHz, 58, 9.79 W, 0 %, 15 MiB
2026/09/23 14:20:51.224, 180 MHz, 58, 9.77 W, 0 %, 15 MiB
2026/09/23 14:20:51.474, 180 MHz, 58, 9.77 W, 0 %, 15 MiB
2026/09/23 14:20:51.724, 180 MHz, 58, 9.77 W, 0 %, 15 MiB
2026/09/23 14:20:51.974, 180 MHz, 58, 9.77 W, 0 %, 15 MiB
2026/09/23 14:20:52.225, 180 MHz, 58, 9.75 W, 0 %, 15 MiB
2026/09/23 14:20:52.475, 180 MHz, 58, 9.75 W, 0 %, 15 MiB
2026/09/23 14:20:52.725, 180 MHz, 58, 9.75 W, 0 %, 15 MiB
2026/09/23 14:20:52.975, 180 MHz, 58, 9.75 W, 0 %, 15 MiB
2026/09/23 14:20:53.225, 180 MHz, 58, 9.76 W, 0 %, 15 MiB
2026/09/23 14:20:53.476, 180 MHz, 58, 9.76 W, 0 %, 15 MiB
2026/09/23 14:20:53.726, 180 MHz, 58, 9.76 W, 0 %, 15 MiB
2026/09/23 14:20:53.976, 180 MHz, 58, 9.76 W, 0 %, 15 MiB
2026/09/23 14:20:54.226, 180 MHz, 58, 9.92 W, 0 %, 15 MiB
2026/09/23 14:20:54.477, 180 MHz, 58, 9.92 W, 0 %, 15 MiB
2026/09/23 14:20:54.727, 180 MHz, 58, 9.92 W, 0 %, 15 MiB
2026/09/23 14:20:54.977, 180 MHz, 58, 9.92 W, 0 %, 15 MiB
2026/09/23 14:20:55.227, 180 MHz, 57, 9.76 W, 0 %, 15 MiB
2026/09/23 14:20:55.477, 180 MHz, 57, 9.76 W, 0 %, 15 MiB
2026/09/23 14:20:55.728, 180 MHz, 57, 9.76 W, 0 %, 15 MiB
2026/09/23 14:20:55.978, 180 MHz, 57, 9.76 W, 0 %, 15 MiB
2026/09/23 14:20:56.228, 180 MHz, 57, 9.73 W, 0 %, 15 MiB
2026/09/23 14:20:56.479, 180 MHz, 57, 9.73 W, 0 %, 15 MiB
2026/09/23 14:20:56.729, 180 MHz, 57, 9.73 W, 0 %, 15 MiB
2026/09/23 14:20:56.979, 180 MHz, 57, 9.73 W, 0 %, 15 MiB
2026/09/23 14:20:57.229, 180 MHz, 57, 9.79 W, 0 %, 15 MiB
2026/09/23 14:20:57.479, 180 MHz, 57, 9.79 W, 0 %, 15 MiB
2026/09/23 14:20:57.730, 180 MHz, 57, 9.79 W, 0 %, 15 MiB
2026/09/23 14:20:57.980, 180 MHz, 57, 9.79 W, 0 %, 15 MiB
2026/09/23 14:20:58.230, 180 MHz, 57, 9.67 W, 0 %, 15 MiB
2026/09/23 14:20:58.513, 180 MHz, 57, 9.67 W, 0 %, 15 MiB
2026/09/23 14:20:58.764, 180 MHz, 57, 10.28 W, 0 %, 15 MiB
2026/09/23 14:20:59.014, 180 MHz, 57, 10.28 W, 0 %, 15 MiB
2026/09/23 14:20:59.264, 180 MHz, 57, 11.25 W, 0 %, 15 MiB
2026/09/23 14:20:59.514, 180 MHz, 57, 11.25 W, 0 %, 15 MiB
2026/09/23 14:20:59.765, 180 MHz, 57, 11.33 W, 0 %, 15 MiB
2026/09/23 14:21:00.015, 180 MHz, 57, 11.33 W, 0 %, 15 MiB
2026/09/23 14:21:00.265, 180 MHz, 57, 11.33 W, 0 %, 15 MiB
2026/09/23 14:21:00.515, 180 MHz, 57, 11.33 W, 0 %, 15 MiB
2026/09/23 14:21:00.765, 180 MHz, 57, 9.98 W, 0 %, 15 MiB
2026/09/23 14:21:01.015, 180 MHz, 57, 9.98 W, 0 %, 15 MiB
2026/09/23 14:21:01.266, 180 MHz, 57, 9.98 W, 0 %, 15 MiB
2026/09/23 14:21:01.516, 180 MHz, 57, 9.98 W, 0 %, 15 MiB
2026/09/23 14:21:01.766, 180 MHz, 57, 9.88 W, 0 %, 15 MiB
2026/09/23 14:21:02.016, 180 MHz, 57, 9.88 W, 0 %, 15 MiB
2026/09/23 14:21:02.266, 180 MHz, 57, 9.88 W, 0 %, 15 MiB
2026/09/23 14:21:02.517, 180 MHz, 57, 9.88 W, 0 %, 15 MiB
2026/09/23 14:21:02.767, 180 MHz, 57, 9.77 W, 0 %, 15 MiB
2026/09/23 14:21:03.017, 180 MHz, 57, 9.77 W, 0 %, 15 MiB
2026/09/23 14:21:03.267, 180 MHz, 57, 9.77 W, 0 %, 15 MiB
2026/09/23 14:21:03.517, 180 MHz, 57, 9.77 W, 0 %, 15 MiB
2026/09/23 14:21:03.768, 180 MHz, 56, 9.68 W, 0 %, 15 MiB
2026/09/23 14:21:04.018, 180 MHz, 56, 9.68 W, 0 %, 15 MiB
2026/09/23 14:21:04.268, 180 MHz, 56, 9.68 W, 0 %, 15 MiB
2026/09/23 14:21:04.518, 180 MHz, 56, 9.68 W, 0 %, 15 MiB
2026/09/23 14:21:04.768, 180 MHz, 56, 9.58 W, 0 %, 15 MiB
2026/09/23 14:21:05.019, 180 MHz, 56, 9.58 W, 0 %, 15 MiB
2026/09/23 14:21:05.269, 180 MHz, 56, 9.58 W, 0 %, 15 MiB
2026/09/23 14:21:05.519, 180 MHz, 56, 9.58 W, 0 %, 15 MiB
2026/09/23 14:21:05.769, 180 MHz, 56, 9.71 W, 0 %, 15 MiB
2026/09/23 14:21:06.020, 180 MHz, 56, 9.71 W, 0 %, 15 MiB
2026/09/23 14:21:06.270, 180 MHz, 56, 9.71 W, 0 %, 15 MiB
2026/09/23 14:21:06.520, 180 MHz, 56, 9.71 W, 0 %, 15 MiB
2026/09/23 14:21:06.770, 180 MHz, 56, 9.71 W, 0 %, 15 MiB
2026/09/23 14:21:07.021, 180 MHz, 56, 9.71 W, 0 %, 15 MiB
2026/09/23 14:21:07.271, 180 MHz, 56, 9.71 W, 0 %, 18 MiB
2026/09/23 14:21:07.523, 180 MHz, 56, 9.71 W, 0 %, 15 MiB
2026/09/23 14:21:07.773, 180 MHz, 56, 10.66 W, 0 %, 15 MiB
2026/09/23 14:21:08.023, 180 MHz, 56, 10.66 W, 0 %, 15 MiB
2026/09/23 14:21:08.273, 180 MHz, 56, 10.94 W, 0 %, 15 MiB
2026/09/23 14:21:08.523, 180 MHz, 56, 10.94 W, 0 %, 15 MiB
2026/09/23 14:21:08.774, 180 MHz, 56, 11.88 W, 0 %, 15 MiB
2026/09/23 14:21:09.024, 180 MHz, 56, 11.88 W, 0 %, 15 MiB
2026/09/23 14:21:09.274, 180 MHz, 56, 11.88 W, 0 %, 15 MiB
2026/09/23 14:21:09.524, 180 MHz, 56, 11.88 W, 0 %, 15 MiB
2026/09/23 14:21:09.774, 180 MHz, 56, 9.59 W, 0 %, 15 MiB
2026/09/23 14:21:10.024, 180 MHz, 56, 9.59 W, 0 %, 15 MiB
2026/09/23 14:21:10.275, 180 MHz, 56, 9.59 W, 0 %, 15 MiB
2026/09/23 14:21:10.525, 180 MHz, 56, 9.59 W, 0 %, 15 MiB
2026/09/23 14:21:10.775, 180 MHz, 56, 9.51 W, 0 %, 15 MiB
2026/09/23 14:21:11.025, 180 MHz, 56, 9.51 W, 0 %, 15 MiB
2026/09/23 14:21:11.276, 180 MHz, 56, 9.51 W, 0 %, 15 MiB
2026/09/23 14:21:11.526, 180 MHz, 56, 9.51 W, 0 %, 15 MiB
2026/09/23 14:21:11.776, 180 MHz, 55, 9.59 W, 0 %, 15 MiB
2026/09/23 14:21:12.026, 180 MHz, 55, 9.59 W, 0 %, 15 MiB
2026/09/23 14:21:12.277, 180 MHz, 55, 9.59 W, 0 %, 15 MiB
2026/09/23 14:21:12.527, 180 MHz, 55, 9.59 W, 0 %, 15 MiB
2026/09/23 14:21:12.777, 180 MHz, 55, 9.62 W, 0 %, 15 MiB
2026/09/23 14:21:13.027, 180 MHz, 55, 9.62 W, 0 %, 15 MiB
2026/09/23 14:21:13.277, 180 MHz, 55, 9.62 W, 0 %, 15 MiB
2026/09/23 14:21:13.528, 180 MHz, 55, 9.62 W, 0 %, 15 MiB
2026/09/23 14:21:13.778, 180 MHz, 55, 9.59 W, 0 %, 1303 MiB
2026/09/23 14:21:14.029, 180 MHz, 55, 9.59 W, 0 %, 15 MiB
2026/09/23 14:21:14.280, 1590 MHz, 56, 33.84 W, 0 %, 15 MiB
2026/09/23 14:21:14.530, 1590 MHz, 56, 33.84 W, 0 %, 15 MiB
2026/09/23 14:21:14.780, 1590 MHz, 56, 30.33 W, 0 %, 15 MiB
2026/09/23 14:21:15.031, 1590 MHz, 56, 30.33 W, 0 %, 15 MiB
2026/09/23 14:21:15.281, 1590 MHz, 56, 28.56 W, 0 %, 15 MiB
2026/09/23 14:21:15.531, 1590 MHz, 56, 28.56 W, 0 %, 15 MiB
2026/09/23 14:21:15.781, 802 MHz, 56, 27.31 W, 0 %, 15 MiB
2026/09/23 14:21:16.031, 802 MHz, 56, 27.31 W, 0 %, 15 MiB
2026/09/23 14:21:16.281, 802 MHz, 55, 26.33 W, 0 %, 15 MiB
2026/09/23 14:21:16.532, 802 MHz, 55, 26.33 W, 0 %, 15 MiB
2026/09/23 14:21:16.782, 802 MHz, 55, 26.33 W, 0 %, 15 MiB
2026/09/23 14:21:17.032, 802 MHz, 55, 26.33 W, 0 %, 15 MiB
2026/09/23 14:21:17.282, 180 MHz, 55, 15.33 W, 0 %, 15 MiB
2026/09/23 14:21:17.532, 180 MHz, 55, 15.33 W, 0 %, 15 MiB
2026/09/23 14:21:17.783, 180 MHz, 55, 15.33 W, 0 %, 15 MiB
2026/09/23 14:21:18.033, 180 MHz, 55, 15.33 W, 0 %, 15 MiB
2026/09/23 14:21:18.283, 180 MHz, 55, 9.74 W, 0 %, 15 MiB
2026/09/23 14:21:18.533, 180 MHz, 55, 9.74 W, 0 %, 15 MiB
2026/09/23 14:21:18.784, 180 MHz, 55, 9.74 W, 0 %, 15 MiB
2026/09/23 14:21:19.034, 180 MHz, 55, 9.74 W, 0 %, 15 MiB
2026/09/23 14:21:19.284, 180 MHz, 55, 9.41 W, 0 %, 15 MiB
2026/09/23 14:21:19.534, 180 MHz, 55, 9.41 W, 0 %, 15 MiB
2026/09/23 14:21:19.784, 180 MHz, 55, 9.41 W, 0 %, 15 MiB
2026/09/23 14:21:20.035, 180 MHz, 55, 9.41 W, 0 %, 15 MiB
2026/09/23 14:21:20.285, 180 MHz, 55, 9.41 W, 0 %, 15 MiB
2026/09/23 14:21:20.535, 180 MHz, 55, 9.41 W, 0 %, 15 MiB
2026/09/23 14:21:20.785, 180 MHz, 55, 9.41 W, 0 %, 15 MiB
2026/09/23 14:21:21.036, 180 MHz, 55, 9.41 W, 0 %, 15 MiB
2026/09/23 14:21:21.286, 180 MHz, 55, 9.37 W, 0 %, 15 MiB
2026/09/23 14:21:21.536, 180 MHz, 55, 9.37 W, 0 %, 15 MiB
2026/09/23 14:21:21.786, 180 MHz, 55, 9.37 W, 0 %, 15 MiB
2026/09/23 14:21:22.037, 180 MHz, 55, 9.37 W, 0 %, 15 MiB
2026/09/23 14:21:22.287, 180 MHz, 55, 9.31 W, 0 %, 15 MiB
2026/09/23 14:21:22.537, 180 MHz, 55, 9.31 W, 0 %, 15 MiB
2026/09/23 14:21:22.787, 180 MHz, 55, 9.31 W, 0 %, 15 MiB
2026/09/23 14:21:23.037, 180 MHz, 55, 9.31 W, 0 %, 15 MiB
2026/09/23 14:21:23.288, 180 MHz, 54, 9.35 W, 0 %, 15 MiB
2026/09/23 14:21:23.538, 180 MHz, 54, 9.35 W, 0 %, 15 MiB
2026/09/23 14:21:23.788, 180 MHz, 54, 9.35 W, 0 %, 15 MiB
2026/09/23 14:21:24.038, 180 MHz, 54, 9.35 W, 0 %, 15 MiB
2026/09/23 14:21:24.289, 180 MHz, 54, 9.39 W, 0 %, 15 MiB
2026/09/23 14:21:24.539, 180 MHz, 54, 9.39 W, 0 %, 15 MiB
2026/09/23 14:21:24.789, 180 MHz, 54, 9.39 W, 0 %, 15 MiB
2026/09/23 14:21:25.040, 180 MHz, 54, 9.39 W, 0 %, 15 MiB
2026/09/23 14:21:25.290, 180 MHz, 54, 9.34 W, 0 %, 15 MiB
2026/09/23 14:21:25.540, 180 MHz, 54, 9.34 W, 0 %, 15 MiB
2026/09/23 14:21:25.790, 180 MHz, 54, 9.34 W, 0 %, 15 MiB
2026/09/23 14:21:26.041, 180 MHz, 54, 9.34 W, 0 %, 15 MiB
2026/09/23 14:21:26.291, 180 MHz, 54, 9.33 W, 0 %, 15 MiB
2026/09/23 14:21:26.541, 180 MHz, 54, 9.33 W, 0 %, 15 MiB
2026/09/23 14:21:26.791, 180 MHz, 54, 9.33 W, 0 %, 15 MiB
2026/09/23 14:21:27.042, 180 MHz, 54, 9.33 W, 0 %, 15 MiB
2026/09/23 14:21:27.292, 180 MHz, 54, 9.25 W, 0 %, 15 MiB
2026/09/23 14:21:27.542, 180 MHz, 54, 9.25 W, 0 %, 15 MiB
2026/09/23 14:21:27.792, 180 MHz, 54, 9.25 W, 0 %, 15 MiB
2026/09/23 14:21:28.042, 180 MHz, 54, 9.25 W, 0 %, 15 MiB
2026/09/23 14:21:28.293, 180 MHz, 54, 9.28 W, 0 %, 15 MiB
2026/09/23 14:21:28.543, 180 MHz, 54, 9.28 W, 0 %, 15 MiB
2026/09/23 14:21:28.793, 180 MHz, 54, 9.28 W, 0 %, 15 MiB
2026/09/23 14:21:29.043, 180 MHz, 54, 9.28 W, 0 %, 15 MiB
2026/09/23 14:21:29.294, 180 MHz, 54, 9.32 W, 0 %, 15 MiB
2026/09/23 14:21:29.544, 180 MHz, 54, 9.32 W, 0 %, 15 MiB
2026/09/23 14:21:29.794, 180 MHz, 54, 9.32 W, 0 %, 15 MiB
2026/09/23 14:21:30.044, 180 MHz, 54, 9.32 W, 0 %, 15 MiB
2026/09/23 14:21:30.294, 180 MHz, 54, 9.28 W, 0 %, 15 MiB
2026/09/23 14:21:30.545, 180 MHz, 54, 9.28 W, 0 %, 15 MiB
2026/09/23 14:21:30.795, 180 MHz, 54, 9.28 W, 0 %, 15 MiB
2026/09/23 14:21:31.045, 180 MHz, 54, 9.28 W, 0 %, 15 MiB
2026/09/23 14:21:31.295, 180 MHz, 54, 9.30 W, 0 %, 15 MiB
2026/09/23 14:21:31.546, 180 MHz, 54, 9.30 W, 0 %, 15 MiB
2026/09/23 14:21:31.796, 180 MHz, 54, 9.30 W, 0 %, 15 MiB
2026/09/23 14:21:32.046, 180 MHz, 54, 9.30 W, 0 %, 15 MiB
2026/09/23 14:21:32.296, 180 MHz, 54, 9.24 W, 0 %, 15 MiB
2026/09/23 14:21:32.547, 180 MHz, 54, 9.24 W, 0 %, 15 MiB
2026/09/23 14:21:32.797, 180 MHz, 54, 9.24 W, 0 %, 15 MiB
2026/09/23 14:21:33.047, 180 MHz, 54, 9.24 W, 0 %, 15 MiB
2026/09/23 14:21:33.297, 180 MHz, 54, 9.15 W, 0 %, 15 MiB
2026/09/23 14:21:33.548, 180 MHz, 54, 9.15 W, 0 %, 15 MiB
2026/09/23 14:21:33.798, 180 MHz, 54, 9.15 W, 0 %, 15 MiB
2026/09/23 14:21:34.048, 180 MHz, 54, 9.15 W, 0 %, 15 MiB
2026/09/23 14:21:34.298, 180 MHz, 53, 9.14 W, 0 %, 15 MiB
2026/09/23 14:21:34.548, 180 MHz, 53, 9.14 W, 0 %, 15 MiB
2026/09/23 14:21:34.799, 180 MHz, 53, 9.14 W, 0 %, 15 MiB
2026/09/23 14:21:35.049, 180 MHz, 53, 9.14 W, 0 %, 15 MiB
2026/09/23 14:21:35.299, 180 MHz, 53, 9.23 W, 0 %, 15 MiB
2026/09/23 14:21:35.549, 180 MHz, 53, 9.23 W, 0 %, 15 MiB
2026/09/23 14:21:35.800, 180 MHz, 53, 9.23 W, 0 %, 15 MiB
2026/09/23 14:21:36.050, 180 MHz, 53, 9.23 W, 0 %, 15 MiB
2026/09/23 14:21:36.300, 180 MHz, 53, 9.22 W, 0 %, 15 MiB
2026/09/23 14:21:36.550, 180 MHz, 53, 9.22 W, 0 %, 15 MiB
2026/09/23 14:21:36.801, 180 MHz, 53, 9.22 W, 0 %, 15 MiB
2026/09/23 14:21:37.051, 180 MHz, 53, 9.22 W, 0 %, 15 MiB
2026/09/23 14:21:37.301, 180 MHz, 53, 9.18 W, 0 %, 15 MiB
2026/09/23 14:21:37.551, 180 MHz, 53, 9.18 W, 0 %, 15 MiB
2026/09/23 14:21:37.801, 180 MHz, 53, 9.18 W, 0 %, 15 MiB
2026/09/23 14:21:38.052, 180 MHz, 53, 9.18 W, 0 %, 15 MiB
2026/09/23 14:21:38.302, 180 MHz, 53, 9.13 W, 0 %, 15 MiB
2026/09/23 14:21:38.552, 180 MHz, 53, 9.13 W, 0 %, 15 MiB
2026/09/23 14:21:38.802, 180 MHz, 53, 9.13 W, 0 %, 15 MiB
2026/09/23 14:21:39.053, 180 MHz, 53, 9.13 W, 0 %, 15 MiB
2026/09/23 14:21:39.303, 180 MHz, 53, 9.11 W, 0 %, 15 MiB
2026/09/23 14:21:39.553, 180 MHz, 53, 9.11 W, 0 %, 15 MiB
2026/09/23 14:21:39.803, 180 MHz, 53, 9.11 W, 0 %, 15 MiB
2026/09/23 14:21:40.053, 180 MHz, 53, 9.11 W, 0 %, 15 MiB
2026/09/23 14:21:40.304, 180 MHz, 53, 9.09 W, 0 %, 15 MiB
2026/09/23 14:21:40.554, 180 MHz, 53, 9.09 W, 0 %, 15 MiB
2026/09/23 14:21:40.804, 180 MHz, 53, 9.09 W, 0 %, 15 MiB
2026/09/23 14:21:41.054, 180 MHz, 53, 9.09 W, 0 %, 15 MiB
2026/09/23 14:21:41.304, 180 MHz, 53, 9.10 W, 0 %, 15 MiB
2026/09/23 14:21:41.555, 180 MHz, 53, 9.10 W, 0 %, 15 MiB
2026/09/23 14:21:41.805, 180 MHz, 53, 9.10 W, 0 %, 15 MiB
2026/09/23 14:21:42.055, 180 MHz, 53, 9.10 W, 0 %, 15 MiB
2026/09/23 14:21:42.305, 180 MHz, 53, 9.10 W, 0 %, 15 MiB
2026/09/23 14:21:42.556, 180 MHz, 53, 9.10 W, 0 %, 15 MiB
2026/09/23 14:21:42.806, 180 MHz, 53, 9.10 W, 0 %, 15 MiB
2026/09/23 14:21:43.056, 180 MHz, 53, 9.10 W, 0 %, 15 MiB
2026/09/23 14:21:43.306, 180 MHz, 53, 9.11 W, 0 %, 15 MiB
2026/09/23 14:21:43.556, 180 MHz, 53, 9.11 W, 0 %, 15 MiB
2026/09/23 14:21:43.807, 180 MHz, 53, 9.11 W, 0 %, 15 MiB
2026/09/23 14:21:44.057, 180 MHz, 53, 9.11 W, 0 %, 15 MiB
2026/09/23 14:21:44.307, 180 MHz, 53, 9.27 W, 0 %, 15 MiB
2026/09/23 14:21:44.557, 180 MHz, 53, 9.27 W, 0 %, 15 MiB
2026/09/23 14:21:44.808, 180 MHz, 53, 9.27 W, 0 %, 15 MiB
2026/09/23 14:21:45.058, 180 MHz, 53, 9.27 W, 0 %, 15 MiB
2026/09/23 14:21:45.308, 180 MHz, 53, 9.18 W, 0 %, 15 MiB
2026/09/23 14:21:45.558, 180 MHz, 53, 9.18 W, 0 %, 15 MiB
2026/09/23 14:21:45.809, 180 MHz, 53, 9.18 W, 0 %, 15 MiB
2026/09/23 14:21:46.059, 180 MHz, 53, 9.18 W, 0 %, 15 MiB
2026/09/23 14:21:46.309, 180 MHz, 53, 9.10 W, 0 %, 15 MiB
2026/09/23 14:21:46.559, 180 MHz, 53, 9.10 W, 0 %, 15 MiB
2026/09/23 14:21:46.810, 180 MHz, 53, 9.10 W, 0 %, 15 MiB
2026/09/23 14:21:47.060, 180 MHz, 53, 9.10 W, 0 %, 15 MiB
2026/09/23 14:21:47.310, 180 MHz, 53, 9.08 W, 0 %, 15 MiB
2026/09/23 14:21:47.560, 180 MHz, 53, 9.08 W, 0 %, 15 MiB
2026/09/23 14:21:47.810, 180 MHz, 53, 9.08 W, 0 %, 15 MiB
2026/09/23 14:21:48.060, 180 MHz, 53, 9.08 W, 0 %, 15 MiB
2026/09/23 14:21:48.311, 180 MHz, 53, 9.16 W, 0 %, 15 MiB
2026/09/23 14:21:48.561, 180 MHz, 53, 9.16 W, 0 %, 15 MiB
2026/09/23 14:21:48.811, 180 MHz, 53, 9.16 W, 0 %, 15 MiB
2026/09/23 14:21:49.061, 180 MHz, 53, 9.16 W, 0 %, 15 MiB
2026/09/23 14:21:49.312, 180 MHz, 53, 9.13 W, 0 %, 15 MiB
2026/09/23 14:21:49.562, 180 MHz, 53, 9.13 W, 0 %, 15 MiB
2026/09/23 14:21:49.812, 180 MHz, 53, 9.13 W, 0 %, 15 MiB
2026/09/23 14:21:50.062, 180 MHz, 53, 9.13 W, 0 %, 15 MiB
2026/09/23 14:21:50.312, 180 MHz, 53, 9.07 W, 0 %, 15 MiB
2026/09/23 14:21:50.563, 180 MHz, 53, 9.07 W, 0 %, 15 MiB
2026/09/23 14:21:50.813, 180 MHz, 53, 9.07 W, 0 %, 15 MiB
2026/09/23 14:21:51.063, 180 MHz, 53, 9.07 W, 0 %, 15 MiB
2026/09/23 14:21:51.313, 180 MHz, 53, 9.05 W, 0 %, 15 MiB
2026/09/23 14:21:51.563, 180 MHz, 53, 9.05 W, 0 %, 15 MiB
2026/09/23 14:21:51.814, 180 MHz, 53, 9.05 W, 0 %, 15 MiB
2026/09/23 14:21:52.064, 180 MHz, 53, 9.05 W, 0 %, 15 MiB
2026/09/23 14:21:52.314, 180 MHz, 53, 9.06 W, 0 %, 15 MiB
2026/09/23 14:21:52.564, 180 MHz, 53, 9.06 W, 0 %, 15 MiB
2026/09/23 14:21:52.815, 180 MHz, 53, 9.06 W, 0 %, 15 MiB
2026/09/23 14:21:53.065, 180 MHz, 53, 9.06 W, 0 %, 15 MiB
2026/09/23 14:21:53.315, 180 MHz, 53, 9.06 W, 0 %, 15 MiB
2026/09/23 14:21:53.565, 180 MHz, 53, 9.06 W, 0 %, 15 MiB
2026/09/23 14:21:53.815, 180 MHz, 53, 9.06 W, 0 %, 15 MiB
2026/09/23 14:21:54.066, 180 MHz, 53, 9.06 W, 0 %, 15 MiB
2026/09/23 14:21:54.316, 180 MHz, 53, 9.05 W, 0 %, 15 MiB
2026/09/23 14:21:54.566, 180 MHz, 53, 9.05 W, 0 %, 15 MiB
2026/09/23 14:21:54.816, 180 MHz, 53, 9.05 W, 0 %, 15 MiB
2026/09/23 14:21:55.067, 180 MHz, 53, 9.05 W, 0 %, 15 MiB
2026/09/23 14:21:55.317, 180 MHz, 53, 9.04 W, 0 %, 15 MiB
2026/09/23 14:21:55.567, 180 MHz, 53, 9.04 W, 0 %, 15 MiB
2026/09/23 14:21:55.817, 180 MHz, 53, 9.04 W, 0 %, 15 MiB
2026/09/23 14:21:56.068, 180 MHz, 53, 9.04 W, 0 %, 15 MiB
2026/09/23 14:21:56.318, 180 MHz, 53, 9.04 W, 0 %, 15 MiB
2026/09/23 14:21:56.568, 180 MHz, 53, 9.04 W, 0 %, 15 MiB
2026/09/23 14:21:56.818, 180 MHz, 53, 9.04 W, 0 %, 15 MiB
2026/09/23 14:21:57.068, 180 MHz, 53, 9.04 W, 0 %, 15 MiB
2026/09/23 14:21:57.318, 180 MHz, 53, 9.03 W, 0 %, 15 MiB
2026/09/23 14:21:57.569, 180 MHz, 53, 9.03 W, 0 %, 15 MiB
2026/09/23 14:21:57.819, 180 MHz, 53, 9.03 W, 0 %, 15 MiB
2026/09/23 14:21:58.069, 180 MHz, 53, 9.03 W, 0 %, 15 MiB
2026/09/23 14:21:58.319, 172 MHz, 53, 9.03 W, 0 %, 15 MiB
2026/09/23 14:21:58.570, 172 MHz, 53, 9.03 W, 0 %, 15 MiB
2026/09/23 14:21:58.820, 172 MHz, 53, 9.03 W, 0 %, 15 MiB
2026/09/23 14:21:59.077, 172 MHz, 53, 9.03 W, 0 %, 15 MiB
2026/09/23 14:21:59.327, 180 MHz, 53, 9.08 W, 0 %, 15 MiB
2026/09/23 14:21:59.577, 180 MHz, 53, 9.08 W, 0 %, 15 MiB
2026/09/23 14:21:59.828, 180 MHz, 53, 9.08 W, 0 %, 15 MiB
2026/09/23 14:22:00.078, 180 MHz, 53, 9.08 W, 0 %, 15 MiB
2026/09/23 14:22:00.328, 180 MHz, 53, 8.99 W, 0 %, 15 MiB
2026/09/23 14:22:00.578, 180 MHz, 53, 8.99 W, 0 %, 15 MiB
2026/09/23 14:22:00.829, 180 MHz, 53, 8.99 W, 0 %, 15 MiB
2026/09/23 14:22:01.079, 180 MHz, 53, 8.99 W, 0 %, 15 MiB
2026/09/23 14:22:01.329, 180 MHz, 53, 9.01 W, 0 %, 15 MiB
2026/09/23 14:22:01.579, 180 MHz, 53, 9.01 W, 0 %, 15 MiB
2026/09/23 14:22:01.830, 180 MHz, 53, 9.01 W, 0 %, 15 MiB
