0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 29, 180 MHz, 31.56 W
1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 30, 180 MHz, 30.98 W
