timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/25 11:57:03.363, 28, 10.49 W, 180 MHz, 405 MHz, 2 MiB, 0 %
2026/09/25 11:57:03.619, 28, 11.23 W, 180 MHz, 405 MHz, 4 MiB, 0 %
2026/09/25 11:57:03.870, 28, 11.23 W, 180 MHz, 405 MHz, 596 MiB, 0 %
2026/09/25 11:57:04.120, 30, 30.75 W, 2617 MHz, 13365 MHz, 2132 MiB, 12 %
2026/09/25 11:57:04.370, 30, 30.75 W, 2617 MHz, 13365 MHz, 3188 MiB, 12 %
2026/09/25 11:57:04.620, 30, 69.70 W, 2625 MHz, 13365 MHz, 4212 MiB, 12 %
2026/09/25 11:57:04.870, 30, 69.70 W, 2625 MHz, 13365 MHz, 5140 MiB, 12 %
2026/09/25 11:57:05.120, 31, 76.31 W, 2625 MHz, 13365 MHz, 6100 MiB, 12 %
2026/09/25 11:57:05.370, 31, 76.31 W, 2625 MHz, 13365 MHz, 7028 MiB, 12 %
2026/09/25 11:57:05.621, 31, 76.03 W, 2617 MHz, 13365 MHz, 7988 MiB, 10 %
2026/09/25 11:57:05.871, 31, 76.03 W, 2617 MHz, 13365 MHz, 8916 MiB, 10 %
2026/09/25 11:57:06.121, 31, 76.13 W, 2625 MHz, 13365 MHz, 9844 MiB, 11 %
2026/09/25 11:57:06.371, 31, 76.13 W, 2625 MHz, 13365 MHz, 10804 MiB, 11 %
2026/09/25 11:57:06.621, 31, 76.57 W, 2625 MHz, 13365 MHz, 11700 MiB, 10 %
2026/09/25 11:57:06.871, 31, 76.57 W, 2625 MHz, 13365 MHz, 12628 MiB, 10 %
2026/09/25 11:57:07.121, 31, 76.84 W, 2625 MHz, 13365 MHz, 13556 MiB, 11 %
2026/09/25 11:57:07.371, 31, 76.84 W, 2625 MHz, 13365 MHz, 14484 MiB, 11 %
2026/09/25 11:57:07.621, 31, 76.47 W, 2625 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:07.871, 31, 76.47 W, 2625 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:08.121, 31, 74.91 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:08.371, 31, 74.91 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:08.621, 31, 74.02 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:08.871, 31, 74.02 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:09.122, 31, 74.02 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:09.372, 31, 74.02 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:09.622, 31, 72.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:09.872, 31, 72.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:10.122, 31, 72.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:10.372, 31, 72.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:10.622, 31, 72.74 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:10.872, 31, 72.74 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:11.122, 31, 72.74 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:11.372, 31, 72.74 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:11.622, 31, 72.71 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:11.872, 31, 72.71 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:12.122, 31, 72.71 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:12.372, 31, 72.71 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:12.623, 31, 72.46 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:12.873, 31, 72.46 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:13.123, 31, 72.46 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:13.373, 31, 72.46 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:13.623, 31, 72.39 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:13.873, 31, 72.39 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:14.124, 31, 72.66 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:14.374, 31, 72.66 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:14.625, 31, 73.09 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:14.875, 31, 73.09 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:15.126, 31, 73.09 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:15.376, 31, 73.09 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 11:57:15.627, 36, 86.52 W, 2617 MHz, 13365 MHz, 15892 MiB, 83 %
2026/09/25 11:57:15.877, 36, 86.52 W, 2617 MHz, 13365 MHz, 15892 MiB, 83 %
2026/09/25 11:57:16.127, 39, 190.57 W, 2842 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 11:57:16.377, 39, 190.57 W, 2842 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 11:57:16.627, 40, 413.57 W, 2842 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 11:57:16.877, 40, 413.57 W, 2842 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 11:57:17.127, 41, 425.96 W, 2857 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 11:57:17.377, 41, 425.96 W, 2857 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 11:57:17.627, 41, 437.11 W, 2857 MHz, 13365 MHz, 16212 MiB, 97 %
2026/09/25 11:57:17.878, 41, 437.11 W, 2857 MHz, 13365 MHz, 16532 MiB, 97 %
2026/09/25 11:57:18.128, 41, 423.27 W, 2842 MHz, 13365 MHz, 16660 MiB, 99 %
2026/09/25 11:57:18.378, 41, 423.27 W, 2842 MHz, 13365 MHz, 16660 MiB, 99 %
2026/09/25 11:57:18.628, 41, 407.63 W, 2842 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 11:57:18.878, 41, 407.63 W, 2842 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 11:57:19.128, 42, 425.20 W, 2857 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 11:57:19.378, 42, 425.20 W, 2857 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 11:57:19.628, 43, 437.84 W, 2857 MHz, 13365 MHz, 16660 MiB, 95 %
2026/09/25 11:57:19.878, 43, 437.84 W, 2857 MHz, 13365 MHz, 16660 MiB, 95 %
2026/09/25 11:57:20.128, 42, 430.54 W, 2842 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 11:57:20.378, 42, 430.54 W, 2842 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 11:57:20.629, 42, 414.59 W, 2842 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 11:57:20.879, 42, 414.59 W, 2842 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 11:57:21.129, 44, 427.02 W, 2857 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 11:57:21.379, 44, 427.02 W, 2857 MHz, 13365 MHz, 16660 MiB, 100 %
2026/09/25 11:57:21.629, 44, 441.42 W, 2857 MHz, 13365 MHz, 16660 MiB, 95 %
2026/09/25 11:57:21.879, 44, 441.42 W, 2857 MHz, 13365 MHz, 16660 MiB, 95 %
2026/09/25 11:57:22.129, 43, 419.51 W, 2850 MHz, 13365 MHz, 17140 MiB, 99 %
2026/09/25 11:57:22.379, 43, 419.51 W, 2850 MHz, 13365 MHz, 17140 MiB, 99 %
2026/09/25 11:57:22.629, 43, 404.13 W, 2842 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:22.879, 43, 404.13 W, 2842 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:23.129, 44, 425.63 W, 2857 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:23.380, 44, 425.63 W, 2857 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:23.630, 45, 443.21 W, 2865 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:23.880, 45, 443.21 W, 2865 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:24.130, 44, 436.20 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:24.380, 44, 436.20 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:24.630, 44, 420.49 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:24.880, 44, 420.49 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:25.130, 45, 427.52 W, 2850 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:25.380, 45, 427.52 W, 2850 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:25.630, 46, 446.02 W, 2850 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:25.880, 46, 446.02 W, 2850 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:26.131, 46, 429.72 W, 2835 MHz, 13365 MHz, 17140 MiB, 99 %
2026/09/25 11:57:26.381, 46, 429.72 W, 2835 MHz, 13365 MHz, 17140 MiB, 99 %
2026/09/25 11:57:26.631, 45, 416.18 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:26.881, 45, 416.18 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:27.131, 46, 421.62 W, 2850 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:27.381, 46, 421.62 W, 2850 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:27.631, 47, 443.66 W, 2850 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:27.881, 47, 443.66 W, 2850 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:28.131, 46, 440.12 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:28.381, 46, 440.12 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:28.631, 46, 424.58 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:28.881, 46, 424.58 W, 2835 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:29.132, 47, 428.99 W, 2850 MHz, 13365 MHz, 17140 MiB, 100 %
2026/09/25 11:57:29.382, 47, 428.99 W, 2850 MHz, 13365 MHz, 17140 MiB, 100 %
