timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/25 14:29:24.873, 30, 11.44 W, 180 MHz, 405 MHz, 2 MiB, 0 %
2026/09/25 14:29:25.128, 30, 11.44 W, 180 MHz, 405 MHz, 4 MiB, 0 %
2026/09/25 14:29:25.386, 30, 11.44 W, 180 MHz, 405 MHz, 596 MiB, 0 %
2026/09/25 14:29:25.636, 32, 21.42 W, 180 MHz, 405 MHz, 2132 MiB, 1 %
2026/09/25 14:29:25.886, 32, 21.42 W, 180 MHz, 405 MHz, 3156 MiB, 1 %
2026/09/25 14:29:26.136, 32, 47.19 W, 2625 MHz, 13365 MHz, 4212 MiB, 12 %
2026/09/25 14:29:26.386, 32, 47.19 W, 2625 MHz, 13365 MHz, 5140 MiB, 12 %
2026/09/25 14:29:26.636, 32, 78.38 W, 2617 MHz, 13365 MHz, 6100 MiB, 10 %
2026/09/25 14:29:26.886, 32, 78.38 W, 2617 MHz, 13365 MHz, 7028 MiB, 10 %
2026/09/25 14:29:27.136, 32, 78.05 W, 2625 MHz, 13365 MHz, 7988 MiB, 10 %
2026/09/25 14:29:27.386, 32, 78.05 W, 2625 MHz, 13365 MHz, 8916 MiB, 10 %
2026/09/25 14:29:27.636, 33, 77.81 W, 2625 MHz, 13365 MHz, 9876 MiB, 10 %
2026/09/25 14:29:27.886, 33, 77.81 W, 2625 MHz, 13365 MHz, 10804 MiB, 10 %
2026/09/25 14:29:28.136, 33, 77.78 W, 2625 MHz, 13365 MHz, 11732 MiB, 11 %
2026/09/25 14:29:28.387, 33, 77.78 W, 2625 MHz, 13365 MHz, 12692 MiB, 11 %
2026/09/25 14:29:28.637, 33, 77.79 W, 2625 MHz, 13365 MHz, 13620 MiB, 10 %
2026/09/25 14:29:28.887, 33, 77.79 W, 2625 MHz, 13365 MHz, 14548 MiB, 10 %
2026/09/25 14:29:29.137, 33, 77.42 W, 2625 MHz, 13365 MHz, 14740 MiB, 11 %
2026/09/25 14:29:29.387, 33, 77.42 W, 2625 MHz, 13365 MHz, 14740 MiB, 11 %
2026/09/25 14:29:29.637, 33, 76.13 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:29.887, 33, 76.13 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:30.137, 33, 74.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:30.387, 33, 74.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:30.637, 33, 74.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:30.887, 33, 74.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:31.137, 33, 74.03 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:31.387, 33, 74.03 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:31.638, 33, 74.03 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:31.888, 33, 74.03 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:32.138, 33, 73.87 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:32.388, 33, 73.87 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:32.638, 33, 73.87 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:32.888, 33, 73.87 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:33.138, 33, 74.04 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:33.388, 33, 74.04 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:33.638, 33, 74.04 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:33.888, 33, 74.04 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:34.138, 33, 74.29 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:34.388, 33, 74.29 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:34.638, 33, 74.29 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:34.888, 33, 74.29 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:35.139, 33, 74.47 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:35.389, 33, 74.47 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:35.640, 33, 74.44 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:35.890, 33, 74.44 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:36.141, 33, 74.09 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:36.391, 33, 74.09 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:36.642, 33, 74.12 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:36.892, 33, 74.12 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 14:29:37.142, 33, 74.12 W, 2610 MHz, 13365 MHz, 15892 MiB, 0 %
2026/09/25 14:29:37.392, 33, 74.12 W, 2610 MHz, 13365 MHz, 15892 MiB, 0 %
2026/09/25 14:29:37.643, 40, 162.44 W, 2850 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 14:29:37.893, 40, 162.44 W, 2850 MHz, 13365 MHz, 15892 MiB, 100 %
