2026/08/10 02:59:41.926, 0, 32, 2407, 88.12, 46001, 0
2026/08/10 02:59:41.932, 1, 32, 2325, 85.04, 56339, 0
2026/08/10 02:59:42.187, 0, 37, 2400, 131.80, 46353, 87
2026/08/10 02:59:42.187, 1, 32, 2325, 84.86, 56339, 0
2026/08/10 02:59:42.437, 0, 35, 2400, 155.60, 46353, 0
2026/08/10 02:59:42.437, 1, 39, 2325, 127.41, 56435, 84
2026/08/10 02:59:42.688, 0, 38, 2392, 213.18, 46417, 76
2026/08/10 02:59:42.688, 1, 34, 2325, 166.89, 56499, 44
2026/08/10 02:59:42.938, 0, 35, 2392, 230.07, 46417, 21
2026/08/10 02:59:42.938, 1, 40, 2317, 219.39, 56499, 29
2026/08/10 02:59:43.188, 0, 40, 2385, 255.45, 46417, 63
2026/08/10 02:59:43.188, 1, 34, 2325, 253.88, 56499, 0
2026/08/10 02:59:43.438, 0, 34, 2385, 229.77, 46417, 0
2026/08/10 02:59:43.438, 1, 41, 2317, 276.59, 56499, 86
2026/08/10 02:59:43.688, 0, 40, 2385, 244.18, 46417, 87
2026/08/10 02:59:43.688, 1, 39, 2325, 266.44, 56499, 0
2026/08/10 02:59:43.938, 0, 34, 2385, 237.11, 46417, 0
2026/08/10 02:59:43.938, 1, 44, 2317, 278.58, 56499, 89
2026/08/10 02:59:44.188, 0, 37, 2385, 230.07, 46417, 0
2026/08/10 02:59:44.188, 1, 40, 2317, 285.60, 56499, 78
2026/08/10 02:59:44.438, 0, 34, 2385, 250.32, 46417, 81
2026/08/10 02:59:44.438, 1, 37, 2317, 266.67, 56499, 46
2026/08/10 02:59:44.688, 0, 35, 2392, 226.66, 46417, 11
2026/08/10 02:59:44.688, 1, 41, 2317, 287.56, 56499, 39
2026/08/10 02:59:44.938, 0, 39, 2392, 269.85, 46417, 41
2026/08/10 02:59:44.938, 1, 36, 2317, 252.85, 56499, 84
2026/08/10 02:59:45.188, 0, 35, 2400, 227.98, 46417, 0
2026/08/10 02:59:45.188, 1, 42, 2317, 288.62, 56499, 87
2026/08/10 02:59:45.438, 0, 40, 2400, 272.51, 46417, 87
2026/08/10 02:59:45.438, 1, 35, 2317, 251.17, 56499, 0
2026/08/10 02:59:45.689, 0, 34, 2385, 235.41, 46417, 0
2026/08/10 02:59:45.689, 1, 40, 2317, 282.14, 56499, 87
2026/08/10 02:59:45.939, 0, 36, 2385, 215.84, 46417, 43
2026/08/10 02:59:45.939, 1, 38, 2310, 279.55, 56499, 46
2026/08/10 02:59:46.189, 0, 37, 2347, 226.11, 46417, 46
2026/08/10 02:59:46.189, 1, 38, 2287, 252.14, 56499, 48
2026/08/10 02:59:46.439, 0, 39, 2347, 188.27, 46417, 44
2026/08/10 02:59:46.439, 1, 37, 2287, 271.81, 56499, 45
2026/08/10 02:59:46.689, 0, 39, 2362, 219.09, 46417, 44
2026/08/10 02:59:46.689, 1, 37, 2302, 232.68, 56499, 44
2026/08/10 02:59:46.939, 0, 40, 2362, 227.31, 46417, 44
2026/08/10 02:59:46.939, 1, 38, 2302, 234.99, 56499, 45
2026/08/10 02:59:47.189, 0, 40, 2362, 239.08, 46417, 44
2026/08/10 02:59:47.189, 1, 39, 2302, 239.09, 56499, 45
2026/08/10 02:59:47.439, 0, 40, 2362, 237.70, 46417, 44
2026/08/10 02:59:47.439, 1, 39, 2302, 242.21, 56499, 46
2026/08/10 02:59:47.689, 0, 39, 2362, 240.40, 46417, 44
2026/08/10 02:59:47.689, 1, 40, 2302, 240.55, 56499, 46
2026/08/10 02:59:47.939, 0, 39, 2362, 241.20, 46417, 44
2026/08/10 02:59:47.939, 1, 40, 2302, 238.94, 56499, 46
2026/08/10 02:59:48.189, 0, 38, 2362, 240.18, 46417, 43
2026/08/10 02:59:48.189, 1, 41, 2302, 240.43, 56499, 46
2026/08/10 02:59:48.439, 0, 38, 2362, 240.45, 46417, 43
2026/08/10 02:59:48.439, 1, 41, 2302, 240.79, 56499, 46
2026/08/10 02:59:48.690, 0, 38, 2362, 241.15, 46417, 43
2026/08/10 02:59:48.690, 1, 41, 2302, 240.74, 56499, 46
2026/08/10 02:59:48.940, 0, 38, 2362, 242.09, 46417, 43
2026/08/10 02:59:48.940, 1, 41, 2302, 242.71, 56499, 46
2026/08/10 02:59:49.190, 0, 38, 2362, 238.16, 46417, 43
2026/08/10 02:59:49.190, 1, 40, 2302, 242.23, 56499, 46
