name, memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], power.limit [W]
NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 97887 MiB, 33, 33.03 W, 600.00 W
