Xp-6144-r0-t1 status=503 finish=None G=None cached=None ms=1605
Xp-6144-r0-t2 status=200 finish=length G=1 cached=0 ms=1632
Xp-6144-r0-t3 status=200 finish=length G=32 cached=6209 ms=452
Xp-6144-r0-t4 status=200 finish=length G=32 cached=6304 ms=450
Xp-6144-r0-t1-cold status=200 finish=length G=1 cached=0 ms=1562
Xp-6144-r0-t2-cold status=200 finish=length G=1 cached=0 ms=1635
Xp-6144-r0-t3-cold status=200 finish=length G=32 cached=0 ms=2006
Xp-6144-r0-t4-cold status=200 finish=length G=32 cached=0 ms=2026
Xp-6144-r1-t1 status=200 finish=length G=1 cached=0 ms=1572
Xp-6144-r1-t2 status=200 finish=length G=1 cached=6145 ms=82
Xp-6144-r1-t3 status=200 finish=length G=32 cached=6209 ms=452
Xp-6144-r1-t4 status=200 finish=length G=32 cached=6304 ms=450
Xp-6144-r1-t1-cold status=200 finish=length G=1 cached=0 ms=1574
Xp-6144-r1-t2-cold status=200 finish=length G=1 cached=0 ms=1648
Xp-6144-r1-t3-cold status=200 finish=length G=32 cached=0 ms=2017
Xp-6144-r1-t4-cold status=200 finish=length G=32 cached=0 ms=2036
Xp-6144-r2-t1 status=200 finish=length G=1 cached=0 ms=1582
Xp-6144-r2-t2 status=200 finish=length G=1 cached=6145 ms=82
Xp-6144-r2-t3 status=200 finish=length G=32 cached=6209 ms=452
Xp-6144-r2-t4 status=200 finish=length G=32 cached=6304 ms=450
Xp-6144-r2-t1-cold status=200 finish=length G=1 cached=0 ms=1581
Xp-6144-r2-t2-cold status=200 finish=length G=1 cached=0 ms=1658
Xp-6144-r2-t3-cold status=200 finish=length G=32 cached=0 ms=2026
Xp-6144-r2-t4-cold status=200 finish=length G=32 cached=0 ms=2045
Xp-6144-r3-t1 status=200 finish=length G=1 cached=0 ms=1588
Xp-6144-r3-t2 status=200 finish=length G=1 cached=6145 ms=83
Xp-6144-r3-t3 status=200 finish=length G=32 cached=6209 ms=452
Xp-6144-r3-t4 status=200 finish=length G=32 cached=6304 ms=451
Xp-6144-r3-t1-cold status=200 finish=length G=1 cached=0 ms=1587
Xp-6144-r3-t2-cold status=200 finish=length G=1 cached=0 ms=1662
Xp-6144-r3-t3-cold status=200 finish=length G=32 cached=0 ms=2030
Xp-6144-r3-t4-cold status=200 finish=length G=32 cached=0 ms=2047
Xp-6144-r4-t1 status=200 finish=length G=1 cached=0 ms=1592
Xp-6144-r4-t2 status=200 finish=length G=1 cached=6145 ms=83
Xp-6144-r4-t3 status=200 finish=length G=32 cached=6209 ms=452
Xp-6144-r4-t4 status=200 finish=length G=32 cached=6304 ms=450
Xp-6144-r4-t1-cold status=200 finish=length G=1 cached=0 ms=1591
Xp-6144-r4-t2-cold status=200 finish=length G=1 cached=0 ms=1667
Xp-6144-r4-t3-cold status=200 finish=length G=32 cached=0 ms=2035
Xp-6144-r4-t4-cold status=200 finish=length G=32 cached=0 ms=2053
DAY38 CLIENT rows=40 ok=39
