rewrite	surface	implementation	plan_sha256	eligible	blockers	operations	receipt
carried-prime.v1	carried-prime	carried-prime-batch	35ba7b66e365485f43a4dfd35debd5aeeca668332506276b3a7b4c4c135ffb47	true		Embedding,RmsNorm,FullAttention,PositionQueryScale,KvState,DenseMlp,SiluActivation,SerialResidual,OutputProjection	pending
decode-eager.v1	decode-eager	native-eager	35ba7b66e365485f43a4dfd35debd5aeeca668332506276b3a7b4c4c135ffb47	true		Embedding,RmsNorm,FullAttention,PositionQueryScale,KvState,DenseMlp,SiluActivation,SerialResidual,OutputProjection	pending
decode-batch.v1	decode-batch	decode-batch	35ba7b66e365485f43a4dfd35debd5aeeca668332506276b3a7b4c4c135ffb47	false	PositionQueryScale	Embedding,RmsNorm,FullAttention,PositionQueryScale,KvState,DenseMlp,SiluActivation,SerialResidual,OutputProjection	pending
decode-graph.v1	decode-graph	decode-cuda-graph	35ba7b66e365485f43a4dfd35debd5aeeca668332506276b3a7b4c4c135ffb47	false	PositionQueryScale	Embedding,RmsNorm,FullAttention,PositionQueryScale,KvState,DenseMlp,SiluActivation,SerialResidual,OutputProjection	pending
mtp-spec.v1	mtp-spec	mtp-spec	35ba7b66e365485f43a4dfd35debd5aeeca668332506276b3a7b4c4c135ffb47	false	DraftPlan,PositionQueryScale	DraftPlan,Embedding,RmsNorm,FullAttention,PositionQueryScale,KvState,DenseMlp,SiluActivation,SerialResidual,OutputProjection	pending
glm5-spec.v1	glm5-spec	glm5-spec	35ba7b66e365485f43a4dfd35debd5aeeca668332506276b3a7b4c4c135ffb47	false	DraftPlan,FullAttention,PositionQueryScale,KvState,SiluActivation,SerialResidual	DraftPlan,Embedding,RmsNorm,FullAttention,PositionQueryScale,KvState,DenseMlp,SiluActivation,SerialResidual,OutputProjection	pending
pipeline.v1	pipeline	pipeline-state-transport	35ba7b66e365485f43a4dfd35debd5aeeca668332506276b3a7b4c4c135ffb47	false	PositionQueryScale	Embedding,RmsNorm,FullAttention,PositionQueryScale,KvState,DenseMlp,SiluActivation,SerialResidual,OutputProjection	pending
