timestamp, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz], temperature.gpu
2026/09/13 18:53:16.063, 99 %, 10304 MiB, 190.03 W, 2895 MHz, 60
2026/09/13 18:53:16.313, 99 %, 10304 MiB, 327.61 W, 2902 MHz, 62
2026/09/13 18:53:16.563, 99 %, 10304 MiB, 327.61 W, 2902 MHz, 62
2026/09/13 18:53:16.814, 98 %, 10304 MiB, 433.83 W, 2872 MHz, 63
2026/09/13 18:53:17.064, 98 %, 10304 MiB, 433.83 W, 2872 MHz, 63
2026/09/13 18:53:17.314, 0 %, 21 MiB, 341.61 W, 2910 MHz, 54
2026/09/13 18:53:17.564, 0 %, 544 MiB, 341.61 W, 2910 MHz, 54
2026/09/13 18:53:17.815, 0 %, 1344 MiB, 166.29 W, 2910 MHz, 53
2026/09/13 18:53:18.065, 0 %, 3456 MiB, 166.29 W, 2910 MHz, 53
2026/09/13 18:53:18.315, 27 %, 5888 MiB, 97.80 W, 2910 MHz, 53
2026/09/13 18:53:18.565, 27 %, 10304 MiB, 97.80 W, 2910 MHz, 53
2026/09/13 18:53:18.815, 9 %, 10304 MiB, 104.53 W, 2910 MHz, 53
2026/09/13 18:53:19.065, 9 %, 10304 MiB, 104.53 W, 2910 MHz, 53
2026/09/13 18:53:19.316, 99 %, 10304 MiB, 212.33 W, 2902 MHz, 60
2026/09/13 18:53:19.566, 99 %, 10304 MiB, 212.33 W, 2902 MHz, 60
2026/09/13 18:53:19.816, 98 %, 10304 MiB, 366.01 W, 2895 MHz, 62
2026/09/13 18:53:20.066, 98 %, 10304 MiB, 366.01 W, 2895 MHz, 62
2026/09/13 18:53:20.316, 98 %, 10304 MiB, 436.05 W, 2872 MHz, 63
2026/09/13 18:53:20.566, 98 %, 2 MiB, 436.05 W, 2872 MHz, 63
2026/09/13 18:53:20.816, 17 %, 544 MiB, 307.94 W, 2910 MHz, 54
2026/09/13 18:53:21.066, 17 %, 544 MiB, 307.94 W, 2910 MHz, 54
2026/09/13 18:53:21.317, 0 %, 2336 MiB, 158.42 W, 2910 MHz, 53
2026/09/13 18:53:21.567, 0 %, 4800 MiB, 158.42 W, 2910 MHz, 53
2026/09/13 18:53:21.817, 25 %, 8000 MiB, 97.06 W, 2910 MHz, 53
2026/09/13 18:53:22.067, 25 %, 10304 MiB, 97.06 W, 2910 MHz, 53
2026/09/13 18:53:22.317, 0 %, 10304 MiB, 103.97 W, 2910 MHz, 57
2026/09/13 18:53:22.567, 0 %, 10304 MiB, 103.97 W, 2910 MHz, 57
2026/09/13 18:53:22.817, 99 %, 10304 MiB, 256.82 W, 2902 MHz, 60
2026/09/13 18:53:23.068, 99 %, 10592 MiB, 256.82 W, 2902 MHz, 60
2026/09/13 18:53:23.318, 99 %, 10592 MiB, 408.50 W, 2887 MHz, 62
2026/09/13 18:53:23.568, 99 %, 10592 MiB, 408.50 W, 2887 MHz, 62
2026/09/13 18:53:23.818, 82 %, 10592 MiB, 423.93 W, 2872 MHz, 57
2026/09/13 18:53:24.068, 82 %, 2 MiB, 423.93 W, 2872 MHz, 57
2026/09/13 18:53:24.318, 0 %, 544 MiB, 284.38 W, 2910 MHz, 54
2026/09/13 18:53:24.568, 0 %, 544 MiB, 284.38 W, 2910 MHz, 54
2026/09/13 18:53:24.819, 23 %, 3104 MiB, 98.40 W, 2910 MHz, 53
2026/09/13 18:53:25.069, 23 %, 5600 MiB, 98.40 W, 2910 MHz, 53
2026/09/13 18:53:25.319, 25 %, 10304 MiB, 94.49 W, 2910 MHz, 53
2026/09/13 18:53:25.569, 25 %, 10304 MiB, 94.49 W, 2910 MHz, 53
2026/09/13 18:53:25.819, 60 %, 10304 MiB, 122.08 W, 2902 MHz, 58
2026/09/13 18:53:26.069, 60 %, 10304 MiB, 122.08 W, 2902 MHz, 58
2026/09/13 18:53:26.320, 99 %, 10304 MiB, 265.97 W, 2902 MHz, 61
2026/09/13 18:53:26.570, 99 %, 10592 MiB, 265.97 W, 2902 MHz, 61
2026/09/13 18:53:26.820, 96 %, 10592 MiB, 402.35 W, 2880 MHz, 63
2026/09/13 18:53:27.070, 96 %, 10591 MiB, 402.35 W, 2880 MHz, 63
2026/09/13 18:53:27.320, 18 %, 510 MiB, 316.15 W, 2910 MHz, 54
2026/09/13 18:53:27.570, 18 %, 544 MiB, 316.15 W, 2910 MHz, 54
2026/09/13 18:53:27.821, 0 %, 1440 MiB, 174.18 W, 2910 MHz, 53
2026/09/13 18:53:28.071, 0 %, 3968 MiB, 174.18 W, 2910 MHz, 53
2026/09/13 18:53:28.321, 26 %, 6400 MiB, 95.40 W, 2910 MHz, 53
2026/09/13 18:53:28.571, 26 %, 10304 MiB, 95.40 W, 2910 MHz, 53
2026/09/13 18:53:28.821, 4 %, 10304 MiB, 103.95 W, 2910 MHz, 53
2026/09/13 18:53:29.071, 4 %, 10304 MiB, 103.95 W, 2910 MHz, 53
2026/09/13 18:53:29.322, 99 %, 10304 MiB, 215.38 W, 2902 MHz, 60
2026/09/13 18:53:29.572, 99 %, 10304 MiB, 215.38 W, 2902 MHz, 60
2026/09/13 18:53:29.822, 97 %, 10304 MiB, 383.39 W, 2895 MHz, 63
2026/09/13 18:53:30.072, 97 %, 10304 MiB, 383.39 W, 2895 MHz, 63
2026/09/13 18:53:30.322, 0 %, 2 MiB, 359.61 W, 2902 MHz, 55
2026/09/13 18:53:30.575, 0 %, 544 MiB, 359.61 W, 2902 MHz, 55
2026/09/13 18:53:30.825, 0 %, 544 MiB, 220.35 W, 2910 MHz, 53
2026/09/13 18:53:31.075, 0 %, 2752 MiB, 220.35 W, 2910 MHz, 53
2026/09/13 18:53:31.325, 26 %, 5216 MiB, 98.35 W, 2910 MHz, 53
2026/09/13 18:53:31.576, 26 %, 9248 MiB, 98.35 W, 2910 MHz, 53
2026/09/13 18:53:31.826, 73 %, 10304 MiB, 103.65 W, 2917 MHz, 53
2026/09/13 18:53:32.076, 73 %, 10304 MiB, 103.65 W, 2917 MHz, 53
2026/09/13 18:53:32.326, 99 %, 10304 MiB, 186.70 W, 2895 MHz, 60
2026/09/13 18:53:32.576, 99 %, 10304 MiB, 186.70 W, 2895 MHz, 60
2026/09/13 18:53:32.826, 99 %, 10304 MiB, 339.51 W, 2902 MHz, 63
2026/09/13 18:53:33.076, 99 %, 10304 MiB, 339.51 W, 2902 MHz, 63
2026/09/13 18:53:33.327, 3 %, 10304 MiB, 405.71 W, 2880 MHz, 56
2026/09/13 18:53:33.577, 3 %, 542 MiB, 405.71 W, 2880 MHz, 56
2026/09/13 18:53:33.827, 1 %, 544 MiB, 261.92 W, 2910 MHz, 54
2026/09/13 18:53:34.077, 1 %, 1600 MiB, 261.92 W, 2910 MHz, 54
2026/09/13 18:53:34.327, 34 %, 4128 MiB, 98.77 W, 2910 MHz, 53
2026/09/13 18:53:34.577, 34 %, 6560 MiB, 98.77 W, 2910 MHz, 53
2026/09/13 18:53:34.827, 25 %, 10304 MiB, 94.73 W, 2910 MHz, 55
2026/09/13 18:53:35.078, 25 %, 10304 MiB, 94.73 W, 2910 MHz, 55
2026/09/13 18:53:35.328, 99 %, 10304 MiB, 145.29 W, 2895 MHz, 59
2026/09/13 18:53:35.578, 99 %, 10304 MiB, 145.29 W, 2895 MHz, 59
2026/09/13 18:53:35.828, 99 %, 10592 MiB, 292.44 W, 2902 MHz, 61
2026/09/13 18:53:36.078, 99 %, 10592 MiB, 292.44 W, 2902 MHz, 61
2026/09/13 18:53:36.328, 99 %, 10592 MiB, 419.73 W, 2887 MHz, 62
2026/09/13 18:53:36.578, 99 %, 2 MiB, 419.73 W, 2887 MHz, 62
2026/09/13 18:53:36.829, 0 %, 544 MiB, 293.57 W, 2910 MHz, 54
2026/09/13 18:53:37.079, 0 %, 544 MiB, 293.57 W, 2910 MHz, 54
2026/09/13 18:53:37.329, 0 %, 2432 MiB, 149.69 W, 2910 MHz, 53
2026/09/13 18:53:37.579, 0 %, 4960 MiB, 149.69 W, 2910 MHz, 53
2026/09/13 18:53:37.830, 25 %, 8064 MiB, 95.57 W, 2910 MHz, 53
2026/09/13 18:53:38.080, 25 %, 10304 MiB, 95.57 W, 2910 MHz, 53
2026/09/13 18:53:38.330, 0 %, 10304 MiB, 104.27 W, 2910 MHz, 57
2026/09/13 18:53:38.580, 0 %, 10304 MiB, 104.27 W, 2910 MHz, 57
2026/09/13 18:53:38.830, 99 %, 10304 MiB, 242.81 W, 2902 MHz, 60
2026/09/13 18:53:39.080, 99 %, 10592 MiB, 242.81 W, 2902 MHz, 60
2026/09/13 18:53:39.330, 99 %, 10592 MiB, 406.27 W, 2887 MHz, 62
2026/09/13 18:53:39.580, 99 %, 10592 MiB, 406.27 W, 2887 MHz, 62
2026/09/13 18:53:39.831, 0 %, 4 MiB, 341.61 W, 2902 MHz, 55
2026/09/13 18:53:40.081, 0 %, 544 MiB, 341.61 W, 2902 MHz, 55
2026/09/13 18:53:40.331, 0 %, 544 MiB, 204.38 W, 2910 MHz, 53
2026/09/13 18:53:40.581, 0 %, 3264 MiB, 204.38 W, 2910 MHz, 53
2026/09/13 18:53:40.831, 27 %, 5728 MiB, 98.02 W, 2910 MHz, 53
2026/09/13 18:53:41.082, 27 %, 10304 MiB, 98.02 W, 2910 MHz, 53
2026/09/13 18:53:41.332, 29 %, 10304 MiB, 104.46 W, 2910 MHz, 53
2026/09/13 18:53:41.582, 29 %, 10304 MiB, 104.46 W, 2910 MHz, 53
2026/09/13 18:53:41.832, 99 %, 10304 MiB, 192.28 W, 2902 MHz, 60
2026/09/13 18:53:42.082, 99 %, 10304 MiB, 192.28 W, 2902 MHz, 60
2026/09/13 18:53:42.332, 99 %, 10304 MiB, 332.80 W, 2902 MHz, 62
2026/09/13 18:53:42.582, 99 %, 10304 MiB, 332.80 W, 2902 MHz, 62
2026/09/13 18:53:42.833, 0 %, 2 MiB, 388.72 W, 2887 MHz, 55
2026/09/13 18:53:43.084, 0 %, 544 MiB, 388.72 W, 2887 MHz, 55
2026/09/13 18:53:43.334, 0 %, 544 MiB, 246.92 W, 2910 MHz, 53
2026/09/13 18:53:43.585, 0 %, 2144 MiB, 246.92 W, 2910 MHz, 53
2026/09/13 18:53:43.835, 27 %, 4640 MiB, 97.79 W, 2910 MHz, 53
2026/09/13 18:53:44.085, 27 %, 7072 MiB, 97.79 W, 2910 MHz, 53
2026/09/13 18:53:44.335, 48 %, 10304 MiB, 99.23 W, 2910 MHz, 54
2026/09/13 18:53:44.585, 48 %, 10304 MiB, 99.23 W, 2910 MHz, 54
2026/09/13 18:53:44.835, 99 %, 10304 MiB, 163.28 W, 2820 MHz, 59
2026/09/13 18:53:45.086, 99 %, 10304 MiB, 163.28 W, 2820 MHz, 59
2026/09/13 18:53:45.336, 99 %, 10304 MiB, 320.11 W, 2902 MHz, 61
2026/09/13 18:53:45.586, 99 %, 10304 MiB, 320.11 W, 2902 MHz, 61
2026/09/13 18:53:45.836, 77 %, 10304 MiB, 426.79 W, 2872 MHz, 57
2026/09/13 18:53:46.086, 77 %, 21 MiB, 426.79 W, 2872 MHz, 57
2026/09/13 18:53:46.336, 1 %, 544 MiB, 283.24 W, 2910 MHz, 54
2026/09/13 18:53:46.587, 1 %, 1344 MiB, 283.24 W, 2910 MHz, 54
2026/09/13 18:53:46.837, 31 %, 3456 MiB, 126.04 W, 2910 MHz, 53
2026/09/13 18:53:47.087, 31 %, 5920 MiB, 126.04 W, 2910 MHz, 53
2026/09/13 18:53:47.337, 25 %, 10304 MiB, 94.42 W, 2910 MHz, 53
2026/09/13 18:53:47.587, 25 %, 10304 MiB, 94.42 W, 2910 MHz, 53
2026/09/13 18:53:47.837, 71 %, 10304 MiB, 125.62 W, 2902 MHz, 58
2026/09/13 18:53:48.088, 71 %, 10304 MiB, 125.62 W, 2902 MHz, 58
2026/09/13 18:53:48.338, 99 %, 10304 MiB, 269.89 W, 2902 MHz, 61
2026/09/13 18:53:48.588, 99 %, 10592 MiB, 269.89 W, 2902 MHz, 61
2026/09/13 18:53:48.838, 96 %, 10592 MiB, 406.62 W, 2880 MHz, 63
2026/09/13 18:53:49.088, 96 %, 10589 MiB, 406.62 W, 2880 MHz, 63
2026/09/13 18:53:49.338, 7 %, 36 MiB, 307.29 W, 2910 MHz, 54
2026/09/13 18:53:49.589, 7 %, 544 MiB, 307.29 W, 2910 MHz, 54
2026/09/13 18:53:49.839, 0 %, 1344 MiB, 176.77 W, 2910 MHz, 53
2026/09/13 18:53:50.089, 0 %, 3808 MiB, 176.77 W, 2910 MHz, 53
2026/09/13 18:53:50.339, 27 %, 6240 MiB, 97.54 W, 2910 MHz, 53
2026/09/13 18:53:50.589, 27 %, 10304 MiB, 97.54 W, 2910 MHz, 53
2026/09/13 18:53:50.840, 4 %, 10304 MiB, 104.05 W, 2910 MHz, 53
2026/09/13 18:53:51.090, 4 %, 10304 MiB, 104.05 W, 2910 MHz, 53
2026/09/13 18:53:51.340, 99 %, 10304 MiB, 205.72 W, 2902 MHz, 60
2026/09/13 18:53:51.590, 99 %, 10592 MiB, 205.72 W, 2902 MHz, 60
2026/09/13 18:53:51.840, 91 %, 10592 MiB, 365.30 W, 2902 MHz, 62
2026/09/13 18:53:52.090, 91 %, 10592 MiB, 365.30 W, 2902 MHz, 62
2026/09/13 18:53:52.340, 55 %, 10592 MiB, 413.78 W, 2872 MHz, 57
2026/09/13 18:53:52.591, 55 %, 21 MiB, 413.78 W, 2872 MHz, 57
2026/09/13 18:53:52.841, 1 %, 544 MiB, 269.93 W, 2910 MHz, 54
2026/09/13 18:53:53.091, 1 %, 1344 MiB, 269.93 W, 2910 MHz, 54
2026/09/13 18:53:53.341, 34 %, 3552 MiB, 118.57 W, 2910 MHz, 53
2026/09/13 18:53:53.591, 34 %, 5984 MiB, 118.57 W, 2910 MHz, 53
2026/09/13 18:53:53.842, 25 %, 10304 MiB, 95.61 W, 2910 MHz, 53
2026/09/13 18:53:54.092, 25 %, 10304 MiB, 95.61 W, 2910 MHz, 53
2026/09/13 18:53:54.342, 78 %, 10304 MiB, 125.18 W, 2730 MHz, 58
2026/09/13 18:53:54.592, 78 %, 10304 MiB, 125.18 W, 2730 MHz, 58
2026/09/13 18:53:54.842, 99 %, 10304 MiB, 287.38 W, 2902 MHz, 61
2026/09/13 18:53:55.092, 99 %, 10304 MiB, 287.38 W, 2902 MHz, 61
2026/09/13 18:53:55.342, 98 %, 10304 MiB, 420.08 W, 2880 MHz, 63
2026/09/13 18:53:55.592, 98 %, 10304 MiB, 420.08 W, 2880 MHz, 63
2026/09/13 18:53:55.843, 0 %, 21 MiB, 343.00 W, 2910 MHz, 55
2026/09/13 18:53:56.093, 0 %, 544 MiB, 343.00 W, 2910 MHz, 55
2026/09/13 18:53:56.343, 0 %, 544 MiB, 199.74 W, 2910 MHz, 53
2026/09/13 18:53:56.593, 0 %, 3456 MiB, 199.74 W, 2910 MHz, 53
2026/09/13 18:53:56.843, 28 %, 5888 MiB, 98.49 W, 2910 MHz, 53
2026/09/13 18:53:57.094, 28 %, 10304 MiB, 98.49 W, 2910 MHz, 53
2026/09/13 18:53:57.344, 26 %, 10304 MiB, 104.91 W, 2910 MHz, 53
2026/09/13 18:53:57.594, 26 %, 10304 MiB, 104.91 W, 2910 MHz, 53
2026/09/13 18:53:57.844, 99 %, 10304 MiB, 204.51 W, 2902 MHz, 60
2026/09/13 18:53:58.094, 99 %, 10304 MiB, 204.51 W, 2902 MHz, 60
2026/09/13 18:53:58.344, 99 %, 10304 MiB, 334.33 W, 2902 MHz, 62
2026/09/13 18:53:58.594, 99 %, 10304 MiB, 334.33 W, 2902 MHz, 62
2026/09/13 18:53:58.845, 98 %, 10304 MiB, 436.67 W, 2872 MHz, 58
2026/09/13 18:53:59.095, 98 %, 2 MiB, 436.67 W, 2872 MHz, 58
2026/09/13 18:53:59.346, 0 %, 544 MiB, 295.99 W, 2910 MHz, 54
2026/09/13 18:53:59.596, 0 %, 544 MiB, 295.99 W, 2910 MHz, 54
2026/09/13 18:53:59.846, 12 %, 3232 MiB, 135.05 W, 2910 MHz, 53
2026/09/13 18:54:00.096, 12 %, 5696 MiB, 135.05 W, 2910 MHz, 53
2026/09/13 18:54:00.346, 25 %, 10304 MiB, 94.79 W, 2910 MHz, 53
2026/09/13 18:54:00.596, 25 %, 10304 MiB, 94.79 W, 2910 MHz, 53
2026/09/13 18:54:00.847, 38 %, 10304 MiB, 115.53 W, 2902 MHz, 58
2026/09/13 18:54:01.097, 38 %, 10304 MiB, 115.53 W, 2902 MHz, 58
2026/09/13 18:54:01.347, 99 %, 10304 MiB, 276.60 W, 2902 MHz, 61
2026/09/13 18:54:01.597, 99 %, 10592 MiB, 276.60 W, 2902 MHz, 61
2026/09/13 18:54:01.847, 95 %, 10592 MiB, 418.95 W, 2880 MHz, 63
2026/09/13 18:54:02.097, 95 %, 10592 MiB, 418.95 W, 2880 MHz, 63
2026/09/13 18:54:02.347, 0 %, 2 MiB, 376.19 W, 2895 MHz, 55
2026/09/13 18:54:02.598, 0 %, 544 MiB, 376.19 W, 2895 MHz, 55
2026/09/13 18:54:02.848, 0 %, 544 MiB, 234.27 W, 2910 MHz, 53
2026/09/13 18:54:03.098, 0 %, 2560 MiB, 234.27 W, 2910 MHz, 53
2026/09/13 18:54:03.348, 27 %, 5056 MiB, 98.71 W, 2910 MHz, 53
2026/09/13 18:54:03.598, 27 %, 8544 MiB, 98.71 W, 2910 MHz, 53
2026/09/13 18:54:03.849, 63 %, 10304 MiB, 103.61 W, 2910 MHz, 54
2026/09/13 18:54:04.099, 63 %, 10304 MiB, 103.61 W, 2910 MHz, 54
2026/09/13 18:54:04.349, 99 %, 10304 MiB, 174.19 W, 2895 MHz, 60
2026/09/13 18:54:04.599, 99 %, 10304 MiB, 174.19 W, 2895 MHz, 60
2026/09/13 18:54:04.849, 99 %, 10592 MiB, 327.19 W, 2902 MHz, 61
2026/09/13 18:54:05.099, 99 %, 10592 MiB, 327.19 W, 2902 MHz, 61
2026/09/13 18:54:05.349, 92 %, 10592 MiB, 423.91 W, 2880 MHz, 63
2026/09/13 18:54:05.600, 92 %, 2 MiB, 423.91 W, 2880 MHz, 63
2026/09/13 18:54:05.855, 18 %, 544 MiB, 315.10 W, 2910 MHz, 54
2026/09/13 18:54:06.105, 18 %, 544 MiB, 315.10 W, 2910 MHz, 54
2026/09/13 18:54:06.355, 0 %, 1920 MiB, 165.98 W, 2910 MHz, 53
2026/09/13 18:54:06.606, 0 %, 4416 MiB, 165.98 W, 2910 MHz, 53
2026/09/13 18:54:06.856, 26 %, 6848 MiB, 97.53 W, 2910 MHz, 53
2026/09/13 18:54:07.106, 26 %, 10304 MiB, 97.53 W, 2910 MHz, 53
2026/09/13 18:54:07.356, 4 %, 10304 MiB, 104.16 W, 2910 MHz, 53
2026/09/13 18:54:07.606, 4 %, 10304 MiB, 104.16 W, 2910 MHz, 53
2026/09/13 18:54:07.856, 99 %, 10304 MiB, 228.98 W, 2902 MHz, 60
2026/09/13 18:54:08.107, 99 %, 10304 MiB, 228.98 W, 2902 MHz, 60
2026/09/13 18:54:08.357, 97 %, 10304 MiB, 385.23 W, 2887 MHz, 63
2026/09/13 18:54:08.607, 97 %, 10304 MiB, 385.23 W, 2887 MHz, 63
2026/09/13 18:54:08.857, 0 %, 2 MiB, 407.17 W, 2887 MHz, 56
2026/09/13 18:54:09.123, 0 %, 544 MiB, 407.17 W, 2887 MHz, 56
2026/09/13 18:54:09.373, 1 %, 544 MiB, 263.76 W, 2910 MHz, 54
2026/09/13 18:54:09.623, 1 %, 1888 MiB, 263.76 W, 2910 MHz, 54
2026/09/13 18:54:09.874, 41 %, 4416 MiB, 99.62 W, 2910 MHz, 53
2026/09/13 18:54:10.124, 41 %, 6848 MiB, 99.62 W, 2910 MHz, 53
2026/09/13 18:54:10.374, 25 %, 10304 MiB, 94.85 W, 2910 MHz, 55
2026/09/13 18:54:10.624, 25 %, 10304 MiB, 94.85 W, 2910 MHz, 55
2026/09/13 18:54:10.874, 98 %, 10304 MiB, 145.55 W, 2895 MHz, 59
2026/09/13 18:54:11.124, 98 %, 10304 MiB, 145.55 W, 2895 MHz, 59
2026/09/13 18:54:11.375, 99 %, 10304 MiB, 288.29 W, 2902 MHz, 61
2026/09/13 18:54:11.625, 99 %, 10304 MiB, 288.29 W, 2902 MHz, 61
2026/09/13 18:54:11.875, 98 %, 10304 MiB, 429.84 W, 2872 MHz, 63
2026/09/13 18:54:12.125, 98 %, 10303 MiB, 429.84 W, 2872 MHz, 63
2026/09/13 18:54:12.375, 0 %, 544 MiB, 343.81 W, 2910 MHz, 55
2026/09/13 18:54:12.625, 0 %, 544 MiB, 343.81 W, 2910 MHz, 55
2026/09/13 18:54:12.876, 0 %, 1632 MiB, 198.14 W, 2910 MHz, 53
2026/09/13 18:54:13.126, 0 %, 4160 MiB, 198.14 W, 2910 MHz, 53
2026/09/13 18:54:13.376, 26 %, 6560 MiB, 97.74 W, 2910 MHz, 53
2026/09/13 18:54:13.626, 26 %, 10304 MiB, 97.74 W, 2910 MHz, 53
2026/09/13 18:54:13.876, 7 %, 10304 MiB, 103.14 W, 2910 MHz, 53
2026/09/13 18:54:14.127, 7 %, 10304 MiB, 103.14 W, 2910 MHz, 53
2026/09/13 18:54:14.377, 99 %, 10304 MiB, 214.28 W, 2902 MHz, 60
2026/09/13 18:54:14.627, 99 %, 10592 MiB, 214.28 W, 2902 MHz, 60
2026/09/13 18:54:14.877, 93 %, 10592 MiB, 363.52 W, 2902 MHz, 62
2026/09/13 18:54:15.127, 93 %, 10592 MiB, 363.52 W, 2902 MHz, 62
2026/09/13 18:54:15.377, 92 %, 10592 MiB, 428.72 W, 2880 MHz, 59
2026/09/13 18:54:15.627, 92 %, 21 MiB, 428.72 W, 2880 MHz, 59
2026/09/13 18:54:15.878, 0 %, 544 MiB, 289.94 W, 2910 MHz, 54
2026/09/13 18:54:16.128, 0 %, 1344 MiB, 289.94 W, 2910 MHz, 54
2026/09/13 18:54:16.378, 14 %, 3616 MiB, 135.98 W, 2910 MHz, 53
2026/09/13 18:54:16.628, 14 %, 6048 MiB, 135.98 W, 2910 MHz, 53
2026/09/13 18:54:16.878, 25 %, 10304 MiB, 96.07 W, 2910 MHz, 53
2026/09/13 18:54:17.129, 25 %, 10304 MiB, 96.07 W, 2910 MHz, 53
2026/09/13 18:54:17.379, 43 %, 10304 MiB, 112.05 W, 2902 MHz, 58
2026/09/13 18:54:17.629, 43 %, 10304 MiB, 112.05 W, 2902 MHz, 58
2026/09/13 18:54:17.879, 99 %, 10592 MiB, 274.93 W, 2902 MHz, 61
2026/09/13 18:54:18.129, 99 %, 10592 MiB, 274.93 W, 2902 MHz, 61
2026/09/13 18:54:18.379, 92 %, 10592 MiB, 414.61 W, 2887 MHz, 63
2026/09/13 18:54:18.629, 92 %, 10592 MiB, 414.61 W, 2887 MHz, 63
2026/09/13 18:54:18.880, 33 %, 10589 MiB, 404.89 W, 2880 MHz, 56
2026/09/13 18:54:19.130, 33 %, 40 MiB, 404.89 W, 2880 MHz, 56
2026/09/13 18:54:19.380, 1 %, 544 MiB, 250.58 W, 2910 MHz, 54
2026/09/13 18:54:19.630, 1 %, 1344 MiB, 250.58 W, 2910 MHz, 54
2026/09/13 18:54:19.880, 31 %, 3904 MiB, 112.18 W, 2910 MHz, 53
2026/09/13 18:54:20.130, 31 %, 6336 MiB, 112.18 W, 2910 MHz, 53
2026/09/13 18:54:20.381, 25 %, 10304 MiB, 96.10 W, 2910 MHz, 53
2026/09/13 18:54:20.631, 25 %, 10304 MiB, 96.10 W, 2910 MHz, 53
2026/09/13 18:54:20.881, 72 %, 10304 MiB, 122.64 W, 2902 MHz, 58
2026/09/13 18:54:21.131, 72 %, 10304 MiB, 122.64 W, 2902 MHz, 58
2026/09/13 18:54:21.381, 99 %, 10304 MiB, 266.69 W, 2902 MHz, 61
2026/09/13 18:54:21.631, 99 %, 10304 MiB, 266.69 W, 2902 MHz, 61
2026/09/13 18:54:21.882, 97 %, 10304 MiB, 411.09 W, 2880 MHz, 63
2026/09/13 18:54:22.132, 97 %, 10304 MiB, 411.09 W, 2880 MHz, 63
2026/09/13 18:54:22.382, 0 %, 2 MiB, 396.23 W, 2887 MHz, 56
2026/09/13 18:54:22.632, 0 %, 544 MiB, 396.23 W, 2887 MHz, 56
2026/09/13 18:54:22.882, 0 %, 544 MiB, 249.79 W, 2910 MHz, 54
2026/09/13 18:54:23.132, 0 %, 2656 MiB, 249.79 W, 2910 MHz, 54
2026/09/13 18:54:23.382, 27 %, 5152 MiB, 98.00 W, 2910 MHz, 53
2026/09/13 18:54:23.633, 27 %, 8960 MiB, 98.00 W, 2910 MHz, 53
2026/09/13 18:54:23.883, 50 %, 10304 MiB, 100.72 W, 2910 MHz, 54
2026/09/13 18:54:24.133, 50 %, 10304 MiB, 100.72 W, 2910 MHz, 54
2026/09/13 18:54:24.383, 99 %, 10304 MiB, 162.83 W, 2902 MHz, 60
2026/09/13 18:54:24.633, 99 %, 10304 MiB, 162.83 W, 2902 MHz, 60
2026/09/13 18:54:24.883, 99 %, 10304 MiB, 304.33 W, 2902 MHz, 61
2026/09/13 18:54:25.133, 99 %, 10304 MiB, 304.33 W, 2902 MHz, 61
2026/09/13 18:54:25.383, 97 %, 10304 MiB, 430.48 W, 2880 MHz, 63
2026/09/13 18:54:25.634, 97 %, 10304 MiB, 430.48 W, 2880 MHz, 63
2026/09/13 18:54:25.884, 0 %, 21 MiB, 371.09 W, 2902 MHz, 55
2026/09/13 18:54:26.135, 0 %, 544 MiB, 371.09 W, 2902 MHz, 55
2026/09/13 18:54:26.385, 0 %, 1344 MiB, 220.26 W, 2910 MHz, 54
2026/09/13 18:54:26.635, 0 %, 3552 MiB, 220.26 W, 2910 MHz, 54
2026/09/13 18:54:26.885, 27 %, 5984 MiB, 98.61 W, 2910 MHz, 53
2026/09/13 18:54:27.135, 27 %, 10304 MiB, 98.61 W, 2910 MHz, 53
2026/09/13 18:54:27.386, 52 %, 10304 MiB, 103.66 W, 2910 MHz, 53
2026/09/13 18:54:27.636, 52 %, 10304 MiB, 103.66 W, 2910 MHz, 53
2026/09/13 18:54:27.886, 99 %, 10304 MiB, 189.57 W, 2902 MHz, 60
2026/09/13 18:54:28.136, 99 %, 10304 MiB, 189.57 W, 2902 MHz, 60
2026/09/13 18:54:28.386, 99 %, 10592 MiB, 342.52 W, 2902 MHz, 61
2026/09/13 18:54:28.636, 99 %, 10592 MiB, 342.52 W, 2902 MHz, 61
2026/09/13 18:54:28.886, 89 %, 10592 MiB, 421.95 W, 2872 MHz, 63
2026/09/13 18:54:29.136, 89 %, 10592 MiB, 421.95 W, 2872 MHz, 63
2026/09/13 18:54:29.387, 0 %, 38 MiB, 339.48 W, 2910 MHz, 55
2026/09/13 18:54:29.637, 0 %, 544 MiB, 339.48 W, 2910 MHz, 55
2026/09/13 18:54:29.887, 0 %, 1344 MiB, 177.85 W, 2910 MHz, 54
2026/09/13 18:54:30.137, 0 %, 3840 MiB, 177.85 W, 2910 MHz, 54
2026/09/13 18:54:30.387, 27 %, 6272 MiB, 97.73 W, 2910 MHz, 53
2026/09/13 18:54:30.638, 27 %, 10304 MiB, 97.73 W, 2910 MHz, 53
2026/09/13 18:54:30.888, 29 %, 10304 MiB, 104.20 W, 2910 MHz, 53
2026/09/13 18:54:31.138, 29 %, 10304 MiB, 104.20 W, 2910 MHz, 53
2026/09/13 18:54:31.388, 99 %, 10304 MiB, 202.13 W, 2902 MHz, 60
2026/09/13 18:54:31.638, 99 %, 10592 MiB, 202.13 W, 2902 MHz, 60
2026/09/13 18:54:31.888, 93 %, 10592 MiB, 351.78 W, 2902 MHz, 62
