epoch_ms,mem_used_mib,admission_booked_bytes,cuda_driver_free_bytes,pool_reserved,pool_used,pool_cached
1790048302851,9772,0,0,0,0,0
1790048303101,9772,0,0,0,0,0
1790048303351,9772,0,0,0,0,0
1790048303601,9772,0,0,0,0,0
1790048303851,9836,0,0,0,0,0
1790048304101,10092,0,0,0,0,0
1790048304351,10092,0,14566817792,8791261184,8541973860,249287324
1790048304601,10092,0,14566817792,8791261184,8541973860,249287324
1790048304851,10092,0,14566817792,8791261184,8541973860,249287324
1790048305101,10092,0,14566817792,8791261184,8541973860,249287324
1790048305351,10092,0,14566817792,8791261184,8541973860,249287324
1790048305601,10092,0,14566817792,8791261184,8541973860,249287324
1790048305851,10092,0,14566817792,8791261184,8541973860,249287324
1790048306101,10092,0,14566817792,8791261184,8541973860,249287324
1790048306351,10604,0,14566817792,8791261184,8541973860,249287324
1790048306601,10604,0,14566817792,8791261184,8541973860,249287324
1790048306851,10604,0,14566817792,8791261184,8541973860,249287324
1790048307101,10604,0,14566817792,8791261184,8541973860,249287324
1790048307351,10604,0,14029946880,9328132096,8826861384,501270712
1790048307601,10604,0,14029946880,9328132096,8826861384,501270712
1790048307851,10604,0,14029946880,9328132096,8826861384,501270712
1790048308101,10604,0,14029946880,9328132096,8826861384,501270712
1790048308351,10604,0,14029946880,9328132096,8826861384,501270712
1790048308601,10604,0,14029946880,9328132096,8826861384,501270712
1790048308851,10604,0,14029946880,9328132096,8826861384,501270712
1790048309101,10604,0,14029946880,9328132096,8826861384,501270712
1790048309351,10860,0,14029946880,9328132096,8826861384,501270712
1790048309601,10860,0,14029946880,9328132096,8826861384,501270712
1790048309851,11180,0,14029946880,9328132096,8826861384,501270712
1790048310101,11180,0,14029946880,9328132096,8826861384,501270712
1790048310351,11180,0,14029946880,9328132096,8826861384,501270712
1790048310601,11180,0,14029946880,9328132096,8826861384,501270712
1790048310851,11180,0,14029946880,9328132096,8826861384,501270712
1790048311101,11180,0,14029946880,9328132096,8826861384,501270712
1790048311351,11180,0,14029946880,9328132096,8826861384,501270712
1790048311601,11180,0,13425967104,9932111872,9041654472,890457400
1790048311851,11180,0,13425967104,9932111872,9041654472,890457400
1790048312101,11180,0,13425967104,9932111872,9041654472,890457400
1790048312351,11180,0,13425967104,9932111872,9041654472,890457400
1790048312601,11180,0,13425967104,9932111872,9041654472,890457400
1790048312851,11180,0,13425967104,9932111872,9041654472,890457400
1790048313101,11180,0,13425967104,9932111872,9041654472,890457400
1790048313351,11180,0,13425967104,9932111872,9041654472,890457400
1790048313601,11180,0,13425967104,9932111872,9041654472,890457400
1790048313851,11180,0,13425967104,9932111872,9041654472,890457400
1790048314101,11212,0,13425967104,9932111872,9041654472,890457400
1790048314351,11212,0,13425967104,9932111872,9041654472,890457400
1790048314601,11308,0,13425967104,9932111872,9041654472,890457400
1790048314851,11436,0,13425967104,9932111872,9041654472,890457400
1790048315101,11436,0,13425967104,9932111872,9041654472,890457400
1790048315351,11436,0,13425967104,9932111872,9041654472,890457400
1790048315601,11438,0,13425967104,9932111872,9041654472,890457400
1790048315851,11438,3774355540,13155434496,10200547328,10164847512,35699816
1790048316101,11438,3774355540,13155434496,10200547328,10164847512,35699816
1790048316351,11438,3774355540,13155434496,10200547328,10164847512,35699816
1790048316601,11438,3774355540,13155434496,10200547328,10164847512,35699816
1790048316851,11438,0,13155434496,10200547328,9776883568,423663760
1790048317101,11438,0,13155434496,10200547328,9776883568,423663760
1790048317351,11438,0,13155434496,10200547328,9776883568,423663760
1790048317601,11438,0,13155434496,10200547328,9776883568,423663760
1790048317851,11438,0,13155434496,10200547328,9776883568,423663760
1790048318101,11438,0,13155434496,10200547328,9776883568,423663760
1790048318351,11438,0,13155434496,10200547328,9776883568,423663760
1790048318601,11438,0,13155434496,10200547328,9776883568,423663760
1790048318851,11854,0,13155434496,10200547328,9776883568,423663760
1790048319101,11854,0,13155434496,10200547328,9776883568,423663760
1790048319351,12558,0,13155434496,10200547328,9776883568,423663760
1790048319601,12558,0,13155434496,10200547328,9776883568,423663760
1790048319851,12558,0,13155434496,10200547328,9776883568,423663760
1790048320101,12558,0,13155434496,10200547328,9776883568,423663760
1790048320351,12558,0,13155434496,10200547328,9776883568,423663760
1790048320601,12558,0,13155434496,10200547328,9776883568,423663760
1790048320851,12558,0,13155434496,10200547328,9776883568,423663760
1790048321101,12558,0,13155434496,10200547328,9776883568,423663760
1790048321351,12558,0,13155434496,10200547328,9776883568,423663760
1790048321601,12558,0,13155434496,10200547328,9776883568,423663760
1790048321851,12558,0,13155434496,10200547328,9776883568,423663760
1790048322101,12558,0,13155434496,10200547328,9776883568,423663760
1790048322351,12558,0,13155434496,10200547328,9776883568,423663760
1790048322601,12558,0,13155434496,10200547328,9776883568,423663760
1790048322851,12750,0,13155434496,10200547328,9776883568,423663760
1790048323101,13198,0,13155434496,10200547328,9776883568,423663760
1790048323351,13262,0,13155434496,10200547328,9776883568,423663760
1790048323601,13262,8185683760,11242831872,12113149952,12031205328,81944624
1790048323851,13262,8185683760,11242831872,12113149952,12031205328,81944624
1790048324101,13262,8185683760,11242831872,12113149952,12031205328,81944624
1790048324351,13262,8185683760,11242831872,12113149952,12031205328,81944624
1790048324601,13262,8185683760,11242831872,12113149952,12031205328,81944624
1790048324851,13262,8185683760,11242831872,12113149952,12031205328,81944624
1790048325101,13262,0,11242831872,12113149952,10506166000,1606983952
1790048325351,13262,0,11242831872,12113149952,10506166000,1606983952
1790048325601,13262,0,11242831872,12113149952,10506166000,1606983952
1790048325851,13262,0,11242831872,12113149952,10506166000,1606983952
1790048326101,13262,0,11242831872,12113149952,10506166000,1606983952
1790048326351,13262,0,11242831872,12113149952,10506166000,1606983952
1790048326601,13262,0,11242831872,12113149952,10506166000,1606983952
1790048326851,13262,0,11242831872,12113149952,10506166000,1606983952
1790048327101,13902,0,11242831872,12113149952,10506166000,1606983952
1790048327351,13902,0,11242831872,12113149952,10506166000,1606983952
1790048327601,13902,0,11242831872,12113149952,10506166000,1606983952
1790048327851,13902,0,11242831872,12113149952,10506166000,1606983952
1790048328101,14030,0,11242831872,12113149952,10506166000,1606983952
1790048328351,14030,0,11242831872,12113149952,10506166000,1606983952
1790048328601,14030,0,11242831872,12113149952,10506166000,1606983952
1790048328851,14030,0,11242831872,12113149952,10506166000,1606983952
1790048329101,14030,0,11242831872,12113149952,10506166000,1606983952
1790048329351,14030,0,11242831872,12113149952,10506166000,1606983952
1790048329601,14030,0,11242831872,12113149952,10506166000,1606983952
1790048329851,14030,0,11242831872,12113149952,10506166000,1606983952
1790048330101,14062,0,11242831872,12113149952,10506166000,1606983952
1790048330351,14062,0,11242831872,12113149952,10506166000,1606983952
1790048330602,14062,0,11242831872,12113149952,10506166000,1606983952
1790048330852,14062,0,11242831872,12113149952,10506166000,1606983952
1790048331102,14062,0,11242831872,12113149952,10506166000,1606983952
1790048331352,14062,0,11242831872,12113149952,10506166000,1606983952
1790048331604,14062,0,11242831872,12113149952,10506166000,1606983952
1790048331854,14062,0,11242831872,12113149952,10506166000,1606983952
1790048332104,14062,0,11242831872,12113149952,10506166000,1606983952
1790048332354,14062,0,11242831872,12113149952,10506166000,1606983952
1790048332604,14062,0,11242831872,12113149952,10506166000,1606983952
1790048332854,14062,0,11242831872,12113149952,10506166000,1606983952
1790048333104,14062,0,11242831872,12113149952,10506166000,1606983952
1790048333354,14062,0,11242831872,12113149952,10506166000,1606983952
1790048333604,14062,0,10403971072,12952010752,11406284528,1545726224
1790048333854,14062,0,10403971072,12952010752,11406284528,1545726224
1790048334104,14062,0,10403971072,12952010752,11406284528,1545726224
1790048334354,14062,0,10403971072,12952010752,11406284528,1545726224
1790048334604,14062,0,10403971072,12952010752,11406284528,1545726224
1790048334854,14062,0,10403971072,12952010752,11406284528,1545726224
1790048335104,14062,0,10403971072,12952010752,11406284528,1545726224
1790048335354,14062,0,10403971072,12952010752,11406284528,1545726224
1790048335604,14062,0,10403971072,12952010752,11406284528,1545726224
1790048335854,14062,0,10403971072,12952010752,11406284528,1545726224
1790048336104,14094,0,10403971072,12952010752,11406284528,1545726224
1790048336354,14094,0,10403971072,12952010752,11406284528,1545726224
1790048336604,14094,0,10403971072,12952010752,11406284528,1545726224
1790048336854,14094,0,10403971072,12952010752,11406284528,1545726224
1790048337104,14094,0,10403971072,12952010752,11406284528,1545726224
1790048337354,14094,0,10403971072,12952010752,11406284528,1545726224
1790048337604,14126,0,10403971072,12952010752,11406284528,1545726224
1790048337854,14126,0,10403971072,12952010752,11406284528,1545726224
1790048338104,14126,0,10403971072,12952010752,11406284528,1545726224
1790048338354,14126,0,10403971072,12952010752,11406284528,1545726224
1790048338604,14126,0,10403971072,12952010752,11406284528,1545726224
1790048338854,14126,0,10403971072,12952010752,11406284528,1545726224
1790048339104,14126,0,10403971072,12952010752,11406284528,1545726224
1790048339354,14126,0,10403971072,12952010752,11406284528,1545726224
1790048339604,14382,0,10403971072,12952010752,11406284528,1545726224
1790048339854,14382,0,10403971072,12952010752,11406284528,1545726224
1790048340104,14382,8521068432,10068426752,13287555072,13173782480,113772592
1790048340354,14382,8521068432,10068426752,13287555072,13173782480,113772592
1790048340604,14382,8521068432,10068426752,13287555072,13173782480,113772592
1790048340854,14382,8521068432,10068426752,13287555072,13173782480,113772592
1790048341104,14382,8521068432,10068426752,13287555072,13173782480,113772592
1790048341354,14382,8521068432,10068426752,13287555072,13173782480,113772592
1790048341604,14382,0,10068426752,13287555072,11620830768,1666724304
1790048341855,14382,0,10068426752,13287555072,11620830768,1666724304
1790048342105,14382,0,10068426752,13287555072,11620830768,1666724304
1790048342355,14382,0,10068426752,13287555072,11620830768,1666724304
1790048342605,14382,0,10068426752,13287555072,11620830768,1666724304
1790048342855,14382,0,10068426752,13287555072,11620830768,1666724304
1790048343105,14382,0,10068426752,13287555072,11620830768,1666724304
1790048343355,14382,0,10068426752,13287555072,11620830768,1666724304
