Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
20.4,1559655813,195776,7966.5,7264.0,2912,17184,3543.9,"void dsv4_dense_fast_fp8_kernel<(int)2, (bool)0>(const unsigned char *, const float *, int, const unsigned short *, float *, int, int, int, int, int, int)"
15.5,1183324304,78432,15087.3,14400.0,672,32640,4682.2,"void moe_kq_m1_stream_kernel<(int)4>(const unsigned long long *, int, int, const int *, const __half *, float *, const float *, const int *, int, int, int, long)"
9.5,727426458,102144,7121.6,4512.0,3136,695074,37474.7,"void dsv4_dense_fast_dots_kernel<(int)1>(const float *, const void *, int, float *, int, int)"
8.3,632107246,52288,12089.0,11376.0,8096,542816,11300.1,"memra_tp_ar_gather_rows_f32_kernel(const float *, const float *, float *, MemraArSignal *, MemraArSignal *, int, long, long, int *, long long, const unsigned long long *, int)"
6.4,492744552,26144,18847.3,8416.0,7488,107360,17141.2,"memra_tp_ar_1stage_kernel(const float *, const float *, float *, MemraArSignal *, MemraArSignal *, int, long, int *, long long, const unsigned long long *, int, MemraArPhase *, unsigned long long *, long, unsigned int, int, long long)"
5.0,381246318,52288,7291.3,7264.0,6944,10048,272.1,"void dsv4_hc_finish_f32_fixed_order_kernel<(int)16>(const float *, const float *, float *, const float *, const float *, float *, float *, float *, float *, const float *, float *, __nv_bfloat16 *, int, float, float)"
4.5,341039261,26144,13044.6,13024.0,12576,14848,217.2,"void dsv4_dense_fast_fp8_kernel<(int)2, (bool)1>(const unsigned char *, const float *, int, const unsigned short *, float *, int, int, int, int, int, int)"
3.7,286472710,52288,5478.7,4480.0,928,7424,1392.2,dsv4_fp8_gather_half_kernel
2.7,206538367,26144,7900.0,6144.0,4928,11648,2090.7,"dsv4_sink_softout_st_f32acc_kernel(const float *, const int *, const float *, const float *, float *, int, int, int, int, const int *, int, int, int)"
1.9,146617928,12768,11483.2,11488.0,10912,12128,154.1,dsv4_indexer_score_f32acc_kernel
1.8,134702168,26144,5152.3,5248.0,3168,5824,414.1,dsv4_route_m_kernel
1.7,131015749,26144,5011.3,5024.0,4576,6304,219.4,"dsv4_sink_scores_st_f32acc_kernel(const float *, const float *, const int *, float *, int, int, int, int, float, const int *, int, int, int)"
1.6,120147066,26144,4595.6,4576.0,4224,5568,149.9,dsv4_small_norm_pack_f32_fixed_order_kernel
1.5,118397699,52288,2264.3,2208.0,2016,3328,145.4,"void dsv4_hc_dot_split_partial_kernel<(int)16>(const float *, const float *, float *)"
1.3,100738867,91200,1104.6,1088.0,864,1952,180.0,dsv4_rope_kernel
1.2,90283393,52288,1726.7,1760.0,1536,2208,113.3,dsv4_act_quant_fp8_kernel
1.1,80966250,78432,1032.3,1056.0,704,1536,141.7,dsv4_scale_rows_kernel
1.0,76453977,104576,731.1,736.0,640,1184,40.3,dsv4_cvt_bf16_kernel
1.0,75038605,81856,916.7,928.0,832,1280,48.2,"dsv4_replay_copy_row_kernel(const float *, float *, const int *, int, int, int, int)"
0.9,66054902,12768,5173.5,5568.0,4224,5952,563.4,dsv4_topk_idx_numeric_kernel
0.8,61902953,52288,1183.9,1184.0,1056,1792,61.9,dsv4_hc_post_kernel
0.8,59266585,52288,1133.5,1184.0,704,1824,124.3,dsv4_scatter_rows_kernel
0.7,51009595,52288,975.6,1056.0,736,1600,198.1,dsv4_swiglu_kernel
0.6,47001120,6464,7271.2,6752.0,6112,58592,5616.1,dsv4_compressor_pool_kernel
0.6,45312434,26144,1733.2,1728.0,768,2400,226.1,"void dsv4_grouped_scatter_kernel<(bool)1>(const int *, const float *, const float *, const int *, int *, int *, float *, float *, float *, float *, int, int, int)"
0.6,45286386,26144,1732.2,1728.0,1664,2304,63.8,dsv4_headrms_f32acc_kernel
0.5,38040813,12768,2979.4,2944.0,2720,3744,126.3,"void dsv4_gemv_bf16_m_kernel<(int)1>(const unsigned short *, const unsigned short *, float *, int, int, int, int)"
0.5,37686700,32912,1145.1,1120.0,992,2144,105.1,dsv4_rmsnorm_f32acc_kernel
0.5,36165129,26144,1383.3,1376.0,1312,1856,57.9,dsv4_combine_rows_m_kernel
0.5,35369171,26144,1352.9,1344.0,1280,1728,38.4,"dsv4_grouped_partition_prefix_kernel(const int *, const int *, int *, int *, int *, int, int, int, int *, int)"
0.4,33971708,15960,2128.6,2112.0,2048,2496,44.3,dsv4_hadamard_kernel
0.4,33762180,29416,1147.7,1120.0,1056,1792,74.5,dsv4_act_quant_kernel
0.4,28575175,26144,1093.0,1152.0,896,1440,101.1,"void dsv4_grouped_count_kernel<(bool)1>(const int *, int *, int, int *, int *, float *, float *, float *, float *, int)"
0.4,27695959,24928,1111.0,1120.0,1056,1440,32.7,dsv4_build_idx_redirect_m_kernel
0.3,23739766,25536,929.7,928.0,832,1280,47.7,"dsv4_replay_copy_if_kernel(const float *, float *, int, const int *, int)"
0.3,21257077,15960,1331.9,1312.0,1248,1696,44.6,dsv4_fp4_act_quant_kernel
0.3,19637947,26144,751.1,736.0,704,1120,31.8,dsv4_add_inplace_kernel
0.2,16359979,12768,1281.3,1280.0,1216,1696,43.5,dsv4_q_transpose_m_kernel
0.1,10354327,5168,2003.5,2144.0,832,3776,940.7,"dsv4_sample_merge(const unsigned long *, unsigned long *, int, int)"
0.1,8289020,304,27266.5,27264.0,27232,27520,44.6,"dsv4_sample_offsets(double *, int)"
0.1,7365740,6464,1139.5,1216.0,928,1568,139.0,dsv4_rope_at_kernel
0.0,2434281,304,8007.5,8000.0,7168,8320,107.8,"dsv4_sample_draw(const unsigned long *, const double *, const double *, int, double, double, unsigned int *, const double *)"
0.0,2270724,304,7469.5,7456.0,7392,7552,37.6,"dsv4_sample_exp_scan(const float *, const unsigned long *, double *, double *, int, double)"
0.0,1266529,1216,1041.6,1024.0,896,1440,114.6,dsv4_build_idx_redirect_window_pos_kernel
0.0,1052291,304,3461.5,3456.0,3392,3648,32.5,dsv4_rowsq_scale_f32acc_kernel
0.0,956768,608,1573.6,1568.0,1376,1920,95.0,dsv4_embed_rows_kernel
0.0,614722,608,1011.1,992.0,864,1248,85.5,dsv4_repeat_hc_kernel
0.0,528608,608,869.4,864.0,672,1152,100.5,"dsv4_replay_input_kernel(const unsigned long *, int *, int *, int *, int, unsigned long long *)"
0.0,390400,304,1284.2,1248.0,1216,1568,73.6,"dsv4_sample_prepare(const float *, float *, unsigned long *, const int *, int, float, float, float, unsigned int *)"
0.0,368512,608,606.1,608.0,544,832,29.8,dsv4_replay_tick_kernel(unsigned long long *)
0.0,314176,304,1033.5,1024.0,992,1120,20.3,dsv4_hc_collapse_kernel
0.0,308256,304,1014.0,992.0,960,1280,45.6,dsv4_hc_head_pre_m_kernel
