ts,gpu0_mib,gpu1_mib,gpu2_mib,gpu3_mib
2026-08-31T18:47:33Z,5108,4788,6614,1
2026-08-31T18:47:38Z,7254,4884,6710,1
2026-08-31T18:47:43Z,7254,4884,6710,1
2026-08-31T18:47:48Z,7318,4884,6710,1
2026-08-31T18:47:53Z,7318,4884,6710,1
2026-08-31T18:47:59Z,7318,4884,6710,1
2026-08-31T18:48:04Z,7318,5718,6710,1
2026-08-31T18:48:09Z,7318,5718,6710,1
2026-08-31T18:48:14Z,7318,5814,6710,1
2026-08-31T18:48:19Z,7318,5814,6710,1
2026-08-31T18:48:24Z,7318,5846,6710,1
2026-08-31T18:48:29Z,7318,5846,6710,1
2026-08-31T18:48:34Z,7318,5846,6710,1
2026-08-31T18:48:39Z,7318,5846,7414,1
2026-08-31T18:48:44Z,7318,5846,7672,1
2026-08-31T18:48:49Z,7318,5846,7672,1
2026-08-31T18:48:54Z,7318,5846,7672,1
2026-08-31T18:49:00Z,7318,5846,7672,1
2026-08-31T18:49:05Z,7318,5846,7672,1
2026-08-31T18:49:10Z,7318,5846,7704,1
2026-08-31T18:49:15Z,7318,5846,8620,1
2026-08-31T18:49:20Z,9558,5846,8620,1
2026-08-31T18:49:25Z,9558,5846,8620,1
2026-08-31T18:49:30Z,9558,5846,8620,1
2026-08-31T18:49:35Z,9558,5846,8620,1
2026-08-31T18:49:40Z,9558,5846,8620,1
2026-08-31T18:49:45Z,9558,5846,8620,1
2026-08-31T18:49:50Z,9558,5846,8620,1
2026-08-31T18:49:55Z,9558,5846,8620,1
2026-08-31T18:50:00Z,9558,5846,8620,1
2026-08-31T18:50:05Z,9558,5846,8620,1
2026-08-31T18:50:10Z,9558,5846,8620,1
2026-08-31T18:50:15Z,9558,5846,8620,1
2026-08-31T18:50:21Z,9558,5846,8620,1
2026-08-31T18:50:26Z,9558,5846,8620,1
2026-08-31T18:50:31Z,9558,5846,8620,1
2026-08-31T18:50:36Z,9558,5846,8620,1
2026-08-31T18:50:41Z,9558,5846,8620,1
2026-08-31T18:50:46Z,9558,5846,8620,1
2026-08-31T18:50:51Z,9558,5846,8620,1
2026-08-31T18:50:56Z,9558,5846,8620,1
2026-08-31T18:51:01Z,9558,5846,8620,1
2026-08-31T18:51:06Z,9558,8022,8620,1
2026-08-31T18:51:11Z,9558,8022,8620,1
2026-08-31T18:51:16Z,9558,8022,8620,1
2026-08-31T18:51:21Z,9558,8022,8620,1
2026-08-31T18:51:26Z,9558,8022,8620,1
2026-08-31T18:51:31Z,9558,8022,8620,1
2026-08-31T18:51:37Z,9558,8022,8620,1
2026-08-31T18:51:42Z,9558,8246,8620,1
2026-08-31T18:51:47Z,9558,8246,8620,1
2026-08-31T18:51:52Z,9558,8246,8620,1
2026-08-31T18:51:57Z,9558,8246,8620,1
2026-08-31T18:52:02Z,9558,8246,8620,1
2026-08-31T18:52:07Z,9558,8246,8620,1
2026-08-31T18:52:12Z,9558,8278,8620,1
2026-08-31T18:52:17Z,9558,8278,8620,1
2026-08-31T18:52:22Z,9558,8278,8620,1
2026-08-31T18:52:27Z,9558,8278,8620,1
2026-08-31T18:52:32Z,9558,8278,8620,1
2026-08-31T18:52:38Z,9558,8278,8620,1
2026-08-31T18:52:43Z,9558,8278,8620,1
2026-08-31T18:52:48Z,9558,8278,8620,1
2026-08-31T18:52:53Z,9558,8278,8620,1
2026-08-31T18:52:58Z,9558,8278,8620,1
2026-08-31T18:53:03Z,9558,8278,8620,1
2026-08-31T18:53:08Z,9558,8278,8620,1
2026-08-31T18:53:13Z,9558,8278,10700,1
2026-08-31T18:53:18Z,9558,8278,10700,1
2026-08-31T18:53:23Z,9558,8278,11308,1
2026-08-31T18:53:28Z,9558,8278,11308,1
2026-08-31T18:53:33Z,9558,8278,11308,1
2026-08-31T18:53:39Z,9558,8278,11308,1
2026-08-31T18:53:44Z,9558,8278,11308,1
2026-08-31T18:53:49Z,9558,8278,11308,1
2026-08-31T18:53:54Z,9558,8278,11308,1
2026-08-31T18:53:59Z,9558,8278,11308,1
2026-08-31T18:54:04Z,9558,8278,11308,1
2026-08-31T18:54:09Z,9558,8278,11308,1
2026-08-31T18:54:14Z,9558,8278,11308,1
2026-08-31T18:54:19Z,9558,8278,11308,1
2026-08-31T18:54:24Z,9558,8278,11308,1
2026-08-31T18:54:29Z,9558,8278,11308,1
2026-08-31T18:54:34Z,9558,8278,11308,1
2026-08-31T18:54:39Z,9558,8278,11308,1
2026-08-31T18:54:45Z,9558,8278,11308,1
2026-08-31T18:54:50Z,9558,8278,11308,1
