#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260812    14:29:45       0     32     35      -      0      0      0      0      0      0    405    180      0      0      0      0     14 
 20260812    14:29:46       0     64     36      -     13      1      0      0      0      0  12481   2392   1555   1554      0      0    230 
 20260812    14:29:47       0     92     36      -      5      0      0      0      0      0  12481   2392   4115   4114      0   3184    230 
 20260812    14:29:48       0     92     36      -      4      0      0      0      0      0  12481   2400   6771   6770      0   1887    230 
 20260812    14:29:49       0     92     36      -      6      0      0      0      0      0  12481   2400   9427   9426      0   3106    230 
 20260812    14:29:50       0     92     36      -      5      0      0      0      0      0  12481   2392  12083  12082      0   1887    230 
 20260812    14:29:51       0     91     36      -      5      0      0      0      0      0  12481   2392  14707  14706      0   2641      0 
 20260812    14:29:52       0     91     36      -      0      0      0      0      0      0  12481   2392  19507  19506      0      8      1 
 20260812    14:29:53       0    474     49      -    100     37      0      0      0      0  12481   2422  19507  19506      0      3      5 
 20260812    14:29:54       0    393     44      -    100     87      0      0      0      0  12481   2400  19507  19506      0    144     83 
 20260812    14:29:55       0    467     51      -    100     37      0      0      0      0  12481   2422  19507  19506      0      4      5 
 20260812    14:29:56       0    379     45      -    100     87      0      0      0      0  12481   2422  19507  19506      0    143     32 
 20260812    14:29:57       0    458     52      -    100     38      0      0      0      0  12481   2422  19731  19730      0      4      3 
 20260812    14:29:58       0    388     45      -    100     87      0      0      0      0  12481   2422  19731  19730      0    144     32 
 20260812    14:29:59       0    444     52      -    100     36      0      0      0      0  12481   2422  20019  20018      0      3      2 
 20260812    14:30:00       0    399     46      -    100     87      0      0      0      0  12481   2422  20019  20018      0    141     32 
 20260812    14:30:01       0    436     52      -    100     38      0      0      0      0  12481   2422  20307  20306      0      4      2 
 20260812    14:30:03       0    411     47      -    100     87      0      0      0      0  12481   2422  20307  20306      0    145     32 
 20260812    14:30:04       0    423     53      -    100     37      0      0      0      0  12481   2422  20595  20594      0      3      3 
 20260812    14:30:05       0    438     48      -    100     87      0      0      0      0  12481   2415  20595  20594      0    149     32 
 20260812    14:30:06       0    413     55      -    100     37      0      0      0      0  12481   2422  20883  20882      0      4      1 
 20260812    14:30:07       0    452     50      -    100     28      0      0      0      0  12481   2415  20883  20882      0    143     34 
 20260812    14:30:08       0    403     56      -    100     39      0      0      0      0  12481   2422  21171  21170      0      4      3 
