09:46:24.686	o1-ref-r1	1020 ms
09:46:34.864	o1-refi-r1	1160 ms
09:47:23.701	o1-i15-r1	1066 ms
09:47:38.477	o1-i15i-r1	1026 ms
09:48:33.847	o1-ref-r2	1025 ms
09:48:43.906	o1-refi-r2	1157 ms
09:49:32.705	o1-i15-r2	1063 ms
09:49:47.594	o1-i15i-r2	1025 ms
09:50:42.793	o1-ref-r3	1022 ms
09:50:52.966	o1-refi-r3	1174 ms
09:51:42.462	o1-i15-r3	1057 ms
09:51:57.311	o1-i15i-r3	1032 ms
09:52:53.860	o2-i15i-r1	1044 ms
09:53:49.437	o2-i15-r1	1025 ms
09:54:04.502	o2-refi-r1	1023 ms
09:54:54.744	o2-ref-r1	1062 ms
09:55:04.420	o2-i15i-r2	1167 ms
09:56:00.679	o2-i15-r2	1024 ms
09:56:15.686	o2-refi-r2	1018 ms
09:57:05.599	o2-ref-r2	1027 ms
09:57:15.386	o2-i15i-r3	1170 ms
09:58:11.533	o2-i15-r3	1016 ms
09:58:26.564	o2-refi-r3	1030 ms
09:59:16.478	o2-ref-r3	1040 ms
