  run  1 order 1 idle     tokens=160 p50=12.0 max=14.1 stall=2.0 demote=[304.4] promote=[] intruder=None
  run  2 order 1 promote  tokens=160 p50=12.0 max=91.1 stall=79.0 demote=[274.6] promote=[29.0] intruder=134.66134096961468
  run  3 order 1 idle     tokens=160 p50=12.1 max=13.6 stall=1.5 demote=[] promote=[] intruder=None
  run  4 order 1 promote  tokens=160 p50=12.1 max=89.9 stall=77.9 demote=[273.6] promote=[28.8] intruder=133.09213100001216
  run  5 order 1 idle     tokens=160 p50=12.1 max=13.6 stall=1.5 demote=[] promote=[] intruder=None
  run  6 order 1 promote  tokens=160 p50=12.1 max=88.9 stall=76.8 demote=[208.5] promote=[27.4] intruder=132.21539498772472
  run  7 order 1 idle     tokens=160 p50=12.1 max=13.6 stall=1.5 demote=[] promote=[] intruder=None
  run  8 order 1 promote  tokens=160 p50=12.1 max=88.5 stall=76.4 demote=[208.1] promote=[27.4] intruder=131.80993997957557
  run  9 order 1 idle     tokens=160 p50=12.1 max=13.6 stall=1.5 demote=[] promote=[] intruder=None
  run 10 order 1 promote  tokens=160 p50=12.1 max=88.9 stall=76.8 demote=[208.6] promote=[27.5] intruder=132.38262408412993
  run 11 order 2 promote  tokens=160 p50=12.1 max=88.5 stall=76.4 demote=[208.1] promote=[27.4] intruder=131.88616407569498
  run 12 order 2 idle     tokens=160 p50=12.1 max=13.5 stall=1.4 demote=[] promote=[] intruder=None
  run 13 order 2 promote  tokens=160 p50=12.1 max=89.0 stall=76.9 demote=[208.9] promote=[27.4] intruder=132.4982460355386
  run 14 order 2 idle     tokens=160 p50=12.1 max=13.6 stall=1.4 demote=[] promote=[] intruder=None
  run 15 order 2 promote  tokens=160 p50=12.1 max=88.5 stall=76.4 demote=[208.4] promote=[27.4] intruder=132.00264796614647
  run 16 order 2 idle     tokens=160 p50=12.2 max=13.7 stall=1.6 demote=[] promote=[] intruder=None
  run 17 order 2 promote  tokens=160 p50=12.1 max=89.0 stall=76.9 demote=[208.9] promote=[27.4] intruder=132.61372793931514
  run 18 order 2 idle     tokens=160 p50=12.1 max=13.6 stall=1.5 demote=[] promote=[] intruder=None
  run 19 order 2 promote  tokens=160 p50=12.1 max=88.5 stall=76.3 demote=[208.4] promote=[27.4] intruder=131.99199200607836
  run 20 order 2 idle     tokens=160 p50=12.1 max=13.7 stall=1.6 demote=[] promote=[] intruder=None
STALL rule cell=stall-promote-on arm=promote n_per_order=5 pooled=10 idle_runs=10 idle_p50=12.1 idle_p95=13.4 idle_p99=13.5 idle_max=14.1 arm_runs=10 arm_p50=12.1 arm_p95=13.5 arm_p99=16.5 arm_max=91.1 stall_median=76.8 stall_min=76.3 stall_max=79.0 server_demote_ms=[274.6, 273.6, 208.5, 208.1, 208.6, 208.1, 208.9, 208.4, 208.9, 208.4] server_promote_ms=[29.0, 28.8, 27.4, 27.4, 27.5, 27.4, 27.4, 27.4, 27.4, 27.4] intruder_prompt_tokens=[89, 86, 89, 86, 89, 86, 89, 86, 89, 86] tenant_text_identical=True errors=0
