Xp-6144-r0-t1 status=503 finish=None G=None cached=None ms=1947
Xp-6144-r0-t2 status=200 finish=length G=1 cached=0 ms=1874
Xp-6144-r0-t3 status=200 finish=length G=32 cached=6209 ms=516
Xp-6144-r0-t4 status=200 finish=length G=32 cached=6304 ms=394
Xp-6144-r0-t1-cold status=200 finish=length G=1 cached=0 ms=1841
Xp-6144-r0-t2-cold status=200 finish=length G=1 cached=0 ms=1845
Xp-6144-r0-t3-cold status=200 finish=length G=32 cached=0 ms=2218
Xp-6144-r0-t4-cold status=200 finish=length G=32 cached=0 ms=2282
Xp-6144-r1-t1 status=200 finish=length G=1 cached=0 ms=1793
Xp-6144-r1-t2 status=200 finish=length G=1 cached=6145 ms=86
Xp-6144-r1-t3 status=200 finish=length G=32 cached=6209 ms=448
Xp-6144-r1-t4 status=200 finish=length G=32 cached=6304 ms=479
Xp-6144-r1-t1-cold status=200 finish=length G=1 cached=0 ms=1804
Xp-6144-r1-t2-cold status=200 finish=length G=1 cached=0 ms=1837
Xp-6144-r1-t3-cold status=200 finish=length G=32 cached=0 ms=2278
Xp-6144-r1-t4-cold status=200 finish=length G=32 cached=0 ms=2292
Xp-6144-r2-t1 status=200 finish=length G=1 cached=0 ms=1823
Xp-6144-r2-t2 status=200 finish=length G=1 cached=6145 ms=76
Xp-6144-r2-t3 status=200 finish=length G=32 cached=6209 ms=464
Xp-6144-r2-t4 status=200 finish=length G=32 cached=6304 ms=486
Xp-6144-r2-t1-cold status=200 finish=length G=1 cached=0 ms=1829
Xp-6144-r2-t2-cold status=200 finish=length G=1 cached=0 ms=1846
Xp-6144-r2-t3-cold status=200 finish=length G=32 cached=0 ms=2286
Xp-6144-r2-t4-cold status=200 finish=length G=32 cached=0 ms=2290
Xp-6144-r3-t1 status=200 finish=length G=1 cached=0 ms=1829
Xp-6144-r3-t2 status=200 finish=length G=1 cached=6145 ms=72
Xp-6144-r3-t3 status=200 finish=length G=32 cached=6209 ms=479
Xp-6144-r3-t4 status=200 finish=length G=32 cached=6304 ms=466
Xp-6144-r3-t1-cold status=200 finish=length G=1 cached=0 ms=1823
Xp-6144-r3-t2-cold status=200 finish=length G=1 cached=0 ms=1851
Xp-6144-r3-t3-cold status=200 finish=length G=32 cached=0 ms=2269
Xp-6144-r3-t4-cold status=200 finish=length G=32 cached=0 ms=2290
Xp-6144-r4-t1 status=200 finish=length G=1 cached=0 ms=1821
Xp-6144-r4-t2 status=200 finish=length G=1 cached=6145 ms=78
Xp-6144-r4-t3 status=200 finish=length G=32 cached=6209 ms=464
Xp-6144-r4-t4 status=200 finish=length G=32 cached=6304 ms=480
Xp-6144-r4-t1-cold status=200 finish=length G=1 cached=0 ms=1823
Xp-6144-r4-t2-cold status=200 finish=length G=1 cached=0 ms=1846
Xp-6144-r4-t3-cold status=200 finish=length G=32 cached=0 ms=2275
Xp-6144-r4-t4-cold status=200 finish=length G=32 cached=0 ms=2293
DAY38 CLIENT rows=40 ok=39
