16,000,,,""
125,000,,,""
233,000,,,""
342,000,,,""
453,000,,,""
561,000,,,""
670,000,,,""
779,000,,,""
888,000,,,""
997,000,,,""
1107,000,,,""
1216,000,,,""
1326,000,,,""
1436,000,,,""
1546,000,,,""
1657,000,,,""
1765,000,,,""
1876,000,,,""
1985,000,,,""
2095,000,,,""
2205,000,,,""
2314,000,,,""
2424,000,,,""
2534,000,,,""
2645,000,,,""
2755,000,,,""
2863,000,,,""
2972,000,,,""
3081,000,,,""
3191,000,,,""
3301,000,,,""
3410,000,,,""
3520,000,,,""
3628,000,,,""
3737,000,,,""
3845,000,,,""
3955,000,,,""
4064,000,,,""
4173,000,,,""
4282,000,,,""
4392,000,,,""
4501,000,,,""
4610,000,,,""
4721,000,,,""
4831,000,,,""
4940,000,,,""
5048,000,,,""
5157,000,,,""
5265,000,,,""
5373,000,,,""
5481,000,,,""
5590,000,,,""
5698,000,,,""
5806,000,,,""
5914,000,,,""
6025,000,,,""
6133,000,,,""
6281,200,ready,idle,""
