timestamp, power.draw [W], clocks.current.sm [MHz], temperature.gpu, utilization.gpu [%], memory.used [MiB]
2026/08/04 19:19:01.147, 548.13 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:02.147, 548.47 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:03.147, 548.20 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:04.147, 547.26 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:05.147, 546.47 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:06.147, 546.63 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:19:07.147, 546.98 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:08.148, 547.31 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:09.148, 522.32 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:10.148, 547.63 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:11.148, 548.82 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:12.148, 547.53 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:13.148, 547.49 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:14.148, 547.27 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:15.149, 545.40 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:19:16.149, 548.01 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:17.149, 547.43 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:18.149, 523.61 W, 2782 MHz, 62, 53 %, 34100 MiB
2026/08/04 19:19:19.149, 525.35 W, 2775 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:20.149, 549.70 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:21.150, 549.83 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:22.150, 550.16 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:23.150, 549.28 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:19:24.150, 549.28 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:25.150, 549.78 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:26.151, 550.03 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:19:27.151, 549.60 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:19:28.151, 524.35 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:29.151, 547.69 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:30.152, 549.55 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:31.152, 549.79 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:32.152, 549.45 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:33.152, 548.72 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:34.152, 547.08 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:35.152, 548.82 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:19:36.153, 549.17 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:37.153, 549.54 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:38.153, 521.18 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:39.153, 548.01 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:40.153, 548.86 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:41.153, 549.02 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:42.153, 548.71 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:43.154, 548.74 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:44.154, 547.66 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:19:45.154, 548.95 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:46.154, 548.94 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:19:47.154, 530.51 W, 2782 MHz, 63, 58 %, 34100 MiB
2026/08/04 19:19:48.154, 524.78 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:49.155, 547.47 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:50.155, 547.84 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:51.155, 547.53 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:52.155, 547.28 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:53.155, 546.11 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:54.155, 550.57 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:19:55.156, 549.98 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:56.156, 550.45 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:57.156, 524.71 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:58.156, 548.93 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:19:59.156, 550.63 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:00.157, 550.36 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:20:01.157, 550.13 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:20:02.157, 550.25 W, 2782 MHz, 68, 99 %, 34100 MiB
2026/08/04 19:20:03.157, 549.73 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:20:04.157, 550.25 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:20:05.157, 550.50 W, 2782 MHz, 68, 99 %, 34100 MiB
2026/08/04 19:20:06.158, 550.74 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:20:07.158, 523.06 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:08.158, 548.51 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:20:09.158, 548.84 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:20:10.158, 549.51 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:20:11.159, 548.58 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:20:12.159, 547.70 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:20:13.159, 549.34 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:14.159, 549.31 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:20:15.159, 549.74 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:16.159, 528.74 W, 2782 MHz, 64, 56 %, 34100 MiB
2026/08/04 19:20:17.160, 490.79 W, 2812 MHz, 66, 100 %, 34100 MiB
2026/08/04 19:20:18.160, 497.74 W, 2812 MHz, 65, 98 %, 34100 MiB
2026/08/04 19:20:19.160, 499.65 W, 2812 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:20:20.160, 497.63 W, 2812 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:20:21.160, 499.81 W, 2812 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:20:22.160, 497.00 W, 2812 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:20:23.161, 499.23 W, 2812 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:20:24.161, 496.34 W, 2812 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:20:25.161, 496.87 W, 2812 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:20:26.161, 497.61 W, 2812 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:20:27.161, 496.07 W, 2812 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:20:28.161, 498.21 W, 2812 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:20:29.162, 495.25 W, 2812 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:20:30.162, 498.10 W, 2812 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:20:31.162, 504.52 W, 2790 MHz, 66, 100 %, 34100 MiB
2026/08/04 19:20:32.162, 552.99 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:33.162, 550.14 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:34.162, 559.83 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:35.162, 552.00 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:36.163, 554.69 W, 2797 MHz, 66, 98 %, 34100 MiB
2026/08/04 19:20:37.163, 553.90 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:38.163, 555.72 W, 2805 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:39.163, 558.02 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:40.163, 555.95 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:41.164, 557.38 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:42.164, 555.66 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:43.164, 559.30 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:44.164, 553.57 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:45.164, 551.81 W, 2805 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:46.164, 503.65 W, 2775 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:47.165, 548.84 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:48.165, 542.62 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:49.165, 547.81 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:50.165, 547.55 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:20:51.165, 541.26 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:52.166, 548.32 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:53.166, 543.02 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:54.179, 549.87 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:55.179, 549.26 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:56.179, 544.33 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:57.180, 549.19 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:20:58.180, 543.44 W, 2790 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:20:59.180, 549.51 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:00.180, 546.78 W, 2782 MHz, 67, 98 %, 34100 MiB
2026/08/04 19:21:01.180, 544.72 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:02.180, 549.01 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:03.180, 544.05 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:04.180, 550.28 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:05.181, 515.10 W, 2790 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:21:06.181, 522.29 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:07.181, 547.76 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:08.181, 547.13 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:09.181, 547.35 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:21:10.181, 533.53 W, 2782 MHz, 66, 76 %, 34100 MiB
2026/08/04 19:21:11.181, 535.67 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:12.181, 549.61 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:13.181, 547.50 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:14.181, 547.95 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:15.181, 537.96 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:16.182, 548.27 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:17.183, 549.13 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:18.183, 548.78 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:19.183, 548.99 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:21:20.183, 536.11 W, 2790 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:21.183, 548.10 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:22.183, 548.30 W, 2790 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:23.183, 547.02 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:24.183, 548.42 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:21:25.183, 535.55 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:26.184, 548.23 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:27.184, 549.13 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:28.184, 547.71 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:21:29.184, 548.91 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:21:30.184, 535.23 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:31.185, 548.84 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:32.185, 548.51 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:33.185, 549.02 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:21:34.185, 550.25 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:35.185, 538.05 W, 2775 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:36.185, 551.13 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:37.186, 550.71 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:21:38.186, 549.43 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:21:39.186, 543.19 W, 2782 MHz, 65, 82 %, 34100 MiB
2026/08/04 19:21:40.186, 536.66 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:41.186, 549.00 W, 2790 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:21:42.186, 548.28 W, 2790 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:43.187, 548.47 W, 2790 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:44.187, 511.63 W, 2797 MHz, 65, 100 %, 34100 MiB
2026/08/04 19:21:45.187, 519.56 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:46.187, 548.46 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:47.187, 548.95 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:48.187, 549.41 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:49.187, 549.33 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:50.188, 547.20 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:51.188, 548.56 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:21:52.188, 548.25 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:53.188, 548.91 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:54.189, 525.73 W, 2805 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:55.189, 547.53 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:56.189, 548.24 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:57.189, 548.46 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:58.189, 547.57 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:21:59.189, 548.02 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:00.189, 546.84 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:22:01.189, 547.71 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:02.189, 547.54 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:03.190, 547.77 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:22:04.190, 523.86 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:05.190, 547.70 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:22:06.190, 548.14 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:07.190, 548.35 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:08.190, 548.06 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:09.190, 548.55 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:10.190, 547.93 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:11.190, 548.42 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:12.190, 547.75 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:13.191, 547.92 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:22:14.191, 524.31 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:15.191, 547.62 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:16.191, 548.15 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:17.191, 548.29 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:18.191, 547.50 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:22:19.191, 546.44 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:22:20.191, 546.83 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:21.192, 547.80 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:22.192, 547.65 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:22:23.192, 522.70 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:24.192, 546.81 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:25.192, 548.56 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:26.192, 548.52 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:22:27.192, 549.34 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:22:28.192, 548.50 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:22:29.192, 547.83 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:22:30.193, 551.02 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:22:31.193, 550.27 W, 2782 MHz, 68, 99 %, 34100 MiB
2026/08/04 19:22:32.193, 550.94 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:22:33.193, 524.85 W, 2775 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:34.193, 549.98 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:35.193, 550.84 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:22:36.193, 550.22 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:37.193, 549.92 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:22:38.194, 550.51 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:39.194, 548.69 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:22:40.194, 550.77 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:22:41.194, 550.22 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:42.194, 550.12 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:22:43.194, 525.96 W, 2775 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:44.194, 550.04 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:45.194, 550.76 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:22:46.194, 550.83 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:47.195, 550.52 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:22:48.195, 548.81 W, 2782 MHz, 67, 98 %, 34100 MiB
2026/08/04 19:22:49.195, 549.89 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:50.195, 550.10 W, 2782 MHz, 68, 100 %, 34100 MiB
2026/08/04 19:22:51.195, 550.02 W, 2782 MHz, 68, 99 %, 34100 MiB
2026/08/04 19:22:52.195, 524.58 W, 2797 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:53.195, 545.41 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:54.196, 546.61 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:55.196, 547.17 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:56.196, 547.53 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:57.196, 546.59 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:58.196, 546.78 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:22:59.196, 547.92 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:23:00.196, 547.94 W, 2782 MHz, 67, 100 %, 34100 MiB
2026/08/04 19:23:01.196, 548.35 W, 2782 MHz, 67, 99 %, 34100 MiB
2026/08/04 19:23:02.196, 284.67 W, 2857 MHz, 57, 0 %, 2 MiB
2026/08/04 19:23:03.197, 121.54 W, 2857 MHz, 56, 0 %, 2 MiB
2026/08/04 19:23:04.197, 89.04 W, 1740 MHz, 54, 0 %, 1460 MiB
2026/08/04 19:23:05.197, 93.60 W, 2625 MHz, 53, 6 %, 4500 MiB
2026/08/04 19:23:06.197, 92.88 W, 2617 MHz, 53, 5 %, 7156 MiB
2026/08/04 19:23:07.197, 92.84 W, 2617 MHz, 52, 6 %, 10228 MiB
2026/08/04 19:23:08.197, 92.46 W, 2625 MHz, 52, 5 %, 13300 MiB
2026/08/04 19:23:09.197, 91.24 W, 2617 MHz, 51, 0 %, 14740 MiB
2026/08/04 19:23:10.198, 182.31 W, 2640 MHz, 61, 98 %, 17078 MiB
2026/08/04 19:23:11.198, 505.08 W, 2812 MHz, 61, 99 %, 17654 MiB
2026/08/04 19:23:12.198, 505.04 W, 2805 MHz, 61, 99 %, 17654 MiB
2026/08/04 19:23:13.198, 505.24 W, 2812 MHz, 61, 99 %, 17654 MiB
2026/08/04 19:23:14.198, 491.01 W, 2805 MHz, 62, 99 %, 17654 MiB
2026/08/04 19:23:15.198, 506.79 W, 2812 MHz, 62, 99 %, 17654 MiB
2026/08/04 19:23:16.198, 507.19 W, 2812 MHz, 62, 99 %, 17654 MiB
2026/08/04 19:23:17.198, 481.98 W, 2812 MHz, 57, 20 %, 2 MiB
2026/08/04 19:23:18.199, 115.84 W, 2865 MHz, 53, 0 %, 2 MiB
2026/08/04 19:23:19.199, 101.60 W, 2865 MHz, 51, 0 %, 2 MiB
2026/08/04 19:23:20.199, 92.84 W, 2617 MHz, 50, 6 %, 2580 MiB
2026/08/04 19:23:21.199, 91.85 W, 2625 MHz, 50, 7 %, 5492 MiB
2026/08/04 19:23:22.199, 91.33 W, 2617 MHz, 49, 6 %, 8436 MiB
2026/08/04 19:23:23.200, 91.29 W, 2625 MHz, 49, 5 %, 11316 MiB
2026/08/04 19:23:24.200, 90.73 W, 2625 MHz, 48, 5 %, 14164 MiB
2026/08/04 19:23:25.200, 89.31 W, 2610 MHz, 48, 0 %, 14740 MiB
2026/08/04 19:23:26.200, 88.62 W, 2610 MHz, 48, 0 %, 15092 MiB
2026/08/04 19:23:27.201, 88.58 W, 2610 MHz, 47, 0 %, 15092 MiB
2026/08/04 19:23:28.201, 242.39 W, 2805 MHz, 57, 99 %, 17110 MiB
2026/08/04 19:23:29.201, 503.20 W, 2797 MHz, 58, 99 %, 17654 MiB
2026/08/04 19:23:30.201, 505.10 W, 2797 MHz, 58, 98 %, 17654 MiB
2026/08/04 19:23:31.201, 489.11 W, 2790 MHz, 59, 98 %, 17654 MiB
2026/08/04 19:23:32.202, 505.91 W, 2805 MHz, 59, 98 %, 17654 MiB
2026/08/04 19:23:33.202, 506.23 W, 2805 MHz, 60, 98 %, 17654 MiB
2026/08/04 19:23:34.202, 494.29 W, 2812 MHz, 61, 99 %, 17654 MiB
2026/08/04 19:23:35.202, 506.62 W, 2797 MHz, 60, 98 %, 17654 MiB
2026/08/04 19:23:36.202, 508.51 W, 2797 MHz, 60, 99 %, 17654 MiB
2026/08/04 19:23:37.203, 489.93 W, 2805 MHz, 55, 58 %, 17654 MiB
2026/08/04 19:23:38.203, 497.19 W, 2805 MHz, 62, 98 %, 17654 MiB
2026/08/04 19:23:39.203, 509.35 W, 2797 MHz, 60, 98 %, 17654 MiB
2026/08/04 19:23:40.203, 508.65 W, 2797 MHz, 61, 99 %, 17654 MiB
2026/08/04 19:23:41.203, 494.75 W, 2805 MHz, 60, 99 %, 17654 MiB
2026/08/04 19:23:42.204, 509.64 W, 2805 MHz, 61, 99 %, 17654 MiB
2026/08/04 19:23:43.204, 509.33 W, 2797 MHz, 61, 98 %, 17654 MiB
2026/08/04 19:23:44.204, 293.34 W, 2865 MHz, 52, 0 %, 2 MiB
2026/08/04 19:23:45.204, 116.04 W, 2865 MHz, 51, 0 %, 2 MiB
2026/08/04 19:23:46.204, 92.64 W, 1417 MHz, 49, 0 %, 1460 MiB
2026/08/04 19:23:47.205, 91.45 W, 2617 MHz, 49, 4 %, 4052 MiB
2026/08/04 19:23:48.205, 91.41 W, 2617 MHz, 48, 6 %, 6996 MiB
2026/08/04 19:23:49.205, 90.95 W, 2625 MHz, 48, 4 %, 9780 MiB
2026/08/04 19:23:50.205, 90.99 W, 2617 MHz, 47, 6 %, 12692 MiB
2026/08/04 19:23:51.206, 90.12 W, 2617 MHz, 47, 0 %, 14740 MiB
2026/08/04 19:23:52.206, 88.33 W, 2617 MHz, 46, 0 %, 15092 MiB
2026/08/04 19:23:53.206, 88.22 W, 2610 MHz, 46, 0 %, 15092 MiB
2026/08/04 19:23:54.206, 143.24 W, 2617 MHz, 54, 96 %, 17110 MiB
2026/08/04 19:23:55.207, 488.02 W, 2797 MHz, 56, 98 %, 17654 MiB
2026/08/04 19:23:56.207, 488.08 W, 2797 MHz, 56, 99 %, 17654 MiB
2026/08/04 19:23:57.207, 483.98 W, 2797 MHz, 55, 78 %, 17654 MiB
2026/08/04 19:23:58.207, 478.79 W, 2797 MHz, 59, 98 %, 17654 MiB
2026/08/04 19:23:59.207, 492.02 W, 2790 MHz, 58, 98 %, 17654 MiB
2026/08/04 19:24:00.208, 488.92 W, 2797 MHz, 57, 99 %, 17654 MiB
2026/08/04 19:24:01.208, 216.83 W, 2865 MHz, 49, 0 %, 2 MiB
2026/08/04 19:24:02.208, 112.22 W, 2865 MHz, 48, 0 %, 2 MiB
2026/08/04 19:24:03.208, 88.57 W, 2617 MHz, 47, 0 %, 1492 MiB
