2026-08-08T17:45:42Z,0, 0 MiB, 26, 180 MHz, 31.56 W;1, 0 MiB, 26, 180 MHz, 29.44 W
2026-08-08T17:46:04Z,0, 0 MiB, 33, 360 MHz, 49.58 W;1, 0 MiB, 27, 180 MHz, 30.98 W
2026-08-08T17:46:23Z,0, 0 MiB, 35, 390 MHz, 50.06 W;1, 0 MiB, 27, 180 MHz, 29.91 W
2026-08-08T17:46:42Z,0, 0 MiB, 36, 390 MHz, 50.31 W;1, 0 MiB, 27, 180 MHz, 30.00 W
2026-08-08T17:47:02Z,0, 0 MiB, 36, 442 MHz, 50.07 W;1, 0 MiB, 27, 180 MHz, 30.00 W
2026-08-08T17:47:21Z,0, 0 MiB, 36, 352 MHz, 50.55 W;1, 0 MiB, 27, 180 MHz, 29.91 W
2026-08-08T17:47:40Z,0, 0 MiB, 36, 450 MHz, 50.80 W;1, 0 MiB, 27, 180 MHz, 31.47 W
2026-08-08T17:47:59Z,0, 0 MiB, 37, 390 MHz, 50.60 W;1, 0 MiB, 27, 180 MHz, 29.18 W
2026-08-08T17:48:21Z,0, 0 MiB, 37, 450 MHz, 51.09 W;1, 0 MiB, 27, 180 MHz, 29.91 W
2026-08-08T17:48:41Z,0, 0 MiB, 37, 375 MHz, 50.85 W;1, 0 MiB, 27, 180 MHz, 30.25 W
2026-08-08T17:49:00Z,0, 0 MiB, 37, 457 MHz, 50.85 W;1, 0 MiB, 27, 180 MHz, 29.91 W
2026-08-08T17:49:22Z,0, 0 MiB, 37, 360 MHz, 33.53 W;1, 0 MiB, 27, 180 MHz, 32.46 W
2026-08-08T17:49:41Z,0, 0 MiB, 37, 487 MHz, 50.06 W;1, 0 MiB, 27, 180 MHz, 29.47 W
2026-08-08T17:49:41Z,0, 0 MiB, 37, 487 MHz, 50.06 W;1, 0 MiB, 27, 180 MHz, 29.47 W
