0, NVIDIA RTX PRO 6000 Blackwell Workstation Edition, 2 MiB, 35, 22 MHz, 22.95 W
1, NVIDIA RTX PRO 6000 Blackwell Workstation Edition, 2 MiB, 38, 22 MHz, 22.02 W
