0, 180 MHz, 23.60 W, 41, 0x0000000000000000
1, 172 MHz, 12.66 W, 38, 0x0000000000000000
0, 180 MHz, 24.54 W, 41, 0x0000000000000000
1, 180 MHz, 12.68 W, 38, 0x0000000000000000
0, 180 MHz, 24.54 W, 41, 0x0000000000000000
1, 180 MHz, 12.68 W, 38, 0x0000000000000000
