0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 31, 180 MHz, 31.16 W
1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 0 MiB, 32, 180 MHz, 30.34 W
