ts,gpu0_mib,gpu1_mib,gpu2_mib,gpu3_mib
2026-08-29T02:13:28Z,8853,5845,5845,6421
2026-08-29T02:13:48Z,97241,84697,84793,83769
2026-08-29T02:14:08Z,97241,84793,84793,83769
2026-08-29T02:14:29Z,97241,84985,85145,83865
2026-08-29T02:14:49Z,97241,84985,85145,83865
2026-08-29T02:15:09Z,97241,84985,85145,84025
2026-08-29T02:15:29Z,97241,84985,85145,84025
2026-08-29T02:15:49Z,97241,84985,85145,84025
2026-08-29T02:16:09Z,97241,84985,85145,84025
2026-08-29T02:16:29Z,97241,84985,85145,84025
2026-08-29T02:16:49Z,97241,84985,85145,84025
2026-08-29T02:17:09Z,97241,84985,85145,84025
2026-08-29T02:17:29Z,97241,84985,85145,84025
2026-08-29T02:17:49Z,97241,84985,85145,84025
2026-08-29T02:18:09Z,97241,84985,85241,84025
2026-08-29T02:18:29Z,97241,84985,85273,84025
2026-08-29T02:18:50Z,97241,84985,85305,84025
2026-08-29T02:19:10Z,97241,84985,85305,84025
2026-08-29T02:19:30Z,97241,84985,85337,84057
2026-08-29T02:19:50Z,97241,84985,85337,84057
2026-08-29T02:20:10Z,97241,84985,85337,84057
2026-08-29T02:20:30Z,97241,84985,85337,84057
2026-08-29T02:20:50Z,97241,84985,85337,84057
2026-08-29T02:21:10Z,97241,84985,85337,84057
2026-08-29T02:21:30Z,97241,85017,85337,84057
2026-08-29T02:21:50Z,97241,85017,85337,84057
2026-08-29T02:22:10Z,97241,85017,85337,84057
2026-08-29T02:22:30Z,97241,85017,85337,84057
2026-08-29T02:22:50Z,97241,85017,85337,84057
2026-08-29T02:23:10Z,97241,85017,85337,84057
2026-08-29T02:23:31Z,97241,85017,85337,84057
2026-08-29T02:23:51Z,97241,85017,85337,84057
2026-08-29T02:24:11Z,97241,85017,85337,84057
2026-08-29T02:24:31Z,97241,85017,85337,84057
2026-08-29T02:24:51Z,97241,85017,85337,84057
2026-08-29T02:25:11Z,97241,85017,85337,84057
2026-08-29T02:25:31Z,97241,85017,85337,84089
2026-08-29T02:25:51Z,97241,85017,85337,84089
2026-08-29T02:26:11Z,97241,85017,85337,84089
2026-08-29T02:26:31Z,97241,85017,85337,84089
2026-08-29T02:26:51Z,97241,85017,85337,84089
2026-08-29T02:27:11Z,97241,85017,85337,84089
2026-08-29T02:27:31Z,97241,85017,85337,84089
2026-08-29T02:27:51Z,97241,85017,85337,84089
2026-08-29T02:28:11Z,97241,85049,85337,84089
2026-08-29T02:28:31Z,97241,85049,85337,84089
2026-08-29T02:28:52Z,97241,85049,85337,84089
2026-08-29T02:29:12Z,97241,85049,85337,84089
2026-08-29T02:29:32Z,97241,85049,85337,84089
2026-08-29T02:29:52Z,97241,85049,85337,84089
2026-08-29T02:30:12Z,97241,85049,85337,84089
2026-08-29T02:30:32Z,97241,85049,85337,84089
2026-08-29T02:30:52Z,97241,85049,85337,84089
2026-08-29T02:31:12Z,97241,85049,85337,84089
2026-08-29T02:31:32Z,97241,85049,85337,84089
2026-08-29T02:31:52Z,97241,85049,85337,84089
2026-08-29T02:32:12Z,97241,85049,85337,84089
2026-08-29T02:32:32Z,97241,85049,85337,84089
2026-08-29T02:32:52Z,97241,85049,85337,84089
2026-08-29T02:33:13Z,97241,85049,85337,84089
2026-08-29T02:33:33Z,97241,85049,85337,84089
2026-08-29T02:33:53Z,97241,85049,85337,84089
2026-08-29T02:34:13Z,97241,85049,85337,84089
2026-08-29T02:34:33Z,97241,85049,85337,84089
2026-08-29T02:34:53Z,97241,85049,85337,84089
2026-08-29T02:35:13Z,97241,85049,85337,84089
2026-08-29T02:35:33Z,97241,85049,85337,84089
2026-08-29T02:35:53Z,97241,85049,85337,84089
2026-08-29T02:36:13Z,97241,85049,85337,84089
2026-08-29T02:36:33Z,97241,85049,85337,84089
2026-08-29T02:36:53Z,97241,85049,85337,84089
2026-08-29T02:37:13Z,97241,85049,85337,84089
2026-08-29T02:37:34Z,97241,85049,85337,84089
2026-08-29T02:37:54Z,97241,85049,85337,84089
2026-08-29T02:38:14Z,97241,85049,85337,84505
2026-08-29T02:38:34Z,97241,85049,85337,84505
2026-08-29T02:38:54Z,97241,85049,85337,84505
2026-08-29T02:39:14Z,97241,85049,85337,84505
2026-08-29T02:39:34Z,97241,85049,85337,84505
2026-08-29T02:39:54Z,97241,85049,85337,84601
2026-08-29T02:40:14Z,97241,85049,85337,84601
2026-08-29T02:40:34Z,97241,85049,85337,84601
2026-08-29T02:40:54Z,97241,85049,85337,84601
2026-08-29T02:41:14Z,97241,85049,85337,84601
2026-08-29T02:41:34Z,97241,85049,85337,84601
2026-08-29T02:41:54Z,97241,85049,85337,84633
2026-08-29T02:42:14Z,97241,85049,85337,84633
2026-08-29T02:42:35Z,97241,85049,85337,84633
2026-08-29T02:42:55Z,97241,85049,85337,84633
2026-08-29T02:43:15Z,97241,85049,85337,84633
2026-08-29T02:43:35Z,97241,85049,85337,84665
2026-08-29T02:43:55Z,97241,85049,85337,84665
2026-08-29T02:44:15Z,97241,85049,85337,84665
2026-08-29T02:44:35Z,97241,85049,85337,84697
2026-08-29T02:44:55Z,97241,85049,85337,84697
2026-08-29T02:45:15Z,97241,85049,85337,84697
2026-08-29T02:45:35Z,97241,85049,85337,84697
2026-08-29T02:45:55Z,97241,85049,85337,84697
2026-08-29T02:46:15Z,97241,85049,85337,84729
2026-08-29T02:46:35Z,97241,85049,85337,84729
2026-08-29T02:46:55Z,97241,85049,85337,84761
2026-08-29T02:47:15Z,97241,85049,85337,84793
2026-08-29T02:47:35Z,97241,85049,85337,84793
2026-08-29T02:47:56Z,97241,85049,85337,84825
2026-08-29T02:48:16Z,97241,85049,85337,84825
2026-08-29T02:48:36Z,97241,85049,85337,84825
2026-08-29T02:48:56Z,97241,85049,85337,84857
2026-08-29T02:49:16Z,97241,85049,85337,84857
2026-08-29T02:49:36Z,97241,85049,85337,84889
2026-08-29T02:49:56Z,97241,85049,85337,84889
2026-08-29T02:50:16Z,97241,85049,85337,84921
2026-08-29T02:50:36Z,97241,85049,85337,85113
2026-08-29T02:50:56Z,97241,85049,85337,85113
2026-08-29T02:51:16Z,97241,85049,85337,85113
2026-08-29T02:51:36Z,97241,85049,85337,85113
2026-08-29T02:51:56Z,97241,85049,85337,85113
2026-08-29T02:52:16Z,97241,85049,85369,85113
2026-08-29T02:52:36Z,97241,85049,85369,85113
2026-08-29T02:52:56Z,97241,85049,85369,85113
