ts,gpu0_mib,gpu1_mib,gpu2_mib,gpu3_mib
2026-08-29T03:39:25Z,7125,6933,6933,5941
2026-08-29T03:39:45Z,71449,67321,67321,82425
2026-08-29T03:40:05Z,71865,70457,70457,85401
2026-08-29T03:40:25Z,71865,70777,70873,85561
2026-08-29T03:40:45Z,71865,70841,70873,85785
2026-08-29T03:41:05Z,71865,70841,70873,85785
2026-08-29T03:41:26Z,71865,70841,70873,85785
2026-08-29T03:41:46Z,71865,70841,70873,85785
2026-08-29T03:42:06Z,71865,70841,70873,85785
2026-08-29T03:42:26Z,71865,70841,70873,85785
2026-08-29T03:42:46Z,71865,70841,70873,85785
2026-08-29T03:43:06Z,71865,70841,70873,85785
2026-08-29T03:43:26Z,71865,70841,70873,85785
2026-08-29T03:43:46Z,71865,70841,70873,85785
2026-08-29T03:44:06Z,71865,70841,70873,85785
2026-08-29T03:44:26Z,71865,71001,70873,85785
2026-08-29T03:44:47Z,71929,71001,71065,85785
2026-08-29T03:45:07Z,71961,71033,71065,85785
2026-08-29T03:45:27Z,71961,71033,71097,85785
2026-08-29T03:45:47Z,71961,71033,71097,85785
2026-08-29T03:46:07Z,71961,71033,71097,85785
2026-08-29T03:46:27Z,71961,71033,71097,85785
2026-08-29T03:46:47Z,71961,71033,71097,85785
2026-08-29T03:47:08Z,71961,71033,71097,85785
2026-08-29T03:47:28Z,71961,71033,71097,85785
2026-08-29T03:47:48Z,71961,71033,71097,85785
2026-08-29T03:48:08Z,71961,71033,71097,85785
2026-08-29T03:48:28Z,71961,71033,71097,85785
2026-08-29T03:48:48Z,71961,71033,71097,85785
2026-08-29T03:49:09Z,71961,71033,71097,85785
2026-08-29T03:49:29Z,71961,71033,71097,85785
2026-08-29T03:49:49Z,71961,71033,71097,85785
2026-08-29T03:50:09Z,71961,71033,71097,85785
2026-08-29T03:50:29Z,71961,71033,71097,85785
2026-08-29T03:50:49Z,71961,71033,71097,85785
2026-08-29T03:51:09Z,71961,71033,71097,85785
2026-08-29T03:51:30Z,71961,71033,71097,85785
2026-08-29T03:51:50Z,71961,71033,71097,85785
2026-08-29T03:52:10Z,71961,71033,71097,85785
2026-08-29T03:52:30Z,71961,71033,71097,85785
2026-08-29T03:52:50Z,71961,71033,71097,85785
2026-08-29T03:53:10Z,71961,71033,71097,85785
2026-08-29T03:53:30Z,71961,71033,71097,85785
2026-08-29T03:53:51Z,71961,71033,71097,85785
2026-08-29T03:54:11Z,71961,71033,71097,85785
2026-08-29T03:54:31Z,71961,71033,71097,85785
2026-08-29T03:54:51Z,71961,71033,71097,85785
2026-08-29T03:55:11Z,71961,71033,71097,85785
2026-08-29T03:55:31Z,71961,71033,71097,85785
2026-08-29T03:55:51Z,71961,71033,71097,85785
