ts,gpu0_mib,gpu1_mib,gpu2_mib,gpu3_mib
2026-08-29T01:22:42Z,6421,5845,5845,8853
2026-08-29T01:23:02Z,79993,79769,79961,9079
2026-08-29T01:23:22Z,79993,79769,79961,80633
2026-08-29T01:23:42Z,80217,80089,80313,80633
2026-08-29T01:24:02Z,80217,80121,80345,81241
2026-08-29T01:24:22Z,80281,80121,80505,81401
2026-08-29T01:24:42Z,80281,80249,80537,81401
2026-08-29T01:25:02Z,80281,80249,80537,81401
2026-08-29T01:25:23Z,80761,80921,81305,84217
2026-08-29T01:25:43Z,80761,81113,81433,84217
2026-08-29T01:26:03Z,80889,81145,81433,84281
2026-08-29T01:26:23Z,80953,81145,81433,84281
2026-08-29T01:26:43Z,80953,81145,81433,84313
2026-08-29T01:27:03Z,80953,81145,81433,84313
2026-08-29T01:27:23Z,80953,81145,81433,84313
2026-08-29T01:27:43Z,80953,81145,81433,84313
2026-08-29T01:28:03Z,80953,81145,81433,84313
2026-08-29T01:28:23Z,80953,81145,81433,84313
2026-08-29T01:28:43Z,80953,81145,81433,84409
2026-08-29T01:29:03Z,80953,81145,81433,84441
2026-08-29T01:29:23Z,80953,81305,81593,84441
2026-08-29T01:29:43Z,80953,81305,81593,84473
2026-08-29T01:30:04Z,81017,81337,81593,84473
2026-08-29T01:30:24Z,81049,81337,81657,84473
2026-08-29T01:30:44Z,81049,81337,81657,84505
2026-08-29T01:31:04Z,81049,81369,81657,84505
2026-08-29T01:31:24Z,81049,81369,81657,84505
2026-08-29T01:31:44Z,81049,81369,81657,84505
2026-08-29T01:32:04Z,81049,81369,81657,84505
2026-08-29T01:32:24Z,81049,81369,81657,84505
2026-08-29T01:32:44Z,81049,81369,81657,84505
2026-08-29T01:33:04Z,81049,81369,81657,84505
2026-08-29T01:33:24Z,81049,81369,81657,84505
2026-08-29T01:33:44Z,81049,81369,81657,84505
2026-08-29T01:34:04Z,81049,81369,81657,84505
2026-08-29T01:34:24Z,81049,81369,81657,84505
2026-08-29T01:34:44Z,81049,81369,81657,84505
2026-08-29T01:35:05Z,81049,81369,81657,84505
2026-08-29T01:35:25Z,81049,81369,81657,84505
2026-08-29T01:35:45Z,81049,81369,81657,84505
2026-08-29T01:36:05Z,81049,81369,81657,84505
2026-08-29T01:36:25Z,81049,81369,81657,84505
2026-08-29T01:36:45Z,81049,81369,81657,84505
2026-08-29T01:37:05Z,81049,81369,81657,84505
2026-08-29T01:37:25Z,81049,81401,81657,84505
2026-08-29T01:37:45Z,81881,82425,81657,85785
2026-08-29T01:38:05Z,81881,82681,82937,88377
2026-08-29T01:38:25Z,81913,82681,83001,88377
2026-08-29T01:38:45Z,81913,82681,83001,88377
2026-08-29T01:39:05Z,81913,82681,83001,88377
2026-08-29T01:39:25Z,81913,82713,83001,88441
2026-08-29T01:39:45Z,81913,82713,83001,88441
2026-08-29T01:40:06Z,81913,82713,83001,88441
2026-08-29T01:40:26Z,81913,82713,83001,88441
2026-08-29T01:40:46Z,81913,82713,83001,88441
2026-08-29T01:41:06Z,81913,82713,83001,88441
2026-08-29T01:41:26Z,81913,82713,83001,88441
2026-08-29T01:41:46Z,81913,82713,83001,88537
2026-08-29T01:42:06Z,81913,82713,83161,88569
2026-08-29T01:42:26Z,81913,82713,83193,88569
2026-08-29T01:42:46Z,82137,82713,83193,88665
2026-08-29T01:43:06Z,82137,82937,83225,88665
2026-08-29T01:43:26Z,82169,82937,83225,88665
2026-08-29T01:43:46Z,82169,82937,83225,88665
2026-08-29T01:44:06Z,82169,82937,83225,88665
2026-08-29T01:44:26Z,82169,82937,83225,88665
2026-08-29T01:44:46Z,82169,82937,83225,88665
2026-08-29T01:45:07Z,82169,82937,83225,88665
2026-08-29T01:45:27Z,82169,82937,83225,88665
2026-08-29T01:45:47Z,82169,82937,83225,88665
2026-08-29T01:46:07Z,82169,82937,83225,88665
2026-08-29T01:46:27Z,82169,82937,83225,88665
2026-08-29T01:46:47Z,82169,82937,83225,88665
2026-08-29T01:47:07Z,82169,82937,83225,88665
2026-08-29T01:47:27Z,82169,82937,83225,88665
2026-08-29T01:47:47Z,82169,82937,83225,88665
2026-08-29T01:48:07Z,82169,82937,83225,88665
2026-08-29T01:48:27Z,82169,82937,83225,88665
2026-08-29T01:48:47Z,82169,82937,83225,88665
2026-08-29T01:49:07Z,82169,82937,83225,88665
2026-08-29T01:49:27Z,82169,82937,83225,88665
2026-08-29T01:49:47Z,82169,82937,83225,88665
2026-08-29T01:50:07Z,82169,82937,83225,88665
2026-08-29T01:50:28Z,82169,82937,83225,88665
2026-08-29T01:50:48Z,82169,82937,83225,88665
2026-08-29T01:51:08Z,82169,82937,83225,88665
2026-08-29T01:51:28Z,82169,82937,83225,88665
2026-08-29T01:51:48Z,82169,82937,83225,88665
2026-08-29T01:52:08Z,82169,82937,83225,88665
2026-08-29T01:52:28Z,82169,82937,83225,88665
2026-08-29T01:52:48Z,82169,82937,83225,88665
2026-08-29T01:53:08Z,82169,82937,83225,88665
2026-08-29T01:53:28Z,82169,82937,83225,88665
2026-08-29T01:53:48Z,82169,82937,83225,88665
2026-08-29T01:54:08Z,82169,82937,83225,88665
2026-08-29T01:54:28Z,82169,82937,83225,88665
2026-08-29T01:54:48Z,82169,82937,83225,88665
2026-08-29T01:55:08Z,82169,82937,83225,88665
2026-08-29T01:55:29Z,82169,82937,83225,88665
2026-08-29T01:55:49Z,82169,82937,83225,88665
2026-08-29T01:56:09Z,82169,82937,83225,88665
2026-08-29T01:56:29Z,82169,82937,83225,88665
2026-08-29T01:56:49Z,82169,82937,83225,88665
2026-08-29T01:57:09Z,82169,82937,83225,88665
2026-08-29T01:57:29Z,82169,82937,83225,88665
2026-08-29T01:57:49Z,82169,82937,83225,88665
2026-08-29T01:58:09Z,82169,82937,83225,88665
2026-08-29T01:58:29Z,82169,82937,83225,88665
2026-08-29T01:58:49Z,82169,82937,83225,88665
2026-08-29T01:59:09Z,82169,82937,83225,88665
2026-08-29T01:59:29Z,82169,82937,83225,88665
2026-08-29T01:59:50Z,82169,82937,83225,88665
2026-08-29T02:00:10Z,82169,82937,83225,88665
2026-08-29T02:00:30Z,82169,82937,83225,88665
2026-08-29T02:00:50Z,82169,82937,83225,88665
2026-08-29T02:01:10Z,82169,82937,83225,88665
2026-08-29T02:01:30Z,82169,82937,83225,88665
2026-08-29T02:01:50Z,82169,82937,83225,88665
2026-08-29T02:02:10Z,82169,82937,83225,88665
2026-08-29T02:02:31Z,82169,82937,83225,88665
2026-08-29T02:02:51Z,82297,82937,83225,88665
2026-08-29T02:03:11Z,83321,86233,86425,97241
