Start (ns),Duration (ns),CorrId,GrdX,GrdY,GrdZ,BlkX,BlkY,BlkZ,Reg/Trd,StcSMem (MB),DymSMem (MB),Bytes (MB),Throughput (MB/s),SrcMemKd,DstMemKd,Device,Ctx,GreenCtx,Strm,Name
32619237,1120,67,,,,,,,,,,0.123,109714.268,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32624869,1920,71,,,,,,,,,,3.146,1638398.951,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32627781,5055,73,,,,,,,,,,3.146,622297.350,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32633092,768,77,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32634500,1056,79,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32638468,1952,83,,,,,,,,,,3.146,1611540.726,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32642116,4864,85,,,,,,,,,,3.146,646736.511,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32647236,832,89,,,,,,,,,,0.123,147692.298,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32649668,1088,91,,,,,,,,,,0.123,112941.097,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32652452,1984,95,,,,,,,,,,3.146,1585547.575,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32657604,5312,97,,,,,,,,,,3.146,592192.733,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32663076,800,101,,,,,,,,,,0.123,153600.000,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32664132,1056,103,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32672740,2048,107,,,,,,,,,,3.146,1535999.214,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32675972,5184,109,,,,,,,,,,3.146,606814.077,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32681412,800,113,,,,,,,,,,0.123,153600.000,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32682980,1184,115,,,,,,,,,,0.123,103783.711,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32686564,1888,119,,,,,,,,,,3.146,1666169.438,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32691332,4832,121,,,,,,,,,,3.146,651017.847,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32696420,768,125,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32697444,1440,127,,,,,,,,,,0.123,85333.279,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32700516,1888,131,,,,,,,,,,3.146,1666169.438,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32704452,5248,133,,,,,,,,,,3.146,599412.179,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32710212,800,137,,,,,,,,,,0.123,153600.000,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32711684,1152,139,,,,,,,,,,0.123,106666.598,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32714756,1920,143,,,,,,,,,,3.146,1638398.951,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32718116,4928,145,,,,,,,,,,3.146,638337.417,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32723300,800,149,,,,,,,,,,0.123,153600.000,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32725412,1120,151,,,,,,,,,,0.123,109714.268,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32878146,2048,155,,,,,,,,,,3.146,1535999.214,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32882274,5824,157,,,,,,,,,,3.146,540130.935,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32888354,800,161,,,,,,,,,,0.123,153600.000,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32892162,1280,163,,,,,,,,,,0.123,96000.000,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32897058,1984,167,,,,,,,,,,3.146,1585547.575,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32900674,5056,169,,,,,,,,,,3.146,622174.667,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32906306,864,173,,,,,,,,,,0.123,142222.172,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32909346,1056,175,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32913698,2048,179,,,,,,,,,,3.146,1535999.214,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32918754,5535,181,,,,,,,,,,3.146,568332.386,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32924545,768,185,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32926977,1120,187,,,,,,,,,,0.123,109714.268,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32930849,1984,191,,,,,,,,,,3.146,1585547.575,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32934625,5056,193,,,,,,,,,,3.146,622174.667,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32939937,832,197,,,,,,,,,,0.123,147692.298,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32941921,1056,199,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32946753,1984,203,,,,,,,,,,3.146,1585547.575,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32949953,5312,205,,,,,,,,,,3.146,592192.733,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32955553,768,209,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32957889,992,211,,,,,,,,,,0.123,123870.904,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32962145,1952,215,,,,,,,,,,3.146,1611540.726,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32965793,5312,217,,,,,,,,,,3.146,592192.733,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32971361,800,221,,,,,,,,,,0.123,153600.000,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32973569,1088,223,,,,,,,,,,0.123,112941.097,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32978017,1888,227,,,,,,,,,,3.146,1666169.438,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32981601,4960,229,,,,,,,,,,3.146,634216.514,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32986817,768,233,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32989217,992,235,,,,,,,,,,0.123,123870.904,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
32993761,1920,239,,,,,,,,,,3.146,1638398.951,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
32998785,5280,241,,,,,,,,,,3.146,595778.863,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33004321,768,245,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33005473,1792,247,,,,,,,,,,0.123,68571.341,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33010145,1952,251,,,,,,,,,,3.146,1611540.726,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33013761,4992,253,,,,,,,,,,3.146,630152.233,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33019009,768,257,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33021025,1439,259,,,,,,,,,,0.123,85392.630,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33025504,1952,263,,,,,,,,,,3.146,1611540.726,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33029344,4896,265,,,,,,,,,,3.146,642508.653,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33034784,768,269,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33037216,1280,271,,,,,,,,,,0.123,96000.000,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33085376,1984,275,,,,,,,,,,3.146,1585547.575,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33089248,4928,277,,,,,,,,,,3.146,638337.417,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33094432,736,281,,,,,,,,,,0.123,166956.442,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33097376,1056,283,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33102336,1920,287,,,,,,,,,,3.146,1638398.951,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33105920,5312,289,,,,,,,,,,3.146,592192.733,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33111488,864,293,,,,,,,,,,0.123,142222.172,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33114112,1088,295,,,,,,,,,,0.123,112941.097,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33118400,2079,299,,,,,,,,,,3.146,1513095.168,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33122079,5312,301,,,,,,,,,,3.146,592192.733,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33127647,800,305,,,,,,,,,,0.123,153600.000,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33129887,1088,307,,,,,,,,,,0.123,112941.097,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33134079,1952,311,,,,,,,,,,3.146,1611540.726,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33137407,5824,313,,,,,,,,,,3.146,540130.935,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33143487,832,317,,,,,,,,,,0.123,147692.298,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33146175,1024,319,,,,,,,,,,0.123,119999.939,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33150047,2112,323,,,,,,,,,,3.146,1489451.876,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33154431,5184,325,,,,,,,,,,3.146,606814.077,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33159871,768,329,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33162271,1312,331,,,,,,,,,,0.123,93658.522,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33166719,1952,335,,,,,,,,,,3.146,1611540.726,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33170719,5088,337,,,,,,,,,,3.146,618261.381,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33176063,800,341,,,,,,,,,,0.123,153600.000,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33177951,1120,343,,,,,,,,,,0.123,109714.268,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33182623,2016,347,,,,,,,,,,3.146,1560378.606,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33185727,5216,349,,,,,,,,,,3.146,603089.535,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33191199,768,353,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33193087,1216,355,,,,,,,,,,0.123,101052.580,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33197599,1952,359,,,,,,,,,,3.146,1611540.726,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33202527,4992,361,,,,,,,,,,3.146,630152.233,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33207775,800,365,,,,,,,,,,0.123,153600.000,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33209567,1376,367,,,,,,,,,,0.123,89302.303,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33214047,1920,371,,,,,,,,,,3.146,1638398.951,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33217663,4895,373,,,,,,,,,,3.146,642640.773,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33222846,768,377,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33224830,1184,379,,,,,,,,,,0.123,103783.711,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33229566,1920,383,,,,,,,,,,3.146,1638398.951,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33233246,5440,385,,,,,,,,,,3.146,578257.158,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33238942,768,389,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33240798,1312,391,,,,,,,,,,0.123,93658.522,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33286622,1952,395,,,,,,,,,,3.146,1611540.726,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33290302,5312,397,,,,,,,,,,3.146,592192.733,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33296158,800,401,,,,,,,,,,0.123,153600.000,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33298814,1024,403,,,,,,,,,,0.123,119999.939,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33303870,1984,407,,,,,,,,,,3.146,1585547.575,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33307518,5824,409,,,,,,,,,,3.146,540130.935,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33313630,864,413,,,,,,,,,,0.123,142222.172,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33315230,1247,415,,,,,,,,,,0.123,98540.421,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33319645,2080,419,,,,,,,,,,3.146,1512368.505,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33323293,5024,421,,,,,,,,,,3.146,626138.284,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33328605,768,425,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33330717,1216,427,,,,,,,,,,0.123,101052.580,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33335997,1984,431,,,,,,,,,,3.146,1585547.575,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33338909,5216,433,,,,,,,,,,3.146,603089.535,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33345597,896,437,,,,,,,,,,0.123,137142.804,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33347037,1184,439,,,,,,,,,,0.123,103783.711,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33351357,2016,443,,,,,,,,,,3.146,1560378.606,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33355261,5440,445,,,,,,,,,,3.146,578257.158,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33360957,800,449,,,,,,,,,,0.123,153600.000,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33362365,1344,451,,,,,,,,,,0.123,91428.495,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33366685,1888,455,,,,,,,,,,3.146,1666169.438,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33370237,4928,457,,,,,,,,,,3.146,638337.417,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33375933,800,461,,,,,,,,,,0.123,153600.000,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33377405,1568,463,,,,,,,,,,0.123,78367.334,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33382077,1920,467,,,,,,,,,,3.146,1638398.951,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33385309,5280,469,,,,,,,,,,3.146,595778.863,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33390845,768,473,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33394269,1056,475,,,,,,,,,,0.123,116363.551,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33397565,1952,479,,,,,,,,,,3.146,1611540.726,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33402749,5216,481,,,,,,,,,,3.146,603089.535,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33408221,800,485,,,,,,,,,,0.123,153600.000,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33409981,1312,487,,,,,,,,,,0.123,93658.522,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33414588,1920,491,,,,,,,,,,3.146,1638398.951,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33417660,4960,493,,,,,,,,,,3.146,634216.514,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33423868,768,497,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33425244,1152,499,,,,,,,,,,0.123,106666.598,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33429948,1984,503,,,,,,,,,,3.146,1585547.575,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33433468,5280,505,,,,,,,,,,3.146,595778.863,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33438972,768,509,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33441340,992,511,,,,,,,,,,0.123,123870.904,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33481628,1888,515,,,,,,,,,,3.146,1666169.438,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33485148,5312,517,,,,,,,,,,3.146,592192.733,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33490716,768,521,,,,,,,,,,0.123,159999.959,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33493276,992,523,,,,,,,,,,0.123,123870.904,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33498012,1952,527,,,,,,,,,,3.146,1611540.726,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33501660,5216,529,,,,,,,,,,3.146,603089.535,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33507132,832,533,,,,,,,,,,0.123,147692.298,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33509340,1600,535,,,,,,,,,,0.123,76800.000,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
33513691,2112,539,,,,,,,,,,3.146,1489451.876,Device,,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memset]
33517211,5440,541,,,,,,,,,,3.146,578257.158,Device,Device,NVIDIA GeForce RTX 5090 Laptop GPU (0),1,,13,[CUDA memcpy Device-to-Device]
