timestamp, index, utilization.gpu [%], memory.used [MiB], power.draw [W], clocks.current.sm [MHz]
2026/09/23 00:20:30.415, 0, 0 %, 2 MiB, 71.39 W, 2610 MHz
2026/09/23 00:20:30.419, 1, 70 %, 2 MiB, 67.01 W, 2610 MHz
2026/09/23 00:20:30.672, 0, 0 %, 4 MiB, 71.39 W, 2610 MHz
2026/09/23 00:20:30.672, 1, 70 %, 4 MiB, 67.01 W, 2610 MHz
2026/09/23 00:20:30.922, 0, 0 %, 4 MiB, 76.62 W, 2610 MHz
2026/09/23 00:20:30.922, 1, 0 %, 4 MiB, 71.87 W, 2610 MHz
2026/09/23 00:20:31.172, 0, 0 %, 4 MiB, 76.62 W, 2610 MHz
2026/09/23 00:20:31.172, 1, 0 %, 4 MiB, 71.87 W, 2610 MHz
2026/09/23 00:20:31.422, 0, 0 %, 4 MiB, 66.27 W, 2610 MHz
2026/09/23 00:20:31.422, 1, 0 %, 4 MiB, 62.38 W, 2610 MHz
2026/09/23 00:20:31.672, 0, 0 %, 4 MiB, 66.27 W, 2610 MHz
2026/09/23 00:20:31.672, 1, 0 %, 4 MiB, 62.38 W, 2610 MHz
2026/09/23 00:20:31.923, 0, 0 %, 4 MiB, 66.10 W, 2610 MHz
2026/09/23 00:20:31.923, 1, 0 %, 4 MiB, 61.87 W, 2610 MHz
2026/09/23 00:20:32.173, 0, 0 %, 4 MiB, 66.10 W, 2610 MHz
2026/09/23 00:20:32.173, 1, 0 %, 4 MiB, 61.87 W, 2610 MHz
2026/09/23 00:20:32.423, 0, 0 %, 4 MiB, 66.10 W, 2610 MHz
2026/09/23 00:20:32.423, 1, 0 %, 4 MiB, 61.87 W, 2610 MHz
2026/09/23 00:20:32.673, 0, 0 %, 4 MiB, 66.10 W, 2610 MHz
2026/09/23 00:20:32.673, 1, 0 %, 4 MiB, 61.87 W, 2610 MHz
2026/09/23 00:20:32.923, 0, 0 %, 4 MiB, 49.67 W, 180 MHz
2026/09/23 00:20:32.923, 1, 0 %, 4 MiB, 45.31 W, 180 MHz
2026/09/23 00:20:33.174, 0, 0 %, 4 MiB, 49.67 W, 180 MHz
2026/09/23 00:20:33.174, 1, 0 %, 4 MiB, 45.31 W, 180 MHz
2026/09/23 00:20:33.424, 0, 0 %, 4 MiB, 49.67 W, 180 MHz
2026/09/23 00:20:33.424, 1, 0 %, 4 MiB, 45.31 W, 180 MHz
2026/09/23 00:20:33.674, 0, 0 %, 4 MiB, 49.67 W, 180 MHz
2026/09/23 00:20:33.674, 1, 0 %, 4 MiB, 45.31 W, 180 MHz
2026/09/23 00:20:33.924, 0, 0 %, 4 MiB, 43.13 W, 180 MHz
2026/09/23 00:20:33.925, 1, 0 %, 4 MiB, 37.86 W, 180 MHz
2026/09/23 00:20:34.176, 0, 0 %, 4 MiB, 43.13 W, 180 MHz
2026/09/23 00:20:34.176, 1, 0 %, 4 MiB, 37.86 W, 180 MHz
2026/09/23 00:20:34.426, 0, 0 %, 4 MiB, 43.13 W, 180 MHz
2026/09/23 00:20:34.426, 1, 0 %, 4 MiB, 37.86 W, 180 MHz
2026/09/23 00:20:34.676, 0, 0 %, 4 MiB, 43.13 W, 180 MHz
2026/09/23 00:20:34.676, 1, 0 %, 4 MiB, 37.86 W, 180 MHz
2026/09/23 00:20:34.926, 0, 0 %, 4 MiB, 43.12 W, 180 MHz
2026/09/23 00:20:34.926, 1, 0 %, 4 MiB, 37.87 W, 180 MHz
2026/09/23 00:20:35.177, 0, 0 %, 4 MiB, 43.12 W, 180 MHz
2026/09/23 00:20:35.177, 1, 0 %, 4 MiB, 37.87 W, 180 MHz
2026/09/23 00:20:35.427, 0, 0 %, 4 MiB, 43.12 W, 180 MHz
2026/09/23 00:20:35.427, 1, 0 %, 4 MiB, 37.87 W, 180 MHz
2026/09/23 00:20:35.677, 0, 0 %, 4 MiB, 43.12 W, 180 MHz
2026/09/23 00:20:35.677, 1, 0 %, 4 MiB, 37.87 W, 180 MHz
2026/09/23 00:20:35.927, 0, 0 %, 4 MiB, 43.38 W, 180 MHz
2026/09/23 00:20:35.927, 1, 0 %, 4 MiB, 38.10 W, 180 MHz
2026/09/23 00:20:36.177, 0, 0 %, 4 MiB, 43.38 W, 180 MHz
2026/09/23 00:20:36.177, 1, 0 %, 4 MiB, 38.10 W, 180 MHz
2026/09/23 00:20:36.428, 0, 0 %, 4 MiB, 43.38 W, 180 MHz
2026/09/23 00:20:36.428, 1, 0 %, 4 MiB, 38.10 W, 180 MHz
2026/09/23 00:20:36.678, 0, 0 %, 4 MiB, 43.38 W, 180 MHz
2026/09/23 00:20:36.678, 1, 0 %, 4 MiB, 38.10 W, 180 MHz
2026/09/23 00:20:36.928, 0, 0 %, 4 MiB, 43.38 W, 180 MHz
2026/09/23 00:20:36.928, 1, 0 %, 4 MiB, 38.10 W, 180 MHz
2026/09/23 00:20:37.178, 0, 0 %, 4 MiB, 43.38 W, 180 MHz
2026/09/23 00:20:37.178, 1, 0 %, 4 MiB, 38.10 W, 180 MHz
2026/09/23 00:20:37.428, 0, 0 %, 4 MiB, 24.03 W, 180 MHz
2026/09/23 00:20:37.429, 1, 0 %, 4 MiB, 20.89 W, 180 MHz
2026/09/23 00:20:37.679, 0, 0 %, 4 MiB, 24.03 W, 180 MHz
2026/09/23 00:20:37.679, 1, 0 %, 4 MiB, 20.89 W, 180 MHz
2026/09/23 00:20:37.929, 0, 0 %, 4 MiB, 19.83 W, 180 MHz
2026/09/23 00:20:37.929, 1, 0 %, 4 MiB, 15.37 W, 180 MHz
2026/09/23 00:20:38.179, 0, 0 %, 4 MiB, 19.83 W, 180 MHz
2026/09/23 00:20:38.179, 1, 0 %, 4 MiB, 15.37 W, 180 MHz
2026/09/23 00:20:38.429, 0, 0 %, 4 MiB, 19.83 W, 180 MHz
2026/09/23 00:20:38.429, 1, 0 %, 4 MiB, 15.37 W, 180 MHz
2026/09/23 00:20:38.679, 0, 0 %, 4 MiB, 19.83 W, 180 MHz
2026/09/23 00:20:38.680, 1, 0 %, 4 MiB, 15.37 W, 180 MHz
2026/09/23 00:20:38.930, 0, 0 %, 4 MiB, 16.53 W, 180 MHz
2026/09/23 00:20:38.930, 1, 0 %, 4 MiB, 9.34 W, 180 MHz
2026/09/23 00:20:39.180, 0, 0 %, 736 MiB, 16.53 W, 180 MHz
2026/09/23 00:20:39.180, 1, 0 %, 4 MiB, 9.34 W, 180 MHz
2026/09/23 00:20:39.438, 0, 2 %, 800 MiB, 19.59 W, 1222 MHz
2026/09/23 00:20:39.438, 1, 0 %, 736 MiB, 8.71 W, 180 MHz
2026/09/23 00:20:39.688, 0, 2 %, 800 MiB, 19.59 W, 1222 MHz
2026/09/23 00:20:39.688, 1, 0 %, 800 MiB, 8.71 W, 180 MHz
2026/09/23 00:20:39.938, 0, 0 %, 2816 MiB, 43.44 W, 2617 MHz
2026/09/23 00:20:39.939, 1, 0 %, 800 MiB, 20.71 W, 2632 MHz
2026/09/23 00:20:40.189, 0, 0 %, 6272 MiB, 43.44 W, 2617 MHz
2026/09/23 00:20:40.189, 1, 0 %, 2816 MiB, 20.71 W, 2632 MHz
2026/09/23 00:20:40.439, 0, 23 %, 6272 MiB, 68.36 W, 2617 MHz
2026/09/23 00:20:40.439, 1, 13 %, 2816 MiB, 42.74 W, 2610 MHz
2026/09/23 00:20:40.689, 0, 23 %, 6272 MiB, 68.36 W, 2617 MHz
2026/09/23 00:20:40.689, 1, 13 %, 2816 MiB, 42.74 W, 2610 MHz
2026/09/23 00:20:40.939, 0, 0 %, 6272 MiB, 68.88 W, 2610 MHz
2026/09/23 00:20:40.939, 1, 0 %, 2816 MiB, 61.73 W, 2610 MHz
2026/09/23 00:20:41.189, 0, 0 %, 6272 MiB, 68.88 W, 2610 MHz
2026/09/23 00:20:41.190, 1, 0 %, 2816 MiB, 61.73 W, 2610 MHz
2026/09/23 00:20:41.440, 0, 1 %, 6272 MiB, 66.40 W, 2617 MHz
2026/09/23 00:20:41.440, 1, 0 %, 2816 MiB, 61.01 W, 2610 MHz
2026/09/23 00:20:41.690, 0, 1 %, 6272 MiB, 66.40 W, 2617 MHz
2026/09/23 00:20:41.690, 1, 0 %, 2816 MiB, 61.01 W, 2610 MHz
2026/09/23 00:20:41.940, 0, 0 %, 6304 MiB, 65.00 W, 2610 MHz
2026/09/23 00:20:41.940, 1, 0 %, 2816 MiB, 61.01 W, 2610 MHz
2026/09/23 00:20:42.190, 0, 0 %, 6304 MiB, 65.00 W, 2610 MHz
2026/09/23 00:20:42.190, 1, 0 %, 2816 MiB, 61.01 W, 2610 MHz
2026/09/23 00:20:42.440, 0, 0 %, 6304 MiB, 64.93 W, 2610 MHz
2026/09/23 00:20:42.441, 1, 0 %, 2816 MiB, 60.13 W, 2610 MHz
2026/09/23 00:20:42.691, 0, 0 %, 6336 MiB, 64.93 W, 2610 MHz
2026/09/23 00:20:42.691, 1, 0 %, 2816 MiB, 60.13 W, 2610 MHz
2026/09/23 00:20:42.941, 0, 1 %, 6336 MiB, 64.84 W, 2617 MHz
2026/09/23 00:20:42.941, 1, 0 %, 2816 MiB, 60.19 W, 2610 MHz
2026/09/23 00:20:43.191, 0, 1 %, 9824 MiB, 64.84 W, 2617 MHz
2026/09/23 00:20:43.191, 1, 0 %, 2816 MiB, 60.19 W, 2610 MHz
2026/09/23 00:20:43.441, 0, 19 %, 9824 MiB, 65.73 W, 2617 MHz
2026/09/23 00:20:43.441, 1, 0 %, 2816 MiB, 60.50 W, 2610 MHz
2026/09/23 00:20:43.691, 0, 19 %, 9824 MiB, 65.73 W, 2617 MHz
2026/09/23 00:20:43.691, 1, 0 %, 2816 MiB, 60.50 W, 2610 MHz
2026/09/23 00:20:43.942, 0, 0 %, 9824 MiB, 66.93 W, 2610 MHz
2026/09/23 00:20:43.942, 1, 0 %, 2816 MiB, 60.72 W, 2610 MHz
2026/09/23 00:20:44.192, 0, 0 %, 9856 MiB, 66.93 W, 2610 MHz
2026/09/23 00:20:44.192, 1, 0 %, 2816 MiB, 60.72 W, 2610 MHz
2026/09/23 00:20:44.442, 0, 1 %, 9856 MiB, 66.41 W, 2617 MHz
2026/09/23 00:20:44.442, 1, 0 %, 2816 MiB, 60.72 W, 2610 MHz
2026/09/23 00:20:44.692, 0, 1 %, 9856 MiB, 66.41 W, 2617 MHz
2026/09/23 00:20:44.692, 1, 0 %, 2816 MiB, 60.72 W, 2610 MHz
2026/09/23 00:20:44.942, 0, 0 %, 9888 MiB, 65.07 W, 2610 MHz
2026/09/23 00:20:44.943, 1, 0 %, 2816 MiB, 60.54 W, 2610 MHz
2026/09/23 00:20:45.193, 0, 0 %, 9888 MiB, 65.07 W, 2610 MHz
2026/09/23 00:20:45.193, 1, 0 %, 2816 MiB, 60.54 W, 2610 MHz
2026/09/23 00:20:45.443, 0, 0 %, 9888 MiB, 64.74 W, 2610 MHz
2026/09/23 00:20:45.443, 1, 0 %, 2816 MiB, 60.66 W, 2610 MHz
2026/09/23 00:20:45.693, 0, 0 %, 9920 MiB, 64.74 W, 2610 MHz
2026/09/23 00:20:45.693, 1, 0 %, 2816 MiB, 60.66 W, 2610 MHz
2026/09/23 00:20:45.943, 0, 0 %, 9920 MiB, 64.93 W, 2617 MHz
2026/09/23 00:20:45.943, 1, 0 %, 2816 MiB, 60.74 W, 2610 MHz
2026/09/23 00:20:46.193, 0, 0 %, 13408 MiB, 64.93 W, 2617 MHz
2026/09/23 00:20:46.194, 1, 0 %, 2816 MiB, 60.74 W, 2610 MHz
2026/09/23 00:20:46.444, 0, 23 %, 13440 MiB, 66.25 W, 2617 MHz
2026/09/23 00:20:46.444, 1, 0 %, 2816 MiB, 60.55 W, 2610 MHz
2026/09/23 00:20:46.694, 0, 23 %, 13472 MiB, 66.25 W, 2617 MHz
2026/09/23 00:20:46.694, 1, 0 %, 2816 MiB, 60.55 W, 2610 MHz
2026/09/23 00:20:46.944, 0, 0 %, 13472 MiB, 67.23 W, 2617 MHz
2026/09/23 00:20:46.944, 1, 0 %, 2816 MiB, 60.35 W, 2610 MHz
2026/09/23 00:20:47.194, 0, 0 %, 13472 MiB, 67.23 W, 2617 MHz
2026/09/23 00:20:47.194, 1, 0 %, 2816 MiB, 60.35 W, 2610 MHz
2026/09/23 00:20:47.444, 0, 0 %, 13504 MiB, 67.06 W, 2610 MHz
2026/09/23 00:20:47.445, 1, 0 %, 2816 MiB, 60.33 W, 2610 MHz
2026/09/23 00:20:47.695, 0, 0 %, 13504 MiB, 67.06 W, 2610 MHz
2026/09/23 00:20:47.695, 1, 0 %, 2816 MiB, 60.33 W, 2610 MHz
2026/09/23 00:20:47.945, 0, 0 %, 13504 MiB, 64.74 W, 2610 MHz
2026/09/23 00:20:47.945, 1, 0 %, 2816 MiB, 60.62 W, 2610 MHz
2026/09/23 00:20:48.195, 0, 0 %, 13536 MiB, 64.74 W, 2610 MHz
2026/09/23 00:20:48.195, 1, 0 %, 2816 MiB, 60.62 W, 2610 MHz
2026/09/23 00:20:48.445, 0, 0 %, 13536 MiB, 64.74 W, 2617 MHz
2026/09/23 00:20:48.446, 1, 0 %, 2816 MiB, 60.71 W, 2610 MHz
2026/09/23 00:20:48.696, 0, 0 %, 13536 MiB, 64.74 W, 2617 MHz
2026/09/23 00:20:48.696, 1, 0 %, 2816 MiB, 60.71 W, 2610 MHz
2026/09/23 00:20:48.946, 0, 0 %, 13568 MiB, 64.72 W, 2610 MHz
2026/09/23 00:20:48.946, 1, 0 %, 2816 MiB, 60.78 W, 2610 MHz
2026/09/23 00:20:49.196, 0, 0 %, 13568 MiB, 64.72 W, 2610 MHz
2026/09/23 00:20:49.196, 1, 0 %, 2816 MiB, 60.78 W, 2610 MHz
2026/09/23 00:20:49.446, 0, 0 %, 17056 MiB, 64.88 W, 2610 MHz
2026/09/23 00:20:49.446, 1, 0 %, 2816 MiB, 60.88 W, 2610 MHz
2026/09/23 00:20:49.696, 0, 0 %, 17056 MiB, 64.88 W, 2610 MHz
2026/09/23 00:20:49.697, 1, 0 %, 2816 MiB, 60.88 W, 2610 MHz
2026/09/23 00:20:49.947, 0, 0 %, 17056 MiB, 67.40 W, 2617 MHz
2026/09/23 00:20:49.947, 1, 0 %, 2816 MiB, 60.91 W, 2610 MHz
2026/09/23 00:20:50.197, 0, 0 %, 17056 MiB, 67.40 W, 2617 MHz
2026/09/23 00:20:50.197, 1, 0 %, 2816 MiB, 60.91 W, 2610 MHz
2026/09/23 00:20:50.447, 0, 0 %, 17088 MiB, 67.20 W, 2610 MHz
2026/09/23 00:20:50.447, 1, 0 %, 2816 MiB, 60.80 W, 2610 MHz
2026/09/23 00:20:50.697, 0, 0 %, 17088 MiB, 67.20 W, 2610 MHz
2026/09/23 00:20:50.697, 1, 0 %, 2816 MiB, 60.80 W, 2610 MHz
2026/09/23 00:20:50.947, 0, 0 %, 17088 MiB, 64.72 W, 2610 MHz
2026/09/23 00:20:50.948, 1, 0 %, 2816 MiB, 60.47 W, 2610 MHz
2026/09/23 00:20:51.198, 0, 0 %, 17120 MiB, 64.72 W, 2610 MHz
2026/09/23 00:20:51.198, 1, 0 %, 2816 MiB, 60.47 W, 2610 MHz
2026/09/23 00:20:51.448, 0, 0 %, 17120 MiB, 64.76 W, 2617 MHz
2026/09/23 00:20:51.448, 1, 0 %, 2816 MiB, 60.30 W, 2610 MHz
2026/09/23 00:20:51.698, 0, 0 %, 17152 MiB, 64.76 W, 2617 MHz
2026/09/23 00:20:51.698, 1, 0 %, 2816 MiB, 60.30 W, 2610 MHz
2026/09/23 00:20:51.948, 0, 0 %, 17184 MiB, 64.96 W, 2610 MHz
2026/09/23 00:20:51.948, 1, 0 %, 2816 MiB, 60.41 W, 2610 MHz
2026/09/23 00:20:52.198, 0, 0 %, 20256 MiB, 64.96 W, 2610 MHz
2026/09/23 00:20:52.198, 1, 0 %, 2816 MiB, 60.41 W, 2610 MHz
2026/09/23 00:20:52.449, 0, 0 %, 20640 MiB, 65.33 W, 2617 MHz
2026/09/23 00:20:52.449, 1, 0 %, 2816 MiB, 60.42 W, 2610 MHz
2026/09/23 00:20:52.699, 0, 0 %, 20704 MiB, 65.33 W, 2617 MHz
2026/09/23 00:20:52.699, 1, 0 %, 2816 MiB, 60.42 W, 2610 MHz
2026/09/23 00:20:52.949, 0, 0 %, 20704 MiB, 67.92 W, 2617 MHz
2026/09/23 00:20:52.949, 1, 0 %, 2816 MiB, 60.39 W, 2610 MHz
2026/09/23 00:20:53.199, 0, 0 %, 20704 MiB, 67.92 W, 2617 MHz
2026/09/23 00:20:53.199, 1, 0 %, 2816 MiB, 60.39 W, 2610 MHz
2026/09/23 00:20:53.449, 0, 0 %, 20736 MiB, 67.57 W, 2610 MHz
2026/09/23 00:20:53.449, 1, 0 %, 2816 MiB, 60.37 W, 2610 MHz
2026/09/23 00:20:53.700, 0, 0 %, 20736 MiB, 67.57 W, 2610 MHz
2026/09/23 00:20:53.700, 1, 0 %, 2816 MiB, 60.37 W, 2610 MHz
2026/09/23 00:20:53.950, 0, 0 %, 20736 MiB, 65.24 W, 2610 MHz
2026/09/23 00:20:53.950, 1, 0 %, 2816 MiB, 60.27 W, 2610 MHz
2026/09/23 00:20:54.200, 0, 0 %, 20768 MiB, 65.24 W, 2610 MHz
2026/09/23 00:20:54.200, 1, 0 %, 2816 MiB, 60.27 W, 2610 MHz
2026/09/23 00:20:54.450, 0, 1 %, 20768 MiB, 65.29 W, 2617 MHz
2026/09/23 00:20:54.450, 1, 0 %, 2816 MiB, 60.30 W, 2610 MHz
2026/09/23 00:20:54.700, 0, 1 %, 20768 MiB, 65.29 W, 2617 MHz
2026/09/23 00:20:54.700, 1, 0 %, 2816 MiB, 60.30 W, 2610 MHz
2026/09/23 00:20:54.951, 0, 0 %, 20800 MiB, 65.56 W, 2610 MHz
2026/09/23 00:20:54.951, 1, 0 %, 2816 MiB, 60.09 W, 2610 MHz
2026/09/23 00:20:55.201, 0, 0 %, 20832 MiB, 65.56 W, 2610 MHz
2026/09/23 00:20:55.201, 1, 0 %, 2816 MiB, 60.09 W, 2610 MHz
2026/09/23 00:20:55.451, 0, 0 %, 24288 MiB, 65.74 W, 2617 MHz
2026/09/23 00:20:55.451, 1, 0 %, 2816 MiB, 60.01 W, 2610 MHz
2026/09/23 00:20:55.701, 0, 0 %, 24288 MiB, 65.74 W, 2617 MHz
2026/09/23 00:20:55.701, 1, 0 %, 2816 MiB, 60.01 W, 2610 MHz
2026/09/23 00:20:55.951, 0, 17 %, 24320 MiB, 67.63 W, 2617 MHz
2026/09/23 00:20:55.952, 1, 0 %, 2816 MiB, 60.13 W, 2610 MHz
2026/09/23 00:20:56.202, 0, 17 %, 24320 MiB, 67.63 W, 2617 MHz
2026/09/23 00:20:56.202, 1, 0 %, 2816 MiB, 60.13 W, 2610 MHz
2026/09/23 00:20:56.452, 0, 0 %, 24352 MiB, 67.58 W, 2610 MHz
2026/09/23 00:20:56.452, 1, 0 %, 2816 MiB, 60.09 W, 2610 MHz
2026/09/23 00:20:56.702, 0, 0 %, 24352 MiB, 67.58 W, 2610 MHz
2026/09/23 00:20:56.702, 1, 0 %, 2816 MiB, 60.09 W, 2610 MHz
2026/09/23 00:20:56.952, 0, 0 %, 24352 MiB, 65.35 W, 2610 MHz
2026/09/23 00:20:56.952, 1, 0 %, 2816 MiB, 58.86 W, 2610 MHz
2026/09/23 00:20:57.202, 0, 0 %, 24384 MiB, 65.35 W, 2610 MHz
2026/09/23 00:20:57.202, 1, 0 %, 2816 MiB, 58.86 W, 2610 MHz
2026/09/23 00:20:57.453, 0, 1 %, 24384 MiB, 65.51 W, 2617 MHz
2026/09/23 00:20:57.453, 1, 0 %, 2816 MiB, 38.54 W, 180 MHz
2026/09/23 00:20:57.703, 0, 1 %, 24384 MiB, 65.51 W, 2617 MHz
2026/09/23 00:20:57.703, 1, 0 %, 2816 MiB, 38.54 W, 180 MHz
2026/09/23 00:20:57.953, 0, 0 %, 24416 MiB, 65.54 W, 2610 MHz
2026/09/23 00:20:57.953, 1, 0 %, 2816 MiB, 17.38 W, 180 MHz
2026/09/23 00:20:58.203, 0, 0 %, 24416 MiB, 65.54 W, 2610 MHz
2026/09/23 00:20:58.203, 1, 0 %, 2816 MiB, 17.38 W, 180 MHz
2026/09/23 00:20:58.453, 0, 0 %, 27904 MiB, 65.62 W, 2617 MHz
2026/09/23 00:20:58.453, 1, 0 %, 2816 MiB, 15.29 W, 180 MHz
2026/09/23 00:20:58.704, 0, 0 %, 27936 MiB, 65.62 W, 2617 MHz
2026/09/23 00:20:58.704, 1, 0 %, 2816 MiB, 15.29 W, 180 MHz
2026/09/23 00:20:58.954, 0, 10 %, 27936 MiB, 67.36 W, 2617 MHz
2026/09/23 00:20:58.954, 1, 0 %, 2816 MiB, 17.26 W, 180 MHz
2026/09/23 00:20:59.204, 0, 10 %, 27936 MiB, 67.36 W, 2617 MHz
2026/09/23 00:20:59.204, 1, 0 %, 2816 MiB, 17.26 W, 180 MHz
2026/09/23 00:20:59.454, 0, 0 %, 27936 MiB, 66.94 W, 2610 MHz
2026/09/23 00:20:59.454, 1, 0 %, 2816 MiB, 16.75 W, 180 MHz
2026/09/23 00:20:59.704, 0, 0 %, 27968 MiB, 66.94 W, 2610 MHz
2026/09/23 00:20:59.704, 1, 0 %, 2816 MiB, 16.75 W, 180 MHz
2026/09/23 00:20:59.954, 0, 0 %, 27968 MiB, 64.79 W, 2617 MHz
2026/09/23 00:20:59.955, 1, 0 %, 2816 MiB, 15.55 W, 180 MHz
2026/09/23 00:21:00.205, 0, 0 %, 27968 MiB, 64.79 W, 2617 MHz
2026/09/23 00:21:00.205, 1, 0 %, 2816 MiB, 15.55 W, 180 MHz
2026/09/23 00:21:00.455, 0, 0 %, 28000 MiB, 64.40 W, 2610 MHz
2026/09/23 00:21:00.455, 1, 0 %, 2816 MiB, 16.74 W, 172 MHz
2026/09/23 00:21:00.705, 0, 0 %, 28000 MiB, 64.40 W, 2610 MHz
2026/09/23 00:21:00.705, 1, 0 %, 2816 MiB, 16.74 W, 172 MHz
2026/09/23 00:21:00.955, 0, 0 %, 28032 MiB, 64.61 W, 2610 MHz
2026/09/23 00:21:00.955, 1, 0 %, 2816 MiB, 15.77 W, 180 MHz
2026/09/23 00:21:01.205, 0, 0 %, 28064 MiB, 64.61 W, 2610 MHz
2026/09/23 00:21:01.205, 1, 0 %, 2816 MiB, 15.77 W, 180 MHz
2026/09/23 00:21:01.455, 0, 0 %, 28064 MiB, 64.82 W, 2617 MHz
2026/09/23 00:21:01.456, 1, 0 %, 2816 MiB, 15.50 W, 180 MHz
2026/09/23 00:21:01.706, 0, 0 %, 31520 MiB, 64.82 W, 2617 MHz
2026/09/23 00:21:01.706, 1, 0 %, 2816 MiB, 15.50 W, 180 MHz
2026/09/23 00:21:01.957, 0, 22 %, 31552 MiB, 66.61 W, 2617 MHz
2026/09/23 00:21:01.957, 1, 0 %, 2816 MiB, 15.67 W, 180 MHz
2026/09/23 00:21:02.207, 0, 22 %, 31552 MiB, 66.61 W, 2617 MHz
2026/09/23 00:21:02.207, 1, 0 %, 2816 MiB, 15.67 W, 180 MHz
2026/09/23 00:21:02.457, 0, 0 %, 31552 MiB, 67.03 W, 2610 MHz
2026/09/23 00:21:02.458, 1, 0 %, 2816 MiB, 14.68 W, 180 MHz
2026/09/23 00:21:02.708, 0, 0 %, 31584 MiB, 67.03 W, 2610 MHz
2026/09/23 00:21:02.708, 1, 0 %, 2816 MiB, 14.68 W, 180 MHz
2026/09/23 00:21:02.959, 0, 0 %, 31584 MiB, 65.52 W, 2617 MHz
2026/09/23 00:21:02.959, 1, 0 %, 2816 MiB, 14.70 W, 180 MHz
2026/09/23 00:21:03.209, 0, 0 %, 31584 MiB, 65.52 W, 2617 MHz
2026/09/23 00:21:03.209, 1, 0 %, 2816 MiB, 14.70 W, 180 MHz
2026/09/23 00:21:03.459, 0, 0 %, 31616 MiB, 64.82 W, 2610 MHz
2026/09/23 00:21:03.459, 1, 0 %, 2816 MiB, 14.51 W, 180 MHz
2026/09/23 00:21:03.709, 0, 0 %, 31616 MiB, 64.82 W, 2610 MHz
2026/09/23 00:21:03.709, 1, 0 %, 2816 MiB, 14.51 W, 180 MHz
2026/09/23 00:21:03.959, 0, 0 %, 31648 MiB, 64.95 W, 2610 MHz
2026/09/23 00:21:03.959, 1, 0 %, 2816 MiB, 15.36 W, 180 MHz
2026/09/23 00:21:04.210, 0, 0 %, 31648 MiB, 64.95 W, 2610 MHz
2026/09/23 00:21:04.210, 1, 0 %, 2816 MiB, 15.36 W, 180 MHz
2026/09/23 00:21:04.460, 0, 0 %, 35136 MiB, 65.05 W, 2617 MHz
2026/09/23 00:21:04.460, 1, 0 %, 2816 MiB, 15.22 W, 180 MHz
2026/09/23 00:21:04.710, 0, 0 %, 35136 MiB, 65.05 W, 2617 MHz
2026/09/23 00:21:04.710, 1, 0 %, 2816 MiB, 15.22 W, 180 MHz
2026/09/23 00:21:04.960, 0, 23 %, 35168 MiB, 66.65 W, 2617 MHz
2026/09/23 00:21:04.960, 1, 0 %, 2816 MiB, 14.02 W, 180 MHz
2026/09/23 00:21:05.210, 0, 23 %, 35200 MiB, 66.65 W, 2617 MHz
2026/09/23 00:21:05.210, 1, 0 %, 2816 MiB, 14.02 W, 180 MHz
2026/09/23 00:21:05.461, 0, 0 %, 35200 MiB, 67.08 W, 2617 MHz
2026/09/23 00:21:05.461, 1, 0 %, 2816 MiB, 14.02 W, 180 MHz
2026/09/23 00:21:05.711, 0, 0 %, 35232 MiB, 67.08 W, 2617 MHz
2026/09/23 00:21:05.711, 1, 0 %, 2816 MiB, 14.02 W, 180 MHz
2026/09/23 00:21:05.961, 0, 0 %, 35232 MiB, 65.76 W, 2610 MHz
2026/09/23 00:21:05.961, 1, 0 %, 2816 MiB, 14.03 W, 180 MHz
2026/09/23 00:21:06.211, 0, 0 %, 35232 MiB, 65.76 W, 2610 MHz
2026/09/23 00:21:06.211, 1, 0 %, 2816 MiB, 14.03 W, 180 MHz
2026/09/23 00:21:06.461, 0, 0 %, 35264 MiB, 64.76 W, 2610 MHz
2026/09/23 00:21:06.462, 1, 0 %, 2816 MiB, 13.97 W, 180 MHz
2026/09/23 00:21:06.712, 0, 0 %, 35264 MiB, 64.76 W, 2610 MHz
2026/09/23 00:21:06.712, 1, 0 %, 2816 MiB, 13.97 W, 180 MHz
2026/09/23 00:21:06.962, 0, 0 %, 35264 MiB, 64.68 W, 2610 MHz
2026/09/23 00:21:06.962, 1, 0 %, 2816 MiB, 14.02 W, 180 MHz
2026/09/23 00:21:07.212, 0, 0 %, 35296 MiB, 64.68 W, 2610 MHz
2026/09/23 00:21:07.212, 1, 0 %, 2816 MiB, 14.02 W, 180 MHz
