#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260812    14:26:08       0     32     35      -      0      0      0      0      0      0    405    180      0      0      0      1     12 
 20260812    14:26:09       0     61     36      -     13      1      0      0      0      0  12481   2392   1587   1586      0   2249    319 
 20260812    14:26:10       0     92     36      -      5      0      0      0      0      0  12481   2392   4179   4178      0   2640    230 
 20260812    14:26:11       0     91     36      -      5      0      0      0      0      0  12481   2392   6867   6866      0   2640    335 
 20260812    14:26:12       0     92     36      -      6      0      0      0      0      0  12481   2392   9555   9554      0   4688    103 
 20260812    14:26:13       0     92     35      -      6      0      0      0      0      0  12481   2392  12307  12306      0   1697    182 
 20260812    14:26:14       0     91     35      -      6      0      0      0      0      0  12481   2392  14739  14738      0      0      0 
 20260812    14:26:15       0     99     41      -      1      0      0      0      0      0  12481   2392  19507  19506      0     10      2 
 20260812    14:26:16       0    476     48      -    100     39      0      0      0      0  12481   2422  19507  19506      0      3      4 
 20260812    14:26:17       0    382     44      -    100     87      0      0      0      0  12481   2407  19507  19506      0    143     60 
 20260812    14:26:18       0    465     50      -    100     37      0      0      0      0  12481   2422  19507  19506      0      3      6 
 20260812    14:26:19       0    380     44      -    100     87      0      0      0      0  12481   2422  19507  19506      0    144     32 
 20260812    14:26:21       0    456     52      -    100     39      0      0      0      0  12481   2422  19731  19730      0      5      4 
 20260812    14:26:22       0    386     45      -    100     87      0      0      0      0  12481   2422  19731  19730      0    141     32 
 20260812    14:26:23       0    444     53      -    100     38      0      0      0      0  12481   2422  20019  20018      0      4      5 
 20260812    14:26:24       0    399     46      -    100     87      0      0      0      0  12481   2422  20019  20018      0    144     32 
 20260812    14:26:25       0    435     52      -    100     37      0      0      0      0  12481   2422  20307  20306      0      5      3 
 20260812    14:26:26       0    408     47      -    100     87      0      0      0      0  12481   2422  20307  20306      0    144     32 
 20260812    14:26:27       0    423     54      -    100     39      0      0      0      0  12481   2422  20595  20594      0      4      3 
 20260812    14:26:28       0    422     48      -    100     87      0      0      0      0  12481   2422  20595  20594      0    142     33 
 20260812    14:26:29       0    411     55      -    100     37      0      0      0      0  12481   2422  20883  20882      0      4      1 
 20260812    14:26:30       0    436     49      -     99     45      0      0      0      0  12481   2415  20883  20882      0    144     33 
 20260812    14:26:31       0    404     54      -    100     37      0      0      0      0  12481   2422  21171  21170      0      5      2 
 20260812    14:26:32       0    457     50      -     99     58      0      0      0      0  12481   2415  21171  21170      0    147     32 
 20260812    14:26:33       0    342     50      -     99     69      0      0      0      0  12481   2370  22995  22994      0    114     24 
 20260812    14:26:34       0    358     50      -     99     69      0      0      0      0  12481   2370  22995  22994      0     15      4 
 20260812    14:26:35       0    469     56      -    100     30      0      0      0      0  12481   2422  23699  23698      0     10      3 
 20260812    14:26:36       0    474     57      -    100     29      0      0      0      0  12481   2415  23731  23730      0     12      2 
 20260812    14:26:37       0    420     52      -     99     69      0      0      0      0  12481   2400  23731  23730      0    112     23 
 20260812    14:26:38       0    359     51      -     99     69      0      0      0      0  12481   2370  23731  23730      0    134     31 
 20260812    14:26:39       0    359     51      -    100     74      0      0      0      0  12481   2400  23731  23730      0    146     32 
 20260812    14:26:40       0    337     50      -    100     87      0      0      0      0  12481   2422  23731  23730      0    141     35 
 20260812    14:26:42       0    342     50      -    100     87      0      0      0      0  12481   2422  23731  23730      0    144     33 
 20260812    14:26:43       0    342     50      -    100     87      0      0      0      0  12481   2422  23731  23730      0    146     35 
 20260812    14:26:44       0    342     50      -    100     87      0      0      0      0  12481   2422  23731  23730      0    141     32 
 20260812    14:26:45       0    342     50      -    100     87      0      0      0      0  12481   2422  23731  23730      0    144     34 
 20260812    14:26:46       0    342     52      -    100     87      0      0      0      0  12481   2422  25683  25682      0     16      4 
 20260812    14:26:47       0    456     56      -    100     32      0      0      0      0  12481   2415  25811  25810      0     13      6 
 20260812    14:26:48       0    390     52      -     99     61      0      0      0      0  12481   2377  25811  25810      0     88     17 
 20260812    14:26:49       0    360     52      -     99     61      0      0      0      0  12481   2385  25811  25810      0     87     19 
 20260812    14:26:50       0    431     57      -    100     33      0      0      0      0  12481   2415  25811  25810      0     14      4 
 20260812    14:26:51       0    429     53      -     99     58      0      0      0      0  12481   2392  25811  25810      0    114     24 
 20260812    14:26:52       0    359     52      -     99     69      0      0      0      0  12481   2370  25811  25810      0    123    302 
 20260812    14:26:53       0    327     51      -     99     86      0      0      0      0  12481   2422  25811  25810      0    144     33 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260812    14:26:54       0    343     51      -    100     87      0      0      0      0  12481   2422  25811  25810      0    145     31 
 20260812    14:26:55       0    343     51      -    100     87      0      0      0      0  12481   2422  25811  25810      0    142     32 
 20260812    14:26:56       0    342     51      -    100     87      0      0      0      0  12481   2422  25811  25810      0    145     32 
 20260812    14:26:57       0    343     51      -    100     87      0      0      0      0  12481   2422  25811  25810      0    143     32 
 20260812    14:26:58       0    343     51      -    100     87      0      0      0      0  12481   2422  25811  25810      0    113     35 
 20260812    14:26:59       0    458     55      -    100     30      0      0      0      0  12481   2422  28403  28402      0      9      3 
 20260812    14:27:00       0    477     58      -    100     29      0      0      0      0  12481   2415  28403  28402      0     11    118 
 20260812    14:27:01       0    439     54      -     99     55      0      0      0      0  12481   2407  28403  28402      0     55     15 
 20260812    14:27:02       0    367     54      -     99     57      0      0      0      0  12481   2400  28403  28402      0     55     15 
 20260812    14:27:04       0    366     54      -     99     57      0      0      0      0  12481   2400  28403  28402      0     55     15 
 20260812    14:27:05       0    359     53      -     99     74      0      0      0      0  12481   2400  28403  28402      0    144     35 
 20260812    14:27:06       0    321     51      -    100     87      0      0      0      0  12481   2422  28403  28402      0    142     32 
 20260812    14:27:07       0    344     51      -    100     87      0      0      0      0  12481   2422  28403  28402      0    148     34 
 20260812    14:27:08       0    344     51      -    100     87      0      0      0      0  12481   2422  28403  28402      0    139     33 
 20260812    14:27:09       0    344     51      -    100     87      0      0      0      0  12481   2422  28403  28402      0    142     35 
 20260812    14:27:10       0    344     51      -    100     87      0      0      0      0  12481   2422  28403  28402      0    144     32 
 20260812    14:27:11       0    344     51      -    100     87      0      0      0      0  12481   2422  28403  28402      0    142     34 
 20260812    14:27:12       0    440     58      -    100     47      0      0      0      0  12481   2415  30931  30930      0      9      3 
