timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/24 21:48:17.289, 62, 89.76 W, 2310 MHz, 14001 MHz, 0 MiB, 0 %
2026/09/24 21:48:17.543, 62, 89.76 W, 2310 MHz, 14001 MHz, 22 MiB, 0 %
2026/09/24 21:48:17.793, 61, 87.82 W, 2310 MHz, 14001 MHz, 595 MiB, 1 %
2026/09/24 21:48:18.044, 61, 87.82 W, 2310 MHz, 14001 MHz, 595 MiB, 1 %
2026/09/24 21:48:18.294, 61, 86.99 W, 2310 MHz, 13365 MHz, 1491 MiB, 0 %
2026/09/24 21:48:18.544, 61, 86.99 W, 2310 MHz, 13365 MHz, 1971 MiB, 0 %
2026/09/24 21:48:18.794, 61, 86.06 W, 2310 MHz, 13365 MHz, 2483 MiB, 4 %
2026/09/24 21:48:19.045, 61, 86.06 W, 2310 MHz, 13365 MHz, 2931 MiB, 4 %
2026/09/24 21:48:19.295, 61, 86.03 W, 2310 MHz, 13365 MHz, 3443 MiB, 4 %
2026/09/24 21:48:19.545, 61, 86.03 W, 2310 MHz, 13365 MHz, 3955 MiB, 4 %
2026/09/24 21:48:19.795, 61, 85.58 W, 2310 MHz, 13365 MHz, 4403 MiB, 4 %
2026/09/24 21:48:20.046, 61, 85.58 W, 2310 MHz, 13365 MHz, 4883 MiB, 4 %
2026/09/24 21:48:20.296, 60, 85.71 W, 2310 MHz, 13365 MHz, 5395 MiB, 4 %
2026/09/24 21:48:20.546, 60, 85.71 W, 2310 MHz, 13365 MHz, 5907 MiB, 4 %
2026/09/24 21:48:20.796, 60, 85.49 W, 2310 MHz, 13365 MHz, 6419 MiB, 3 %
2026/09/24 21:48:21.047, 60, 85.49 W, 2310 MHz, 13365 MHz, 6867 MiB, 3 %
2026/09/24 21:48:21.297, 60, 85.13 W, 2310 MHz, 13365 MHz, 7315 MiB, 4 %
2026/09/24 21:48:21.547, 60, 85.13 W, 2310 MHz, 13365 MHz, 7827 MiB, 4 %
2026/09/24 21:48:21.798, 60, 84.77 W, 2310 MHz, 13365 MHz, 8339 MiB, 4 %
2026/09/24 21:48:22.048, 60, 84.77 W, 2310 MHz, 13365 MHz, 8851 MiB, 4 %
2026/09/24 21:48:22.298, 60, 84.58 W, 2310 MHz, 13365 MHz, 9331 MiB, 4 %
2026/09/24 21:48:22.548, 60, 84.58 W, 2310 MHz, 13365 MHz, 9779 MiB, 4 %
2026/09/24 21:48:22.799, 60, 84.49 W, 2310 MHz, 13365 MHz, 10291 MiB, 4 %
2026/09/24 21:48:23.049, 60, 84.49 W, 2310 MHz, 13365 MHz, 10803 MiB, 4 %
2026/09/24 21:48:23.299, 60, 84.54 W, 2310 MHz, 13365 MHz, 11283 MiB, 4 %
2026/09/24 21:48:23.549, 60, 84.54 W, 2310 MHz, 13365 MHz, 11763 MiB, 4 %
2026/09/24 21:48:23.800, 60, 84.71 W, 2310 MHz, 13365 MHz, 12211 MiB, 3 %
2026/09/24 21:48:24.050, 60, 84.71 W, 2310 MHz, 13365 MHz, 12755 MiB, 3 %
2026/09/24 21:48:24.300, 59, 84.78 W, 2310 MHz, 13365 MHz, 13235 MiB, 4 %
