
NOTICE: Existing SQLite export found: /home/ubuntu/memra-cx-sigrouter/research/sigrouter-20260811/raw/box1-perf-arm-expf/nsys-rollback.sqlite
        It is assumed file was previously exported from: /home/ubuntu/memra-cx-sigrouter/research/sigrouter-20260811/raw/box1-perf-arm-expf/nsys-rollback.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/ubuntu/memra-cx-sigrouter/research/sigrouter-20260811/raw/box1-perf-arm-expf/nsys-rollback.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-x64/reports/cuda_gpu_mem_time_sum.py]... 
Time (%),Total Time (ns),Count,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Operation
98.1,2677748143,48593,55105.6,1056.0,256,41398751,775355.4,[CUDA memcpy Host-to-Device]
1.6,44062042,55036,800.6,736.0,320,3808,347.3,[CUDA memset]
0.2,6605107,9503,695.1,448.0,415,10752,1420.4,[CUDA memcpy Device-to-Host]
0.0,483270,551,877.1,864.0,704,1984,173.1,[CUDA memcpy Device-to-Device]
0.0,231360,264,876.4,736.0,256,27296,2302.9,[CUDA memcpy Peer-to-Peer]

