[server] starting; models config = [("m", "/data/ai-ml/hf-models/ornith-1.0-9b-gguf/ornith-1.0-9b-Q8_0.gguf", None)]
[worker] Engine ready (MEMRA_FAST=true)
[worker] loading model "m" <- /data/ai-ml/hf-models/ornith-1.0-9b-gguf/ornith-1.0-9b-Q8_0.gguf
[worker]   loaded "m": 32 layers, eos=248046
[server] worker ready; serving models: ["m"]
[worker] m: decode chunk cap 8
[server] listening on http://127.0.0.1:8098
[prime-batch] B=2 tokens=452 in 102.2ms
[prime-batch] B=6 tokens=1356 in 272.0ms
[prime-batch] B=2 tokens=452 in 96.1ms
[prime-batch] B=6 tokens=1356 in 271.3ms
[prime-batch] B=2 tokens=452 in 97.3ms
[prime-batch] B=6 tokens=1356 in 268.7ms
[prime-batch] B=2 tokens=452 in 96.6ms
[prime-batch] B=6 tokens=1356 in 269.2ms
[prime-batch] B=2 tokens=452 in 96.3ms
[prime-batch] B=6 tokens=1356 in 274.5ms
[prime-batch] B=6 tokens=1356 in 288.0ms
[prime-batch] B=2 tokens=452 in 109.6ms
[prime-batch] B=2 tokens=452 in 98.1ms
[prime-batch] B=6 tokens=1356 in 292.7ms
[prime-batch] B=6 tokens=1356 in 291.8ms
[prime-batch] B=2 tokens=452 in 106.8ms
[prime-batch] B=2 tokens=452 in 96.3ms
[prime-batch] B=6 tokens=1356 in 270.8ms
[prime-batch] B=6 tokens=1356 in 293.9ms
[prime-batch] B=2 tokens=452 in 108.9ms
[prime-batch] B=2 tokens=452 in 97.9ms
[prime-batch] B=6 tokens=1356 in 278.2ms
[prime-batch] B=6 tokens=1356 in 291.7ms
[prime-batch] B=2 tokens=452 in 111.8ms
