[server] starting; models config = [("m", "/data/ai-ml/hf-models/ornith-1.0-9b-gguf/ornith-1.0-9b-Q8_0.gguf", None)]
[worker] Engine ready (MEMRA_FAST=true)
[worker] loading model "m" <- /data/ai-ml/hf-models/ornith-1.0-9b-gguf/ornith-1.0-9b-Q8_0.gguf
[worker]   loaded "m": 32 layers, eos=248046
[worker] m: decode chunk cap 8
[server] worker ready; serving models: ["m"]
[server] listening on http://127.0.0.1:8098
[prime-batch] B=3 tokens=678 in 138.1ms
[prime-batch] B=5 tokens=1130 in 211.1ms
[prime-batch] B=3 tokens=678 in 140.7ms
[prime-batch] B=5 tokens=1130 in 211.6ms
[prime-batch] B=3 tokens=678 in 140.7ms
[prime-batch] B=5 tokens=1130 in 211.2ms
[prime-batch] B=3 tokens=678 in 139.0ms
[prime-batch] B=5 tokens=1130 in 209.3ms
[prime-batch] B=3 tokens=678 in 138.1ms
[prime-batch] B=6 tokens=1356 in 251.1ms
[prime-batch] B=6 tokens=1356 in 259.8ms
[prime-batch] B=3 tokens=678 in 141.5ms
[prime-batch] B=6 tokens=1356 in 259.5ms
[prime-batch] B=6 tokens=1356 in 270.0ms
[prime-batch] B=3 tokens=678 in 142.0ms
[prime-batch] B=6 tokens=1356 in 260.5ms
[prime-batch] B=6 tokens=1356 in 265.3ms
[prime-batch] B=3 tokens=678 in 142.2ms
[prime-batch] B=6 tokens=1356 in 259.0ms
[prime-batch] B=6 tokens=1356 in 266.8ms
