timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/26 16:12:23.528, 68, 50.03 W, 1770 MHz, 14001 MHz, 85 MiB, 10 %
2026/09/26 16:12:23.781, 68, 50.03 W, 1770 MHz, 14001 MHz, 100 MiB, 10 %
2026/09/26 16:12:24.063, 68, 36.71 W, 1770 MHz, 14001 MHz, 381 MiB, 12 %
2026/09/26 16:12:24.315, 68, 36.71 W, 1770 MHz, 14001 MHz, 1245 MiB, 12 %
2026/09/26 16:12:24.567, 68, 37.07 W, 1770 MHz, 14001 MHz, 1757 MiB, 16 %
2026/09/26 16:12:24.819, 68, 37.07 W, 1770 MHz, 14001 MHz, 2301 MiB, 16 %
2026/09/26 16:12:25.069, 67, 37.35 W, 1800 MHz, 14001 MHz, 2941 MiB, 17 %
2026/09/26 16:12:25.319, 67, 37.35 W, 1800 MHz, 14001 MHz, 3517 MiB, 17 %
2026/09/26 16:12:25.569, 67, 37.45 W, 1785 MHz, 14001 MHz, 4093 MiB, 18 %
2026/09/26 16:12:25.819, 67, 37.45 W, 1785 MHz, 14001 MHz, 4669 MiB, 18 %
2026/09/26 16:12:26.069, 67, 37.32 W, 1785 MHz, 14001 MHz, 5277 MiB, 17 %
2026/09/26 16:12:26.320, 67, 37.32 W, 1785 MHz, 14001 MHz, 5885 MiB, 17 %
2026/09/26 16:12:26.570, 67, 37.34 W, 1777 MHz, 14001 MHz, 6461 MiB, 19 %
2026/09/26 16:12:26.820, 67, 37.34 W, 1777 MHz, 14001 MHz, 7069 MiB, 19 %
2026/09/26 16:12:27.070, 67, 37.32 W, 1785 MHz, 14001 MHz, 7613 MiB, 19 %
2026/09/26 16:12:27.320, 67, 37.32 W, 1785 MHz, 14001 MHz, 8253 MiB, 19 %
2026/09/26 16:12:27.570, 67, 37.02 W, 1762 MHz, 14001 MHz, 8861 MiB, 14 %
2026/09/26 16:12:27.821, 67, 37.02 W, 1762 MHz, 14001 MHz, 9437 MiB, 14 %
