2026-08-10T09:43:12Z,0, 0 MiB, 27, 180 MHz, 30.10 W;1, 0 MiB, 27, 180 MHz, 29.42 W
2026-08-10T09:43:53Z,0, 46417 MiB, 36, 2355 MHz, 197.54 W;1, 56499 MiB, 38, 2295 MHz, 224.46 W
2026-08-10T09:44:42Z,0, 46417 MiB, 38, 2355 MHz, 200.14 W;1, 56499 MiB, 39, 2295 MHz, 226.94 W
2026-08-10T09:45:31Z,0, 46417 MiB, 38, 2355 MHz, 200.67 W;1, 56499 MiB, 40, 2295 MHz, 227.54 W
2026-08-10T09:46:20Z,0, 46417 MiB, 38, 2362 MHz, 200.24 W;1, 56499 MiB, 39, 2295 MHz, 226.71 W
2026-08-10T09:47:08Z,0, 46417 MiB, 37, 2355 MHz, 200.47 W;1, 56499 MiB, 39, 2295 MHz, 224.11 W
2026-08-10T09:47:57Z,0, 46417 MiB, 38, 2355 MHz, 201.48 W;1, 56499 MiB, 39, 2295 MHz, 226.14 W
2026-08-10T09:48:46Z,0, 46417 MiB, 37, 2355 MHz, 200.48 W;1, 56499 MiB, 39, 2295 MHz, 222.40 W
2026-08-10T09:49:35Z,0, 46417 MiB, 37, 2355 MHz, 198.91 W;1, 56499 MiB, 39, 2295 MHz, 225.09 W
2026-08-10T09:50:23Z,0, 46417 MiB, 37, 2355 MHz, 200.89 W;1, 56499 MiB, 37, 2295 MHz, 229.20 W
2026-08-10T09:51:12Z,0, 46417 MiB, 38, 2355 MHz, 196.32 W;1, 56499 MiB, 39, 2295 MHz, 224.02 W
2026-08-10T09:51:20Z,0, 0 MiB, 31, 307 MHz, 48.09 W;1, 0 MiB, 32, 180 MHz, 46.93 W
