12:36:27.030	o1-refi-r1	1010 ms
12:37:40.734	o1-di-r1	1054 ms
12:39:00.454	o1-dpi-r1	1026 ms
12:40:23.492	o1-refi-r2	1024 ms
12:41:37.664	o1-di-r2	1022 ms
12:42:58.728	o1-dpi-r2	1009 ms
12:44:22.414	o1-refi-r3	1020 ms
12:45:39.552	o1-di-r3	975 ms
12:47:01.603	o1-dpi-r3	969 ms
12:48:25.269	o1-refi-r4	1020 ms
12:49:40.554	o1-di-r4	1021 ms
12:51:01.769	o1-dpi-r4	952 ms
12:52:25.603	o2-dpi-r1	1024 ms
12:53:49.046	o2-di-r1	1023 ms
12:55:10.211	o2-refi-r1	1042 ms
12:56:24.776	o2-dpi-r2	1028 ms
12:57:48.495	o2-di-r2	963 ms
12:59:09.006	o2-refi-r2	1043 ms
13:00:24.031	o2-dpi-r3	984 ms
13:01:48.005	o2-di-r3	1009 ms
13:03:09.637	o2-refi-r3	1035 ms
13:04:25.317	o2-dpi-r4	1015 ms
13:05:50.731	o2-di-r4	1031 ms
13:07:12.870	o2-refi-r4	1066 ms
13:08:27.783	c1-refi-r1	1026 ms
13:09:43.433	c1-di-r1	1001 ms
13:11:05.555	c1-dpi-r1	972 ms
13:12:29.942	c2-dpi-r1	1022 ms
13:13:53.775	c2-di-r1	997 ms
13:15:15.910	c2-refi-r1	993 ms
