format	memra-checkpoint-oracle-v1
engine	memra-reference-fp32
numeric_class	source-weights-float32-accumulation
tokens	1,2,3,4
vocab	154880
logit	0	4100dea3
logit	1	4080c354
logit	2	415e63b8
logit	3	4159a150
logit	4	40b39b84
logit	5	418385c8
logit	6	40b15a31
logit	7	3fd4455e
logit	8	4083c29e
logit	9	41139ab4
logit	10	4110921b
logit	11	4095cb71
logit	12	3fc345e8
logit	13	40901dfd
logit	14	4071566d
logit	15	412377e9
logit	16	410f4996
logit	17	4109af31
logit	18	4106e606
logit	19	4108a751
logit	20	4108a056
logit	21	4106458e
logit	22	40fecb0c
logit	23	41265694
logit	24	410c75c5
logit	25	41115779
logit	26	40986375
logit	27	410f5840
logit	28	4092174b
logit	29	40ecd177
logit	30	4124c458
logit	31	40be8a68
logit	32	410ce252
logit	33	40fb8c1a
logit	34	40f3327c
logit	35	4108c18c
logit	36	40ea98a2
logit	37	41050b05
logit	38	4113a80a
logit	39	40ce0898
logit	40	4104c476
logit	41	4103d0ac
logit	42	40f21400
logit	43	40f2a315
logit	44	40e88231
logit	45	410313f8
logit	46	40f64d6e
logit	47	4115ade8
logit	48	4101c213
logit	49	41218616
logit	50	411e6c1c
logit	51	410dd58a
logit	52	40d32ead
logit	53	40f8a559
logit	54	40f644d8
logit	55	41043b3d
logit	56	40f4c93c
logit	57	40de5d38
logit	58	40c710fc
logit	59	4089591c
logit	60	409f7bb4
logit	61	404e34d4
logit	62	410a4054
logit	63	40e159dd
logit	64	410a306e
logit	65	40e5f399
logit	66	40e6f82a
logit	67	40ebb828
logit	68	40e18529
logit	69	40f8d1e8
logit	70	4106128c
logit	71	40fa2884
logit	72	40e90c00
logit	73	40fe0902
logit	74	410479ca
logit	75	410ea277
logit	76	40ddc013
logit	77	40fc7561
logit	78	40da4e14
logit	79	40e7c8c2
logit	80	40ee326c
logit	81	410b92c3
logit	82	411a0447
logit	83	4106f0a0
logit	84	40ab4b59
logit	85	40d7d0b3
logit	86	40fb86f3
logit	87	410425f3
logit	88	40cdbdec
logit	89	40ad9254
logit	90	40a30cdd
logit	91	40e70f5b
logit	92	405e644c
logit	93	403c5c49
