epoch_ms,temp_c,power_w,sm_mhz,mem_used_mib,cuda_driver_free_bytes,cuda_pool_used_bytes,cuda_pool_reserved_bytes,cuda_pool_cached_bytes,active_sessions,prefix_cache_bytes,kv_vmm_mapped_bytes,kv_vmm_reserved_bytes,kv_vmm_owed_bytes,kv_vmm_graveyard_bytes,kv_vmm_grows_total,kv_vmm_mapper_grows_total,kv_vmm_grow_waits_total
1790274202380,72,554.12,2707,18100,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274202630,76,470.31,2790,18100,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274202880,76,470.31,2790,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274203130,78,448.00,2730,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274203380,78,448.00,2730,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274203630,79,539.82,2685,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274203880,79,539.82,2685,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274204130,79,566.38,2685,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274204380,79,566.38,2685,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274204630,79,566.38,2685,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274204880,79,566.38,2685,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274205130,80,567.66,2677,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274205380,80,567.66,2677,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274205630,80,568.14,2677,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274205880,80,568.14,2677,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274206130,80,568.14,2677,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274206380,80,568.14,2677,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274206630,80,568.95,2677,23684,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274206880,80,568.95,2677,24196,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274207130,79,541.50,2685,24548,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274207380,79,541.50,2685,25220,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274207630,78,506.41,2655,25508,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274207880,78,506.41,2655,26148,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274208130,80,510.88,2677,26660,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274208380,80,510.88,2677,27300,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274208630,79,525.36,2692,28068,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274208880,79,525.36,2692,28068,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274209130,73,453.25,2745,28484,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274209380,73,453.25,2745,28580,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274209630,76,412.99,2805,28580,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274209880,76,412.99,2805,28580,0,0,0,0,0,0,0,0,0,0,0,0,0
1790274210130,76,449.33,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274210380,76,449.33,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274210630,76,466.48,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274210880,76,466.48,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274211130,76,467.11,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274211380,76,467.11,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274211630,76,467.53,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274211880,76,467.53,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274212130,76,467.70,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274212380,76,467.70,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274212630,77,467.62,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274212880,77,467.62,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274213130,77,467.52,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274213380,77,467.52,2805,28580,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274213630,77,467.41,2805,28614,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274213880,77,467.41,2805,28614,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274214130,77,467.65,2805,28614,72006041600,28958590080,29058138112,99548032,16,3216343040,285212672,855638016,570425344,0,136,0,0
1790274214380,77,467.65,2805,28614,71970390016,28958590080,29058138112,99548032,16,3216343040,320864256,855638016,534773760,0,153,0,0
1790274214630,77,468.09,2805,28614,71970390016,28958590080,29058138112,99548032,16,3216343040,320864256,855638016,534773760,0,153,0,0
1790274214880,77,468.09,2805,28614,71970390016,28958590080,29058138112,99548032,16,3216343040,320864256,855638016,534773760,0,153,0,0
