timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/24 21:56:19.586, 76, 28.97 W, 180 MHz, 9001 MHz, 15 MiB, 0 %
2026/09/24 21:56:19.840, 76, 28.97 W, 180 MHz, 9001 MHz, 311 MiB, 0 %
2026/09/24 21:56:20.091, 77, 29.69 W, 562 MHz, 14001 MHz, 345 MiB, 2 %
2026/09/24 21:56:20.342, 77, 29.69 W, 562 MHz, 14001 MHz, 15 MiB, 2 %
2026/09/24 21:56:20.608, 76, 33.59 W, 1755 MHz, 14001 MHz, 551 MiB, 0 %
2026/09/24 21:56:20.859, 76, 33.59 W, 1755 MHz, 14001 MHz, 1086 MiB, 0 %
2026/09/24 21:56:21.110, 76, 38.69 W, 1672 MHz, 14001 MHz, 1848 MiB, 2 %
2026/09/24 21:56:21.362, 76, 38.69 W, 1672 MHz, 14001 MHz, 2367 MiB, 2 %
2026/09/24 21:56:21.613, 76, 37.36 W, 1687 MHz, 14001 MHz, 2901 MiB, 1 %
2026/09/24 21:56:21.863, 76, 37.36 W, 1687 MHz, 14001 MHz, 3595 MiB, 1 %
2026/09/24 21:56:22.113, 78, 40.94 W, 1762 MHz, 14001 MHz, 3623 MiB, 85 %
2026/09/24 21:56:22.364, 78, 40.94 W, 1762 MHz, 14001 MHz, 3613 MiB, 85 %
2026/09/24 21:56:22.614, 78, 56.19 W, 2422 MHz, 14001 MHz, 3609 MiB, 47 %
2026/09/24 21:56:22.864, 78, 56.19 W, 2422 MHz, 14001 MHz, 3609 MiB, 47 %
2026/09/24 21:56:23.115, 75, 50.15 W, 1590 MHz, 14001 MHz, 3865 MiB, 0 %
2026/09/24 21:56:23.365, 75, 50.15 W, 1590 MHz, 14001 MHz, 3543 MiB, 0 %
2026/09/24 21:56:23.615, 75, 36.81 W, 1635 MHz, 14001 MHz, 15 MiB, 0 %
2026/09/24 21:56:24.094, 77, 45.06 W, 2602 MHz, 14001 MHz, 15 MiB, 0 %
2026/09/24 21:56:24.356, 77, 45.06 W, 2602 MHz, 14001 MHz, 313 MiB, 0 %
2026/09/24 21:56:24.606, 77, 53.90 W, 2602 MHz, 14001 MHz, 1113 MiB, 0 %
2026/09/24 21:56:24.857, 77, 53.90 W, 2602 MHz, 14001 MHz, 2041 MiB, 0 %
2026/09/24 21:56:25.107, 77, 55.58 W, 2602 MHz, 14001 MHz, 3033 MiB, 16 %
2026/09/24 21:56:25.357, 77, 55.58 W, 2602 MHz, 14001 MHz, 3833 MiB, 16 %
2026/09/24 21:56:25.607, 76, 53.43 W, 2587 MHz, 14001 MHz, 4345 MiB, 8 %
2026/09/24 21:56:25.857, 76, 53.43 W, 2587 MHz, 14001 MHz, 6585 MiB, 8 %
2026/09/24 21:56:26.107, 77, 92.56 W, 1597 MHz, 14001 MHz, 6585 MiB, 48 %
2026/09/24 21:56:26.358, 77, 92.56 W, 1597 MHz, 14001 MHz, 6585 MiB, 48 %
2026/09/24 21:56:26.608, 75, 42.48 W, 1590 MHz, 14001 MHz, 6585 MiB, 0 %
2026/09/24 21:56:26.858, 75, 42.48 W, 1590 MHz, 14001 MHz, 6585 MiB, 0 %
2026/09/24 21:56:27.108, 75, 37.86 W, 1590 MHz, 14001 MHz, 6585 MiB, 0 %
2026/09/24 21:56:27.358, 75, 37.86 W, 1590 MHz, 14001 MHz, 6585 MiB, 0 %
2026/09/24 21:56:27.609, 75, 32.26 W, 1590 MHz, 14001 MHz, 6585 MiB, 0 %
