ab1 A 1.81 11:33:48
ab1 B 2.39 11:36:53
ab2 A 2.02 11:40:19
ab2 B 2.44 11:43:22
ab3 A 1.85 11:46:57
ab3 B 1.97 11:50:28
ab4 A 1.85 11:54:07
ab4 B 2.14 11:57:27
ab5 A 2.18 12:00:44
ab5 B 2.30 12:03:51
ba1 B 2.53 12:06:49
ba1 A 2.21 12:09:59
ba2 B 2.87 12:12:41
ba2 A 2.18 12:15:52
ba3 B 2.70 12:18:41
ba3 A 2.24 12:21:50
ba4 B 2.64 12:24:40
ba4 A 2.26 12:27:47
ba5 B 2.94 12:30:28
ba5 A 2.42 12:33:25
