[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=96.622 (vffn=0.000)
[glm5-phase-v] rounds=13 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=95.732 (vffn=0.000)
[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=95.467 (vffn=0.000)
[glm5-phase-v] rounds=13 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=95.760 (vffn=0.000)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=96.181 (vffn=0.000)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=96.557 (vffn=0.000)
[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=96.948 (vffn=0.000)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=97.329 (vffn=0.000)
[glm5-phase-v] rounds=9 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=97.709 (vffn=0.000)
[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=98.050 (vffn=0.000)
[glm5-phase-v] rounds=10 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=99.128 (vffn=0.000)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=99.523 (vffn=0.000)
[glm5-phase-v] rounds=13 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=99.907 (vffn=0.000)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=100.304 (vffn=0.000)
[glm5-phase-v] rounds=18 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=100.752 (vffn=0.000)
[glm5-phase-v] rounds=15 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=101.071 (vffn=0.000)
[glm5-phase-v] rounds=15 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=101.483 (vffn=0.000)
[glm5-phase-v] rounds=6 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=101.826 (vffn=0.000)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=94.190 (vffn=0.000)
[glm5-phase-v] rounds=8 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=94.512 (vffn=0.000)
[glm5-phase-v] rounds=8 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=94.896 (vffn=0.000)
[glm5-phase-v] rounds=8 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=95.268 (vffn=0.000)
[glm5-phase-v] rounds=9 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=95.653 (vffn=0.000)
[glm5-phase-v] rounds=14 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=96.058 (vffn=0.000)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=96.440 (vffn=0.000)
[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=96.797 (vffn=0.000)
[glm5-phase-v] rounds=15 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=116.738 (vffn=0.000)
[glm5-phase-v] rounds=13 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=116.782 (vffn=0.000)
[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=116.841 (vffn=0.000)
[glm5-phase-v] rounds=16 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=116.736 (vffn=0.000)
[glm5-phase-v] rounds=10 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=116.829 (vffn=0.000)
[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=116.882 (vffn=0.000)
[glm5-phase-v] rounds=8 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=116.916 (vffn=0.000)
[glm5-phase-v] rounds=7 k=3 | per-round ms: vkda=0.000 (scan=0.000) vmla=0.000 vrest=116.904 (vffn=0.000)
