[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=18.125 (scan=0.423) vmla=6.274 vrest=24.676 (vffn=16.607)
[glm5-phase-v] rounds=13 k=3 | per-round ms: vkda=17.554 (scan=0.422) vmla=6.096 vrest=24.366 (vffn=16.363)
[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=17.563 (scan=0.420) vmla=6.025 vrest=24.371 (vffn=16.357)
[glm5-phase-v] rounds=13 k=3 | per-round ms: vkda=17.555 (scan=0.421) vmla=6.097 vrest=24.390 (vffn=16.383)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=17.554 (scan=0.421) vmla=6.192 vrest=24.361 (vffn=16.347)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=17.567 (scan=0.421) vmla=6.294 vrest=24.405 (vffn=16.385)
[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=17.554 (scan=0.421) vmla=6.385 vrest=24.355 (vffn=16.337)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=17.558 (scan=0.422) vmla=6.479 vrest=24.390 (vffn=16.362)
[glm5-phase-v] rounds=9 k=3 | per-round ms: vkda=17.558 (scan=0.423) vmla=6.578 vrest=24.424 (vffn=16.398)
[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=17.557 (scan=0.420) vmla=6.665 vrest=24.341 (vffn=16.319)
[glm5-phase-v] rounds=10 k=3 | per-round ms: vkda=17.597 (scan=0.421) vmla=6.931 vrest=24.369 (vffn=16.353)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=17.564 (scan=0.420) vmla=7.033 vrest=24.360 (vffn=16.349)
[glm5-phase-v] rounds=13 k=3 | per-round ms: vkda=17.580 (scan=0.419) vmla=7.121 vrest=24.346 (vffn=16.337)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=17.568 (scan=0.419) vmla=7.218 vrest=24.413 (vffn=16.396)
[glm5-phase-v] rounds=18 k=3 | per-round ms: vkda=17.579 (scan=0.420) vmla=7.329 vrest=24.322 (vffn=16.305)
[glm5-phase-v] rounds=15 k=3 | per-round ms: vkda=17.580 (scan=0.420) vmla=7.422 vrest=24.459 (vffn=16.450)
[glm5-phase-v] rounds=15 k=3 | per-round ms: vkda=17.581 (scan=0.420) vmla=7.515 vrest=24.469 (vffn=16.455)
[glm5-phase-v] rounds=6 k=3 | per-round ms: vkda=17.575 (scan=0.421) vmla=7.608 vrest=24.513 (vffn=16.476)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=17.593 (scan=0.420) vmla=5.720 vrest=24.424 (vffn=16.382)
[glm5-phase-v] rounds=8 k=3 | per-round ms: vkda=17.592 (scan=0.419) vmla=5.805 vrest=24.481 (vffn=16.443)
[glm5-phase-v] rounds=8 k=3 | per-round ms: vkda=17.592 (scan=0.421) vmla=5.895 vrest=24.483 (vffn=16.447)
[glm5-phase-v] rounds=8 k=3 | per-round ms: vkda=17.610 (scan=0.421) vmla=5.982 vrest=24.554 (vffn=16.515)
[glm5-phase-v] rounds=9 k=3 | per-round ms: vkda=17.605 (scan=0.421) vmla=6.078 vrest=24.400 (vffn=16.364)
[glm5-phase-v] rounds=14 k=3 | per-round ms: vkda=17.603 (scan=0.421) vmla=6.173 vrest=24.338 (vffn=16.303)
[glm5-phase-v] rounds=11 k=3 | per-round ms: vkda=17.602 (scan=0.421) vmla=6.268 vrest=24.321 (vffn=16.287)
[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=17.608 (scan=0.420) vmla=6.358 vrest=24.357 (vffn=16.318)
[glm5-phase-v] rounds=15 k=3 | per-round ms: vkda=17.608 (scan=0.422) vmla=11.679 vrest=24.413 (vffn=16.337)
[glm5-phase-v] rounds=13 k=3 | per-round ms: vkda=17.616 (scan=0.422) vmla=11.700 vrest=24.495 (vffn=16.425)
[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=17.645 (scan=0.424) vmla=11.699 vrest=24.468 (vffn=16.389)
[glm5-phase-v] rounds=16 k=3 | per-round ms: vkda=17.612 (scan=0.421) vmla=11.724 vrest=24.456 (vffn=16.393)
[glm5-phase-v] rounds=10 k=3 | per-round ms: vkda=17.662 (scan=0.424) vmla=11.693 vrest=24.528 (vffn=16.432)
[glm5-phase-v] rounds=12 k=3 | per-round ms: vkda=17.628 (scan=0.422) vmla=11.746 vrest=24.491 (vffn=16.408)
[glm5-phase-v] rounds=8 k=3 | per-round ms: vkda=17.675 (scan=0.424) vmla=11.756 vrest=24.624 (vffn=16.535)
[glm5-phase-v] rounds=7 k=3 | per-round ms: vkda=17.658 (scan=0.425) vmla=11.707 vrest=24.545 (vffn=16.463)
