name	dtype	shape	nbytes	shard
model.layers.69.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00014-of-00016.safetensors
model.layers.69.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00014-of-00016.safetensors
model.layers.69.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00014-of-00016.safetensors
model.layers.69.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00014-of-00016.safetensors
model.layers.69.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00014-of-00016.safetensors
model.layers.69.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00014-of-00016.safetensors
model.layers.69.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00014-of-00016.safetensors
model.layers.69.post_attention_layernorm.weight	BF16	4096	8192	model-00014-of-00016.safetensors
model.layers.69.self_attn.k_norm.weight	BF16	128	256	model-00014-of-00016.safetensors
model.layers.69.self_attn.k_proj.biases	BF16	1024x64	131072	model-00014-of-00016.safetensors
model.layers.69.self_attn.k_proj.scales	BF16	1024x64	131072	model-00014-of-00016.safetensors
model.layers.69.self_attn.k_proj.weight	U32	1024x512	2097152	model-00014-of-00016.safetensors
model.layers.69.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00014-of-00016.safetensors
model.layers.69.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00014-of-00016.safetensors
model.layers.69.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00014-of-00016.safetensors
model.layers.69.self_attn.q_norm.weight	BF16	128	256	model-00014-of-00016.safetensors
model.layers.69.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00014-of-00016.safetensors
model.layers.69.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00014-of-00016.safetensors
model.layers.69.self_attn.q_proj.weight	U32	8192x512	16777216	model-00014-of-00016.safetensors
model.layers.69.self_attn.v_proj.biases	BF16	1024x64	131072	model-00014-of-00016.safetensors
model.layers.69.self_attn.v_proj.scales	BF16	1024x64	131072	model-00014-of-00016.safetensors
model.layers.69.self_attn.v_proj.weight	U32	1024x512	2097152	model-00014-of-00016.safetensors
model.layers.7.input_layernorm.weight	BF16	4096	8192	model-00002-of-00016.safetensors
model.layers.7.mlp.router.expert_bias	F32	96	384	model-00002-of-00016.safetensors
model.layers.7.mlp.router.gate.biases	BF16	96x64	12288	model-00002-of-00016.safetensors
model.layers.7.mlp.router.gate.scales	BF16	96x64	12288	model-00002-of-00016.safetensors
model.layers.7.mlp.router.gate.weight	U32	96x1024	393216	model-00002-of-00016.safetensors
model.layers.7.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00002-of-00016.safetensors
model.layers.7.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00002-of-00016.safetensors
model.layers.7.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00002-of-00016.safetensors
model.layers.7.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00002-of-00016.safetensors
model.layers.7.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00002-of-00016.safetensors
model.layers.7.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00002-of-00016.safetensors
model.layers.7.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00002-of-00016.safetensors
model.layers.7.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00002-of-00016.safetensors
model.layers.7.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00002-of-00016.safetensors
model.layers.7.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00002-of-00016.safetensors
model.layers.7.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00002-of-00016.safetensors
model.layers.7.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00002-of-00016.safetensors
model.layers.7.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00002-of-00016.safetensors
model.layers.7.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00002-of-00016.safetensors
model.layers.7.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00002-of-00016.safetensors
model.layers.7.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00002-of-00016.safetensors
model.layers.7.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00002-of-00016.safetensors
model.layers.7.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00002-of-00016.safetensors
model.layers.7.post_attention_layernorm.weight	BF16	4096	8192	model-00002-of-00016.safetensors
model.layers.7.self_attn.k_norm.weight	BF16	128	256	model-00002-of-00016.safetensors
model.layers.7.self_attn.k_proj.biases	BF16	1024x64	131072	model-00002-of-00016.safetensors
model.layers.7.self_attn.k_proj.scales	BF16	1024x64	131072	model-00002-of-00016.safetensors
model.layers.7.self_attn.k_proj.weight	U32	1024x512	2097152	model-00002-of-00016.safetensors
model.layers.7.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00002-of-00016.safetensors
model.layers.7.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00002-of-00016.safetensors
model.layers.7.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00002-of-00016.safetensors
model.layers.7.self_attn.q_norm.weight	BF16	128	256	model-00002-of-00016.safetensors
model.layers.7.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00002-of-00016.safetensors
model.layers.7.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00002-of-00016.safetensors
model.layers.7.self_attn.q_proj.weight	U32	8192x512	16777216	model-00002-of-00016.safetensors
model.layers.7.self_attn.v_proj.biases	BF16	1024x64	131072	model-00002-of-00016.safetensors
model.layers.7.self_attn.v_proj.scales	BF16	1024x64	131072	model-00002-of-00016.safetensors
model.layers.7.self_attn.v_proj.weight	U32	1024x512	2097152	model-00002-of-00016.safetensors
model.layers.70.input_layernorm.weight	BF16	4096	8192	model-00015-of-00016.safetensors
model.layers.70.mlp.router.expert_bias	F32	96	384	model-00015-of-00016.safetensors
model.layers.70.mlp.router.gate.biases	BF16	96x64	12288	model-00015-of-00016.safetensors
model.layers.70.mlp.router.gate.scales	BF16	96x64	12288	model-00015-of-00016.safetensors
model.layers.70.mlp.router.gate.weight	U32	96x1024	393216	model-00015-of-00016.safetensors
model.layers.70.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00015-of-00016.safetensors
model.layers.70.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00015-of-00016.safetensors
model.layers.70.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00015-of-00016.safetensors
model.layers.70.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.70.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.70.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00015-of-00016.safetensors
model.layers.70.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.70.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.70.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00015-of-00016.safetensors
model.layers.70.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00015-of-00016.safetensors
model.layers.70.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00015-of-00016.safetensors
model.layers.70.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00015-of-00016.safetensors
model.layers.70.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00014-of-00016.safetensors
model.layers.70.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00014-of-00016.safetensors
model.layers.70.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00014-of-00016.safetensors
model.layers.70.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.70.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.70.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00015-of-00016.safetensors
model.layers.70.post_attention_layernorm.weight	BF16	4096	8192	model-00015-of-00016.safetensors
model.layers.70.self_attn.k_norm.weight	BF16	128	256	model-00014-of-00016.safetensors
model.layers.70.self_attn.k_proj.biases	BF16	1024x64	131072	model-00014-of-00016.safetensors
model.layers.70.self_attn.k_proj.scales	BF16	1024x64	131072	model-00014-of-00016.safetensors
model.layers.70.self_attn.k_proj.weight	U32	1024x512	2097152	model-00014-of-00016.safetensors
model.layers.70.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00014-of-00016.safetensors
model.layers.70.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00014-of-00016.safetensors
model.layers.70.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00014-of-00016.safetensors
model.layers.70.self_attn.q_norm.weight	BF16	128	256	model-00014-of-00016.safetensors
model.layers.70.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00014-of-00016.safetensors
model.layers.70.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00014-of-00016.safetensors
model.layers.70.self_attn.q_proj.weight	U32	8192x512	16777216	model-00014-of-00016.safetensors
model.layers.70.self_attn.v_proj.biases	BF16	1024x64	131072	model-00014-of-00016.safetensors
model.layers.70.self_attn.v_proj.scales	BF16	1024x64	131072	model-00014-of-00016.safetensors
model.layers.70.self_attn.v_proj.weight	U32	1024x512	2097152	model-00014-of-00016.safetensors
model.layers.71.input_layernorm.weight	BF16	4096	8192	model-00015-of-00016.safetensors
model.layers.71.mlp.router.expert_bias	F32	96	384	model-00015-of-00016.safetensors
model.layers.71.mlp.router.gate.biases	BF16	96x64	12288	model-00015-of-00016.safetensors
model.layers.71.mlp.router.gate.scales	BF16	96x64	12288	model-00015-of-00016.safetensors
model.layers.71.mlp.router.gate.weight	U32	96x1024	393216	model-00015-of-00016.safetensors
model.layers.71.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00015-of-00016.safetensors
model.layers.71.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00015-of-00016.safetensors
model.layers.71.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00015-of-00016.safetensors
model.layers.71.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.71.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.71.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00015-of-00016.safetensors
model.layers.71.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.71.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.71.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00015-of-00016.safetensors
model.layers.71.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00015-of-00016.safetensors
model.layers.71.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00015-of-00016.safetensors
model.layers.71.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00015-of-00016.safetensors
model.layers.71.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.71.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.71.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00015-of-00016.safetensors
model.layers.71.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.71.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.71.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00015-of-00016.safetensors
model.layers.71.post_attention_layernorm.weight	BF16	4096	8192	model-00015-of-00016.safetensors
model.layers.71.self_attn.k_norm.weight	BF16	128	256	model-00015-of-00016.safetensors
model.layers.71.self_attn.k_proj.biases	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.71.self_attn.k_proj.scales	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.71.self_attn.k_proj.weight	U32	1024x512	2097152	model-00015-of-00016.safetensors
model.layers.71.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00015-of-00016.safetensors
model.layers.71.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00015-of-00016.safetensors
model.layers.71.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00015-of-00016.safetensors
model.layers.71.self_attn.q_norm.weight	BF16	128	256	model-00015-of-00016.safetensors
model.layers.71.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00015-of-00016.safetensors
model.layers.71.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00015-of-00016.safetensors
model.layers.71.self_attn.q_proj.weight	U32	8192x512	16777216	model-00015-of-00016.safetensors
model.layers.71.self_attn.v_proj.biases	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.71.self_attn.v_proj.scales	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.71.self_attn.v_proj.weight	U32	1024x512	2097152	model-00015-of-00016.safetensors
model.layers.72.input_layernorm.weight	BF16	4096	8192	model-00015-of-00016.safetensors
model.layers.72.mlp.router.expert_bias	F32	96	384	model-00015-of-00016.safetensors
model.layers.72.mlp.router.gate.biases	BF16	96x64	12288	model-00015-of-00016.safetensors
model.layers.72.mlp.router.gate.scales	BF16	96x64	12288	model-00015-of-00016.safetensors
model.layers.72.mlp.router.gate.weight	U32	96x1024	393216	model-00015-of-00016.safetensors
model.layers.72.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00015-of-00016.safetensors
model.layers.72.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00015-of-00016.safetensors
model.layers.72.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00015-of-00016.safetensors
model.layers.72.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.72.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.72.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00015-of-00016.safetensors
model.layers.72.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.72.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.72.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00015-of-00016.safetensors
model.layers.72.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00015-of-00016.safetensors
model.layers.72.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00015-of-00016.safetensors
model.layers.72.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00015-of-00016.safetensors
model.layers.72.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.72.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.72.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00015-of-00016.safetensors
model.layers.72.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.72.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.72.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00015-of-00016.safetensors
model.layers.72.post_attention_layernorm.weight	BF16	4096	8192	model-00015-of-00016.safetensors
model.layers.72.self_attn.k_norm.weight	BF16	128	256	model-00015-of-00016.safetensors
model.layers.72.self_attn.k_proj.biases	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.72.self_attn.k_proj.scales	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.72.self_attn.k_proj.weight	U32	1024x512	2097152	model-00015-of-00016.safetensors
model.layers.72.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00015-of-00016.safetensors
model.layers.72.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00015-of-00016.safetensors
model.layers.72.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00015-of-00016.safetensors
model.layers.72.self_attn.q_norm.weight	BF16	128	256	model-00015-of-00016.safetensors
model.layers.72.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00015-of-00016.safetensors
model.layers.72.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00015-of-00016.safetensors
model.layers.72.self_attn.q_proj.weight	U32	8192x512	16777216	model-00015-of-00016.safetensors
model.layers.72.self_attn.v_proj.biases	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.72.self_attn.v_proj.scales	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.72.self_attn.v_proj.weight	U32	1024x512	2097152	model-00015-of-00016.safetensors
model.layers.73.input_layernorm.weight	BF16	4096	8192	model-00015-of-00016.safetensors
model.layers.73.mlp.router.expert_bias	F32	96	384	model-00015-of-00016.safetensors
model.layers.73.mlp.router.gate.biases	BF16	96x64	12288	model-00015-of-00016.safetensors
model.layers.73.mlp.router.gate.scales	BF16	96x64	12288	model-00015-of-00016.safetensors
model.layers.73.mlp.router.gate.weight	U32	96x1024	393216	model-00015-of-00016.safetensors
model.layers.73.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00015-of-00016.safetensors
model.layers.73.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00015-of-00016.safetensors
model.layers.73.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00015-of-00016.safetensors
model.layers.73.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.73.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.73.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00015-of-00016.safetensors
model.layers.73.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.73.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.73.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00015-of-00016.safetensors
model.layers.73.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00015-of-00016.safetensors
model.layers.73.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00015-of-00016.safetensors
model.layers.73.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00015-of-00016.safetensors
model.layers.73.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.73.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.73.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00015-of-00016.safetensors
model.layers.73.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.73.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.73.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00015-of-00016.safetensors
model.layers.73.post_attention_layernorm.weight	BF16	4096	8192	model-00015-of-00016.safetensors
model.layers.73.self_attn.k_norm.weight	BF16	128	256	model-00015-of-00016.safetensors
model.layers.73.self_attn.k_proj.biases	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.73.self_attn.k_proj.scales	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.73.self_attn.k_proj.weight	U32	1024x512	2097152	model-00015-of-00016.safetensors
model.layers.73.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00015-of-00016.safetensors
model.layers.73.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00015-of-00016.safetensors
model.layers.73.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00015-of-00016.safetensors
model.layers.73.self_attn.q_norm.weight	BF16	128	256	model-00015-of-00016.safetensors
model.layers.73.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00015-of-00016.safetensors
model.layers.73.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00015-of-00016.safetensors
model.layers.73.self_attn.q_proj.weight	U32	8192x512	16777216	model-00015-of-00016.safetensors
model.layers.73.self_attn.v_proj.biases	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.73.self_attn.v_proj.scales	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.73.self_attn.v_proj.weight	U32	1024x512	2097152	model-00015-of-00016.safetensors
model.layers.74.input_layernorm.weight	BF16	4096	8192	model-00015-of-00016.safetensors
model.layers.74.mlp.router.expert_bias	F32	96	384	model-00015-of-00016.safetensors
model.layers.74.mlp.router.gate.biases	BF16	96x64	12288	model-00015-of-00016.safetensors
model.layers.74.mlp.router.gate.scales	BF16	96x64	12288	model-00015-of-00016.safetensors
model.layers.74.mlp.router.gate.weight	U32	96x1024	393216	model-00015-of-00016.safetensors
model.layers.74.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00015-of-00016.safetensors
model.layers.74.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00015-of-00016.safetensors
model.layers.74.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00015-of-00016.safetensors
model.layers.74.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.74.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.74.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00015-of-00016.safetensors
model.layers.74.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.74.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00015-of-00016.safetensors
model.layers.74.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00015-of-00016.safetensors
model.layers.74.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00015-of-00016.safetensors
model.layers.74.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00015-of-00016.safetensors
model.layers.74.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00015-of-00016.safetensors
model.layers.74.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.74.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.74.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00015-of-00016.safetensors
model.layers.74.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.74.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.74.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00015-of-00016.safetensors
model.layers.74.post_attention_layernorm.weight	BF16	4096	8192	model-00015-of-00016.safetensors
model.layers.74.self_attn.k_norm.weight	BF16	128	256	model-00015-of-00016.safetensors
model.layers.74.self_attn.k_proj.biases	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.74.self_attn.k_proj.scales	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.74.self_attn.k_proj.weight	U32	1024x512	2097152	model-00015-of-00016.safetensors
model.layers.74.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00015-of-00016.safetensors
model.layers.74.self_attn.o_proj.scales	BF16	4096x128	1048576	model-00015-of-00016.safetensors
model.layers.74.self_attn.o_proj.weight	U32	4096x1024	16777216	model-00015-of-00016.safetensors
model.layers.74.self_attn.q_norm.weight	BF16	128	256	model-00015-of-00016.safetensors
model.layers.74.self_attn.q_proj.biases	BF16	8192x64	1048576	model-00015-of-00016.safetensors
model.layers.74.self_attn.q_proj.scales	BF16	8192x64	1048576	model-00015-of-00016.safetensors
model.layers.74.self_attn.q_proj.weight	U32	8192x512	16777216	model-00015-of-00016.safetensors
model.layers.74.self_attn.v_proj.biases	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.74.self_attn.v_proj.scales	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.74.self_attn.v_proj.weight	U32	1024x512	2097152	model-00015-of-00016.safetensors
model.layers.75.input_layernorm.weight	BF16	4096	8192	model-00016-of-00016.safetensors
model.layers.75.mlp.router.expert_bias	F32	96	384	model-00016-of-00016.safetensors
model.layers.75.mlp.router.gate.biases	BF16	96x64	12288	model-00016-of-00016.safetensors
model.layers.75.mlp.router.gate.scales	BF16	96x64	12288	model-00016-of-00016.safetensors
model.layers.75.mlp.router.gate.weight	U32	96x1024	393216	model-00016-of-00016.safetensors
model.layers.75.mlp.shared_mlp.down_proj.biases	BF16	4096x24	196608	model-00016-of-00016.safetensors
model.layers.75.mlp.shared_mlp.down_proj.scales	BF16	4096x24	196608	model-00016-of-00016.safetensors
model.layers.75.mlp.shared_mlp.down_proj.weight	U32	4096x192	3145728	model-00016-of-00016.safetensors
model.layers.75.mlp.shared_mlp.gate_proj.biases	BF16	1536x64	196608	model-00016-of-00016.safetensors
model.layers.75.mlp.shared_mlp.gate_proj.scales	BF16	1536x64	196608	model-00016-of-00016.safetensors
model.layers.75.mlp.shared_mlp.gate_proj.weight	U32	1536x512	3145728	model-00016-of-00016.safetensors
model.layers.75.mlp.shared_mlp.up_proj.biases	BF16	1536x64	196608	model-00016-of-00016.safetensors
model.layers.75.mlp.shared_mlp.up_proj.scales	BF16	1536x64	196608	model-00016-of-00016.safetensors
model.layers.75.mlp.shared_mlp.up_proj.weight	U32	1536x512	3145728	model-00016-of-00016.safetensors
model.layers.75.mlp.switch_mlp.down_proj.biases	BF16	96x4096x24	18874368	model-00016-of-00016.safetensors
model.layers.75.mlp.switch_mlp.down_proj.scales	BF16	96x4096x24	18874368	model-00016-of-00016.safetensors
model.layers.75.mlp.switch_mlp.down_proj.weight	U32	96x4096x192	301989888	model-00016-of-00016.safetensors
model.layers.75.mlp.switch_mlp.gate_proj.biases	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.75.mlp.switch_mlp.gate_proj.scales	BF16	96x1536x64	18874368	model-00015-of-00016.safetensors
model.layers.75.mlp.switch_mlp.gate_proj.weight	U32	96x1536x512	301989888	model-00015-of-00016.safetensors
model.layers.75.mlp.switch_mlp.up_proj.biases	BF16	96x1536x64	18874368	model-00016-of-00016.safetensors
model.layers.75.mlp.switch_mlp.up_proj.scales	BF16	96x1536x64	18874368	model-00016-of-00016.safetensors
model.layers.75.mlp.switch_mlp.up_proj.weight	U32	96x1536x512	301989888	model-00016-of-00016.safetensors
model.layers.75.post_attention_layernorm.weight	BF16	4096	8192	model-00016-of-00016.safetensors
model.layers.75.self_attn.k_norm.weight	BF16	128	256	model-00015-of-00016.safetensors
model.layers.75.self_attn.k_proj.biases	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.75.self_attn.k_proj.scales	BF16	1024x64	131072	model-00015-of-00016.safetensors
model.layers.75.self_attn.k_proj.weight	U32	1024x512	2097152	model-00015-of-00016.safetensors
model.layers.75.self_attn.o_proj.biases	BF16	4096x128	1048576	model-00015-of-00016.safetensors
