Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
20.9,678908,44,15429.7,14976.0,14752,25247,1967.6,dsv4_hc_sinkhorn_m_kernel
13.0,421822,342,1233.4,1216.0,1184,1504,29.9,qmatvec_expert_q8
8.5,275391,254,1084.2,1088.0,1056,1824,49.1,quantize_q8_1
7.2,231998,176,1318.2,1312.0,1248,2336,91.8,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)5, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
4.5,144319,51,2829.8,2784.0,2752,4000,172.1,moe_down8_fma_q8
3.9,126397,136,929.4,928.0,896,992,17.8,swiglu_preclamped_mul_scaled_f32
3.4,109568,91,1204.0,1184.0,1088,2240,156.6,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, float, float, float, (bool)0, float, float, float, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
3.1,101948,51,1999.0,1984.0,1919,2720,119.0,moe_gate_up_preclamp8_q8
3.1,101440,114,889.8,896.0,864,928,15.3,axpy_f32
3.0,96384,44,2190.5,2112.0,2080,3680,333.0,dsv4_rowsq_scale_kernel
2.9,94496,22,4295.3,1184.0,1152,29376,8184.2,memra_kda_scan_s128
2.5,80351,27,2976.0,2912.0,2624,4960,408.0,void cutlass::Kernel2<cutlass_80_simt_sgemm_64x64_8x5_tn_align1>(T1::Params)
2.5,79519,55,1445.8,1440.0,1376,1888,74.4,rms_norm_f32_v2
1.9,60895,45,1353.2,1344.0,1280,1536,52.2,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, float, float, float, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13)"
1.8,59200,28,2114.3,2080.0,2048,2944,163.4,"void gemv2T_kernel_val<int, int, float, float, float, float, (int)128, (int)16, (int)2, (int)2, (bool)0, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>, float>>(T13, T6, T6)"
1.5,49760,44,1130.9,1120.0,1088,1312,48.8,dsv4_hc_post_kernel
1.5,49600,36,1377.8,1376.0,1344,1440,22.9,memra_kda_conv_silu_decode_f32
1.5,47776,44,1085.8,1088.0,1056,1120,16.0,l2_norm_f32
1.4,46464,24,1936.0,1632.0,1472,5056,789.2,"void gemmSN_TN_kernel<float, (int)128, (int)16, (int)2, (int)4, (int)4, (int)4, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
1.4,45856,24,1910.7,1696.0,1504,3040,511.5,"void gemmSN_TN_kernel<float, (int)128, (int)16, (int)2, (int)4, (int)8, (int)9, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
1.3,41664,23,1811.5,1632.0,1472,2752,436.7,"void gemmSN_TN_kernel<float, (int)128, (int)16, (int)2, (int)4, (int)6, (int)7, (bool)0, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(cublasGemmSmallNParams<T9, T10, T11, T1>)"
1.3,41213,44,936.7,928.0,896,1248,57.9,dsv4_hc_collapse_kernel
1.2,38463,30,1282.1,1280.0,1152,1344,50.4,memra_kda_conv_ring_roll_f32
1.0,32704,11,2973.1,3008.0,2848,3040,72.2,moe_router_sigmoid_topk_f32
1.0,30815,30,1027.2,1008.0,960,1152,49.9,memra_kda_conv_silu_f32
0.9,28032,22,1274.2,1280.0,1248,1312,18.8,memra_kda_gated_rmsnorm_f32
0.7,21344,22,970.2,960.0,928,992,20.7,sigmoid_f32
0.7,21152,22,961.5,960.0,928,992,15.5,memra_kda_gate_f32
0.5,16736,14,1195.4,1184.0,1184,1216,15.9,"void dot_kernel<float, (int)128, (int)0, cublasDotParams<cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>>(T4)"
0.5,16064,14,1147.4,1152.0,1120,1184,17.1,"void reduce_1Block_kernel<float, (int)128, (int)7, cublasGemvTensorStridedBatched<float>, cublasGemvTensorStridedBatched<const float>, cublasGemvTensorStridedBatched<float>>(const T1 *, T1, T4, int, const T1 *, T1, T5, T6, cublasPointerMode_t, cublasLtEpilogue_t, cublasGemvTensorStridedBatched<const biasType<T6::value_type, T1>::type>)"
0.3,11168,11,1015.3,1024.0,992,1024,14.9,dsv4_hc_mean_kernel
0.3,10688,11,971.6,960.0,928,1056,50.1,add_scaled_rows_f32
