timestamp, uuid, memory.used [MiB], memory.free [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/09/21 13:08:12.202, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 0, 97250, 0, 34.69, 31
2026/09/21 13:08:12.462, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 22, 97229, 0, 35.56, 31
2026/09/21 13:08:12.719, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 629, 96622, 2, 42.54, 32
2026/09/21 13:08:12.969, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 629, 96622, 2, 50.90, 32
2026/09/21 13:08:13.219, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 629, 96622, 1, 54.98, 32
2026/09/21 13:08:13.469, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 3, 84.51, 33
2026/09/21 13:08:13.719, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 1, 96.20, 33
2026/09/21 13:08:13.969, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 96.17, 33
2026/09/21 13:08:14.220, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 96.06, 33
2026/09/21 13:08:14.470, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.49, 33
2026/09/21 13:08:14.720, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.33, 33
2026/09/21 13:08:14.970, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.31, 33
2026/09/21 13:08:15.220, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.31, 33
2026/09/21 13:08:15.470, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 91.79, 33
2026/09/21 13:08:15.720, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 91.83, 33
2026/09/21 13:08:15.970, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 91.69, 33
2026/09/21 13:08:16.220, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 91.50, 33
2026/09/21 13:08:16.470, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.38, 33
2026/09/21 13:08:16.720, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.38, 33
2026/09/21 13:08:16.971, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.38, 33
2026/09/21 13:08:17.221, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.38, 33
2026/09/21 13:08:17.471, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.31, 33
2026/09/21 13:08:17.721, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.31, 33
2026/09/21 13:08:17.971, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.31, 33
2026/09/21 13:08:18.221, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 90.31, 33
2026/09/21 13:08:18.471, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 94.15, 33
2026/09/21 13:08:18.721, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 93.63, 33
2026/09/21 13:08:18.971, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 93.06, 33
2026/09/21 13:08:19.221, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 92.80, 33
2026/09/21 13:08:19.472, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 92.75, 33
2026/09/21 13:08:19.722, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 92.75, 33
2026/09/21 13:08:19.972, GPU-1ee63385-225d-6adb-4f53-80a3032e9891, 725, 96526, 0, 92.75, 33
