timestamp, index, temperature.gpu, clocks.current.sm [MHz], power.draw [W], memory.used [MiB]
2026/08/03 20:45:39.866, 0, 32, 2400 MHz, 65.49 W, 2144 MiB
2026/08/03 20:45:40.867, 0, 32, 2400 MHz, 65.19 W, 2144 MiB
2026/08/03 20:45:41.867, 0, 32, 2400 MHz, 65.15 W, 2240 MiB
2026/08/03 20:45:42.867, 0, 32, 2400 MHz, 65.27 W, 2240 MiB
2026/08/03 20:45:43.868, 0, 32, 2400 MHz, 65.24 W, 2304 MiB
2026/08/03 20:45:44.868, 0, 32, 2400 MHz, 65.45 W, 2304 MiB
2026/08/03 20:45:45.868, 0, 32, 2400 MHz, 65.87 W, 2336 MiB
2026/08/03 20:45:46.868, 0, 32, 2400 MHz, 65.52 W, 2368 MiB
2026/08/03 20:45:47.869, 0, 32, 2400 MHz, 65.48 W, 2368 MiB
2026/08/03 20:45:48.869, 0, 32, 2400 MHz, 65.43 W, 2432 MiB
2026/08/03 20:45:49.869, 0, 32, 2400 MHz, 65.76 W, 2432 MiB
2026/08/03 20:45:50.870, 0, 32, 2400 MHz, 65.54 W, 2432 MiB
2026/08/03 20:45:51.870, 0, 32, 2400 MHz, 65.41 W, 2528 MiB
2026/08/03 20:45:52.870, 0, 32, 2400 MHz, 65.68 W, 2528 MiB
2026/08/03 20:45:53.871, 0, 32, 2400 MHz, 65.32 W, 2624 MiB
2026/08/03 20:45:54.871, 0, 32, 2400 MHz, 65.50 W, 2624 MiB
2026/08/03 20:45:55.871, 0, 32, 2400 MHz, 65.60 W, 2688 MiB
2026/08/03 20:45:56.872, 0, 32, 2400 MHz, 65.11 W, 2688 MiB
2026/08/03 20:45:57.872, 0, 32, 2400 MHz, 65.33 W, 2720 MiB
2026/08/03 20:45:58.872, 0, 32, 2400 MHz, 65.46 W, 2752 MiB
2026/08/03 20:45:59.873, 0, 32, 2400 MHz, 65.29 W, 2752 MiB
2026/08/03 20:46:00.873, 0, 32, 2400 MHz, 65.21 W, 2848 MiB
2026/08/03 20:46:01.873, 0, 32, 2400 MHz, 65.33 W, 2848 MiB
2026/08/03 20:46:02.874, 0, 32, 2400 MHz, 65.11 W, 2848 MiB
2026/08/03 20:46:03.874, 0, 32, 2400 MHz, 65.57 W, 2912 MiB
2026/08/03 20:46:04.874, 0, 32, 2400 MHz, 65.36 W, 2912 MiB
2026/08/03 20:46:05.875, 0, 32, 2400 MHz, 65.48 W, 3008 MiB
2026/08/03 20:46:06.875, 0, 32, 2400 MHz, 65.65 W, 3008 MiB
2026/08/03 20:46:07.876, 0, 32, 2400 MHz, 65.31 W, 3072 MiB
2026/08/03 20:46:08.876, 0, 32, 2400 MHz, 65.38 W, 3104 MiB
2026/08/03 20:46:09.876, 0, 32, 2400 MHz, 65.37 W, 3136 MiB
2026/08/03 20:46:10.877, 0, 32, 2400 MHz, 65.33 W, 3136 MiB
2026/08/03 20:46:11.877, 0, 32, 2400 MHz, 65.48 W, 3200 MiB
2026/08/03 20:46:12.877, 0, 32, 2400 MHz, 65.75 W, 3200 MiB
2026/08/03 20:46:13.877, 0, 32, 2400 MHz, 65.61 W, 3200 MiB
2026/08/03 20:46:14.878, 0, 32, 2400 MHz, 65.71 W, 3296 MiB
2026/08/03 20:46:15.878, 0, 32, 2400 MHz, 65.83 W, 3296 MiB
2026/08/03 20:46:16.878, 0, 32, 2400 MHz, 65.58 W, 3392 MiB
2026/08/03 20:46:17.879, 0, 32, 2400 MHz, 65.64 W, 3392 MiB
2026/08/03 20:46:18.879, 0, 32, 2400 MHz, 65.71 W, 3456 MiB
2026/08/03 20:46:19.879, 0, 32, 2400 MHz, 65.72 W, 3488 MiB
2026/08/03 20:46:20.880, 0, 32, 2400 MHz, 65.68 W, 3488 MiB
2026/08/03 20:46:21.880, 0, 32, 2400 MHz, 65.39 W, 3520 MiB
2026/08/03 20:46:22.880, 0, 32, 2400 MHz, 65.63 W, 3520 MiB
2026/08/03 20:46:23.881, 0, 33, 2400 MHz, 65.66 W, 3584 MiB
2026/08/03 20:46:24.881, 0, 33, 2400 MHz, 65.28 W, 3584 MiB
2026/08/03 20:46:25.881, 0, 33, 2400 MHz, 65.74 W, 3584 MiB
2026/08/03 20:46:26.882, 0, 33, 2400 MHz, 65.69 W, 3680 MiB
2026/08/03 20:46:27.882, 0, 33, 2400 MHz, 65.47 W, 3680 MiB
2026/08/03 20:46:28.882, 0, 33, 2400 MHz, 65.48 W, 3776 MiB
2026/08/03 20:46:29.883, 0, 33, 2400 MHz, 65.52 W, 3776 MiB
2026/08/03 20:46:30.883, 0, 33, 2400 MHz, 65.63 W, 3840 MiB
2026/08/03 20:46:31.883, 0, 33, 2400 MHz, 65.69 W, 3872 MiB
2026/08/03 20:46:32.883, 0, 33, 2400 MHz, 65.84 W, 3872 MiB
2026/08/03 20:46:33.884, 0, 33, 2400 MHz, 66.06 W, 3904 MiB
2026/08/03 20:46:34.884, 0, 33, 2400 MHz, 65.52 W, 3904 MiB
2026/08/03 20:46:35.884, 0, 33, 2400 MHz, 65.36 W, 4000 MiB
2026/08/03 20:46:36.884, 0, 33, 2400 MHz, 65.42 W, 4000 MiB
2026/08/03 20:46:37.885, 0, 33, 2400 MHz, 65.29 W, 4000 MiB
2026/08/03 20:46:38.885, 0, 33, 2400 MHz, 65.42 W, 4064 MiB
2026/08/03 20:46:39.885, 0, 33, 2400 MHz, 65.29 W, 4064 MiB
2026/08/03 20:46:40.885, 0, 33, 2400 MHz, 65.01 W, 4160 MiB
2026/08/03 20:46:41.886, 0, 33, 2400 MHz, 65.40 W, 4160 MiB
2026/08/03 20:46:42.886, 0, 33, 2400 MHz, 65.18 W, 4224 MiB
2026/08/03 20:46:43.886, 0, 33, 2400 MHz, 65.06 W, 4256 MiB
2026/08/03 20:46:44.887, 0, 33, 2400 MHz, 64.78 W, 4256 MiB
2026/08/03 20:46:45.887, 0, 33, 2400 MHz, 65.01 W, 4288 MiB
2026/08/03 20:46:46.887, 0, 33, 2400 MHz, 65.20 W, 4288 MiB
2026/08/03 20:46:47.888, 0, 33, 2400 MHz, 65.21 W, 4384 MiB
2026/08/03 20:46:48.888, 0, 33, 2400 MHz, 65.34 W, 4384 MiB
2026/08/03 20:46:49.888, 0, 33, 2400 MHz, 65.19 W, 4384 MiB
2026/08/03 20:46:50.889, 0, 33, 2400 MHz, 65.13 W, 4480 MiB
2026/08/03 20:46:51.889, 0, 33, 2400 MHz, 65.35 W, 4480 MiB
2026/08/03 20:46:52.889, 0, 33, 2400 MHz, 65.55 W, 4544 MiB
2026/08/03 20:46:53.889, 0, 33, 2400 MHz, 65.47 W, 4544 MiB
2026/08/03 20:46:54.890, 0, 33, 2400 MHz, 65.33 W, 4640 MiB
2026/08/03 20:46:55.890, 0, 33, 2400 MHz, 65.12 W, 4672 MiB
2026/08/03 20:46:56.890, 0, 33, 2400 MHz, 64.90 W, 4672 MiB
2026/08/03 20:46:57.891, 0, 33, 2400 MHz, 64.81 W, 4672 MiB
2026/08/03 20:46:58.891, 0, 33, 2400 MHz, 65.12 W, 4768 MiB
2026/08/03 20:46:59.891, 0, 33, 2400 MHz, 65.58 W, 4768 MiB
2026/08/03 20:47:00.892, 0, 33, 2400 MHz, 64.87 W, 4832 MiB
2026/08/03 20:47:01.892, 0, 33, 2400 MHz, 65.26 W, 4832 MiB
2026/08/03 20:47:02.892, 0, 33, 2400 MHz, 65.19 W, 4832 MiB
2026/08/03 20:47:03.892, 0, 33, 2400 MHz, 64.84 W, 4928 MiB
2026/08/03 20:47:04.893, 0, 33, 2400 MHz, 65.26 W, 4928 MiB
2026/08/03 20:47:05.893, 0, 33, 2400 MHz, 65.23 W, 4992 MiB
2026/08/03 20:47:06.893, 0, 33, 2400 MHz, 65.23 W, 5024 MiB
2026/08/03 20:47:07.893, 0, 33, 2400 MHz, 65.46 W, 5056 MiB
2026/08/03 20:47:08.894, 0, 33, 2400 MHz, 65.58 W, 5056 MiB
2026/08/03 20:47:09.894, 0, 33, 2400 MHz, 65.60 W, 5056 MiB
2026/08/03 20:47:10.895, 0, 33, 2400 MHz, 65.47 W, 5152 MiB
2026/08/03 20:47:11.895, 0, 33, 2400 MHz, 65.11 W, 5152 MiB
2026/08/03 20:47:12.895, 0, 33, 2400 MHz, 65.08 W, 5216 MiB
2026/08/03 20:47:13.895, 0, 33, 2400 MHz, 65.42 W, 5216 MiB
2026/08/03 20:47:14.896, 0, 33, 2400 MHz, 65.19 W, 5216 MiB
2026/08/03 20:47:15.896, 0, 33, 2400 MHz, 65.06 W, 5312 MiB
2026/08/03 20:47:16.896, 0, 33, 2400 MHz, 64.91 W, 5312 MiB
2026/08/03 20:47:17.896, 0, 33, 2400 MHz, 64.75 W, 5376 MiB
2026/08/03 20:47:18.897, 0, 33, 2400 MHz, 64.53 W, 5408 MiB
2026/08/03 20:47:19.897, 0, 33, 2400 MHz, 64.58 W, 5440 MiB
2026/08/03 20:47:20.897, 0, 33, 2400 MHz, 64.90 W, 5440 MiB
2026/08/03 20:47:21.897, 0, 33, 2400 MHz, 64.66 W, 5440 MiB
2026/08/03 20:47:22.898, 0, 33, 2400 MHz, 64.70 W, 5536 MiB
2026/08/03 20:47:23.898, 0, 33, 2400 MHz, 64.98 W, 5536 MiB
2026/08/03 20:47:24.898, 0, 33, 2400 MHz, 65.15 W, 5632 MiB
2026/08/03 20:47:25.900, 0, 33, 2400 MHz, 65.22 W, 5632 MiB
2026/08/03 20:47:26.901, 0, 33, 2400 MHz, 65.00 W, 5632 MiB
2026/08/03 20:47:27.901, 0, 33, 2400 MHz, 64.89 W, 5696 MiB
2026/08/03 20:47:28.901, 0, 33, 2400 MHz, 65.15 W, 5696 MiB
2026/08/03 20:47:29.902, 0, 33, 2400 MHz, 64.96 W, 5760 MiB
2026/08/03 20:47:30.902, 0, 33, 2400 MHz, 64.79 W, 5792 MiB
2026/08/03 20:47:31.902, 0, 33, 2400 MHz, 65.23 W, 5824 MiB
2026/08/03 20:47:32.903, 0, 33, 2400 MHz, 65.68 W, 5824 MiB
2026/08/03 20:47:33.903, 0, 33, 2400 MHz, 65.46 W, 5824 MiB
2026/08/03 20:47:34.904, 0, 33, 2400 MHz, 65.08 W, 5920 MiB
2026/08/03 20:47:35.904, 0, 33, 2400 MHz, 65.11 W, 5920 MiB
2026/08/03 20:47:36.904, 0, 33, 2400 MHz, 65.16 W, 6016 MiB
2026/08/03 20:47:37.905, 0, 33, 2400 MHz, 65.74 W, 6016 MiB
2026/08/03 20:47:38.905, 0, 33, 2400 MHz, 65.15 W, 6016 MiB
2026/08/03 20:47:39.905, 0, 33, 2400 MHz, 65.25 W, 6112 MiB
2026/08/03 20:47:40.906, 0, 33, 2400 MHz, 65.42 W, 6112 MiB
2026/08/03 20:47:41.906, 0, 33, 2400 MHz, 65.63 W, 6176 MiB
2026/08/03 20:47:42.906, 0, 33, 2400 MHz, 65.49 W, 6208 MiB
2026/08/03 20:47:43.907, 0, 33, 2400 MHz, 65.42 W, 6208 MiB
2026/08/03 20:47:44.907, 0, 33, 2400 MHz, 65.08 W, 6208 MiB
2026/08/03 20:47:45.907, 0, 33, 2400 MHz, 65.13 W, 6304 MiB
2026/08/03 20:47:46.908, 0, 33, 2400 MHz, 65.07 W, 6304 MiB
2026/08/03 20:47:47.908, 0, 33, 2400 MHz, 65.09 W, 6400 MiB
2026/08/03 20:47:48.908, 0, 33, 2400 MHz, 64.71 W, 6400 MiB
2026/08/03 20:47:49.909, 0, 33, 2400 MHz, 65.00 W, 6400 MiB
2026/08/03 20:47:50.909, 0, 33, 2400 MHz, 64.89 W, 6464 MiB
2026/08/03 20:47:51.909, 0, 33, 2400 MHz, 65.10 W, 6464 MiB
2026/08/03 20:47:52.909, 0, 33, 2400 MHz, 65.54 W, 6528 MiB
2026/08/03 20:47:53.910, 0, 33, 2407 MHz, 65.53 W, 6560 MiB
2026/08/03 20:47:54.910, 0, 33, 2400 MHz, 65.58 W, 6592 MiB
2026/08/03 20:47:55.910, 0, 33, 2400 MHz, 65.14 W, 6592 MiB
2026/08/03 20:47:56.911, 0, 33, 2400 MHz, 65.10 W, 6688 MiB
2026/08/03 20:47:57.911, 0, 33, 2400 MHz, 65.48 W, 6688 MiB
2026/08/03 20:47:58.911, 0, 33, 2400 MHz, 65.47 W, 6688 MiB
2026/08/03 20:47:59.911, 0, 33, 2400 MHz, 65.51 W, 6784 MiB
2026/08/03 20:48:00.912, 0, 33, 2400 MHz, 65.58 W, 6784 MiB
2026/08/03 20:48:01.912, 0, 33, 2400 MHz, 65.10 W, 6880 MiB
2026/08/03 20:48:02.912, 0, 33, 2400 MHz, 65.07 W, 6880 MiB
2026/08/03 20:48:03.913, 0, 33, 2400 MHz, 65.26 W, 6912 MiB
2026/08/03 20:48:04.913, 0, 33, 2400 MHz, 65.24 W, 6912 MiB
2026/08/03 20:48:05.913, 0, 33, 2407 MHz, 65.31 W, 6944 MiB
2026/08/03 20:48:06.914, 0, 33, 2400 MHz, 65.54 W, 6976 MiB
2026/08/03 20:48:07.914, 0, 33, 2400 MHz, 65.11 W, 6976 MiB
2026/08/03 20:48:08.914, 0, 33, 2400 MHz, 65.43 W, 7072 MiB
2026/08/03 20:48:09.915, 0, 34, 2400 MHz, 65.45 W, 7072 MiB
2026/08/03 20:48:10.915, 0, 33, 2400 MHz, 65.18 W, 7072 MiB
2026/08/03 20:48:11.915, 0, 33, 2400 MHz, 65.34 W, 7168 MiB
2026/08/03 20:48:12.915, 0, 34, 2400 MHz, 65.23 W, 7168 MiB
2026/08/03 20:48:13.916, 0, 33, 2400 MHz, 65.43 W, 7264 MiB
2026/08/03 20:48:14.916, 0, 34, 2400 MHz, 65.74 W, 7264 MiB
2026/08/03 20:48:15.916, 0, 34, 2400 MHz, 65.26 W, 7296 MiB
2026/08/03 20:48:16.916, 0, 34, 2400 MHz, 65.63 W, 7296 MiB
2026/08/03 20:48:17.916, 0, 34, 2407 MHz, 65.56 W, 7328 MiB
2026/08/03 20:48:18.917, 0, 34, 2400 MHz, 65.29 W, 7360 MiB
2026/08/03 20:48:19.917, 0, 34, 2400 MHz, 65.48 W, 7360 MiB
2026/08/03 20:48:20.917, 0, 34, 2400 MHz, 65.22 W, 7456 MiB
2026/08/03 20:48:21.917, 0, 33, 2400 MHz, 64.91 W, 7456 MiB
2026/08/03 20:48:22.918, 0, 34, 2400 MHz, 64.97 W, 7456 MiB
2026/08/03 20:48:23.918, 0, 34, 2400 MHz, 65.27 W, 7552 MiB
2026/08/03 20:48:24.918, 0, 34, 2400 MHz, 65.34 W, 7552 MiB
2026/08/03 20:48:25.918, 0, 34, 2400 MHz, 65.16 W, 7648 MiB
2026/08/03 20:48:26.919, 0, 34, 2400 MHz, 65.54 W, 7648 MiB
2026/08/03 20:48:27.919, 0, 34, 2400 MHz, 65.49 W, 7712 MiB
2026/08/03 20:48:28.919, 0, 34, 2400 MHz, 65.36 W, 7712 MiB
2026/08/03 20:48:29.919, 0, 34, 2400 MHz, 65.14 W, 7744 MiB
2026/08/03 20:48:30.920, 0, 34, 2400 MHz, 64.90 W, 7744 MiB
2026/08/03 20:48:31.920, 0, 34, 2400 MHz, 64.82 W, 7840 MiB
2026/08/03 20:48:32.920, 0, 34, 2400 MHz, 65.09 W, 7840 MiB
2026/08/03 20:48:33.921, 0, 34, 2400 MHz, 65.53 W, 7840 MiB
2026/08/03 20:48:34.921, 0, 34, 2400 MHz, 65.24 W, 7936 MiB
2026/08/03 20:48:35.921, 0, 34, 2400 MHz, 65.30 W, 7936 MiB
2026/08/03 20:48:36.921, 0, 34, 2400 MHz, 65.31 W, 8032 MiB
2026/08/03 20:48:37.922, 0, 34, 2400 MHz, 65.40 W, 8032 MiB
2026/08/03 20:48:38.922, 0, 34, 2400 MHz, 65.50 W, 8064 MiB
2026/08/03 20:48:39.922, 0, 34, 2400 MHz, 65.27 W, 8096 MiB
2026/08/03 20:48:40.923, 0, 34, 2400 MHz, 65.05 W, 8096 MiB
2026/08/03 20:48:41.923, 0, 34, 2400 MHz, 65.17 W, 8128 MiB
2026/08/03 20:48:42.923, 0, 34, 2400 MHz, 65.64 W, 8128 MiB
2026/08/03 20:48:43.924, 0, 34, 2400 MHz, 65.45 W, 8224 MiB
2026/08/03 20:48:44.924, 0, 34, 2400 MHz, 65.46 W, 8224 MiB
2026/08/03 20:48:45.924, 0, 34, 2400 MHz, 65.13 W, 8224 MiB
2026/08/03 20:48:46.924, 0, 34, 2400 MHz, 65.22 W, 8320 MiB
2026/08/03 20:48:47.924, 0, 34, 2400 MHz, 65.31 W, 8320 MiB
2026/08/03 20:48:48.925, 0, 34, 2400 MHz, 65.18 W, 8416 MiB
2026/08/03 20:48:49.925, 0, 34, 2400 MHz, 65.32 W, 8416 MiB
2026/08/03 20:48:50.925, 0, 34, 2400 MHz, 65.52 W, 8448 MiB
2026/08/03 20:48:51.925, 0, 34, 2400 MHz, 65.24 W, 8448 MiB
2026/08/03 20:48:52.926, 0, 34, 2400 MHz, 65.24 W, 8480 MiB
2026/08/03 20:48:53.926, 0, 34, 2400 MHz, 65.71 W, 8512 MiB
2026/08/03 20:48:54.926, 0, 34, 2400 MHz, 65.41 W, 8512 MiB
2026/08/03 20:48:55.926, 0, 34, 2400 MHz, 65.70 W, 8608 MiB
2026/08/03 20:48:56.927, 0, 34, 2400 MHz, 65.26 W, 8608 MiB
2026/08/03 20:48:57.927, 0, 34, 2400 MHz, 65.37 W, 8608 MiB
2026/08/03 20:48:58.927, 0, 34, 2400 MHz, 65.01 W, 8704 MiB
2026/08/03 20:48:59.927, 0, 34, 2400 MHz, 65.29 W, 8704 MiB
2026/08/03 20:49:00.928, 0, 34, 2400 MHz, 65.33 W, 8800 MiB
2026/08/03 20:49:01.928, 0, 34, 2400 MHz, 65.47 W, 8800 MiB
2026/08/03 20:49:02.928, 0, 34, 2400 MHz, 65.39 W, 8864 MiB
2026/08/03 20:49:03.929, 0, 34, 2400 MHz, 65.60 W, 8864 MiB
2026/08/03 20:49:04.929, 0, 34, 2400 MHz, 65.83 W, 8896 MiB
2026/08/03 20:49:05.929, 0, 34, 2400 MHz, 65.57 W, 8928 MiB
2026/08/03 20:49:06.929, 0, 34, 2400 MHz, 65.78 W, 8928 MiB
2026/08/03 20:49:07.930, 0, 34, 2400 MHz, 65.66 W, 8992 MiB
2026/08/03 20:49:08.930, 0, 34, 2400 MHz, 65.45 W, 8992 MiB
2026/08/03 20:49:09.930, 0, 34, 2400 MHz, 65.43 W, 8992 MiB
2026/08/03 20:49:10.930, 0, 34, 2400 MHz, 65.29 W, 9088 MiB
2026/08/03 20:49:11.930, 0, 34, 2400 MHz, 64.70 W, 9088 MiB
2026/08/03 20:49:12.931, 0, 34, 2400 MHz, 65.22 W, 9184 MiB
2026/08/03 20:49:13.931, 0, 34, 2400 MHz, 65.34 W, 9184 MiB
2026/08/03 20:49:14.931, 0, 34, 2400 MHz, 65.30 W, 9248 MiB
2026/08/03 20:49:15.931, 0, 34, 2400 MHz, 65.89 W, 9248 MiB
2026/08/03 20:49:16.931, 0, 34, 2407 MHz, 65.59 W, 9280 MiB
2026/08/03 20:49:17.932, 0, 34, 2400 MHz, 65.14 W, 9280 MiB
2026/08/03 20:49:18.932, 0, 34, 2400 MHz, 65.48 W, 9376 MiB
2026/08/03 20:49:19.932, 0, 34, 2400 MHz, 65.57 W, 9376 MiB
2026/08/03 20:49:20.932, 0, 34, 2400 MHz, 65.61 W, 9376 MiB
2026/08/03 20:49:21.933, 0, 34, 2400 MHz, 65.04 W, 9472 MiB
2026/08/03 20:49:22.933, 0, 34, 2400 MHz, 65.00 W, 9472 MiB
2026/08/03 20:49:23.933, 0, 34, 2400 MHz, 65.01 W, 9568 MiB
2026/08/03 20:49:24.933, 0, 34, 2400 MHz, 64.87 W, 9568 MiB
2026/08/03 20:49:25.933, 0, 34, 2400 MHz, 65.07 W, 9600 MiB
2026/08/03 20:49:26.934, 0, 34, 2400 MHz, 65.07 W, 9632 MiB
2026/08/03 20:49:27.934, 0, 34, 2400 MHz, 64.96 W, 9632 MiB
2026/08/03 20:49:28.934, 0, 34, 2400 MHz, 64.64 W, 9664 MiB
2026/08/03 20:49:29.934, 0, 34, 2400 MHz, 64.63 W, 9664 MiB
2026/08/03 20:49:30.934, 0, 34, 2400 MHz, 65.28 W, 9760 MiB
2026/08/03 20:49:31.935, 0, 34, 2400 MHz, 65.73 W, 9760 MiB
2026/08/03 20:49:32.935, 0, 34, 2400 MHz, 65.41 W, 9760 MiB
2026/08/03 20:49:33.935, 0, 34, 2400 MHz, 65.56 W, 9856 MiB
2026/08/03 20:49:34.935, 0, 34, 2400 MHz, 65.12 W, 9856 MiB
2026/08/03 20:49:35.936, 0, 34, 2400 MHz, 65.17 W, 9952 MiB
2026/08/03 20:49:36.937, 0, 34, 2400 MHz, 65.60 W, 9952 MiB
2026/08/03 20:49:37.938, 0, 34, 2400 MHz, 65.66 W, 10016 MiB
2026/08/03 20:49:38.939, 0, 34, 2400 MHz, 65.24 W, 10048 MiB
2026/08/03 20:49:39.939, 0, 34, 2400 MHz, 65.15 W, 10048 MiB
2026/08/03 20:49:40.939, 0, 34, 2400 MHz, 65.38 W, 10080 MiB
2026/08/03 20:49:41.939, 0, 34, 2400 MHz, 65.51 W, 10080 MiB
2026/08/03 20:49:42.939, 0, 34, 2400 MHz, 65.03 W, 10144 MiB
2026/08/03 20:49:43.940, 0, 34, 2400 MHz, 64.92 W, 10144 MiB
2026/08/03 20:49:44.940, 0, 34, 2400 MHz, 64.79 W, 10144 MiB
2026/08/03 20:49:45.940, 0, 34, 2400 MHz, 65.26 W, 10240 MiB
2026/08/03 20:49:46.940, 0, 34, 2400 MHz, 65.04 W, 10240 MiB
2026/08/03 20:49:47.940, 0, 34, 2407 MHz, 65.06 W, 10336 MiB
2026/08/03 20:49:48.941, 0, 34, 2400 MHz, 65.05 W, 10336 MiB
