#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260812    14:41:09       0    362     52      -    100     60      0      0      0      0  12481   2385  31379  31378      0    114     13 
 20260812    14:41:10       0    362     52      -    100     59      0      0      0      0  12481   2385  31379  31378      0     56     23 
 20260812    14:41:11       0    362     52      -     99     61      0      0      0      0  12481   2385  31379  31378      0    105     13 
 20260812    14:41:12       0    354     51      -     99     70      0      0      0      0  12481   2377  31379  31378      0    124     29 
 20260812    14:41:13       0    321     50      -     66     58      0      0      0      0  12481   2422  31379  31378      0    144     33 
 20260812    14:41:14       0    342     50      -    100     87      0      0      0      0  12481   2422  31379  31378      0    143     33 
 20260812    14:41:15       0    342     50      -    100     87      0      0      0      0  12481   2422  31379  31378      0    142     34 
 20260812    14:41:16       0    342     50      -    100     87      0      0      0      0  12481   2422  31379  31378      0    147     34 
 20260812    14:41:17       0    342     50      -    100     87      0      0      0      0  12481   2422  31379  31378      0    141     34 
 20260812    14:41:18       0    342     50      -     99     86      0      0      0      0  12481   2422  31379  31378      0    146     33 
 20260812    14:41:20       0    344     51      -     99     69      0      0      0      0  12481   2377  31379  31378      0    114     25 
 20260812    14:41:21       0    359     51      -     99     68      0      0      0      0  12481   2370  31379  31378      0     75      4 
 20260812    14:41:22       0    452     57      -    100     31      0      0      0      0  12481   2415  31379  31378      0     14      4 
 20260812    14:41:23       0    394     52      -     99     69      0      0      0      0  12481   2370  31379  31378      0    114     24 
 20260812    14:41:24       0    382     56      -    100     33      0      0      0      0  12481   2407  31379  31378      0    110      5 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260812    14:41:25       0    459     55      -    100     32      0      0      0      0  12481   2415  31379  31378      0     17      4 
 20260812    14:41:26       0    375     52      -     99     74      0      0      0      0  12481   2400  31379  31378      0    143     31 
 20260812    14:41:27       0    329     51      -    100     87      0      0      0      0  12481   2422  31379  31378      0    144     32 
 20260812    14:41:28       0    344     51      -    100     87      0      0      0      0  12481   2422  31379  31378      0    144     32 
 20260812    14:41:29       0    343     51      -    100     87      0      0      0      0  12481   2422  31379  31378      0    144     32 
 20260812    14:41:30       0    343     51      -    100     87      0      0      0      0  12481   2422  31379  31378      0    148     32 
 20260812    14:41:31       0    343     51      -    100     87      0      0      0      0  12481   2422  31379  31378      0    143     33 
 20260812    14:41:32       0    343     51      -    100     87      0      0      0      0  12481   2422  31379  31378      0    145     32 
 20260812    14:41:33       0    452     58      -    100     30      0      0      0      0  12481   2415  31379  31378      0      9      3 
 20260812    14:41:34       0    476     59      -    100     29      0      0      0      0  12481   2415  31379  31378      0      9      4 
 20260812    14:41:35       0    448     55      -     98     44      0      0      0      0  12481   2407  31379  31378      0     88     18 
 20260812    14:41:36       0    366     54      -     99     61      0      0      0      0  12481   2385  31379  31378      0     87     17 
 20260812    14:41:37       0    362     53      -     99     68      0      0      0      0  12481   2385  31379  31378      0    115     24 
 20260812    14:41:38       0    361     53      -     99     69      0      0      0      0  12481   2370  31379  31378      0    114     27 
 20260812    14:41:39       0    324     52      -    100     87      0      0      0      0  12481   2422  31379  31378      0    154     32 
 20260812    14:41:40       0    344     51      -    100     87      0      0      0      0  12481   2422  31379  31378      0    143     34 
 20260812    14:41:42       0    344     51      -    100     87      0      0      0      0  12481   2422  31379  31378      0    145     32 
 20260812    14:41:43       0    343     51      -     99     86      0      0      0      0  12481   2422  31379  31378      0    147     33 
 20260812    14:41:44       0    344     51      -    100     87      0      0      0      0  12481   2422  31379  31378      0    141     34 
 20260812    14:41:45       0    344     51      -    100     87      0      0      0      0  12481   2422  31379  31378      0    149     75 
 20260812    14:41:46       0    453     59      -    100     40      0      0      0      0  12481   2422  31379  31378      0     12      3 
 20260812    14:41:47       0    477     58      -    100     29      0      0      0      0  12481   2422  31379  31378      0     10    118 
 20260812    14:41:48       0    445     56      -     99     31      0      0      0      0  12481   2407  31379  31378      0     55     16 
 20260812    14:41:49       0    368     54      -     99     57      0      0      0      0  12481   2400  31379  31378      0     56     15 
 20260812    14:41:50       0    368     54      -     99     57      0      0      0      0  12481   2400  31379  31378      0     55     16 
 20260812    14:41:51       0    360     53      -     99     74      0      0      0      0  12481   2400  31379  31378      0    143     32 
 20260812    14:41:52       0    322     52      -    100     87      0      0      0      0  12481   2422  31379  31378      0    146     33 
 20260812    14:41:53       0    344     52      -    100     87      0      0      0      0  12481   2422  31379  31378      0    144     33 
 20260812    14:41:54       0    345     52      -    100     87      0      0      0      0  12481   2422  31379  31378      0    146     33 
 20260812    14:41:55       0    344     52      -    100     87      0      0      0      0  12481   2422  31379  31378      0    139     33 
 20260812    14:41:56       0    345     52      -    100     87      0      0      0      0  12481   2422  31379  31378      0    145     32 
 20260812    14:41:57       0    344     51      -    100     87      0      0      0      0  12481   2422  31379  31378      0    143     32 
 20260812    14:41:58       0    441     59      -    100     30      0      0      0      0  12481   2415  31379  31378      0     11      5 
 20260812    14:41:59       0    476     57      -    100     34      0      0      0      0  12481   2422  31379  31378      0     12      2 
 20260812    14:42:00       0    463     59      -    100     27      0      0      0      0  12481   2415  31379  31378      0    128     17 
 20260812    14:42:01       0    368     54      -     99     63      0      0      0      0  12481   2400  31379  31378      0    144     13 
 20260812    14:42:03       0    368     55      -    100     61      0      0      0      0  12481   2400  31379  31378      0    121     15 
 20260812    14:42:04       0    367     54      -     99     63      0      0      0      0  12481   2400  31379  31378      0    104     13 
 20260812    14:42:05       0    182     47      -      0      0      0      0      0      0  12481   2422      0      0      0      0      2 
 20260812    14:42:06       0     86     46      -      0      0      0      0      0      0  12481   2422      0      0      0      0      0 
