ts,gpu0_mib,gpu1_mib,gpu2_mib,gpu3_mib
2026-08-30T04:42:33Z,53750,63926,65144,80830
2026-08-30T04:42:53Z,62680,75288,94906,80830
2026-08-30T04:43:13Z,62680,75288,94906,80830
2026-08-30T04:43:33Z,62680,75288,94906,80830
2026-08-30T04:43:54Z,62680,75288,94906,80830
2026-08-30T04:44:14Z,62808,75288,94906,80830
2026-08-30T04:44:34Z,63544,75288,94906,80830
2026-08-30T04:44:54Z,63544,75288,94906,80830
2026-08-30T04:45:14Z,63768,75288,95098,80830
2026-08-30T04:45:34Z,63768,75320,95098,80830
2026-08-30T04:45:54Z,63992,75320,96154,80830
2026-08-30T04:46:14Z,64088,75352,96154,80830
2026-08-30T04:46:34Z,64216,75416,96154,80830
2026-08-30T04:46:54Z,64312,75416,96154,80830
2026-08-30T04:47:14Z,64408,75416,96154,80830
2026-08-30T04:47:34Z,64504,75512,96730,80830
2026-08-30T04:47:54Z,64600,77240,96762,80830
2026-08-30T04:48:14Z,64696,77336,96858,80830
2026-08-30T04:48:34Z,64792,77432,96954,80830
2026-08-30T04:48:54Z,64888,77528,97050,80830
2026-08-30T04:49:14Z,64984,77624,97146,80830
2026-08-30T04:49:34Z,65048,77688,97242,80830
