#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260813    00:05:49       0     30     27      -      0      0      0      0      0      0    405    180      0      0      0     11      4 
 20260813    00:05:50       0     49     28      -      0      0      0      0      0      0  12481   2415   1459   1458      0   9275    819 
 20260813    00:05:52       0     89     28      -      5      0      0      0      0      0  12481   2415   3795   3794      0   2640    371 
 20260813    00:05:53       0     89     29      -      6      0      0      0      0      0  12481   2415   6579   6578      0   1889    240 
 20260813    00:05:54       0     89     29      -      5      0      0      0      0      0  12481   2415   9235   9234      0   1887    230 
 20260813    00:05:55       0     89     29      -      5      0      0      0      0      0  12481   2415  11891  11890      0   2754    246 
 20260813    00:05:56       0     89     29      -      5      0      0      0      0      0  12481   2415  14643  14642      0      7    232 
 20260813    00:05:57       0     88     29      -      0      0      0      0      0      0  12481   2415  14739  14738      0      0      4 
 20260813    00:05:58       0    445     44      -    100     30      0      0      0      0  12481   2400  19411  19410      0      4      1 
 20260813    00:05:59       0    485     45      -    100     32      0      0      0      0  12481   2422  19411  19410      0      5     10 
 20260813    00:06:00       0    459     46      -    100     31      0      0      0      0  12481   2415  19859  19858      0      4      2 
 20260813    00:06:01       0    467     46      -    100     30      0      0      0      0  12481   2422  20275  20274      0      4      2 
 20260813    00:06:02       0    449     47      -    100     30      0      0      0      0  12481   2422  20275  20274      0      2     10 
 20260813    00:06:03       0     95     35      -      0      0      0      0      0      0  12481   2400      0      0      0      0      0 
 20260813    00:06:04       0     98     34      -      6      0      0      0      0      0  12481   2400   1043   1042      0  21833      3 
 20260813    00:06:05       0     91     34      -      1      0      0      0      0      0  12481   2400   4055   4086      0   9688      3 
 20260813    00:06:06       0     91     34      -      8      0      0      0      0      0  12481   2415   6557   6556      0  21466      3 
 20260813    00:06:07       0     90     33      -      8      0      0      0      0      0  12481   2415   9729   9728      0     26      0 
 20260813    00:06:08       0     91     33      -      0      0      0      0      0      0  12481   2415  12487  12486      0     27      1 
 20260813    00:06:09       0     91     33      -      5      0      0      0      0      0  12481   2415  15179  15274      0   9689      2 
 20260813    00:06:10       0     91     33      -      6      0      0      0      0      0  12481   2415  17455  17454      0      0      0 
 20260813    00:06:11       0     89     33      -      0      0      0      0      0      0  12481   2415  17455  17454      0      2      0 
 20260813    00:06:13       0    315     44      -     95     29      0      0      0      0  12481   2362  19983  19982      0    139     57 
 20260813    00:06:14       0    287     35      -      2      0      0      0      0      0  12481   2400  19983  19982      0      5      1 
 20260813    00:06:15       0     94     34      -     39     14      0      0      0      0  12481   2400      0      0      0      0      0 
 20260813    00:06:16       0     91     34      -      0      0      0      0      0      0  12481   2415      0      0      0      9     10 
 20260813    00:06:17       0     75     34      -     17      1      0      0      0      0  12481   2415   1747   1746      0   2647    367 
 20260813    00:06:18       0     91     34      -      6      0      0      0      0      0  12481   2415   4467   4466      0   2642    271 
 20260813    00:06:19       0     91     33      -      5      0      0      0      0      0  12481   2415   7187   7186      0   3127    230 
 20260813    00:06:20       0     91     33      -      5      0      0      0      0      0  12481   2415   9907   9938      0   2641    230 
 20260813    00:06:21       0     91     33      -      6      0      0      0      0      0  12481   2415  12595  12594      0   2640    230 
 20260813    00:06:22       0     91     33      -      5      0      0      0      0      0  12481   2415  14739  14738      0      0      0 
 20260813    00:06:23       0     90     33      -      0      0      0      0      0      0  12481   2415  19507  19506      0      5      2 
 20260813    00:06:24       0    477     46      -    100     30      0      0      0      0  12481   2422  19507  19506      0      4     56 
 20260813    00:06:25       0    454     48      -    100     30      0      0      0      0  12481   2422  19507  19506      0      4      1 
 20260813    00:06:26       0    454     49      -    100     31      0      0      0      0  12481   2422  19731  19730      0      4      2 
 20260813    00:06:27       0    461     48      -    100     29      0      0      0      0  12481   2422  19731  19730      0     13      3 
 20260813    00:06:28       0    471     50      -    100     30      0      0      0      0  12481   2422  20019  20018      0      3      2 
 20260813    00:06:29       0    456     50      -    100     31      0      0      0      0  12481   2422  20115  20114      0      3      4 
 20260813    00:06:30       0    459     50      -     97     31      0      0      0      0  12481   2422  20115  20114      0      4      2 
 20260813    00:06:31       0    467     51      -    100     31      0      0      0      0  12481   2422  20115  20114      0     15      7 
 20260813    00:06:32       0    465     53      -    100     31      0      0      0      0  12481   2422  20115  20114      0      3      2 
 20260813    00:06:34       0    455     52      -    100     31      0      0      0      0  12481   2422  20115  20114      0      5      4 
 20260813    00:06:35       0    458     53      -     94     31      0      0      0      0  12481   2422  20115  20114      0      4      3 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260813    00:06:36       0    477     54      -    100     32      0      0      0      0  12481   2422  20115  20114      0     17      8 
 20260813    00:06:37       0    468     54      -    100     31      0      0      0      0  12481   2422  20115  20114      0      4      1 
 20260813    00:06:38       0    462     55      -    100     32      0      0      0      0  12481   2422  20115  20114      0      8     12 
 20260813    00:06:39       0    462     54      -    100     21      0      0      0      0  12481   2415  20115  20114      0      4      1 
 20260813    00:06:40       0    486     55      -    100     32      0      0      0      0  12481   2422  20115  20114      0     17      4 
 20260813    00:06:41       0    466     56      -    100     32      0      0      0      0  12481   2422  20179  20178      0     13      4 
 20260813    00:06:42       0    465     57      -    100     32      0      0      0      0  12481   2422  20179  20178      0      3      3 
 20260813    00:06:43       0    464     52      -    100     21      0      0      0      0  12481   2415  20179  20178      0      4      1 
 20260813    00:06:44       0    488     57      -    100     32      0      0      0      0  12481   2422  20179  20178      0     19      6 
 20260813    00:06:45       0    470     58      -    100     31      0      0      0      0  12481   2422  20179  20178      0      3      2 
 20260813    00:06:46       0    467     57      -    100     31      0      0      0      0  12481   2422  20179  20178      0      4      4 
 20260813    00:06:47       0    469     56      -    100     20      0      0      0      0  12481   2415  20179  20178      0      4      1 
 20260813    00:06:48       0    486     58      -    100     30      0      0      0      0  12481   2422  20179  20178      0      5     55 
 20260813    00:06:49       0    467     58      -    100     30      0      0      0      0  12481   2422  20179  20178      0      3      2 
 20260813    00:06:50       0    470     58      -    100     31      0      0      0      0  12481   2422  20179  20178      0      4      1 
 20260813    00:06:51       0    480     57      -    100     20      0      0      0      0  12481   2415  20179  20178      0     28      2 
 20260813    00:06:52       0    485     60      -    100     32      0      0      0      0  12481   2422  20179  20178      0      4      2 
 20260813    00:06:53       0    472     60      -    100     31      0      0      0      0  12481   2422  20179  20178      0      4      1 
 20260813    00:06:55       0    474     59      -    100     32      0      0      0      0  12481   2415  20179  20178      0      4      3 
 20260813    00:06:56       0    487     59      -    100     22      0      0      0      0  12481   2422  20179  20178      0     16      7 
 20260813    00:06:57       0    481     61      -    100     31      0      0      0      0  12481   2422  20179  20178      0      3      1 
 20260813    00:06:58       0    473     59      -    100     32      0      0      0      0  12481   2422  20179  20178      0      3      1 
 20260813    00:06:59       0    472     60      -    100     31      0      0      0      0  12481   2415  20179  20178      0      5      4 
 20260813    00:07:00       0    490     60      -    100     29      0      0      0      0  12481   2422  20179  20178      0     17      4 
 20260813    00:07:01       0    483     60      -    100     32      0      0      0      0  12481   2422  20179  20178      0      3      2 
 20260813    00:07:02       0    476     61      -    100     32      0      0      0      0  12481   2422  20179  20178      0      9     14 
 20260813    00:07:03       0    474     61      -    100     32      0      0      0      0  12481   2415  20179  20178      0      4      2 
 20260813    00:07:04       0    494     60      -    100     32      0      0      0      0  12481   2422  20179  20178      0     18      5 
 20260813    00:07:05       0    479     61      -    100     31      0      0      0      0  12481   2422  20179  20178      0     13      2 
 20260813    00:07:06       0    475     62      -    100     30      0      0      0      0  12481   2422  20179  20178      0      4      2 
 20260813    00:07:07       0    473     61      -     94     34      0      0      0      0  12481   2415  20179  20178      0      4      1 
 20260813    00:07:08       0    494     61      -    100     31      0      0      0      0  12481   2422  20179  20178      0     35      7 
 20260813    00:07:09       0    476     62      -    100     30      0      0      0      0  12481   2422  20179  20178      0      4      2 
 20260813    00:07:10       0    477     61      -    100     30      0      0      0      0  12481   2422  20179  20178      0      5      3 
 20260813    00:07:11       0    476     58      -     95     28      0      0      0      0  12481   2415  20179  20178      0      7      2 
 20260813    00:07:12       0    494     63      -    100     30      0      0      0      0  12481   2422  20179  20178      0      3     56 
 20260813    00:07:13       0    477     62      -    100     30      0      0      0      0  12481   2422  20179  20178      0      3      2 
