Xp-6144-r0-t1 status=503 finish=None G=None cached=None ms=1605
Xp-6144-r0-t2 status=200 finish=length G=1 cached=6144 ms=82
Xp-6144-r0-t3 status=200 finish=length G=32 cached=6209 ms=453
Xp-6144-r0-t4 status=200 finish=length G=32 cached=6304 ms=451
Xp-6144-r0-t1-cold status=200 finish=length G=1 cached=0 ms=1559
Xp-6144-r0-t2-cold status=200 finish=length G=1 cached=0 ms=1634
Xp-6144-r0-t3-cold status=200 finish=length G=32 cached=0 ms=2003
Xp-6144-r0-t4-cold status=200 finish=length G=32 cached=0 ms=2023
Xp-6144-r1-t1 status=200 finish=length G=1 cached=0 ms=1568
Xp-6144-r1-t2 status=200 finish=length G=1 cached=6145 ms=83
Xp-6144-r1-t3 status=200 finish=length G=32 cached=6209 ms=452
Xp-6144-r1-t4 status=200 finish=length G=32 cached=6304 ms=451
Xp-6144-r1-t1-cold status=200 finish=length G=1 cached=0 ms=1570
Xp-6144-r1-t2-cold status=200 finish=length G=1 cached=0 ms=1646
Xp-6144-r1-t3-cold status=200 finish=length G=32 cached=0 ms=2015
Xp-6144-r1-t4-cold status=200 finish=length G=32 cached=0 ms=2034
Xp-6144-r2-t1 status=200 finish=length G=1 cached=0 ms=1578
Xp-6144-r2-t2 status=200 finish=length G=1 cached=6145 ms=83
Xp-6144-r2-t3 status=200 finish=length G=32 cached=6209 ms=452
Xp-6144-r2-t4 status=200 finish=length G=32 cached=6304 ms=450
Xp-6144-r2-t1-cold status=200 finish=length G=1 cached=0 ms=1579
Xp-6144-r2-t2-cold status=200 finish=length G=1 cached=0 ms=1655
Xp-6144-r2-t3-cold status=200 finish=length G=32 cached=0 ms=2022
Xp-6144-r2-t4-cold status=200 finish=length G=32 cached=0 ms=2041
Xp-6144-r3-t1 status=200 finish=length G=1 cached=0 ms=1586
Xp-6144-r3-t2 status=200 finish=length G=1 cached=6145 ms=84
Xp-6144-r3-t3 status=200 finish=length G=32 cached=6209 ms=452
Xp-6144-r3-t4 status=200 finish=length G=32 cached=6304 ms=450
Xp-6144-r3-t1-cold status=200 finish=length G=1 cached=0 ms=1585
Xp-6144-r3-t2-cold status=200 finish=length G=1 cached=0 ms=1661
Xp-6144-r3-t3-cold status=200 finish=length G=32 cached=0 ms=2029
Xp-6144-r3-t4-cold status=200 finish=length G=32 cached=0 ms=2046
Xp-6144-r4-t1 status=200 finish=length G=1 cached=0 ms=1591
Xp-6144-r4-t2 status=200 finish=length G=1 cached=6145 ms=83
Xp-6144-r4-t3 status=200 finish=length G=32 cached=6209 ms=453
Xp-6144-r4-t4 status=200 finish=length G=32 cached=6304 ms=451
Xp-6144-r4-t1-cold status=200 finish=length G=1 cached=0 ms=1590
Xp-6144-r4-t2-cold status=200 finish=length G=1 cached=0 ms=1666
Xp-6144-r4-t3-cold status=200 finish=length G=32 cached=0 ms=2034
Xp-6144-r4-t4-cold status=200 finish=length G=32 cached=0 ms=2050
DAY38 CLIENT rows=40 ok=39
