 2639689 2000000 1383107 1930661 2000000 1566527 2648512 1666649 |  | 1784722223
 1648010 2608169 2971329 5200000 3997877 4127493 800000 5199947 |  | 1784722225
 2217694 1700000 1900000 1632286 3015379 4344199 1598139 5186713 |  | 1784722227
 4558366 2630355 1824701 1676993 1837416 1772398 4756435 5200052 |  | 1784722229
 1857279 1568185 4758215 1840657 5049627 5200000 1567162 5200000 |  | 1784722231
 4047552 5148993 1633434 2687213 2384962 1641322 2505423 5187456 |  | 1784722233
 4252834 800000 5200000 5174012 800000 800000 800000 5200000 |  | 1784722235
 4840653 2011086 4089955 1988683 4027022 5200000 1627450 4751924 |  | 1784722237
 3268066 3348738 2312415 1651552 3462101 1712022 2910826 5200000 |  | 1784722239
 4654893 1528472 1567076 2867587 2000000 1966818 1733399 5184637 |  | 1784722241
 1565748 4763572 1649928 1982698 5199951 3504773 2494791 5195330 |  | 1784722243
 4661965 4155665 1583238 1652538 5120847 5170422 1549553 5200000 |  | 1784722245
 3789424 1614658 1569302 4917567 1584946 2682180 1623591 5143809 |  | 1784722247
 5074142 3886901 3895222 2828096 3287211 4436578 2304982 5200000 |  | 1784722249
 5151916 4403768 4450092 4300389 3117854 2393180 5200131 5200000 |  | 1784722251
 1632593 2831772 2609751 2680812 1804731 2411969 1640265 5200000 |  | 1784722253
 4154168 2000000 1993579 2258397 2434317 3680721 1661026 5200052 |  | 1784722255
 4802677 2441816 4003263 1899643 5219286 2745416 3303989 5200000 |  | 1784722257
 3817477 3346606 2484852 1683517 1767649 5076661 4130991 5173901 |  | 1784722259
 2154244 4583830 2457441 1500000 1298279 1633280 2231399 5200000 |  | 1784722261
 1906077 1708922 4059535 4951536 2370674 3328950 2973184 5197719 |  | 1784722263
 2231043 4737630 1383161 1980597 2807754 3501315 2726431 5163350 |  | 1784722265
 3001407 2598901 1901540 2232049 1572062 3029383 2803814 5126214 |  | 1784722267
 1651865 4305530 5179413 2216489 3811773 2770882 2726691 5183741 |  | 1784722270
 2000000 4504316 1500000 3530072 5136734 4830358 1800456 5200000 |  | 1784722272
 5229629 1620273 4645392 2034070 2694539 2000000 1799075 5200000 |  | 1784722274
 3843478 4993789 3341137 3171989 4619018 1851692 2490497 5181487 |  | 1784722276
 4770799 1719525 5183438 3235272 2795923 1901289 1566619 5154072 |  | 1784722278
 4118575 3876549 4289755 4739361 4651552 5200000 4749689 4891743 |  | 1784722280
 4162600 2567248 1566577 3982141 1649894 800000 800000 5151545 |  | 1784722282
 2578152 2000000 3429300 2001881 2545573 2751840 3058223 5200000 |  | 1784722284
 3681948 1649894 2367399 4787059 1920301 1699188 2475482 5200000 |  | 1784722286
 5026939 3624025 1466621 1900757 2421193 800000 1622400 5200000 |  | 1784722288
 5195490 1418211 4391623 2775844 1636071 2703301 1698781 5117427 |  | 1784722290
 4281123 4302024 2399954 1829930 2137323 4663158 4660024 5183386 |  | 1784722292
 1661162 2921646 4707941 4894227 2009663 5308340 800000 5200000 |  | 1784722294
 1551113 2866826 5083240 1900683 2508848 2635089 4793561 4962901 |  | 1784722296
 1900000 4684024 2613122 4835420 2267968 2987363 1702980 5200000 |  | 1784722298
 2331200 5090727 1992621 3121589 2663157 2302146 800000 5200000 |  | 1784722300
 3889134 4438295 3162585 3851570 1978417 1641393 2469731 5196045 |  | 1784722302
 4282364 2048310 5200000 5161318 800000 800000 4330198 5198341 |  | 1784722304
 1495337 4914425 4829870 3913405 1816633 5157323 1677759 5141835 |  | 1784722306
 2090553 4994923 4994427 4356210 2753578 3393415 3363649 5119886 |  | 1784722308
 1800000 3551742 3166479 2466698 2000000 2020383 1550954 5090668 |  | 1784722310
 1923617 1688169 1805705 4553273 2718965 800000 1757172 5200052 |  | 1784722312
 4119121 5200000 4377115 2797105 1810684 2409614 1736629 5200000 |  | 1784722314
 2951260 1900000 1913403 1900000 1550566 1551097 2000000 5156200 |  | 1784722316
 2491394 2771407 3592525 3790189 2053215 4038484 2773848 5200000 |  | 1784722318
 4050687 2601304 1662865 2060676 1777675 2903239 1952444 5200000 |  | 1784722320
 4914245 1932020 1543701 2096886 2169343 800000 800000 5092762 |  | 1784722322
 4248183 4714470 4695400 4622944 4561442 4640483 4700727 3076680 |  | 1784722324
 4675284 4978514 4950034 4995620 5200052 4941764 4931232 4682513 |  | 1784722326
 4696803 4934023 4830103 4422110 4314285 4709680 4260780 4302891 |  | 1784722328
 4700000 4700000 4829276 4703446 4323920 4614406 4657192 4354010 |  | 1784722330
 4245708 4533690 4983941 4751018 4108144 4737291 4852362 4438572 |  | 1784722332
 4352098 4684203 4700604 4360443 5061434 4367312 4600818 4483748 |  | 1784722334
 4697102 4676981 3801075 4389323 4849173 4930371 4832972 4710532 |  | 1784722336
 5134211 4709937 5065879 2953419 4857810 4678109 4647810 4773709 |  | 1784722338
 2568545 4928481 2442664 4792283 4745957 4539389 5033495 4425240 |  | 1784722340
 4698169 4592775 2785120 2950382 2922092 1509744 1859046 1876551 |  | 1784722342
 4670660 4683245 4700000 4632963 5086108 4835042 4700000 4695778 |  | 1784722344
 4700000 4700000 4543249 4700129 4758525 4767235 4883869 4572961 |  | 1784722346
 4818260 4688110 4700000 5106044 4476996 5109674 4814263 3041306 |  | 1784722348
 4557589 4836166 5058020 1796933 5142857 4750049 4199409 4669630 |  | 1784722350
 5141964 4700000 4943248 5139066 4793560 4815218 4840209 4705845 |  | 1784722352
 3799651 3656020 4854828 4897226 4449709 4698959 4698130 4646708 |  | 1784722354
 4969475 2020058 4724331 1900000 4940311 4931866 4699086 4699496 |  | 1784722356
 4691491 4686269 3500863 4924844 2037715 4076653 5200278 4039137 |  | 1784722358
 5130267 2624395 2939170 3347075 4569345 4632090 4720100 2453196 |  | 1784722360
 5176581 4948678 4895578 4432241 4516252 3567136 4952211 4157844 |  | 1784722362
 5155798 5174193 1900000 4639926 4541315 3274899 4816504 5179227 |  | 1784722364
 4560566 4897686 3813627 1779223 5066666 3251971 5194511 5076868 |  | 1784722366
 5073500 4757145 5002707 2235759 2855785 4699238 4303737 4718244 |  | 1784722368
 3860015 5080746 4585921 2453559 4278319 4044987 4696337 4671524 |  | 1784722370
 5113680 5061985 4385500 4723857 4905410 4520331 4768373 3875245 |  | 1784722373
 4737698 4892811 4430306 1904181 1901679 4712931 4787587 4744652 |  | 1784722375
 5104114 4724422 1566290 5200000 4721280 4786331 4605102 4842424 |  | 1784722377
 5106291 1572264 3299131 4705385 4632849 4686376 4516062 4697552 |  | 1784722379
 5048651 1592033 1522845 4788306 4673160 4695738 4700000 5187555 |  | 1784722381
 5194447 2651352 1897028 5164995 4355536 2242259 4700000 5020156 |  | 1784722383
 4697007 4700000 4634543 5083995 5184422 1900200 5071264 5194333 |  | 1784722385
 4641400 4787650 4586175 4962254 4460858 2600923 4524335 4697609 |  | 1784722387
 5201890 3353642 4609090 4477659 4155815 5170478 3985340 4116334 |  | 1784722389
 5080566 3775360 4682182 4729914 4758851 1728660 4684969 5195753 |  | 1784722391
 2449171 1640111 1549895 4959140 5145033 4602181 5006012 5148412 |  | 1784722393
 4683479 4587871 1900000 5012226 4611728 4870266 4765503 4696958 |  | 1784722395
 4713084 2113521 4681582 4009839 4398869 4791520 4707197 5044796 |  | 1784722397
 2104209 5161341 4671472 1739833 2267092 4777435 4884371 4711561 |  | 1784722399
 4795432 4577605 4943908 4715349 4744531 4286480 3833465 2058705 |  | 1784722401
 5037288 5151188 3222743 4700000 4193063 4697448 4320991 4786670 |  | 1784722403
 5200000 1984715 800000 2626366 800000 3186326 3122283 2947004 |  | 1784722405
 2505914 4610618 4697413 1926828 4641915 4975048 5019895 5200000 |  | 1784722407
 4840449 4688022 4690383 5038132 2168761 5191937 5038008 4820032 |  | 1784722409
 5187746 5111298 5142696 4631093 4697885 4683391 4685854 4467295 |  | 1784722411
 5100000 2080928 4704609 4515610 4733452 4912428 4635690 4722399 |  | 1784722413
 4340664 4259729 4659428 4691851 4691908 3221276 5195794 3266223 |  | 1784722415
 4911498 5180986 2409230 5197391 4725056 5074503 4773166 4793032 |  | 1784722417
 4904493 5044539 1483333 4885562 1518747 4767322 5073796 3929612 |  | 1784722419
 5189545 5124552 4963836 5200000 5081796 5060761 3431398 3698261 |  | 1784722421
 5189692 3329332 5200000 3657438 3472646 4766326 4971004 4388582 |  | 1784722423
 4700000 3464555 4871286 1863942 4876031 4579874 4806541 3503235 |  | 1784722425
 5100000 4039516 4697399 4700000 4851636 4719701 2462254 4750327 |  | 1784722427
 5199073 2715551 1559710 3194328 4700000 4700000 4348445 1650937 |  | 1784722429
 5028913 4939034 2029902 1764322 4699517 4873881 4699194 1900000 |  | 1784722431
