 3497493 4735754 2853309 4595146 2215916 2293758 1400080 1630735 |  | 1784721694
 1333484 3559151 4316186 4630580 3897406 5200000 1366643 2283569 |  | 1784721696
 1690851 2426339 4860608 1400000 3483768 5200000 4783282 3983291 |  | 1784721698
 4940750 1573072 3935419 2692999 1336024 5203788 2427441 4972592 |  | 1784721700
 4986065 1400000 2303120 3956847 1867117 5095450 2705890 4083559 |  | 1784721702
 5141285 5054534 1393793 5031738 2230223 5129302 1776357 5008135 |  | 1784721704
 4317827 1599567 3855741 4658147 4179012 4876106 4600000 4752528 |  | 1784721706
 5123092 1603001 4080202 2953712 4588599 5188122 1233333 1700266 |  | 1784721708
 2982071 1441840 800000 2406115 1611423 5119004 1697826 1773194 |  | 1784721710
 2087875 4797649 1333332 1694148 1630326 4847756 5069311 3144291 |  | 1784721712
 2119062 4932134 4796184 1523364 2054267 4415237 4696797 1989529 |  | 1784721715
 4979927 3751619 5113116 2517728 1494334 5195866 2225610 3403775 |  | 1784721717
 1599796 4967325 4631578 2994538 1882283 4963112 4796415 1874227 |  | 1784721719
 4814148 5200000 1697138 1587139 3771204 5105552 3524715 1700000 |  | 1784721721
 4833722 1757181 3290843 3527052 4338122 5142785 2048758 2033141 |  | 1784721723
 2841699 1565582 4303260 4635677 1700000 4813527 3124818 4768289 |  | 1784721725
 5197474 5196643 1999878 5051961 5200000 5200000 1453042 2204483 |  | 1784721727
 2054195 4084013 3534774 1333658 2614700 5196653 2485043 5109839 |  | 1784721729
 1700000 5076397 5040597 4914248 4815805 4737347 3732821 1702936 |  | 1784721731
 5183387 4952061 2131940 3803395 3593760 5060425 2536484 5150590 |  | 1784721733
 1685952 1680087 1301554 4620764 4699721 4704418 1800000 1804881 |  | 1784721735
 2890913 1501031 4934491 4882341 2294023 5085217 3138285 1466682 |  | 1784721737
 1700886 1995806 2395798 1700509 2134506 5074480 1663664 3523575 |  | 1784721739
 4319623 3372911 3208398 4747906 4406954 2384566 4700000 4740016 |  | 1784721741
 4654439 1333373 4810051 1600000 3834155 5191763 2574657 800000 |  | 1784721743
 5044678 4799647 2256299 1314042 3758196 4873116 2076813 5081934 |  | 1784721745
 5033005 3919078 2728103 1361283 1416690 2487325 5176338 5187117 |  | 1784721747
 2395795 1700487 1799100 5135838 2528691 4949296 4817858 4603709 |  | 1784721749
 5138436 2592619 4991025 4795789 1372608 4861010 3080766 1580180 |  | 1784721751
 2212279 2112972 1395426 2966139 1570602 4527649 1700268 1787959 |  | 1784721753
 5175053 2643857 1700000 5033766 1333427 4986505 2263200 4793457 |  | 1784721755
 4308351 1540399 1746903 4992362 4845886 5157388 800000 2919862 |  | 1784721757
 2160454 1629553 1390320 3961313 4007387 5086542 1361484 5199510 |  | 1784721759
 5200000 1700000 4665875 1754779 2398051 5200000 2266163 1757618 |  | 1784721761
 2816260 2492697 1383408 1602794 4164299 4704594 4558069 5072276 |  | 1784721763
 5101143 5062059 4676759 1731472 4256737 4977830 1657851 4919634 |  | 1784721765
 4871887 1700000 1701410 2237453 3094952 3347184 4397465 5184013 |  | 1784721767
 2421900 1697492 1384324 3565720 3383228 5118748 1316700 4927560 |  | 1784721769
 5113253 4892081 2000000 4818043 1700000 5153525 5170724 4083289 |  | 1784721771
 2787125 3451660 5164487 4510554 5029314 5198005 2363560 4405306 |  | 1784721773
 5172707 1799284 2636166 2109267 4454417 5153759 1972003 5081055 |  | 1784721775
 3605724 1470601 1805793 4847523 5011739 5200000 1482674 3718696 |  | 1784721777
 5192532 3395406 4669769 1352047 1549094 1567634 2703398 4895807 |  | 1784721779
 1507474 4564999 1400068 1699575 800000 5195164 4808410 4007666 |  | 1784721781
 3160403 1644357 3019895 5088500 4602732 2036716 3504125 5196850 |  | 1784721783
 1876122 1883191 1483333 5205754 1686180 3210827 2438253 5330485 |  | 1784721785
 3308433 2090392 2686816 3969315 800000 2736337 1550302 5196154 |  | 1784721787
 4845801 1817764 1483432 4733585 5200000 5141099 1471563 4467535 |  | 1784721789
 3173837 1483487 1767596 1800000 800000 2315278 800000 5307185 |  | 1784721791
 4421378 2573941 4386713 5182382 3342581 4861043 5051179 5195393 |  | 1784721793
 1658363 4558875 3764027 2164207 5159630 5144822 3207311 800000 |  | 1784721795
 5107488 3203650 5050858 4460345 1534411 3040346 2230792 4948920 |  | 1784721797
 1759924 4380727 4732341 4911289 3406079 5125455 4692126 4316438 |  | 1784721799
 4679476 4565360 4464492 4597379 4662087 4700000 4688787 4676555 |  | 1784721801
 4950520 4698130 4787223 4737400 4700000 4468372 4692457 4985259 |  | 1784721803
 4877914 4381181 3110684 4841810 1748344 4899141 4848120 4718135 |  | 1784721805
 5045162 1822785 4778018 4717635 4335036 5000000 4968196 4700000 |  | 1784721807
 4776441 4871856 4579561 5086379 4981437 4673174 4951380 5025013 |  | 1784721809
 4848441 4679808 5081267 4740685 4468697 4549515 4768652 4484842 |  | 1784721811
 4323501 4365400 4958152 4996233 4778453 4818115 4702077 4731184 |  | 1784721814
 5193787 4974003 5034883 5023010 5163030 5072000 5185406 5132096 |  | 1784721816
 5180948 4925256 3687288 4995918 2000556 1466670 4751952 1466997 |  | 1784721818
 5174803 4977494 4759692 4850656 3559319 1400881 3194482 5198984 |  | 1784721820
 5153143 4610434 5055653 5166746 1698049 5166536 2560445 4559090 |  | 1784721822
 5163143 3108307 4664500 4720812 2128931 5092835 3939690 3811526 |  | 1784721824
 1872509 5083418 5181761 1846709 4700698 2645127 2183906 4600000 |  | 1784721826
 4773955 5058385 4998778 3711052 5030600 2139876 2405950 2448927 |  | 1784721828
 5084392 4999750 1900000 2680737 2693504 4533727 1893677 3405784 |  | 1784721830
 5195165 2463435 4599216 5194062 3495845 3681124 2807372 4568945 |  | 1784721832
 5191855 1902810 4467753 1808087 4519726 4238459 1588122 4674383 |  | 1784721834
 4701860 5081330 5198615 1900000 1893719 1483754 2286371 5062667 |  | 1784721836
 5200000 5200000 4100103 4687099 4534543 4782629 4215646 4918589 |  | 1784721838
 5203063 4551245 3906803 4296704 5166308 5199698 1880647 3728636 |  | 1784721840
 5167601 1900000 3660912 5193422 4975938 4784895 4735511 3572265 |  | 1784721842
 5088922 1900000 2335916 5000489 5118908 4658156 1861722 3231238 |  | 1784721844
 4251067 4862110 2962592 3186358 4697253 4715270 5073557 5082786 |  | 1784721846
 4702915 3792889 3901832 4723618 4585735 4382739 4377655 1507617 |  | 1784721848
 5090659 4657899 4292647 3041395 1629176 3618774 4866887 5197864 |  | 1784721850
 5006613 4363643 5212864 4247205 1579944 4049734 2087042 4535986 |  | 1784721852
 2946032 2325880 2681117 4801188 4992698 1734083 4785935 2433436 |  | 1784721854
 1701315 1968459 4575991 5159055 2136470 2822506 4420907 3962413 |  | 1784721856
 5045302 3681324 1895562 3824198 5159833 3673624 3187701 4826088 |  | 1784721858
 4939229 4722214 4404785 4284538 1500000 4972504 3607567 4893625 |  | 1784721860
 5106315 4843245 4310767 4693965 3016810 4710790 3183509 4711433 |  | 1784721862
 4857003 3747831 2711504 5193572 4982906 4408071 1864962 2486088 |  | 1784721864
 4865142 4315643 4850978 1737274 1648838 2690528 5144316 5107308 |  | 1784721866
 5136682 4655504 4194381 4106843 1661916 5158755 3653786 2818354 |  | 1784721868
 5005964 5162248 3648787 4778113 1966744 4862720 2744352 4625992 |  | 1784721870
 5180314 5184649 3944378 5158875 3059572 3713818 1725531 3721912 |  | 1784721872
 4859288 5180082 5030136 1900000 2460842 1901126 5176726 4712917 |  | 1784721874
 1700239 4925805 4997056 2366366 4956934 5154366 1689304 2698729 |  | 1784721876
 4234480 1697321 4772227 1944927 4632316 4700000 3457040 5013305 |  | 1784721878
 3651812 4852506 4367567 4714750 4957112 4788853 4998540 5200000 |  | 1784721880
 1844691 2420532 4635519 4882152 2843638 1900000 5043933 4954587 |  | 1784721882
 4699892 4912519 3319841 4586417 5118918 4120415 4736599 1647347 |  | 1784721884
 4699602 4459505 4923253 5152976 4402225 2596477 3487631 4902618 |  | 1784721886
 4322265 4701543 4940163 5020523 1684866 4972514 4957268 4577260 |  | 1784721888
 5139241 4352169 5169204 1588877 4677430 4646944 4685129 5200000 |  | 1784721890
 4836259 2907260 4290701 1923901 3546391 3372497 2650645 3914877 |  | 1784721892
 1588357 5187111 2078305 800000 4697777 2007191 4702747 4700000 |  | 1784721894
 4989783 2500145 4366043 1674719 4654039 3022568 5159764 4837910 |  | 1784721896
 5123414 4025558 4556093 1760335 1716240 4699914 4517009 4697223 |  | 1784721898
 4908455 2974691 2492592 5010265 5071126 5069251 4843540 2721196 |  | 1784721900
 5100974 4148723 5011043 4568964 1659741 5013660 4658605 4208666 |  | 1784721902
