ts,gpu0_mib,gpu1_mib,gpu2_mib,gpu3_mib
2026-08-31T18:14:21Z,7126,6934,6934,6518
2026-08-31T18:14:26Z,40024,39320,38614,6582
2026-08-31T18:14:31Z,40026,39322,39258,38874
2026-08-31T18:14:36Z,42170,40986,39258,38874
2026-08-31T18:14:41Z,42170,41594,39258,38874
2026-08-31T18:14:46Z,42170,41594,41530,38874
2026-08-31T18:14:51Z,42330,41594,41530,41402
2026-08-31T18:14:56Z,42330,41754,41530,41402
2026-08-31T18:15:01Z,42330,41754,41530,41402
2026-08-31T18:15:06Z,42330,41754,41818,41402
2026-08-31T18:15:12Z,42330,41754,41818,41626
2026-08-31T18:15:17Z,42330,41754,41818,41626
2026-08-31T18:15:22Z,42330,41754,41818,41626
2026-08-31T18:15:27Z,42330,41754,41818,41626
2026-08-31T18:15:32Z,42330,41754,41818,41658
2026-08-31T18:15:37Z,42330,41754,41818,41658
2026-08-31T18:15:42Z,42330,41754,41818,41658
2026-08-31T18:15:47Z,42330,41754,41818,41658
2026-08-31T18:15:52Z,42330,41754,41818,41658
2026-08-31T18:15:57Z,42330,41754,41818,41658
2026-08-31T18:16:02Z,42330,41786,41818,41658
2026-08-31T18:16:07Z,42330,41786,41818,41658
2026-08-31T18:16:12Z,42330,41786,41818,41658
2026-08-31T18:16:17Z,42330,41882,41818,41658
2026-08-31T18:16:22Z,42330,41882,41818,41658
2026-08-31T18:16:27Z,42330,41882,41818,41658
2026-08-31T18:16:32Z,42458,41882,41818,41658
2026-08-31T18:16:37Z,42458,41882,41818,41658
2026-08-31T18:16:42Z,42458,41882,41818,41658
2026-08-31T18:16:48Z,42458,41882,41818,41658
2026-08-31T18:16:53Z,42458,41882,41818,41658
2026-08-31T18:16:58Z,42458,41882,41818,41658
2026-08-31T18:17:03Z,42458,41882,41818,41658
2026-08-31T18:17:08Z,42458,41882,41818,41658
2026-08-31T18:17:13Z,42458,41882,41818,41658
2026-08-31T18:17:18Z,48378,47194,45370,61018
2026-08-31T18:17:23Z,48378,48026,45370,61018
2026-08-31T18:17:28Z,48378,48026,48026,61018
2026-08-31T18:17:33Z,48442,48026,48026,63738
2026-08-31T18:17:38Z,48506,48026,48026,63738
2026-08-31T18:17:43Z,48506,48026,48026,63738
2026-08-31T18:17:48Z,48506,48026,48186,63738
