2026-08-08T17:38:58Z,0, 0 MiB, 34, 2400 MHz, 97.10 W;1, 0 MiB, 34, 2317 MHz, 95.45 W
2026-08-08T17:39:08Z,0, 0 MiB, 34, 352 MHz, 49.06 W;1, 0 MiB, 32, 180 MHz, 46.92 W
2026-08-08T17:39:17Z,0, 0 MiB, 34, 427 MHz, 50.03 W;1, 0 MiB, 30, 180 MHz, 31.95 W
2026-08-08T17:39:26Z,0, 0 MiB, 34, 322 MHz, 49.55 W;1, 0 MiB, 29, 180 MHz, 29.93 W
2026-08-08T17:39:35Z,0, 0 MiB, 35, 322 MHz, 49.55 W;1, 0 MiB, 29, 180 MHz, 30.37 W
2026-08-08T17:39:44Z,0, 0 MiB, 35, 450 MHz, 49.55 W;1, 0 MiB, 28, 180 MHz, 30.96 W
2026-08-08T17:39:53Z,0, 0 MiB, 35, 367 MHz, 50.52 W;1, 0 MiB, 28, 180 MHz, 30.49 W
2026-08-08T17:40:02Z,0, 0 MiB, 35, 315 MHz, 50.03 W;1, 0 MiB, 28, 180 MHz, 29.70 W
2026-08-08T17:40:11Z,0, 0 MiB, 35, 315 MHz, 50.07 W;1, 0 MiB, 27, 180 MHz, 30.51 W
2026-08-08T17:40:20Z,0, 0 MiB, 35, 367 MHz, 50.07 W;1, 0 MiB, 27, 180 MHz, 29.73 W
2026-08-08T17:40:30Z,0, 0 MiB, 35, 397 MHz, 50.33 W;1, 0 MiB, 27, 180 MHz, 30.65 W
2026-08-08T17:40:39Z,0, 0 MiB, 35, 330 MHz, 49.59 W;1, 0 MiB, 27, 180 MHz, 31.24 W
2026-08-08T17:40:48Z,0, 0 MiB, 35, 352 MHz, 49.58 W;1, 0 MiB, 27, 180 MHz, 30.46 W
2026-08-08T17:40:57Z,0, 0 MiB, 35, 367 MHz, 50.07 W;1, 0 MiB, 27, 180 MHz, 29.42 W
2026-08-08T17:41:07Z,0, 0 MiB, 35, 382 MHz, 32.07 W;1, 0 MiB, 27, 180 MHz, 30.45 W
2026-08-08T17:41:16Z,0, 0 MiB, 35, 330 MHz, 49.09 W;1, 0 MiB, 27, 180 MHz, 30.98 W
