  run  1 order 1 idle     tokens=160 p50=12.0 max=13.7 stall=1.6 demote=[299.1] promote=[] intruder=None
  run  2 order 1 promote  tokens=160 p50=12.0 max=91.0 stall=79.0 demote=[274.6] promote=[29.8] intruder=135.297482018359
  run  3 order 1 idle     tokens=160 p50=12.1 max=13.5 stall=1.5 demote=[] promote=[] intruder=None
  run  4 order 1 promote  tokens=160 p50=12.0 max=90.3 stall=78.2 demote=[273.9] promote=[29.9] intruder=134.69395297579467
  run  5 order 1 idle     tokens=160 p50=12.0 max=13.5 stall=1.5 demote=[] promote=[] intruder=None
  run  6 order 1 promote  tokens=160 p50=12.1 max=89.0 stall=76.9 demote=[195.9] promote=[28.4] intruder=133.4263519383967
  run  7 order 1 idle     tokens=160 p50=12.1 max=13.5 stall=1.5 demote=[] promote=[] intruder=None
  run  8 order 1 promote  tokens=160 p50=12.1 max=88.5 stall=76.4 demote=[208.1] promote=[28.4] intruder=132.99581001047045
  run  9 order 1 idle     tokens=160 p50=12.1 max=13.6 stall=1.5 demote=[] promote=[] intruder=None
  run 10 order 1 promote  tokens=160 p50=12.1 max=89.0 stall=76.9 demote=[208.8] promote=[28.4] intruder=133.39990202803165
  run 11 order 2 promote  tokens=160 p50=12.1 max=88.5 stall=76.4 demote=[208.2] promote=[28.5] intruder=133.06751800701022
  run 12 order 2 idle     tokens=160 p50=12.1 max=13.5 stall=1.4 demote=[] promote=[] intruder=None
  run 13 order 2 promote  tokens=160 p50=12.1 max=89.0 stall=76.8 demote=[208.8] promote=[28.4] intruder=133.47938109654933
  run 14 order 2 idle     tokens=160 p50=12.1 max=13.6 stall=1.5 demote=[] promote=[] intruder=None
  run 15 order 2 promote  tokens=160 p50=12.1 max=88.5 stall=76.4 demote=[208.3] promote=[28.4] intruder=133.05708195548505
  run 16 order 2 idle     tokens=160 p50=12.1 max=13.5 stall=1.4 demote=[] promote=[] intruder=None
  run 17 order 2 promote  tokens=160 p50=12.1 max=88.9 stall=76.8 demote=[208.9] promote=[28.5] intruder=133.50977597292513
  run 18 order 2 idle     tokens=160 p50=12.1 max=13.6 stall=1.4 demote=[] promote=[] intruder=None
  run 19 order 2 promote  tokens=160 p50=12.1 max=88.5 stall=76.4 demote=[208.2] promote=[28.5] intruder=133.16683494485915
  run 20 order 2 idle     tokens=160 p50=12.1 max=13.5 stall=1.4 demote=[] promote=[] intruder=None
STALL rule cell=stall-promote-on arm=promote n_per_order=5 pooled=10 idle_runs=10 idle_p50=12.1 idle_p95=13.4 idle_p99=13.5 idle_max=13.7 arm_runs=10 arm_p50=12.1 arm_p95=13.5 arm_p99=16.5 arm_max=91.0 stall_median=76.8 stall_min=76.4 stall_max=79.0 server_demote_ms=[274.6, 273.9, 195.9, 208.1, 208.8, 208.2, 208.8, 208.3, 208.9, 208.2] server_promote_ms=[29.8, 29.9, 28.4, 28.4, 28.4, 28.5, 28.4, 28.4, 28.5, 28.5] intruder_prompt_tokens=[89, 86, 89, 86, 89, 86, 89, 86, 89, 86] tenant_text_identical=True errors=0
