Time (%),Total Time (ns),Num Calls,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
51.3,1356554310,250640,5412.4,2520.0,2210,5297903,57599.2,cudaLaunchKernel
24.9,659437213,98964,6663.4,3070.0,2680,5312124,90076.0,cuMemcpyDtoDAsync_v2
22.3,589607587,192,3070872.8,10170.0,6490,9619370,4341732.5,cuMemcpyDtoHAsync_v2
0.8,20323643,11264,1804.3,1770.0,1560,13950,515.8,cuMemcpyHtoDAsync_v2
0.7,18291522,250640,73.0,70.0,59,8480,95.0,cuKernelGetName
0.1,1434977,706,2032.5,2160.0,1070,10200,785.6,cuStreamSynchronize
0.0,234960,64,3671.3,3435.0,3020,11150,1105.9,cuMemcpyPeerAsync
0.0,163169,64,2549.5,2219.5,1830,10250,1428.2,cuStreamWaitEvent
0.0,118210,1410,83.8,80.0,60,530,42.4,cuCtxSetCurrent
0.0,71420,64,1115.9,990.0,640,7450,824.0,cuEventRecord
0.0,5830,1,5830.0,5830.0,5830,5830,0.0,cuCtxSynchronize
0.0,3470,1,3470.0,3470.0,3470,3470,0.0,cuProfilerStart
0.0,330,1,330.0,330.0,330,330,0.0,cuProfilerStop
