#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260812    11:54:46       0     29     27      -      0      0      0      0      0      0    405    180      0      0      0      1     13 
 20260812    11:54:48       0     71     28      -      6      0      0      0      0      0  12481   2415   1683   1682      0   1887    232 
 20260812    11:54:49       0     89     29      -      7      0      0      0      0      0  12481   2407   4403   4402      0   2640    230 
 20260812    11:54:50       0     88     29      -      6      0      0      0      0      0  12481   2407   7219   7218      0   2640    231 
 20260812    11:54:51       0     89     29      -      5      0      0      0      0      0  12481   2407  10035  10034      0   3440    230 
 20260812    11:54:52       0     89     29      -      6      0      0      0      0      0  12481   2415  12851  12850      0   2642    301 
 20260812    11:54:53       0     88     29      -      0      0      0      0      0      0  12481   2407  14739  14738      0      0      0 
 20260812    11:54:54       0     95     29      -     16      1      0      0      0      0  12481   2407  19507  19506      0      8      2 
 20260812    11:54:55       0    510     44      -    100     38      0      0      0      0  12481   2422  19507  19506      0      5      2 
 20260812    11:54:56       0    407     40      -    100     86      0      0      0      0  12481   2392  19507  19506      0    141     74 
 20260812    11:54:57       0    468     46      -    100     36      0      0      0      0  12481   2422  19507  19506      0      4      3 
 20260812    11:54:58       0    410     42      -    100     86      0      0      0      0  12481   2400  19507  19506      0    143     32 
 20260812    11:54:59       0    462     47      -    100     38      0      0      0      0  12481   2422  19731  19730      0      4      2 
 20260812    11:55:00       0    418     43      -    100     86      0      0      0      0  12481   2400  19731  19730      0    145     32 
 20260812    11:55:01       0    455     48      -    100     39      0      0      0      0  12481   2422  20019  20018      0      5      3 
 20260812    11:55:02       0    420     45      -    100     86      0      0      0      0  12481   2400  20019  20018      0    142     32 
 20260812    11:55:03       0    448     49      -    100     35      0      0      0      0  12481   2422  20307  20306      0      4      3 
 20260812    11:55:04       0    412     44      -    100     87      0      0      0      0  12481   2422  20307  20306      0    147     32 
 20260812    11:55:05       0    427     49      -    100     37      0      0      0      0  12481   2422  20595  20594      0      4      2 
 20260812    11:55:06       0    420     45      -    100     87      0      0      0      0  12481   2422  20595  20594      0    143     32 
 20260812    11:55:07       0    415     50      -    100     37      0      0      0      0  12481   2422  20883  20882      0      4      4 
 20260812    11:55:08       0    434     46      -    100     87      0      0      0      0  12481   2415  20883  20882      0    144     33 
 20260812    11:55:10       0    397     51      -    100     37      0      0      0      0  12481   2422  21171  21170      0      4      3 
 20260812    11:55:11       0    440     47      -     99     49      0      0      0      0  12481   2415  21171  21170      0    145     32 
 20260812    11:55:12       0    340     47      -     99     68      0      0      0      0  12481   2400  22995  22994      0    114     26 
 20260812    11:55:13       0    355     47      -     99     68      0      0      0      0  12481   2370  22995  22994      0     15      4 
 20260812    11:55:14       0    451     53      -    100     33      0      0      0      0  12481   2415  23347  23346      0     14      5 
 20260812    11:55:15       0    445     52      -    100     28      0      0      0      0  12481   2407  23635  23634      0     14      4 
 20260812    11:55:16       0    425     49      -     99     46      0      0      0      0  12481   2407  23635  23634      0    115     24 
 20260812    11:55:17       0    357     49      -     99     68      0      0      0      0  12481   2370  23635  23634      0    115     25 
 20260812    11:55:18       0    354     48      -     99     73      0      0      0      0  12481   2400  23635  23634      0    146     32 
 20260812    11:55:19       0    340     47      -     98     86      0      0      0      0  12481   2422  23635  23634      0    145     32 
 20260812    11:55:20       0    339     47      -    100     87      0      0      0      0  12481   2422  23635  23634      0    144     33 
 20260812    11:55:21       0    339     47      -    100     87      0      0      0      0  12481   2422  23635  23634      0    144     32 
 20260812    11:55:22       0    339     47      -    100     87      0      0      0      0  12481   2422  23635  23634      0    144     32 
 20260812    11:55:23       0    339     47      -    100     87      0      0      0      0  12481   2422  23635  23634      0    145     32 
 20260812    11:55:24       0    339     47      -    100     87      0      0      0      0  12481   2422  23635  23634      0    128     74 
 20260812    11:55:25       0    438     54      -    100     32      0      0      0      0  12481   2407  25811  25810      0     16      4 
 20260812    11:55:26       0    397     50      -     99     60      0      0      0      0  12481   2377  25811  25810      0     86     16 
 20260812    11:55:27       0    359     50      -     99     60      0      0      0      0  12481   2377  25811  25810      0     83     17 
 20260812    11:55:28       0    417     55      -    100     33      0      0      0      0  12481   2415  25811  25810      0     15      4 
 20260812    11:55:29       0    437     51      -    100     28      0      0      0      0  12481   2407  25811  25810      0    114     27 
 20260812    11:55:31       0    357     50      -     99     68      0      0      0      0  12481   2370  25811  25810      0    113     24 
 20260812    11:55:32       0    325     49      -    100     87      0      0      0      0  12481   2422  25811  25810      0    144     35 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB   MB/s   MB/s 
 20260812    11:55:33       0    341     49      -    100     87      0      0      0      0  12481   2422  25811  25810      0    143     32 
 20260812    11:55:34       0    341     49      -    100     87      0      0      0      0  12481   2422  25811  25810      0    143     35 
 20260812    11:55:35       0    340     49      -     98     86      0      0      0      0  12481   2422  25811  25810      0    144     32 
 20260812    11:55:36       0    341     49      -    100     87      0      0      0      0  12481   2422  25811  25810      0    143     34 
 20260812    11:55:37       0    341     49      -    100     87      0      0      0      0  12481   2422  25811  25810      0    143     33 
 20260812    11:55:38       0    433     56      -     98     36      0      0      0      0  12481   2415  28019  28018      0     19      6 
 20260812    11:55:39       0    457     56      -    100     42      0      0      0      0  12481   2415  28051  28050      0     15      4 
 20260812    11:55:40       0    442     55      -    100     28      0      0      0      0  12481   2415  28211  28210      0     78     14 
 20260812    11:55:41       0    362     52      -     99     55      0      0      0      0  12481   2392  28339  28338      0     78     13 
 20260812    11:55:42       0    362     52      -     99     55      0      0      0      0  12481   2392  28339  28338      0     78     13 
 20260812    11:55:43       0    358     51      -    100     73      0      0      0      0  12481   2400  28339  28338      0    144     32 
 20260812    11:55:44       0    331     50      -    100     87      0      0      0      0  12481   2422  28339  28338      0    148     33 
 20260812    11:55:45       0    342     50      -    100     87      0      0      0      0  12481   2422  28339  28338      0    145     33 
 20260812    11:55:46       0    342     50      -    100     87      0      0      0      0  12481   2422  28339  28338      0    147     32 
 20260812    11:55:47       0    342     50      -    100     87      0      0      0      0  12481   2422  28339  28338      0    141     32 
 20260812    11:55:48       0    341     50      -     99     86      0      0      0      0  12481   2422  28339  28338      0    143     32 
 20260812    11:55:49       0    342     50      -    100     87      0      0      0      0  12481   2422  28339  28338      0    147     32 
 20260812    11:55:50       0    402     56      -    100     35      0      0      0      0  12481   2415  30419  30418      0     18      4 
 20260812    11:55:51       0    461     56      -    100     33      0      0      0      0  12481   2415  30451  30450      0     14      3 
 20260812    11:55:53       0    447     56      -    100     31      0      0      0      0  12481   2415  30451  30450      0     13      4 
 20260812    11:55:54       0    394     53      -     99     61      0      0      0      0  12481   2392  30451  30450      0     55     28 
 20260812    11:55:55       0    363     52      -     99     58      0      0      0      0  12481   2392  30451  30450      0     55     28 
 20260812    11:55:56       0    362     52      -    100     60      0      0      0      0  12481   2392  30451  30450      0     55     31 
 20260812    11:55:57       0    330     50      -    100     87      0      0      0      0  12481   2422  30451  30450      0    144     32 
 20260812    11:55:58       0    343     50      -    100     87      0      0      0      0  12481   2422  30451  30450      0    144     34 
 20260812    11:55:59       0    343     50      -    100     87      0      0      0      0  12481   2422  30451  30450      0    155     33 
 20260812    11:56:00       0    343     50      -     99     86      0      0      0      0  12481   2422  30451  30450      0    144     36 
 20260812    11:56:01       0    343     50      -    100     87      0      0      0      0  12481   2422  30451  30450      0    143     32 
 20260812    11:56:02       0    343     50      -    100     87      0      0      0      0  12481   2422  30451  30450      0    141     34 
 20260812    11:56:03       0    367     56      -    100     33      0      0      0      0  12481   2422  32179  32178      0     20      3 
 20260812    11:56:04       0    460     55      -    100     33      0      0      0      0  12481   2415  32211  32210      0     15      3 
 20260812    11:56:05       0    458     57      -    100     32      0      0      0      0  12481   2415  32211  32210      0     13      3 
 20260812    11:56:06       0    414     54      -     99     60      0      0      0      0  12481   2392  32211  32210      0    111     14 
 20260812    11:56:07       0    365     53      -     99     61      0      0      0      0  12481   2392  32211  32210      0     53     25 
 20260812    11:56:08       0    365     53      -     99     61      0      0      0      0  12481   2385  32211  32210      0     97     13 
 20260812    11:56:09       0    362     53      -     99     59      0      0      0      0  12481   2385  32211  32210      0     73     23 
 20260812    11:56:10       0    428     56      -    100     35      0      0      0      0  12481   2415  32211  32210      0     14      4 
 20260812    11:56:11       0    435     54      -     99     69      0      0      0      0  12481   2415  32211  32210      0    125     27 
 20260812    11:56:12       0    344     52      -     99     69      0      0      0      0  12481   2385  32211  32210      0    143     32 
