epoch_ms,mem_used_mib,cuda_driver_free_bytes,cuda_pool_used_bytes,cuda_pool_reserved_bytes,admission_booked_bytes,active_sessions,prefix_cache_bytes
1790273015470,8377,0,0,0,0,0,0
1790273015720,8377,0,0,0,0,0,0
1790273015970,8377,0,0,0,0,0,0
1790273016220,8377,0,0,0,0,0,0
1790273016470,8441,0,0,0,0,0,0
1790273016720,8697,16029908992,8541290852,8791261184,0,0,0
1790273016970,8697,16029908992,8541290852,8791261184,0,0,0
1790273017220,8697,16029908992,8541290852,8791261184,0,0,0
1790273017470,8697,16029908992,8541290852,8791261184,0,0,0
1790273017720,8697,16029908992,8541290852,8791261184,0,0,0
1790273017970,8697,16029908992,8541290852,8791261184,0,0,0
1790273018220,8697,16029908992,8541290852,8791261184,0,0,0
1790273018470,8697,16029908992,8541290852,8791261184,0,0,0
1790273018720,9065,16029908992,8541290852,8791261184,0,0,0
1790273018970,9065,16029908992,8541290852,8791261184,0,0,0
1790273019220,9065,16029908992,8541290852,8791261184,0,0,0
1790273019470,9065,16029908992,8541290852,8791261184,0,0,0
1790273019720,9065,16029908992,8541290852,8791261184,0,0,0
1790273019970,9065,16029908992,8541290852,8791261184,0,0,0
1790273020220,9065,16029908992,8541290852,8791261184,0,0,0
1790273020470,9065,16029908992,8541290852,8791261184,0,0,0
1790273020720,9065,16029908992,8541290852,8791261184,0,0,0
1790273020970,9065,16029908992,8541290852,8791261184,0,0,0
1790273021220,9085,16029908992,8541290852,8791261184,0,0,0
1790273021470,9085,16029908992,8541290852,8791261184,0,0,0
1790273021720,9085,16029908992,8541290852,8791261184,0,0,0
1790273021970,9085,16029908992,8541290852,8791261184,0,0,0
1790273022220,9085,16029908992,8541290852,8791261184,0,0,0
1790273022470,9085,16029908992,8541290852,8791261184,0,0,0
1790273022720,9085,16029908992,8541290852,8791261184,0,0,0
1790273022970,9085,16029908992,8541290852,8791261184,0,0,0
1790273023220,9085,16029908992,8541290852,8791261184,0,0,0
1790273023470,9085,16029908992,8541290852,8791261184,0,0,0
1790273023720,9085,16029908992,8541290852,8791261184,0,0,0
1790273023970,9085,16029908992,8541290852,8791261184,0,0,0
1790273024220,9085,16029908992,8541290852,8791261184,0,0,0
1790273024470,9085,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273024720,9085,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273024970,9085,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273025220,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273025470,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273025720,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273025970,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273026220,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273026470,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273026720,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273026970,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273027220,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273027470,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273027720,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273027970,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273028220,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273028470,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273028720,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273028970,9105,15623061504,8793513400,9093251072,1761635912,1,76226560
1790273029220,9105,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273029470,9105,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273029720,9105,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273029970,9105,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273030220,9105,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273030470,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273030720,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273030970,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273031220,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273031470,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273031720,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273031970,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273032220,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273032470,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273032720,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273032970,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273033220,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273033470,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273033720,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273033970,9125,15602089984,8793513400,9093251072,1761635912,1,76226560
1790273034220,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273034470,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273034720,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273034970,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273035220,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273035470,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273035720,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273035970,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273036220,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273036470,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273036720,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273036970,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273037220,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273037470,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273037720,9125,15581118464,8793513400,9093251072,1761635912,1,76226560
1790273037970,9125,15581118464,8793513400,9093251072,0,0,76226560
1790273038220,9421,15581118464,8793513400,9093251072,0,0,76226560
1790273038470,9421,15581118464,8793513400,9093251072,0,0,76226560
1790273038720,9421,15581118464,8793513400,9093251072,0,0,76226560
1790273038970,9421,15581118464,8793513400,9093251072,0,0,76226560
1790273039220,9421,15581118464,8793513400,9093251072,0,0,76226560
1790273039470,9421,15581118464,8793513400,9093251072,0,0,76226560
1790273039720,9421,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273039970,9421,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273040220,9421,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273040470,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273040720,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273040970,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273041220,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273041470,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273041720,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273041970,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273042220,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273042470,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273042720,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273042970,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273043220,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273043470,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273043720,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273043970,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273044220,9441,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273044470,9461,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273044720,9461,15270739968,9028563468,9361686528,1761635912,1,152453120
1790273044970,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273045220,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273045470,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273045720,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273045970,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273046220,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273046470,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273046720,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273046970,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273047220,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273047470,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273047720,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273047970,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273048220,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273048470,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273048720,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273048970,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273049220,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273049470,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273049720,9461,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273049970,9481,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273050220,9481,15228796928,9028563468,9361686528,1761635912,1,152453120
1790273050470,9481,15207825408,9028563468,9361686528,1761635912,1,152453120
1790273050720,9481,15207825408,9028563468,9361686528,1761635912,1,152453120
1790273050970,9481,15207825408,9028563468,9361686528,1761635912,1,152453120
1790273051220,9481,15207825408,9028563468,9361686528,1761635912,1,152453120
1790273051470,9481,15207825408,9028563468,9361686528,1761635912,1,152453120
1790273051720,9481,15207825408,9028563468,9361686528,1761635912,1,152453120
1790273051970,9481,15207825408,9028563468,9361686528,1761635912,1,152453120
1790273052220,9481,15207825408,9028563468,9361686528,1761635912,1,152453120
