2026-08-10T09:31:25Z,0, 0 MiB, 26, 180 MHz, 30.10 W;1, 0 MiB, 27, 180 MHz, 29.42 W
2026-08-10T09:32:07Z,0, 46385 MiB, 36, 2355 MHz, 198.46 W;1, 56467 MiB, 38, 2287 MHz, 210.58 W
2026-08-10T09:33:06Z,0, 46417 MiB, 38, 2362 MHz, 211.30 W;1, 56531 MiB, 41, 2295 MHz, 231.56 W
2026-08-10T09:34:04Z,0, 46417 MiB, 39, 2355 MHz, 207.98 W;1, 56531 MiB, 40, 2295 MHz, 233.77 W
2026-08-10T09:34:54Z,0, 46385 MiB, 37, 2355 MHz, 199.88 W;1, 56467 MiB, 39, 2287 MHz, 213.56 W
2026-08-10T09:35:44Z,0, 46385 MiB, 38, 2355 MHz, 203.08 W;1, 56467 MiB, 37, 2287 MHz, 212.51 W
2026-08-10T09:36:41Z,0, 46417 MiB, 39, 2355 MHz, 205.74 W;1, 56531 MiB, 41, 2295 MHz, 232.58 W
2026-08-10T09:37:39Z,0, 46417 MiB, 39, 2355 MHz, 201.79 W;1, 56531 MiB, 41, 2295 MHz, 231.46 W
2026-08-10T09:38:29Z,0, 46385 MiB, 38, 2362 MHz, 201.13 W;1, 56467 MiB, 39, 2295 MHz, 212.38 W
2026-08-10T09:39:19Z,0, 46385 MiB, 37, 2355 MHz, 204.39 W;1, 56467 MiB, 39, 2295 MHz, 211.80 W
2026-08-10T09:40:16Z,0, 46417 MiB, 38, 2355 MHz, 205.29 W;1, 56531 MiB, 41, 2295 MHz, 231.17 W
2026-08-10T09:40:25Z,0, 0 MiB, 32, 180 MHz, 48.11 W;1, 0 MiB, 33, 180 MHz, 47.41 W
