timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/25 10:42:30.399, 35, 14.65 W, 180 MHz, 405 MHz, 2 MiB, 0 %
2026/09/25 10:42:30.654, 35, 14.65 W, 180 MHz, 405 MHz, 23 MiB, 0 %
2026/09/25 10:42:30.905, 36, 17.28 W, 180 MHz, 405 MHz, 1460 MiB, 0 %
2026/09/25 10:42:31.155, 36, 17.28 W, 180 MHz, 405 MHz, 2420 MiB, 0 %
2026/09/25 10:42:31.405, 36, 51.43 W, 2625 MHz, 13365 MHz, 3636 MiB, 12 %
2026/09/25 10:42:31.655, 36, 51.43 W, 2625 MHz, 13365 MHz, 4884 MiB, 12 %
2026/09/25 10:42:31.905, 36, 87.06 W, 2625 MHz, 13365 MHz, 6164 MiB, 13 %
2026/09/25 10:42:32.156, 36, 87.06 W, 2625 MHz, 13365 MHz, 7380 MiB, 13 %
2026/09/25 10:42:32.406, 36, 87.13 W, 2625 MHz, 13365 MHz, 8596 MiB, 14 %
2026/09/25 10:42:32.656, 36, 87.13 W, 2625 MHz, 13365 MHz, 9844 MiB, 14 %
2026/09/25 10:42:32.906, 37, 87.33 W, 2625 MHz, 13365 MHz, 11092 MiB, 14 %
2026/09/25 10:42:33.156, 37, 87.33 W, 2625 MHz, 13365 MHz, 12340 MiB, 14 %
2026/09/25 10:42:33.406, 37, 87.38 W, 2625 MHz, 13365 MHz, 13556 MiB, 14 %
2026/09/25 10:42:33.657, 37, 87.38 W, 2625 MHz, 13365 MHz, 14740 MiB, 14 %
2026/09/25 10:42:33.907, 37, 87.28 W, 2625 MHz, 13365 MHz, 14740 MiB, 12 %
2026/09/25 10:42:34.157, 37, 87.28 W, 2625 MHz, 13365 MHz, 14740 MiB, 12 %
2026/09/25 10:42:34.407, 37, 85.99 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:34.657, 37, 85.99 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:34.907, 37, 84.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:35.157, 37, 84.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:35.407, 37, 84.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:35.658, 37, 84.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:35.908, 37, 84.02 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:36.158, 37, 84.02 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:36.408, 37, 84.02 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:36.658, 37, 84.02 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:36.908, 37, 83.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:37.158, 37, 83.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:37.408, 37, 83.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:37.658, 37, 83.88 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:37.909, 37, 83.51 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:38.159, 37, 83.51 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:38.409, 37, 83.51 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:38.659, 37, 83.51 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:38.909, 37, 83.63 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:39.159, 37, 83.63 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:39.409, 37, 83.63 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:39.659, 37, 83.63 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:39.910, 37, 83.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:40.160, 37, 83.75 W, 2610 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:40.411, 37, 83.92 W, 2617 MHz, 13365 MHz, 14740 MiB, 0 %
2026/09/25 10:42:40.661, 37, 83.92 W, 2617 MHz, 13365 MHz, 15892 MiB, 0 %
2026/09/25 10:42:40.911, 42, 110.64 W, 2677 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 10:42:41.161, 42, 110.64 W, 2677 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 10:42:41.411, 45, 275.98 W, 2827 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 10:42:41.661, 45, 275.98 W, 2827 MHz, 13365 MHz, 15892 MiB, 100 %
2026/09/25 10:42:41.912, 46, 405.33 W, 2827 MHz, 13365 MHz, 15892 MiB, 100 %
